Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q	ID83R	ID83S
SP24708	75	0	55	3	0	11	0	1	39	59	49	33	16	32	11	3	38	0	0
SP24301	144	1	80	8	0	20	4	1	68	86	51	49	13	8	72	12	14	0	10
SP27201	68	0	96	6	33	9	0	0	48	46	63	38	9	22	33	13	9	0	4
SP28791	25	0	21	9	0	3	0	2	8	15	39	18	2	10	8	1	0	0	6
SP23739	33	10	22	3	0	18	0	0	27	34	40	16	4	18	14	2	2	9	1
SP24702	112	20	59	0	0	14	0	4	30	58	37	37	4	70	0	16	0	14	8
SP25332	16	0	12	5	19	12	1	0	6	31	6	5	5	14	0	5	0	13	4
SP28335	27	4	30	5	0	18	0	0	0	58	43	24	3	22	24	5	22	19	8
SP26709	81	2	22	5	0	14	0	0	8	19	12	5	2	0	38	7	4	7	6
SP25350	27	0	43	7	53	1	1	4	64	77	42	25	5	19	50	4	11	5	5
SP25380	85	1	90	11	0	13	5	2	56	34	71	49	11	24	17	8	19	0	8
SP24565	11	0	13	0	0	21	0	0	19	67	35	3	8	10	37	0	10	1	2
SP25833	98	0	33	3	6	14	0	0	30	47	56	38	4	25	33	12	0	9	3
SP25905	5	15	19	1	0	20	0	2	15	13	46	22	0	0	28	0	16	4	2
SP26439	24	0	16	2	0	9	1	7	1	4	14	27	0	5	17	10	0	21	3
SP24236	86	0	108	9	0	0	1	0	43	49	89	22	0	132	36	7	19	2	0
SP23925	0	0	103	0	125	27	0	0	1005	332	9	26	12	33	8	7	70	0	0
SP24815	81	5	84	4	0	21	3	0	12	80	56	16	22	81	35	0	54	13	9
SP27957	41	25	60	1	0	11	0	0	38	26	45	40	8	30	29	8	0	11	2
SP27603	42	0	39	1	0	13	1	0	19	46	49	46	7	14	52	9	31	0	10
SP27825	73	8	83	0	0	18	1	7	33	74	49	37	12	59	51	9	1	0	3
SP24135	57	1	77	5	0	280	2	4	71	92	92	187	31	28	106	15	0	13	3
SP26499	41	0	27	3	0	10	0	5	12	18	29	12	10	34	0	6	0	34	8
SP25518	67	25	91	4	4	12	10	4	51	18	102	66	0	65	0	0	33	0	5
SP28659	83	33	98	4	0	335	0	0	100	96	113	124	22	155	0	17	0	11	0
SP23622	46	3	50	1	0	3	6	3	42	84	55	41	11	0	14	2	9	10	12
SP27939	50	0	26	3	2	4	0	0	15	36	40	59	16	0	34	0	8	17	6
SP23754	14	0	16	2	0	4	0	3	5	4	19	9	4	12	19	0	0	18	0
SP29697	64	11	39	5	0	4	0	7	28	29	24	31	13	8	27	0	16	0	7
SP27339	54	0	35	0	0	11	2	0	5	59	38	29	9	10	27	8	12	10	3
SP29559	51	8	13	6	0	361	0	8	2	0	70	101	5	98	37	0	48	0	6
SP29331	42	17	70	4	0	23	0	0	29	34	77	46	22	7	39	2	14	15	12
SP26475	87	9	51	1	0	13	0	7	10	48	42	51	18	0	0	10	42	8	10
SP23775	69	0	76	0	0	313	0	0	60	58	92	104	17	59	112	2	0	58	0
SP28275	36	10	18	2	0	10	0	0	35	33	13	5	2	37	65	10	5	3	4
SP28581	61	0	64	4	22	16	0	0	48	46	51	58	3	0	17	4	0	15	12
SP23639	67	0	58	2	11	17	2	0	45	59	53	30	15	16	78	11	5	0	4
SP24391	65	13	46	2	0	11	1	0	30	46	53	43	12	19	37	1	47	0	0
SP28041	80	33	102	3	0	9	0	4	60	66	62	49	10	44	0	4	0	11	0
SP25494	100	90	162	4	0	518	3	0	121	96	260	264	6	144	46	6	103	23	10
SP26649	43	1	41	0	45	21	0	0	45	119	32	41	5	16	19	5	0	3	0
SP78927	38	0	4	0	0	1	0	2	1	0	6	0	0	0	0	0	0	7	4
SP78913	17	0	1	0	5	7	0	2	0	0	2	0	0	6	0	1	7	3	0
SP107375	49	16	9	3	0	16	0	11	1	0	16	24	0	0	29	3	15	0	3
SP107408	144	0	34	6	57	14	1	6	13	1	15	0	0	5	0	2	12	10	0
SP107439	24	0	6	0	0	0	2	0	2	0	16	10	0	0	0	227	0	0	0
SP78816	29	0	2	0	2	1	0	0	4	0	2	3	0	1	0	0	0	0	0
SP78663	103	16	4	9	0	22	0	0	5	1	3	0	0	0	33	0	0	5	10
SP78709	76	4	4	3	0	5	0	10	2	5	1	9	0	0	6	0	4	0	2
SP107462	119	36	6	9	0	5	0	10	0	0	8	1	0	0	0	1	22	6	0
SP78951	55	0	7	3	0	3	0	6	1	4	17	1	4	4	0	0	0	6	2
SP107435	68	24	16	7	0	0	0	6	10	0	7	18	1	15	10	0	13	1	3
SP78679	63	0	41	1	0	5	0	14	17	2	17	0	0	31	5	3	0	0	20
SP107360	125	10	26	6	0	21	2	31	17	15	0	5	18	0	1	6	15	0	0
SP78819	9	0	3	2	0	0	0	0	0	0	0	1	2	13	0	0	1	0	4
SP78821	60	0	7	1	0	0	2	3	0	3	17	12	0	12	1	5	14	0	4
SP107552	34	3	0	0	3	3	0	1	3	0	4	5	0	0	0	0	6	9	0
SP78865	21	4	1	3	0	2	0	0	0	0	2	0	0	0	16	0	0	4	12
SP107470	82	0	27	4	0	0	4	2	5	0	6	5	0	0	7	0	0	0	2
SP78673	2	1	4	0	2	1	0	0	8	0	7	10	0	0	0	1	1	5	5
SP78824	23	0	3	3	0	7	0	0	2	0	5	0	0	0	6	0	2	0	0
SP107550	27	0	7	7	0	0	0	0	0	0	4	0	0	0	0	1	9	1	6
SP78718	162	37	28	3	0	1	0	14	1	0	10	0	0	0	0	7	7	4	0
SP107451	44	7	5	3	0	2	0	6	1	5	0	9	0	3	0	2	0	1	2
SP107557	41	6	5	5	0	1	0	0	0	0	0	0	0	20	0	0	0	1	0
SP107358	21	0	4	0	0	4	1	5	12	0	7	9	0	0	0	1	10	15	4
SP78731	30	0	3	0	0	2	0	5	1	0	3	0	0	0	8	0	3	7	2
SP107455	27	0	3	0	0	0	0	5	0	0	5	0	0	0	8	0	0	2	8
SP107549	33	0	5	1	1	2	1	0	3	0	0	0	0	6	0	0	0	0	4
SP78814	33	0	2	3	13	8	1	2	0	0	13	8	0	0	0	3	10	2	15
SP107357	191	19	57	8	0	11	11	27	8	37	6	20	16	12	11	28	22	0	12
SP78919	59	4	3	3	0	12	2	3	8	0	6	0	0	0	0	1	0	6	5
SP107453	29	20	10	1	0	0	0	7	0	3	4	6	0	6	0	3	9	0	2
SP78719	0	0	1	0	6	0	0	0	2	0	0	0	0	0	0	0	0	3	2
SP78662	8	4	3	1	0	0	0	0	0	0	7	0	0	0	7	1	0	4	0
SP107457	95	13	0	2	19	5	1	9	4	0	7	0	0	5	2	0	7	8	8
SP107404	97	20	42	6	0	12	2	16	20	10	7	0	9	0	11	3	14	6	4
SP78714	36	4	11	5	0	1	0	2	3	0	9	4	0	0	0	1	1	1	6
