MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q	ID83R
1:Del:C:0	1.18E-04	2.61E-03	1.12E-03	7.24E-03	2.63E-03	1.24E-02	2.54E-03	5.81E-03	4.88E-03	3.75E-03	5.19E-03	1.67E-03	5.87E-03	5.27E-03	3.59E-03	2.39E-03	4.06E-03	6.99E-03
1:Del:C:1	3.84E-04	1.94E-03	8.18E-04	3.01E-03	9.26E-04	5.93E-03	4.71E-04	4.83E-03	3.23E-03	1.76E-03	3.78E-03	1.07E-03	5.45E-03	4.08E-03	4.16E-03	9.65E-04	2.80E-03	3.33E-03
1:Del:C:2	3.75E-04	1.42E-03	2.05E-04	2.22E-03	5.73E-05	4.95E-03	7.31E-04	4.47E-03	1.70E-03	9.09E-04	2.19E-03	9.43E-04	2.25E-03	1.48E-03	9.54E-04	7.78E-04	2.45E-03	2.25E-03
1:Del:C:3	3.22E-04	6.41E-04	2.42E-04	1.09E-03	3.37E-04	1.76E-03	4.74E-04	2.49E-03	7.12E-04	6.17E-04	1.43E-03	1.91E-04	2.06E-03	1.34E-03	1.03E-03	7.04E-04	8.76E-04	1.67E-03
1:Del:C:4	2.58E-04	1.61E-04	1.02E-04	9.87E-04	4.75E-04	2.40E-03	1.45E-04	2.15E-03	3.83E-04	4.93E-04	9.81E-04	5.07E-04	1.64E-03	7.06E-04	1.04E-03	1.53E-04	1.43E-03	1.11E-03
1:Del:C:5	5.70E-05	5.06E-05	3.65E-04	4.67E-04	6.43E-04	1.66E-03	1.48E-04	2.00E-03	1.12E-03	1.31E-03	1.22E-03	2.13E-04	1.75E-03	1.10E-03	3.53E-04	4.29E-04	5.80E-04	7.39E-04
1:Del:T:0	6.94E-04	2.71E-03	6.37E-04	3.53E-03	1.24E-03	5.71E-03	5.70E-04	7.69E-03	3.72E-03	3.33E-03	4.25E-03	8.03E-04	3.78E-03	4.48E-03	3.18E-03	1.04E-03	5.02E-03	2.73E-03
1:Del:T:1	3.00E-05	3.29E-03	1.41E-04	5.06E-04	1.02E-04	3.41E-03	3.78E-04	3.81E-03	8.39E-04	7.56E-03	7.52E-04	9.73E-04	1.20E-03	1.84E-03	7.64E-04	5.43E-04	1.20E-03	2.07E-03
1:Del:T:2	3.53E-04	1.89E-03	3.37E-04	3.07E-03	7.81E-04	4.56E-03	1.12E-03	5.07E-03	1.63E-03	1.71E-03	3.41E-03	6.84E-04	5.29E-03	4.23E-03	1.13E-03	8.14E-04	3.84E-03	2.23E-03
1:Del:T:3	3.80E-04	1.36E-03	4.36E-04	3.70E-03	1.36E-03	3.55E-03	1.34E-03	3.33E-03	1.57E-03	2.42E-03	3.16E-03	1.56E-03	3.43E-03	4.95E-03	3.68E-03	8.51E-04	4.01E-03	1.66E-03
1:Del:T:4	4.42E-04	6.65E-04	1.41E-04	3.22E-03	1.64E-03	2.72E-03	1.08E-03	1.60E-03	6.23E-04	1.72E-03	3.85E-03	1.01E-03	2.31E-03	2.68E-03	1.10E-03	6.52E-04	2.85E-03	4.46E-03
1:Del:T:5	1.67E-03	1.65E-03	4.56E-04	4.11E-03	8.89E-03	2.97E-03	2.49E-03	2.80E-03	2.88E-03	1.27E-03	5.32E-03	3.83E-03	4.81E-03	5.77E-03	2.49E-03	1.32E-03	2.14E-03	4.81E-03
1:Ins:C:0	4.78E-09	1.21E-04	2.28E-05	5.39E-08	2.87E-04	5.19E-04	4.09E-04	1.54E-03	1.21E-03	8.87E-04	5.45E-04	7.16E-05	4.47E-04	6.33E-04	6.17E-04	6.16E-03	1.18E-03	3.27E-04
1:Ins:C:1	1.47E-04	3.28E-04	1.80E-04	2.69E-04	1.57E-04	1.30E-03	1.63E-04	2.82E-04	1.23E-03	2.48E-04	1.25E-03	3.53E-04	1.65E-03	1.65E-03	7.43E-04	2.08E-03	6.25E-04	3.82E-04
1:Ins:C:2	1.99E-06	3.71E-04	1.83E-04	1.68E-04	0.00E+00	6.74E-04	1.71E-04	1.52E-03	1.47E-03	1.93E-04	1.13E-03	6.82E-05	1.71E-03	1.35E-03	4.43E-04	8.90E-04	1.05E-03	7.99E-04
1:Ins:C:3	1.40E-04	1.81E-04	2.39E-04	3.05E-05	3.88E-06	9.15E-04	4.55E-05	3.66E-04	1.06E-03	1.09E-04	7.05E-04	2.64E-04	1.50E-03	2.11E-03	5.94E-04	1.31E-03	1.31E-03	1.75E-04
1:Ins:C:4	2.58E-05	9.93E-05	7.15E-05	1.58E-04	5.60E-05	8.87E-04	4.16E-05	1.48E-04	9.15E-04	2.54E-09	1.08E-03	8.67E-05	1.14E-03	2.60E-03	3.65E-04	1.21E-03	9.07E-04	2.81E-05
1:Ins:C:5	1.10E-03	1.83E-04	1.17E-04	6.97E-04	3.53E-04	1.50E-03	6.00E-05	5.47E-04	1.52E-03	2.31E-05	4.57E-03	2.87E-04	2.04E-03	8.09E-03	8.26E-04	1.66E-03	2.26E-03	6.45E-04
1:Ins:T:0	5.63E-04	2.67E-04	4.18E-04	4.61E-04	7.00E-04	2.81E-03	1.94E-04	1.09E-04	3.20E-03	2.99E-03	3.98E-03	4.77E-04	1.97E-03	3.31E-03	1.13E-04	4.74E-03	1.73E-03	1.21E-03
1:Ins:T:1	8.85E-04	3.65E-04	4.67E-04	4.44E-04	1.40E-47	4.50E-03	1.87E-04	2.97E-03	2.55E-03	9.01E-04	3.27E-03	7.74E-04	6.41E-03	1.74E-03	2.09E-03	2.50E-03	4.83E-03	8.06E-04
1:Ins:T:2	2.55E-04	4.84E-04	3.37E-04	4.26E-04	1.96E-04	2.77E-03	1.12E-04	1.58E-03	1.10E-03	1.03E-03	3.16E-03	0.00E+00	6.76E-03	2.17E-03	3.64E-05	1.52E-03	9.67E-04	3.75E-04
