MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I
1:Del:C:0	1.02E-04	3.86E-04	4.76E-03	7.83E-04	5.24E-04	2.22E-03	6.77E-04	3.00E-04	1.27E-03
1:Del:C:1	5.13E-05	2.02E-04	1.60E-03	6.80E-04	6.06E-04	7.59E-04	6.94E-04	3.20E-04	3.67E-04
1:Del:C:2	3.67E-05	1.63E-04	6.21E-04	7.31E-04	3.46E-04	4.65E-04	3.86E-04	1.91E-04	3.11E-04
1:Del:C:3	1.36E-04	1.09E-04	8.85E-04	5.38E-04	2.09E-04	3.21E-04	2.40E-04	1.03E-04	8.92E-04
1:Del:C:4	3.16E-04	4.17E-05	2.42E-03	5.95E-04	1.22E-04	4.77E-04	3.55E-05	1.21E-04	1.74E-03
1:Del:C:5	8.16E-04	1.40E-04	6.54E-03	7.54E-04	8.81E-05	1.68E-03	1.44E-04	2.10E-04	5.20E-03
1:Del:T:0	5.69E-05	2.14E-04	6.89E-04	3.45E-04	2.72E-04	5.59E-04	6.31E-04	8.46E-04	4.38E-04
1:Del:T:1	3.15E-05	1.49E-04	5.60E-04	3.94E-04	2.59E-04	3.00E-04	6.01E-04	1.03E-03	3.27E-04
1:Del:T:2	6.71E-05	2.26E-04	6.15E-04	4.44E-04	3.17E-04	4.46E-04	5.08E-04	1.16E-03	2.86E-04
1:Del:T:3	1.34E-04	3.43E-04	7.13E-04	5.24E-04	1.47E-04	1.62E-04	7.11E-04	1.57E-03	6.09E-04
1:Del:T:4	1.61E-04	3.00E-04	5.91E-04	2.75E-04	2.10E-04	3.55E-04	4.38E-04	7.55E-04	4.95E-04
1:Del:T:5	2.18E-03	3.22E-03	9.65E-03	1.72E-03	8.97E-04	3.05E-03	1.52E-03	2.57E-03	8.43E-03
1:Ins:C:0	3.23E-05	2.21E-04	2.60E-03	2.37E-04	4.43E-05	1.03E-03	2.13E-04	1.31E-04	2.11E-03
1:Ins:C:1	6.03E-06	8.07E-05	7.70E-04	1.43E-04	7.17E-05	4.42E-04	3.35E-05	9.42E-05	2.11E-04
1:Ins:C:2	6.00E-06	5.62E-05	4.45E-04	1.05E-04	6.94E-05	2.89E-04	7.12E-05	7.03E-05	5.32E-05
1:Ins:C:3	1.27E-05	6.65E-05	2.71E-04	1.05E-04	6.54E-05	1.66E-04	1.66E-04	0.00E+00	5.01E-05
1:Ins:C:4	4.20E-05	9.57E-05	1.98E-04	8.95E-05	6.53E-05	9.35E-05	1.79E-04	0.00E+00	2.65E-04
1:Ins:C:5	7.75E-05	2.34E-04	6.08E-04	1.63E-04	1.08E-04	2.42E-04	2.96E-04	1.51E-04	4.51E-04
