Samples	ID83A	ID83B
SP117956	12	115
SP117975	12	76
SP2149	17	591
SP117113	25	184
SP117245	12	147
SP117402	25	95
SP117136	24	128
SP117378	15	126
SP116947	19	135
SP117369	7	150
SP117244	14	90
SP117162	20	106
SP117079	5	123
SP117344	10	566
SP118074	155	325
SP117598	0	541
SP117312	16	104
SP118038	14	126
SP117552	15	76
SP118073	14	138
SP117933	11	73
SP118012	15	138
SP117108	16	108
SP117812	21	88
SP117354	37	205
SP117370	20	124
SP116991	30	143
SP117629	0	606
SP124199	38	148
SP124195	28	164
SP117850	22	104
SP117127	23	114
SP117614	28	151
SP116948	35	257
SP117409	2	726
SP117593	22	125
SP117372	18	125
SP118077	30	138
SP117840	28	173
SP117363	49	455
SP117887	0	901
SP116946	29	162
SP117901	6	358
SP117454	25	133
SP124197	1	1094
SP117919	9	877
SP117250	13	140
SP117983	36	177
SP117676	11	73
SP117011	20	166
SP117057	20	80
SP117126	22	172
SP117728	18	141
SP117618	17	84
SP117257	12	78
SP116963	20	81
SP117078	44	277
SP117944	5	467
SP117639	113	276
SP117834	54	207
SP117105	46	179
SP117785	25	127
SP117882	17	91
SP117778	40	264
SP117032	17	149
SP117710	8	399
SP117538	4	1122
SP124207	417	432
SP117800	32	140
SP117724	40	174
SP124193	16	66
SP2293	17	316
SP2357	54	474
SP2144	0	381
SP2145	0	779
SP2147	18	1178
SP2146	0	316
SP2148	0	325
SP2150	23	118
SP2152	12	91
SP2349	83	231
SP2155	13	777
SP2154	0	1218
SP2158	51	198
SP2156	6	86
SP2159	29	131
SP2153	167	536
SP2160	29	145
SP2151	10	79
SP116341	0	590
SP116331	67	355
SP116351	73	192
SP116371	28	468
SP116361	5	382
SP116343	97	309
SP116333	73	290
SP116373	4	579
SP116363	0	311
SP116353	161	683
SP116345	49	264
SP116365	0	668
SP116375	162	335
SP116335	152	357
SP116355	0	373
SP116347	18	138
SP116367	79	315
SP116339	64	329
SP116349	26	174
SP116357	0	332
SP116359	0	630
SP116369	52	1291
SP116377	104	463
SP116379	53	239
SP7692	263	578
SP5052	0	1516
SP7785	92	1156
SP3415	7	454
SP2799	25	170
SP9979	15	143
SP5393	199	386
SP11292	0	157
SP13036	324	631
SP7421	96	348
SP4875	0	1138
SP8795	175	631
SP4820	21	1331
SP4593	30	134
SP8085	88	234
SP11235	61	181
SP6730	102	398
SP10635	15	130
SP5381	18	91
SP10084	192	486
SP9251	34	198
SP3016	173	540
SP11045	13	105
SP2826	20	307
SP11171	4	524
SP5784	116	339
SP8564	68	368
SP5844	186	397
SP6519	24	168
SP6766	19	167
SP5448	80	349
SP12049	0	1391
SP2714	8	1106
SP2801	69	405
SP8891	32	634
SP9481	23	121
SP5808	94	781
SP6429	88	729
SP5017	96	436
SP8229	42	207
SP8157	23	190
SP5279	347	520
SP8660	0	811
SP11878	35	295
SP9433	44	170
SP2881	187	597
SP7378	45	154
SP9816	0	736
SP4265	15	258
SP2793	159	1764
SP6825	284	695
SP4523	49	264
SP9930	20	802
SP5820	47	294
SP10470	0	794
SP9648	14	1015
SP4535	16	161
SP11808	80	260
SP96163	0	745
SP11948	0	907
SP4557	35	275
SP96147	36	220
SP10150	173	285
SP4472	0	818
SP6813	81	359
SP96511	0	1211
SP5636	69	197
SP5559	63	1210
SP3631	19	304
SP5473	171	311
SP8394	70	226
SP6115	38	206
SP7291	73	246
SP2997	25	219
SP8831	40	2006
SP2731	27	164
SP6223	12	539
SP7171	69	286
SP10563	44	256
SP8987	38	1082
SP5980	0	1111
SP12186	80	195
SP10944	92	415
SP2766	4	782
SP6673	12	2386
SP117698	32	179
SP124201	16	360
SP2143	12	100
SP124191	17	155
SP117247	17	184
SP117362	23	149
SP117470	7	745
SP117586	10	99
SP117709	25	131
SP2157	10	43
SP3368	57	220
SP5666	33	179
SP2781	27	150
SP8532	36	204
SP12856	16	210
SP7456	32	230
CPCT02100011T	30	312
CPCT02020314T	69	385
CPCT02080016T	58	356
CPCT02010359T	194	1584
CPCT02020322T	60	217
CPCT02010351T	115	1038
CPCT02110004T	32	347
CPCT02040031T	215	669
CPCT02020341T	56	259
CPCT02080025T	119	992
CPCT02080022T	16	229
CPCT02100017T	165	649
CPCT02100021T	131	476
CPCT02020345T	53	335
CPCT02020344T	63	566
CPCT02020347T	71	386
CPCT02100020T	32	871
CPCT02100024T	85	519
CPCT02100023T	82	486
