Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H
SP135192	0	0	0	0	0	2	0	0
SP135335	8	0	0	8	1	34	1	4
SP135278	4	0	2	0	0	13	0	5
SP135287	38840	20795	0	4644	0	0	0	0
SP135345	37	31	4	15	0	163	14	19
SP85122	56850	35665	2198	5727	0	0	0	0
SP84384	49355	52283	0	0	0	0	0	0
SP135184	0	0	0	0	0	5	0	2
SP135226	41	0	0	86	3	94	0	5
SP135436	316	132	62	443	0	252	32	69
SP135262	2	14	3	24	0	70	15	5
SP135431	345	130	0	788	0	190	139	40
SP135425	105	78	5	219	0	316	70	47
SP135222	86	8	31	209	0	108	11	19
SP135230	71	29	25	56	0	109	10	10
SP135205	16	28	8	12	0	33	0	2
SP135180	0	0	0	0	0	5	0	0
SP135213	82	16	6	41	5	101	5	96
SP135217	0	0	0	0	0	0	0	1
SP135405	147	12	23	249	0	272	15	90
SP135238	4	0	0	0	0	4	0	0
SP135270	155	0	17	219	24	195	12	243
SP135411	30	73	10	50	0	110	1	10
SP135188	2	33	0	16	9	83	44	13
SP135194	101	16	0	115	5	112	4	14
SP135186	48	44	0	97	0	194	16	34
SP135420	204	46	26	88	0	339	31	43
SP135258	10	5	5	30	0	12	0	8
SP135234	226	41	11	419	4	301	74	70
SP135293	0	0	0	0	1	0	0	4
SP135393	76	36	10	122	4	156	168	25
SP135299	41	57	2	231	9	297	141	39
SP135415	6	23	2	37	4	105	6	15
SP135310	0	0	0	0	0	1	0	0
SP135323	11	0	0	0	0	117	0	19
SP135390	3	0	0	11	0	23	3	5
SP135209	5	5	0	11	5	38	12	0
SP135240	71	43	0	334	0	185	16	45
SP135182	990	376	72	733	0	484	80	93
SP85251	16	29	6	147	3	196	0	19
SP84408	19	17	4	53	13	144	21	10
SP84491	630	41	100	1037	117	702	385	235
SP84743	95	0	69	10	83	4	2854	69
SP83967	92	38	1	84	0	228	6	32
SP105253	335	87	78	846	35	311	307	83
SP84998	326	23	22	293	0	233	0	18
SP84062	0	18	10	23	24	113	4	19
SP84982	34109	18826	0	0	0	0	41	0
SP84790	97	119	26	175	0	447	318	37
SP105673	144	0	19	32	20	237	14	911
SP85339	563	0	9	786	19	184	55	38
SP84719	73	430	34	103	3	154	29	35
SP105425	499	177	27	580	21	184	96	39
SP84056	157	3	70	449	39	267	69	274
SP105261	128	5	8	116	13	168	33	61
SP85379	511	15	30	674	41	292	247	61
SP105086	335	0	78	270	5	676	16	193
SP84392	51933	46134	1050	3058	0	0	0	0
SP105018	35	90	14	42	0	0	260	4266
SP84858	656	18	26	394	25	444	86	280
SP84086	0	0	0	407	25	86	18	103
SP105213	305	66	0	260	0	267	30	70
SP105577	232	67	11	168	24	214	16	81
SP85431	37	2	0	178	26	230	1	49
SP84962	20	126	0	283	0	205	18	60
SP105006	276	18	32	147	37	344	24	105
SP84439	36336	57969	0	526	0	0	1048	0
SP105159	130	40	21	116	0	335	1	30
SP85230	38	0	0	0	44	221	5	739
SP84922	754	322	15	217	25	565	328	100
SP85130	539	64	1	400	8	453	52	61
SP104984	193	0	27	230	14	213	31	39
SP85222	34	59	0	87	16	98	7	11
SP105375	123	85	42	1056	36	268	1403	74
SP85287	123	60	46	479	27	245	20	49
CPCT02060042T	0	2	2	29	120	51	0	13
CPCT02130027T	81	38	1	92	387	49	21	29
CPCT02290024T	832	157	19	915	452	243	80	56
CPCT02230080T	595	29	37	541	338	93	122	42
CPCT02070282T	528	9	47	433	244	349	161	26
CPCT02060201T	367	67	15	600	468	0	80	70
CPCT02010752T	126	18	0	40	412	22	52	71
CPCT02130046T	409	0	0	364	370	83	211	36
CPCT02190033T	603	0	195	689	592	94	149	75
WIDE01010213T	551	72	44	181	438	149	204	575
CPCT02440010T	479	17	61	466	709	192	694	75
WIDE01010272T	338	0	50	196	154	120	19	27
DRUP01070085T	53810	18709	2744	11105	4067	0	666	0
CPCT02380045T	263	31	99	816	427	153	147	45
CPCT02150013T	125	62	20	61	404	94	52	47
CPCT02010769T	248	0	61	202	319	151	264	112
CPCT02450014T	14636	7449	242929	0	1352	0	1120	0
CPCT02130122T	112	63	109	383	358	118	11	76
CPCT02230107T	943	26	90	335	306	211	106	12
DRUP01090017T	473	28	122	508	707	282	1196	80
CPCT02020781T	457	128	2	248	600	308	36	608
CPCT02310016T	255	132	0	142	353	157	162	0
CPCT02300050T	711	93	37	258	501	366	326	158
CPCT02020808T	665	0	94	389	288	65	41	439
CPCT02050414T	605	10	107	991	384	290	44	106
CPCT02230042T	5	0	0	61	251	0	9	6
CPCT02040170T	15	0	35	11	252	61	412	30
CPCT02330059T	829	159	124	687	755	335	231	111
CPCT02330063T	779	0	71	595	498	431	67	77
CPCT02020512T	190	70	45	385	111	134	27	24
CPCT02110031T	251	0	56	190	256	357	63	72
CPCT02030347T	109948	54629	13	0	886	1278	223	341
CPCT02050179T	1075	41	101	870	573	265	60	98
CPCT02010591T	179	0	79	98	286	251	122	35
CPCT02170007T	475	55	0	0	604	365	56	118
CPCT02210025T	222	38	24	184	795	0	785	64
CPCT02030376T	339	25	0	110	287	211	54	112
CPCT02050110T	457	37	31	717	342	316	273	129
CPCT02030318T	908	39	126	759	381	394	66	112
CPCT02100056T	307	0	0	0	161	151	65	64
CPCT02030326T	311	109	0	486	245	186	182	96
CPCT02120007T	400	173	95	212	453	87	586	51
WIDE01010573T	460	0	47	401	294	809	73	253
WIDE01010693T	294	4	32	266	173	174	143	29
