Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G
SP117956	4	15	12	35	48	11	2
SP117975	5	23	0	39	19	2	0
SP2149	24	16	311	222	6	29	0
SP117113	5	124	9	23	24	24	0
SP117245	3	22	6	61	48	19	0
SP117402	12	20	0	29	36	21	2
SP117136	10	66	7	9	52	8	0
SP117378	5	37	20	8	33	38	0
SP116947	7	31	5	30	44	36	1
SP117369	0	29	5	0	0	123	0
SP117244	5	52	0	16	8	18	5
SP117162	9	13	6	9	35	52	2
SP117079	0	21	8	35	43	21	0
SP117344	9	72	375	32	42	36	10
SP118074	120	196	24	43	49	45	3
SP117598	0	31	25	411	37	37	0
SP117312	4	29	0	15	59	13	0
SP118038	2	61	15	0	26	34	2
SP117552	7	23	2	14	28	14	3
SP118073	2	50	4	42	37	17	0
SP117933	4	21	10	11	26	12	0
SP118012	5	22	12	19	52	41	2
SP117108	5	48	0	41	25	5	0
SP117812	12	16	9	21	16	35	0
SP117354	20	60	37	36	47	33	9
SP117370	7	66	6	10	34	21	0
SP116991	16	45	10	60	29	9	4
SP117629	1	15	470	15	56	34	15
SP124199	23	65	4	48	32	14	0
SP124195	12	92	11	22	32	21	2
SP117850	12	29	0	56	17	10	2
SP117127	11	58	9	19	31	8	1
SP117614	12	11	0	55	47	54	0
SP116948	10	115	9	63	68	27	0
SP117409	13	39	475	32	85	77	7
SP117593	9	38	9	30	56	5	0
SP117372	8	21	8	20	21	64	1
SP118077	14	22	29	21	64	18	0
SP117840	11	92	0	63	23	12	0
SP117363	25	86	85	110	27	161	10
SP117887	1	23	622	50	116	51	38
SP116946	14	40	6	68	33	30	0
SP117901	7	25	157	110	0	61	4
SP117454	10	37	7	25	54	25	0
SP124197	26	36	649	67	48	237	32
SP117919	27	40	669	0	63	73	14
SP117250	2	43	4	26	30	48	0
SP117983	20	77	17	46	28	22	3
SP117676	3	13	2	8	43	15	0
SP117011	8	41	23	20	32	59	3
SP117057	10	25	1	14	18	32	0
SP117126	6	62	1	60	53	10	2
SP117728	5	71	13	37	27	6	0
SP117618	9	46	9	5	17	13	2
SP117257	5	18	7	12	28	19	1
SP116963	10	28	3	26	31	3	0
SP117078	16	146	13	49	61	36	0
SP117944	8	34	259	64	43	53	11
SP117639	65	72	33	65	110	42	2
SP117834	29	52	6	85	60	29	0
SP117105	27	76	10	56	40	16	0
SP117785	11	5	0	43	52	37	4
SP117882	5	41	0	9	49	1	3
SP117778	16	84	10	77	68	47	2
SP117032	4	52	19	26	52	12	1
SP117710	2	20	22	219	74	70	0
SP117538	27	60	812	14	84	102	27
SP124207	339	301	31	37	46	95	0
SP117800	17	49	5	26	37	35	3
SP117724	20	70	14	30	65	15	0
SP124193	8	16	0	17	22	19	0
SP2293	5	48	17	0	0	260	3
SP2357	43	29	231	85	13	126	1
SP2144	0	17	235	128	0	1	0
SP2145	15	46	590	0	68	60	0
SP2147	28	115	866	0	58	129	0
SP2146	5	8	193	85	0	23	2
SP2148	3	16	192	91	4	19	0
SP2150	9	34	11	10	53	24	0
SP2152	3	43	6	5	29	15	2
SP2349	47	54	28	69	87	27	2
SP2155	24	32	542	0	73	119	0
SP2154	19	25	872	0	156	123	23
SP2158	30	102	10	32	46	26	3
SP2156	1	14	9	33	27	8	0
SP2159	16	37	5	16	17	69	0
SP2153	112	308	47	14	123	99	0
SP2160	14	49	25	20	51	14	1
SP2151	4	17	13	17	18	15	5
SP116341	11	19	428	0	22	110	0
SP116331	36	210	30	64	29	48	5
SP116351	38	52	25	10	105	35	0
SP116371	0	76	15	143	261	0	1
SP116361	14	8	234	119	0	12	0
SP116343	56	101	21	59	104	58	7
SP116333	44	85	80	0	59	95	0
SP116373	21	3	370	105	0	76	8
SP116363	5	2	199	92	0	7	6
SP116353	93	363	32	108	130	117	1
SP116345	20	123	5	50	108	6	1
SP116365	0	0	389	267	0	0	12
SP116375	109	150	23	46	99	69	1
SP116335	58	24	81	14	332	0	0
SP116355	4	4	171	133	0	59	2
SP116347	5	48	9	24	42	28	0
SP116367	47	51	59	89	52	96	0
SP116339	32	200	14	49	53	45	0
SP116349	9	48	13	40	67	19	4
SP116357	9	0	183	119	0	21	0
SP116359	8	14	360	209	0	33	6
SP116369	54	125	912	46	80	97	29
SP116377	53	161	40	46	138	126	3
SP116379	29	111	22	56	67	7	0
SP7692	162	203	74	55	227	112	8
SP5052	5	0	863	577	0	43	28
SP7785	52	264	627	8	97	182	18
SP3415	11	20	226	112	30	59	3
SP2799	10	60	18	31	44	32	0
SP9979	7	7	10	71	43	17	3
SP5393	100	86	50	34	266	49	0
SP11292	0	5	90	39	0	23	0
SP13036	230	313	36	115	158	103	0
SP7421	57	98	63	68	84	74	0
SP4875	18	9	564	348	154	25	20
SP8795	106	356	40	50	205	45	4
SP4820	37	84	920	0	141	118	52
SP4593	16	24	7	62	30	24	1
SP8085	47	69	24	24	127	28	3
SP11235	39	80	23	20	53	25	2
SP6730	63	223	19	98	82	15	0
SP10635	6	37	5	44	15	35	3
SP5381	7	20	11	6	55	8	2
SP10084	88	27	55	82	216	210	0
SP9251	16	34	27	49	52	54	0
SP3016	95	67	198	26	248	72	7
SP11045	5	35	14	19	26	19	0
SP2826	14	21	85	196	0	0	11
SP11171	9	32	261	206	0	10	10
SP5784	68	88	41	67	85	106	0
SP8564	27	78	37	64	184	46	0
SP5844	90	78	34	69	261	46	5
SP6519	9	61	28	35	44	12	3
SP6766	8	48	36	22	32	33	7
SP5448	44	141	9	77	76	76	6
SP12049	21	0	859	498	0	8	5
SP2714	34	22	644	367	0	29	18
SP2801	30	107	32	125	129	51	0
SP8891	34	39	404	95	27	67	0
SP9481	11	30	5	58	38	1	1
SP5808	58	156	321	173	94	64	9
SP6429	68	42	382	159	92	42	32
SP5017	57	330	14	55	41	35	0
SP8229	22	66	16	65	43	37	0
SP8157	9	28	49	28	86	12	1
SP5279	226	224	48	54	236	79	0
SP8660	8	30	627	9	85	45	7
SP11878	15	42	32	78	74	87	2
SP9433	24	51	14	11	43	71	0
SP2881	116	198	63	65	83	243	16
SP7378	28	35	33	54	37	10	2
SP9816	8	9	330	372	0	8	9
SP4265	10	26	97	100	12	26	2
SP2793	146	175	1219	340	0	0	43
SP6825	206	376	92	86	169	50	0
SP4523	26	124	21	59	26	55	2
SP9930	32	34	485	249	0	13	9
SP5820	17	154	0	60	69	41	0
SP10470	15	0	520	197	0	58	4
SP9648	34	25	547	262	0	125	36
SP4535	6	17	14	66	43	31	0
SP11808	51	122	0	64	63	30	10
SP96163	6	19	500	218	0	0	2
SP11948	0	38	550	310	0	0	9
SP4557	10	92	33	48	97	27	3
SP96147	17	44	9	72	45	67	2
SP10150	114	121	23	29	103	68	0
SP4472	12	52	547	195	0	0	12
SP6813	39	94	40	28	130	105	4
SP96511	32	14	921	0	77	160	7
SP5636	44	99	13	33	70	6	1
SP5559	0	30	38	147	1058	0	0
SP3631	6	43	9	44	14	204	3
SP5473	98	58	54	71	95	105	1
SP8394	35	49	2	64	93	50	3
SP6115	19	81	12	49	45	32	6
SP7291	42	103	11	58	96	0	9
SP2997	9	62	26	51	52	38	6
SP8831	65	167	1616	0	119	34	45
SP2731	13	62	14	31	28	42	1
SP6223	13	32	227	206	25	48	0
SP7171	35	87	18	70	100	45	0
SP10563	20	113	19	55	47	45	1
SP8987	42	92	760	65	87	70	4
SP5980	19	0	684	387	0	9	12
SP12186	47	60	10	33	60	65	0
SP10944	48	101	42	92	107	113	4
SP2766	21	22	473	235	0	28	7
SP6673	44	152	1470	178	174	284	96
SP117698	16	61	18	53	37	26	0
SP124201	7	21	0	268	28	52	0
SP2143	4	16	0	60	25	2	5
SP124191	3	59	4	58	27	21	0
SP117247	3	72	17	53	28	25	3
SP117362	10	65	28	38	29	2	0
SP117470	23	29	577	0	72	46	5
SP117586	3	21	12	23	25	22	3
SP117709	12	32	4	44	35	29	0
SP2157	6	13	1	22	6	4	1
SP3368	36	109	27	44	50	8	3
SP5666	15	70	11	28	33	55	0
SP2781	13	42	10	45	44	23	0
SP8532	18	52	24	42	43	60	1
SP12856	6	39	21	0	8	149	3
SP7456	11	97	19	42	56	33	4
CPCT02100011T	4	122	0	67	50	22	77
CPCT02020314T	32	121	18	59	114	49	61
CPCT02080016T	24	156	34	27	107	28	38
CPCT02010359T	167	112	950	353	18	35	143
CPCT02020322T	36	63	22	13	44	70	29
CPCT02010351T	72	161	321	362	84	66	87
CPCT02110004T	11	94	40	78	48	28	80
CPCT02040031T	139	232	130	90	162	86	45
CPCT02020341T	30	73	24	39	76	26	47
CPCT02080025T	62	113	42	557	130	108	99
CPCT02080022T	4	36	10	32	63	51	49
CPCT02100017T	97	209	81	59	184	60	124
CPCT02100021T	80	124	17	122	92	42	130
CPCT02020345T	31	90	15	91	20	19	122
CPCT02020344T	27	112	35	0	63	262	130
CPCT02020347T	38	181	8	39	42	51	98
CPCT02100020T	26	94	360	227	0	11	185
CPCT02100024T	39	177	21	62	106	116	83
CPCT02100023T	45	117	24	100	40	118	124
CPCT02080027T	23	126	58	43	60	43	71
CPCT02160001T	29	121	27	38	29	140	48
