MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K
1:Del:C:0	2.96E-05	1.04E-04	4.73E-04	3.46E-04	3.73E-04	3.23E-03	3.01E-03	2.02E-03	1.63E-03	3.84E-04	3.53E-03
1:Del:C:1	5.56E-06	2.29E-04	1.08E-04	2.57E-04	1.65E-04	1.12E-03	1.20E-03	9.07E-04	7.96E-04	2.07E-04	1.73E-03
1:Del:C:2	3.31E-05	1.12E-04	8.20E-05	5.04E-04	3.62E-05	6.78E-04	7.98E-04	5.82E-04	4.49E-04	1.67E-04	9.98E-04
1:Del:C:3	1.34E-04	1.03E-04	1.55E-04	1.68E-03	1.88E-04	8.87E-04	2.88E-04	2.82E-04	2.77E-04	1.19E-04	6.46E-04
1:Del:C:4	3.91E-04	2.08E-05	3.18E-04	3.75E-03	4.64E-04	2.09E-03	2.35E-04	2.69E-04	1.75E-04	1.01E-04	2.20E-03
1:Del:C:5	8.81E-04	7.47E-05	3.20E-04	5.26E-03	9.25E-04	4.66E-03	2.91E-05	9.90E-05	1.39E-04	3.42E-05	2.17E-03
1:Del:T:0	2.25E-05	4.41E-04	4.20E-04	6.81E-05	4.31E-04	1.04E-03	9.82E-04	6.04E-04	7.74E-04	2.15E-04	1.06E-03
1:Del:T:1	2.86E-05	2.41E-04	1.56E-04	2.14E-04	2.37E-04	5.17E-04	7.02E-04	5.62E-04	4.96E-04	1.62E-04	7.11E-04
1:Del:T:2	1.80E-05	2.68E-04	1.19E-03	2.86E-04	2.38E-04	8.66E-04	6.05E-04	4.91E-04	5.34E-04	1.97E-04	8.09E-04
1:Del:T:3	2.30E-04	1.24E-04	3.95E-03	7.41E-04	2.34E-04	2.43E-03	1.89E-03	5.17E-04	5.42E-04	2.80E-04	7.79E-04
1:Del:T:4	4.03E-04	3.47E-04	5.65E-03	2.01E-03	3.46E-04	2.79E-03	3.07E-03	3.06E-04	2.15E-04	4.15E-04	2.16E-03
1:Del:T:5	2.73E-03	2.69E-03	9.05E-03	2.04E-02	7.78E-03	1.61E-02	5.67E-03	2.37E-03	1.32E-03	1.33E-03	1.83E-03
1:Ins:C:0	2.47E-05	3.61E-04	5.60E-05	1.51E-04	1.42E-04	8.06E-05	3.08E-04	3.12E-05	9.73E-04	2.02E-04	4.75E-03
1:Ins:C:1	4.35E-06	2.72E-05	2.93E-05	8.58E-05	8.63E-05	2.05E-04	1.94E-04	2.21E-04	4.57E-04	1.07E-04	1.17E-03
1:Ins:C:2	1.23E-06	4.83E-05	1.56E-05	4.48E-05	7.72E-05	9.59E-05	1.14E-04	1.57E-04	1.64E-04	8.64E-05	3.60E-04
1:Ins:C:3	9.83E-06	4.36E-05	3.08E-05	1.38E-04	2.50E-04	1.06E-04	6.16E-05	1.48E-04	2.45E-04	2.77E-05	5.06E-04
