Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
SP127630	1208	0.997	497.472	41.181%	157.759	26.568%	1.1397	0.998
SP127634	1449	0.973	630.251	43.496%	125.515	31.393%	0.26715	0.971
SP127636	1238	0.994	608.807	49.177%	204.344	36.709%	1.5093	0.995
SP127628	630	0.995	265.892	42.205%	86.414	28.63%	1.02926	0.996
SP127640	1164	0.995	506.644	43.526%	171.739	31.094%	1.06016	0.996
SP127638	1656	0.998	548.103	33.098%	173.211	20.259%	0.80939	0.998
SP127632	2106	0.994	1104.105	52.427%	399.443	41.213%	1.06959	0.996
SP59388	369	0.994	170.957	46.33%	53.772	30.957%	1.71644	0.995
SP116649	1020	0.998	201.486	19.754%	40.332	8.685%	0.08776	0.998
SP59416	490	0.989	261.778	53.424%	86.783	39.497%	1.86328	0.991
SP124977	802	0.996	327.616	40.85%	114.037	28.99%	0.78325	0.997
SP59356	405	0.992	179.845	44.406%	52.501	33.135%	0.81418	0.994
SP116612	868	0.989	506.279	58.327%	181.638	48.557%	1.20456	0.992
SP116659	869	0.993	358.946	41.306%	99.797	27.931%	0.82745	0.994
SP116668	1773	0.993	430.947	24.306%	91.878	12.911%	0.16181	0.992
SP116630	1516	0.998	406.938	26.843%	135.331	16.12%	0.39852	0.999
SP59412	1068	0.993	544.928	51.023%	187.724	39.395%	1.26551	0.995
SP116686	370	0.984	195.5	52.838%	48.057	35.83%	0.80987	0.985
SP116694	935	0.996	309.525	33.104%	89.833	22.115%	0.89228	0.996
SP116712	117	0.978	79.013	67.532%	25.654	53.273%	1.11404	0.98
SP116726	1059	0.993	530.285	50.074%	191.085	41.406%	0.93537	0.995
SP116723	249	0.983	131.729	52.903%	34.862	40.463%	0.77691	0.985
SP59276	178	0.984	101.616	57.088%	34.303	42.752%	1.39122	0.986
SP116703	226	0.98	93.813	41.51%	17.979	21.89%	0.24942	0.978
SP59312	1283	0.997	499.924	38.965%	164.638	26.526%	0.97777	0.997
SP116701	827	0.994	346.144	41.855%	98.024	29.467%	0.55936	0.995
SP59296	261	0.993	102.941	39.441%	34.097	26.473%	0.77424	0.994
SP59280	482	0.994	197.901	41.058%	66.653	28.835%	1.13817	0.995
SP59344	215	0.994	90.161	41.935%	23.616	25.341%	0.84454	0.995
SP59460	820	0.992	399.143	48.676%	139.543	37.573%	1.25651	0.994
SP59404	275	0.995	105.879	38.501%	29.941	21.278%	0.99618	0.996
SP116709	439	0.99	185.619	42.282%	40.841	23.981%	0.27104	0.991
SP59448	3358	0.998	967.881	28.823%	339.236	19.713%	0.55936	0.999
SP116614	1285	0.995	537.238	41.808%	181.786	29.87%	1.17633	0.996
SP59464	286	0.99	108.404	37.903%	22.002	19.969%	0.22809	0.99
SP59364	597	0.99	239.177	40.063%	59.821	29.069%	0.61504	0.991
SP116663	1900	0.998	644.928	33.944%	219.001	23.12%	0.79652	0.999
SP59444	277	0.982	113.148	40.848%	22.751	26.116%	0.29766	0.982
SP116690	1823	0.993	941.53	51.647%	319.592	39.556%	1.36459	0.995
SP59270	165	0.988	99.054	60.033%	31.729	44.795%	1.19004	0.99
SP59352	644	0.991	316.585	49.159%	90.485	36.958%	0.82485	0.993
SP116652	185	0.989	93.478	50.529%	30.282	34.697%	1.2077	0.99
SP116715	3442	0.997	1218.892	35.412%	439.435	25.401%	0.67077	0.998
SP116718	584	0.991	205.402	35.172%	43.116	18.767%	0.19988	0.991
SP116720	250	0.991	97.502	39.001%	25.297	28.032%	0.42858	0.992
SP59284	460	0.998	119.302	25.935%	34.058	13.721%	0.3915	0.999
SP116618	381	0.986	200.982	52.751%	56.368	41.674%	0.99653	0.988
SP59436	61	0.942	34.12	55.934%	5.911	34.892%	0.57327	0.931
SP116645	1314	0.994	615.674	46.855%	197.906	31.682%	1.14913	0.995
SP59320	328	0.979	134.163	40.903%	26.006	21.144%	0.27325	0.977
SP116672	123	0.974	72.814	59.198%	16.953	40.149%	1.17328	0.975
SP116635	402	0.992	168.452	41.903%	44.644	28.323%	0.67349	0.993
SP59328	274	0.993	138.038	50.379%	46.152	37.61%	1.14645	0.994
SP116627	267	0.98	197.431	73.944%	67.282	65.12%	1.45597	0.985
SP116725	156	0.99	72.653	46.572%	24.012	32.773%	1.99585	0.991
SP59292	280	0.988	105.52	37.686%	18.971	18.347%	0.25494	0.988
SP116683	667	0.991	265.544	39.812%	61.195	24.17%	0.21211	0.992
SP59372	144	0.906	112.79	78.326%	24.051	67.277%	0.65004	0.901
SP116610	1118	0.984	489.018	43.74%	115.31	28.498%	0.31169	0.984
SP116638	325	0.994	126.757	39.002%	30.194	22.738%	0.64897	0.994
SP59336	199	0.993	100.217	50.36%	31.87	34.065%	0.93533	0.994
SP124971	1532	0.995	655.791	42.806%	216.282	29.753%	0.96012	0.996
SP116665	143	0.985	69.995	48.948%	18.628	33.925%	0.68415	0.986
SP116674	667	0.989	378.863	56.801%	131.506	46.699%	1.7152	0.992
SP116657	1981	0.993	1009.218	50.945%	336.305	38.043%	1.0048	0.995
SP116670	1204	0.995	645.077	53.578%	247.967	41.919%	1.07029	0.997
SP116642	1219	0.994	488.745	40.094%	146.771	29.323%	0.91172	0.995
SP116606	430	0.928	308.23	71.681%	81.971	69.517%	0.42566	0.93
SP116604	366	0.985	139.508	38.117%	25.513	20.594%	0.24483	0.984
SP59376	145	0.977	107.118	73.874%	33.986	59.082%	1.43903	0.98
SP59272	279	0.995	117.956	42.278%	38.158	27.854%	0.97247	0.996
SP124969	1745	0.992	919.979	52.721%	319.654	41.748%	1.41002	0.995
SP116608	131	0.971	77.353	59.048%	20.379	45.197%	0.74442	0.973
SP59396	246	0.996	91.673	37.265%	27.365	22.07%	1.06094	0.997
SP116688	312	0.991	166.721	53.436%	53.8	38.454%	1.06634	0.992
SP59392	213	0.996	72.067	33.834%	19.778	17.272%	0.63398	0.996
SP59456	644	0.994	246.36	38.255%	67.16	25.049%	0.41566	0.995
SP59348	389	0.989	152.549	39.216%	31.103	21.425%	0.22285	0.988
SP59300	779	0.964	456.099	58.549%	125.978	48.6%	0.31977	0.966
SP59340	365	0.989	123.653	33.878%	25.275	17.329%	0.17836	0.989
SP59380	130	0.961	78.683	60.525%	18.461	45.754%	0.66703	0.962
SP59440	758	0.993	430.113	56.743%	143.25	40.611%	1.51127	0.994
SP59428	175	0.958	115.036	65.735%	29.093	51.779%	1.07066	0.96
SP59400	1421	0.987	999.907	70.366%	366.044	61.41%	1.49708	0.992
SP116624	569	0.992	304.73	53.555%	105.969	42.71%	1.15473	0.995
SP59432	282	0.97	125.037	44.339%	23.891	26.611%	0.27613	0.967
SP59452	1386	0.992	771.777	55.684%	271.392	44.891%	1.35575	0.995
SP116679	103	0.958	67.882	65.905%	16.589	53.292%	0.84964	0.96
SP116676	1872	0.992	1088.949	58.17%	406.212	45.943%	1.35174	0.994
SP59360	836	0.999	190.73	22.815%	60.428	12.883%	0.66895	0.999
SP59384	503	0.997	149.187	29.659%	44.926	17.03%	0.5204	0.998
SP59332	218	0.99	95.383	43.754%	23.712	26.037%	0.5032	0.99
SP116616	755	0.996	180.835	23.952%	38.489	11.503%	0.14805	0.996
SP124981	475	0.997	146.923	30.931%	36.163	16.616%	0.7127	0.997
SP59368	1433	0.996	545.802	38.088%	161.29	25.949%	0.74978	0.997
SP116648	2248	0.996	910.636	40.509%	311.216	29.138%	0.69886	0.997
SP59420	234	0.971	120.701	51.582%	22.157	30.213%	0.33071	0.969
SP116706	699	0.993	252.775	36.162%	70.304	27.098%	0.40202	0.994
SP116654	451	0.991	124.138	27.525%	25.192	13.686%	0.15821	0.991
SP59308	355	0.995	135.739	38.236%	37.823	25.25%	0.58115	0.996
SP59288	847	0.997	358.717	42.351%	132.513	30.978%	1.02854	0.998
SP116622	212	0.988	96.46	45.5%	17.904	21.281%	0.33175	0.988
SP59316	317	0.992	107.087	33.781%	19.614	15.632%	0.21329	0.992
SP59324	259	0.975	151.049	58.32%	39.064	45.353%	0.83238	0.978
