Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P
SP117956	2	11	3	6	10	11	1	18	0	4	0	26	7	6	19	3
SP117975	4	19	5	0	9	7	0	15	0	2	0	0	3	7	17	0
SP2149	21	17	11	164	208	51	0	2	11	35	20	26	9	23	2	8
SP117113	5	106	0	5	9	10	0	11	12	10	1	9	4	5	20	2
SP117245	2	19	0	2	16	15	0	30	0	8	0	27	10	6	21	3
SP117402	10	17	0	0	3	11	2	19	1	6	2	23	16	4	6	0
SP117136	10	59	1	9	0	0	0	17	0	2	0	14	11	17	9	3
SP117378	3	33	0	10	11	15	0	0	0	15	0	37	10	1	6	0
SP116947	6	26	0	5	6	15	2	15	4	10	1	16	24	14	5	5
SP117369	1	21	0	0	5	4	0	10	14	61	5	0	9	4	21	2
SP117244	4	49	2	0	1	6	3	14	0	7	0	6	3	0	7	2
SP117162	8	10	6	4	4	5	1	10	0	22	0	6	14	16	16	4
SP117079	0	20	0	4	11	5	0	23	0	10	0	26	9	9	9	2
SP117344	8	56	2	242	106	31	5	34	21	14	19	6	8	7	8	9
SP118074	102	174	22	16	18	35	4	7	0	11	0	17	32	19	7	16
SP117598	3	40	0	20	106	24	0	209	0	26	6	8	72	21	0	6
SP117312	4	29	0	0	3	11	1	10	0	7	0	22	2	24	2	5
SP118038	1	55	0	11	1	12	1	7	0	12	9	12	3	4	9	3
SP117552	7	21	0	0	6	3	2	5	0	5	0	8	8	10	11	5
SP118073	1	39	1	2	10	6	0	28	11	9	1	25	4	5	8	2
SP117933	4	18	0	5	6	7	0	2	0	4	0	10	7	7	12	2
SP118012	2	19	0	8	5	18	2	11	0	12	0	41	18	6	5	6
SP117108	6	46	0	0	10	2	0	23	0	3	0	5	12	13	3	1
SP117812	10	12	2	7	6	9	0	13	4	12	0	2	14	7	8	3
SP117354	17	50	0	16	27	19	4	0	0	11	11	27	16	9	27	8
SP117370	4	57	7	5	2	8	0	7	6	8	0	20	6	8	3	3
SP116991	12	36	8	0	25	8	1	15	9	7	1	18	5	7	14	7
SP117629	0	16	12	309	124	21	11	47	0	17	0	31	2	5	1	10
SP124199	20	57	0	4	12	18	1	15	0	3	0	16	22	10	8	0
SP124195	10	84	2	5	10	7	1	8	0	8	2	26	13	4	10	2
SP117850	9	23	8	1	13	13	2	24	0	5	0	1	9	6	12	0
SP117127	10	45	0	4	8	5	0	4	5	0	0	17	13	5	13	8
SP117614	6	5	10	1	10	32	0	27	8	17	3	13	19	14	8	6
SP116948	7	102	9	7	15	25	0	33	1	11	0	32	15	18	12	5
SP117409	5	34	21	303	126	70	7	33	0	22	0	37	27	8	25	10
SP117593	4	25	10	7	5	11	0	12	12	0	0	21	18	13	5	4
SP117372	6	20	0	3	8	20	0	14	0	31	9	23	5	3	0	1
SP118077	12	21	2	21	11	15	0	16	0	6	4	21	10	22	4	3
SP117840	10	76	0	0	18	17	0	14	7	1	0	8	25	8	10	7
SP117363	20	83	7	58	52	54	11	43	0	56	0	22	76	14	0	8
SP117887	3	18	0	407	184	45	25	49	17	27	3	49	7	25	35	7
SP116946	12	38	2	12	8	16	0	53	0	10	0	10	23	7	0	0
SP117901	9	27	1	92	102	18	2	31	1	41	0	23	7	0	10	0
SP117454	10	33	0	6	6	6	0	18	2	11	0	28	14	16	8	0
