MutationType	ID83A	ID83B
1:Del:C:0	1.17E-05	8.28E-05
1:Del:C:1	6.41E-06	6.09E-05
1:Del:C:2	6.73E-06	4.34E-05
1:Del:C:3	1.31E-05	3.07E-05
1:Del:C:4	2.41E-05	2.90E-05
1:Del:C:5	3.91E-05	3.90E-05
1:Del:T:0	9.71E-06	7.08E-05
1:Del:T:1	7.87E-06	5.63E-05
1:Del:T:2	1.08E-05	5.31E-05
1:Del:T:3	2.74E-05	5.91E-05
1:Del:T:4	5.01E-05	4.67E-05
1:Del:T:5	1.34E-04	2.57E-04
1:Ins:C:0	7.95E-06	4.56E-05
1:Ins:C:1	3.46E-06	2.29E-05
1:Ins:C:2	2.48E-06	2.22E-05
1:Ins:C:3	5.65E-06	1.60E-05
1:Ins:C:4	1.33E-05	2.18E-05
1:Ins:C:5	2.83E-05	5.12E-05
1:Ins:T:0	8.36E-06	4.09E-05
1:Ins:T:1	4.21E-06	5.47E-05
1:Ins:T:2	1.60E-05	3.87E-05
1:Ins:T:3	1.11E-05	3.51E-05
1:Ins:T:4	1.56E-05	3.79E-05
1:Ins:T:5	1.07E-04	1.88E-04
2:Del:R:0	1.12E-05	4.08E-05
2:Del:R:1	1.76E-05	4.26E-05
2:Del:R:2	1.28E-05	2.83E-05
2:Del:R:3	2.01E-05	1.67E-05
2:Del:R:4	1.25E-05	1.32E-05
2:Del:R:5	2.50E-05	1.67E-05
3:Del:R:0	6.15E-06	2.48E-05
3:Del:R:1	2.01E-05	4.80E-05
3:Del:R:2	1.07E-05	2.37E-05
3:Del:R:3	7.19E-06	1.12E-05
3:Del:R:4	6.19E-06	7.48E-06
3:Del:R:5	4.40E-06	6.34E-06
4:Del:R:0	3.62E-06	2.53E-05
4:Del:R:1	1.28E-05	3.71E-05
4:Del:R:2	8.33E-06	2.10E-05
4:Del:R:3	5.81E-06	1.43E-05
4:Del:R:4	5.15E-06	7.46E-06
4:Del:R:5	5.52E-06	7.13E-06
5:Del:R:0	3.73E-06	7.72E-05
5:Del:R:1	5.79E-06	2.94E-05
5:Del:R:2	4.63E-06	1.18E-05
5:Del:R:3	2.97E-06	8.40E-06
5:Del:R:4	1.18E-06	2.16E-06
5:Del:R:5	2.25E-06	3.29E-06
2:Ins:R:0	1.03E-05	3.84E-05
2:Ins:R:1	3.78E-06	2.73E-05
2:Ins:R:2	4.24E-06	1.92E-05
2:Ins:R:3	6.82E-06	1.45E-05
2:Ins:R:4	1.49E-05	2.12E-05
2:Ins:R:5	3.80E-05	4.98E-05
3:Ins:R:0	4.67E-06	2.48E-05
3:Ins:R:1	2.34E-06	2.16E-05
3:Ins:R:2	2.42E-06	9.44E-06
3:Ins:R:3	2.28E-06	6.31E-06
3:Ins:R:4	4.76E-06	4.69E-06
3:Ins:R:5	1.30E-05	1.48E-05
4:Ins:R:0	1.00E-05	2.95E-05
4:Ins:R:1	2.53E-06	2.12E-05
4:Ins:R:2	2.83E-06	1.06E-05
4:Ins:R:3	4.96E-06	7.25E-06
4:Ins:R:4	5.45E-06	1.07E-05
4:Ins:R:5	5.80E-06	1.22E-05
5:Ins:R:0	1.22E-05	9.17E-05
5:Ins:R:1	3.87E-06	4.82E-05
5:Ins:R:2	2.65E-06	1.13E-05
5:Ins:R:3	2.09E-06	9.75E-06
5:Ins:R:4	1.94E-06	5.75E-06
5:Ins:R:5	1.68E-06	6.93E-06
2:Del:M:1	1.76E-05	5.36E-05
3:Del:M:1	3.57E-06	2.40E-05
3:Del:M:2	1.23E-05	3.58E-05
4:Del:M:1	6.31E-06	2.63E-05
4:Del:M:2	7.69E-06	2.92E-05
4:Del:M:3	1.01E-05	3.33E-05
5:Del:M:1	6.35E-06	6.66E-05
5:Del:M:2	2.46E-06	5.88E-05
5:Del:M:3	3.56E-06	4.94E-05
5:Del:M:4	2.49E-06	4.19E-05
5:Del:M:5	2.78E-06	4.32E-05
