Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K
SP111062	389	359	0	5	15	7	214	8	0	21	49
SP111006	447	770	91	664	85	0	282	0	0	75	135
SP110846	204	123	0	0	52	7	193	1	0	37	58
SP111086	449	155	0	799	195	64	103	5	286	56	31
SP111096	470	311	0	36	92	0	111	3	0	44	10
SP111021	0	0	0	0	1	0	0	0	0	0	1
SP111058	467	329	0	939	356	0	0	19	101	92	33
SP111092	1052	140	0	44	139	0	142	36	176	677	101
SP111076	901	559	168	55	23	0	107	0	0	41	44
SP111098	374	419	3	108	96	0	146	28	0	38	63
SP111039	7	49	0	1	34	0	69	7	23	1	62
SP111052	9	15	0	20	10	0	43	4	0	12	7
SP111166	529	845	296	202	153	0	156	0	0	63	34
SP111014	56	48	0	5	81	13	43	0	0	9	15
SP111066	753	547	88	391	455	0	0	12	30	29	65
SP111094	384	207	181	263	188	0	415	0	0	41	38
SP111015	140	85	12	61	100	56	51	0	0	38	60
SP110853	103	195	0	152	193	334	208	0	0	110	102
SP111051	257	263	0	6	51	0	82	14	0	88	80
SP110855	521	252	0	229	153	0	259	5	0	82	37
SP111004	432	720	0	26	57	0	288	1	0	23	39
SP111078	154	99	0	5	63	0	68	0	0	2	27
SP110863	165	193	0	80	190	0	87	4	170	31	10
SP111013	279	218	0	46	68	0	84	0	111	18	20
SP111042	11	15	0	4	16	0	31	0	0	0	12
SP111040	37	181	0	68	48	0	53	0	89	55	53
SP111031	1816	815	0	155	147	0	259	15	0	12	40
SP23496	259	303	42	85	99	0	155	1	0	36	41
SP111030	0	107	0	17	84	98	107	0	75	26	28
SP111019	43	65	0	33	155	0	120	2	0	23	30
SP111026	396	294	183	187	258	0	54	1	138	36	5
SP110860	855	335	0	128	224	0	91	5	210	42	25
SP110851	355	644	0	68	87	54	303	0	0	51	36
SP111059	465	420	0	50	45	0	218	8	0	111	98
SP111170	747	625	254	108	138	0	139	0	117	106	68
SP111054	473	542	0	39	271	0	64	0	0	86	89
SP111033	905	620	0	49	72	0	90	0	0	87	46
SP111113	1298	377	157	291	497	0	230	4	0	111	42
SP110865	594	584	0	289	321	0	269	30	0	699	266
SP111061	399	317	20	103	72	0	199	0	0	10	37
SP111101	960	767	0	32	307	0	21	0	33	43	0
SP110859	256	482	156	69	48	0	16	0	242	0	90
SP111168	70	120	49	24	35	0	127	8	0	20	71
SP111067	138	278	19	22	38	0	175	6	0	29	32
SP111036	591	412	15	20	23	0	127	1	23	13	44
SP111116	822	709	308	92	81	0	141	0	0	19	26
SP111099	454	372	18	237	57	0	282	1	0	12	41
SP23502	695	262	0	481	416	0	239	0	0	74	107
SP111069	285	731	0	503	132	0	50	6	44	52	65
SP111043	816	651	0	227	236	0	3	0	456	203	0
SP111024	774	273	42	93	161	0	16	12	212	79	7
SP111011	372	160	112	187	219	0	356	0	0	14	2
SP111082	478	420	266	331	117	0	75	0	85	14	41
