Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q
SP123975	1902	0	21	4	0	15	0	46	0	0	7	3	29	49	0	78	57
SP124044	0	0	12	0	13	0	0	6	0	10	0	0	0	5	0	16	5
SP123972	45	0	82	0	0	0	2	57	13	56	0	1	87	0	0	31	39
SP123850	5	7	0	0	0	4	28	3	0	0	12	5	19	7	0	51	0
SP123902	6	0	6	0	0	28	15	9	0	23	4	1	14	18	0	32	3
SP123884	3	58	0	0	0	48	4	5	0	0	38	3	2	11	0	44	3
SP123964	2	51	0	0	0	7	7	3	0	2	0	1	0	8	12	44	0
SP123995	3	0	0	55	0	0	0	3	4	0	0	0	14	11	0	44	4
SP123846	3	4	0	0	4	21	6	5	0	2	0	1	0	33	26	66	5
SP124003	6	0	0	0	1	20	16	7	0	0	0	4	8	2	0	29	0
SP123876	4	17	0	17	1	2	16	7	0	31	0	0	1	0	0	37	0
SP123878	6	0	1	20	0	15	0	7	0	21	0	4	1	5	0	7	4
SP123842	1	12	30	0	0	27	0	1	0	0	0	1	7	0	5	15	0
SP123900	3	0	6	76	0	0	0	2	0	14	19	2	3	4	6	8	0
SP123978	3	10	1	6	0	0	0	1	4	11	0	0	6	4	14	3	2
SP123897	3	0	19	0	0	5	10	12	0	2	0	0	4	14	6	17	0
SP124013	2	0	13	31	0	8	6	5	0	0	0	2	11	0	0	47	0
SP124021	1	0	25	0	0	8	6	5	0	11	0	0	0	5	0	26	2
SP123852	10	0	0	27	0	0	6	6	0	0	34	3	2	10	0	21	2
SP123998	1	0	0	0	0	5	0	21	0	16	58	7	20	9	11	11	11
SP123967	4	0	0	24	7	0	12	0	0	26	0	0	9	7	0	7	0
SP123988	12	23	14	52	27	23	38	6	0	0	0	0	33	22	25	16	0
SP123984	6	24	9	0	7	0	8	3	0	6	0	2	9	3	0	25	1
SP123858	0	0	0	2	5	0	0	10	0	0	8	1	13	11	4	27	7
SP123890	0	0	5	10	6	10	16	5	0	0	0	1	17	0	0	28	0
SP123950	5	0	32	0	0	0	4	5	0	36	0	0	9	20	1	25	4
SP123886	4	0	0	0	0	19	0	6	0	18	3	1	0	3	0	8	0
SP124033	1	6	0	0	0	10	0	1	12	0	6	4	2	4	0	35	6
SP123892	6	66	0	0	0	17	14	12	0	0	0	1	15	3	0	46	0
SP123840	0	0	0	0	0	1	18	6	0	18	27	6	7	10	0	28	1
SP123969	4	0	7	26	7	1	0	10	0	20	0	1	23	7	14	23	0
SP123953	10	1	0	3	0	0	17	5	6	0	26	4	11	0	23	11	0
SP123955	3	0	5	14	0	2	8	2	0	0	0	2	31	7	14	7	0
SP123882	2	42	14	0	0	0	12	6	0	7	0	2	10	22	10	82	3
SP123894	11	0	10	6	0	25	0	7	0	35	4	2	0	4	0	85	9
SP124017	3	0	0	4	0	9	0	5	0	3	10	2	0	2	0	9	0
SP123856	0	13	0	0	0	0	9	5	0	0	0	0	10	7	13	14	2
SP123854	7	0	0	0	14	0	0	5	0	36	31	0	4	0	0	20	0
SP123888	0	0	0	0	0	21	0	5	0	4	7	4	4	3	28	31	1
SP123870	3	2	0	6	0	0	4	2	0	13	0	4	1	13	0	43	0
SP123958	0	0	0	0	4	0	2	3	0	0	27	0	3	0	13	12	0
SP123844	2	0	0	37	0	0	3	5	0	7	0	2	1	3	36	20	0
SP123872	4	0	0	11	0	26	0	19	6	21	20	0	1	26	1	23	0
SP123874	4	25	2	0	0	2	27	10	0	0	0	1	9	5	0	24	6
SP123836	4	0	0	10	0	0	8	16	0	0	44	0	12	11	2	71	0
SP43633	5	2	11	3	0	0	4	5	0	15	0	0	3	3	22	4	0
SP36498	18	0	66	166	180	104	70	5	0	36	0	2	38	4	0	0	0
SP37516	3	114	187	23	62	0	32	7	11	9	66	5	32	0	0	0	5
SP39997	16	125	76	99	156	102	72	17	1	1	0	12	8	13	0	31	9
SP35617	12	0	204	33	71	114	72	27	0	66	0	0	12	23	28	3	6
