Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q
SP124013	2.11E-01	8.39E-01	1.03E+00	1.20E+00	6.90E-01	1.17E+00	9.32E-01	2.94E-01	4.01E-01	6.57E-01	6.07E-01	2.02E-01	6.26E-01	5.73E-01	2.73E-01	8.67E-01	1.10E-01
SP124021	2.02E-01	8.41E-01	9.60E-01	8.88E-01	7.03E-01	7.22E-01	7.74E-01	2.99E-01	4.42E-01	6.83E-01	4.57E-01	0.00E+00	3.41E-01	3.42E-01	4.96E-01	6.75E-01	2.76E-01
SP123852	4.42E-01	7.71E-01	9.49E-01	1.25E+00	1.20E+00	7.82E-01	6.19E-01	2.77E-01	5.81E-01	5.58E-01	1.17E+00	2.25E-01	4.32E-01	8.22E-01	7.23E-01	1.07E+00	2.93E-01
SP123998	1.59E-01	8.22E-01	9.97E-01	9.06E-01	1.12E+00	1.18E+00	5.07E-01	6.41E-01	1.01E+00	1.10E+00	1.40E+00	4.40E-01	1.09E+00	6.56E-01	1.26E+00	7.18E-01	1.03E+00
SP123967	2.23E-01	7.35E-01	1.06E+00	1.13E+00	8.60E-01	6.27E-01	1.01E+00	0.00E+00	5.15E-01	1.20E+00	4.70E-01	1.37E-01	7.45E-01	5.85E-01	7.21E-01	7.10E-01	7.26E-02
SP123988	5.15E-01	2.19E+00	2.50E+00	2.44E+00	2.04E+00	2.09E+00	2.00E+00	4.13E-01	1.52E+00	1.63E+00	1.51E+00	0.00E+00	1.41E+00	1.57E+00	1.38E+00	9.24E-01	2.74E-01
SP123984	3.34E-01	1.02E+00	1.08E+00	5.19E-01	9.82E-01	8.87E-01	6.51E-01	2.78E-01	3.42E-01	6.89E-01	5.17E-01	1.81E-01	6.65E-01	5.58E-01	3.52E-01	8.19E-01	2.11E-01
SP123858	0.00E+00	1.43E-01	3.24E-01	6.55E-01	5.01E-01	3.77E-01	4.86E-02	3.65E-01	5.68E-01	5.70E-01	6.86E-01	1.77E-01	6.66E-01	5.95E-01	6.88E-01	8.67E-01	4.45E-01
SP123890	7.72E-02	4.80E-01	7.92E-01	9.90E-01	5.79E-01	9.35E-01	9.04E-01	2.47E-01	3.09E-01	5.67E-01	6.45E-01	0.00E+00	7.73E-01	2.38E-01	3.31E-01	7.23E-01	0.00E+00
SP123950	3.52E-01	9.73E-01	1.35E+00	9.41E-01	7.81E-01	6.94E-01	7.74E-01	3.85E-01	5.69E-01	1.29E+00	8.77E-01	1.47E-01	9.53E-01	9.27E-01	8.91E-01	1.10E+00	3.33E-01
SP123886	2.79E-01	4.39E-01	3.06E-01	5.23E-01	3.18E-01	1.06E+00	3.55E-01	3.46E-01	5.06E-01	1.15E+00	8.59E-01	8.21E-02	4.01E-01	3.87E-01	4.72E-01	5.60E-01	9.89E-02
SP124033	2.86E-01	6.72E-01	1.84E-01	7.78E-01	5.28E-01	6.60E-01	6.31E-02	3.04E-01	7.08E-01	5.68E-01	6.97E-01	3.28E-01	4.20E-01	4.28E-01	5.26E-01	8.37E-01	4.66E-01
SP123892	4.34E-01	1.85E+00	1.80E+00	1.32E+00	1.08E+00	1.41E+00	1.08E+00	4.62E-01	1.08E+00	1.19E+00	8.40E-01	0.00E+00	1.13E+00	6.54E-01	1.46E+00	1.11E+00	4.64E-02
SP123840	0.00E+00	4.27E-01	5.11E-01	5.17E-01	6.39E-01	6.27E-01	9.05E-01	3.06E-01	9.61E-01	9.64E-01	8.34E-01	3.10E-01	6.67E-01	7.29E-01	9.99E-01	1.11E+00	1.23E-01
SP123969	2.91E-01	1.04E+00	1.18E+00	1.39E+00	1.10E+00	9.97E-01	3.04E-01	4.50E-01	1.06E+00	1.14E+00	8.22E-01	0.00E+00	1.14E+00	6.92E-01	1.41E+00	8.32E-01	1.48E-01
SP123953	3.86E-01	7.75E-01	7.29E-01	1.14E+00	8.72E-01	7.60E-01	8.36E-01	3.85E-01	8.10E-01	6.49E-01	1.10E+00	2.73E-01	7.13E-01	2.41E-01	1.43E+00	7.12E-01	2.06E-01
SP123955	2.10E-01	8.48E-01	1.07E+00	9.58E-01	3.23E-01	1.16E+00	6.17E-01	2.07E-01	6.62E-01	8.69E-01	5.60E-01	1.65E-01	1.04E+00	4.73E-01	1.09E+00	5.59E-01	0.00E+00
SP123882	2.74E-01	1.33E+00	1.33E+00	1.09E+00	1.07E+00	1.03E+00	9.64E-01	4.23E-01	6.78E-01	1.14E+00	8.81E-01	2.46E-01	9.05E-01	1.11E+00	7.51E-01	1.38E+00	2.85E-01
SP123894	3.72E-01	1.09E+00	1.07E+00	1.28E+00	6.93E-01	1.47E+00	6.82E-01	3.93E-01	1.13E+00	1.53E+00	1.18E+00	2.02E-01	6.85E-01	8.37E-01	1.15E+00	1.63E+00	5.22E-01
SP124017	2.03E-01	3.30E-01	4.76E-01	5.21E-01	3.13E-01	6.35E-01	2.41E-01	2.70E-01	3.65E-01	5.13E-01	5.36E-01	1.88E-01	1.91E-01	2.54E-01	2.86E-01	4.58E-01	8.39E-02
SP123856	1.14E-01	7.15E-01	5.52E-01	6.77E-01	3.46E-01	7.35E-01	5.49E-01	2.32E-01	6.64E-01	8.33E-01	6.21E-01	0.00E+00	5.43E-01	4.65E-01	1.00E+00	7.40E-01	4.17E-01
SP123854	3.43E-01	1.25E+00	8.23E-01	6.48E-01	1.64E+00	5.36E-01	0.00E+00	3.07E-01	5.62E-01	1.35E+00	1.57E+00	0.00E+00	6.36E-01	4.83E-01	9.38E-01	9.18E-01	1.53E-01
SP123888	8.93E-02	7.41E-01	5.73E-01	7.17E-01	4.67E-01	1.19E+00	2.72E-01	3.57E-01	8.65E-01	7.55E-01	9.65E-01	3.86E-01	7.11E-01	4.88E-01	1.02E+00	9.45E-01	3.55E-01
SP123870	2.29E-01	4.17E-01	5.09E-01	5.79E-01	1.28E-01	4.51E-01	6.12E-01	1.99E-01	4.77E-01	5.43E-01	2.72E-01	2.19E-01	2.94E-01	6.59E-01	7.35E-01	7.54E-01	0.00E+00
SP123958	1.00E-02	4.50E-01	4.45E-01	7.23E-01	8.34E-01	3.45E-01	4.86E-01	1.97E-01	4.08E-01	6.69E-01	8.81E-01	0.00E+00	4.48E-01	1.81E-01	7.72E-01	5.01E-01	1.69E-01
SP123844	1.45E-01	9.55E-01	9.77E-01	1.28E+00	8.68E-01	7.43E-01	7.02E-01	3.64E-01	6.97E-01	9.53E-01	8.31E-01	2.48E-01	6.69E-01	3.91E-01	1.13E+00	8.99E-01	3.40E-01
SP123872	2.97E-01	1.09E+00	8.84E-01	1.12E+00	8.03E-01	1.15E+00	7.67E-01	6.14E-01	8.51E-01	1.18E+00	1.12E+00	0.00E+00	6.11E-01	9.01E-01	7.51E-01	1.08E+00	7.62E-02
SP123874	2.66E-01	1.01E+00	1.11E+00	8.11E-01	5.36E-01	9.14E-01	1.07E+00	3.87E-01	6.18E-01	7.30E-01	5.71E-01	0.00E+00	5.41E-01	4.38E-01	5.41E-01	6.99E-01	3.20E-01
SP123836	2.80E-01	4.38E-01	7.95E-01	1.21E+00	9.48E-01	8.43E-01	7.28E-01	4.79E-01	8.58E-01	9.40E-01	1.30E+00	0.00E+00	7.93E-01	8.77E-01	7.29E-01	1.25E+00	1.62E-01
SP43633	2.80E-01	6.98E-01	8.63E-01	7.70E-01	3.51E-01	4.17E-01	7.81E-01	3.35E-01	6.63E-01	1.05E+00	3.82E-01	0.00E+00	6.09E-01	4.00E-01	1.03E+00	5.44E-01	2.12E-01
SP36498	9.48E-01	5.62E+00	6.65E+00	5.96E+00	5.35E+00	5.14E+00	3.62E+00	5.58E-01	1.41E+00	2.69E+00	2.99E+00	2.00E-01	1.93E+00	1.02E+00	2.04E+00	3.94E-01	3.77E-01
SP37516	6.68E-01	4.92E+00	4.82E+00	4.77E+00	4.71E+00	3.61E+00	2.71E+00	5.82E-01	1.54E+00	3.14E+00	3.12E+00	2.77E-01	1.37E+00	7.05E-01	1.91E+00	5.08E-01	5.29E-01
SP39997	8.79E-01	5.74E+00	6.59E+00	6.33E+00	6.19E+00	5.11E+00	3.17E+00	7.28E-01	2.39E+00	3.12E+00	3.26E+00	5.64E-01	1.41E+00	1.54E+00	1.92E+00	1.19E+00	5.88E-01
SP35617	8.39E-01	5.30E+00	5.92E+00	4.12E+00	3.57E+00	4.27E+00	3.36E+00	9.15E-01	2.87E+00	3.59E+00	3.09E+00	0.00E+00	1.71E+00	1.69E+00	3.43E+00	8.29E-01	5.21E-01
SP37636	5.27E-01	2.36E+00	2.20E+00	2.07E+00	1.86E+00	2.11E+00	1.96E+00	7.53E-01	1.54E+00	2.26E+00	1.99E+00	3.10E-01	1.08E+00	6.78E-01	1.36E+00	6.77E-01	5.68E-01
SP39907	6.35E-01	3.90E+00	5.12E+00	3.77E+00	4.80E+00	3.65E+00	3.67E+00	4.63E-01	1.31E+00	4.05E+00	2.84E+00	2.24E-01	1.61E+00	1.12E+00	1.59E+00	8.12E-01	2.80E-01
SP40736	1.07E+00	6.94E+00	7.43E+00	6.40E+00	5.57E+00	5.94E+00	4.13E+00	7.34E-01	2.59E+00	3.93E+00	3.90E+00	5.49E-01	2.74E+00	1.39E+00	3.27E+00	1.25E+00	8.31E-01
SP42154	7.63E-01	4.63E+00	5.39E+00	4.79E+00	4.20E+00	3.72E+00	3.49E+00	8.96E-01	2.00E+00	3.38E+00	3.26E+00	1.93E-01	1.91E+00	1.60E+00	2.58E+00	7.52E-01	4.53E-01
SP39594	9.41E-01	6.42E+00	6.25E+00	5.22E+00	5.09E+00	3.95E+00	3.82E+00	3.99E-01	2.26E+00	3.59E+00	3.98E+00	8.35E-01	1.93E+00	1.98E+00	2.53E+00	9.65E-01	6.88E-01
SP41453	6.29E-01	4.52E+00	4.92E+00	3.98E+00	3.47E+00	3.52E+00	2.48E+00	7.37E-01	2.13E+00	3.01E+00	2.82E+00	2.05E-01	1.53E+00	1.51E+00	2.54E+00	6.64E-01	1.40E-01
SP34452	1.26E+00	1.08E+01	1.10E+01	9.73E+00	1.04E+01	8.61E+00	5.22E+00	9.03E-01	4.54E+00	6.96E+00	6.43E+00	3.66E-01	3.75E+00	1.95E+00	3.55E+00	9.92E-01	7.98E-01
SP42829	9.02E-01	5.56E+00	6.74E+00	5.94E+00	5.14E+00	4.11E+00	3.53E+00	1.06E+00	2.79E+00	3.60E+00	3.44E+00	3.76E-01	1.60E+00	2.02E+00	2.90E+00	7.67E-01	4.72E-01
SP37970	1.18E+00	6.99E+00	6.90E+00	7.73E+00	6.54E+00	5.67E+00	4.68E+00	8.67E-01	3.56E+00	3.98E+00	4.93E+00	4.07E-01	2.58E+00	1.86E+00	3.42E+00	1.34E+00	1.03E+00
SP34186	9.07E-01	7.48E+00	8.04E+00	7.41E+00	5.94E+00	5.31E+00	4.58E+00	9.61E-01	2.89E+00	4.35E+00	4.81E+00	5.51E-01	2.35E+00	1.52E+00	3.61E+00	1.22E+00	7.08E-01
SP37903	1.34E+00	9.27E+00	1.22E+01	1.05E+01	9.55E+00	7.41E+00	4.85E+00	9.87E-01	3.37E+00	4.28E+00	5.08E+00	4.47E-01	2.63E+00	1.27E+00	3.70E+00	6.37E-01	6.28E-01
SP35849	3.75E-01	2.02E+00	2.34E+00	1.89E+00	1.37E+00	2.11E+00	1.91E+00	5.79E-01	1.11E+00	1.67E+00	1.29E+00	2.25E-01	1.04E+00	5.07E-01	1.36E+00	8.41E-01	1.70E-01
SP36586	8.93E-01	1.80E+00	1.74E+00	2.03E+00	1.79E+00	1.96E+00	9.30E-01	1.10E+00	1.34E+00	9.79E-01	1.80E+00	2.05E-01	1.19E+00	7.46E-01	1.30E+00	6.78E-01	5.91E-01
SP34431	6.20E-01	4.62E+00	5.45E+00	4.23E+00	5.00E+00	3.30E+00	2.64E+00	8.24E-02	1.28E+00	2.69E+00	3.18E+00	3.10E-01	1.13E+00	8.51E-01	1.44E+00	7.75E-01	3.67E-01
SP37432	6.40E-01	3.78E+00	4.26E+00	3.73E+00	3.66E+00	3.02E+00	2.76E+00	5.83E-01	1.25E+00	2.58E+00	2.44E+00	1.87E-01	1.50E+00	7.89E-01	1.91E+00	8.09E-01	1.16E-01
SP35989	7.34E-01	3.26E+00	3.18E+00	2.53E+00	2.97E+00	3.15E+00	2.03E+00	5.05E-01	1.18E+00	2.45E+00	2.51E+00	3.25E-01	1.49E+00	1.10E+00	2.02E+00	7.32E-01	6.69E-01
SP39102	5.84E-01	3.93E+00	4.30E+00	4.08E+00	3.01E+00	3.14E+00	2.19E+00	7.20E-01	2.02E+00	2.56E+00	2.32E+00	3.24E-01	1.15E+00	1.18E+00	2.45E+00	9.76E-01	7.28E-01
SP34493	5.61E-01	1.90E+00	2.47E+00	2.73E+00	2.05E+00	2.92E+00	2.73E+00	6.57E-01	1.43E+00	2.70E+00	2.11E+00	1.87E-01	1.43E+00	6.65E-01	1.47E+00	8.84E-01	0.00E+00
SP36036	6.19E-01	3.16E+00	3.84E+00	3.41E+00	2.85E+00	3.57E+00	2.27E+00	6.11E-01	1.39E+00	2.92E+00	1.72E+00	1.82E-01	1.98E+00	8.20E-01	1.64E+00	7.53E-01	5.91E-01
SP35951	1.08E+00	5.80E+00	6.33E+00	5.99E+00	4.80E+00	4.27E+00	2.57E+00	8.39E-01	2.44E+00	3.59E+00	2.95E+00	4.54E-01	1.49E+00	1.73E+00	2.69E+00	6.60E-01	9.69E-01
SP39248	5.25E-01	3.24E+00	3.29E+00	2.50E+00	3.73E+00	3.19E+00	2.37E+00	6.61E-01	1.77E+00	2.84E+00	2.54E+00	3.07E-01	1.02E+00	7.90E-01	2.08E+00	9.56E-01	1.55E-01
SP34246	6.83E-01	4.99E+00	5.59E+00	5.67E+00	4.40E+00	5.36E+00	4.10E+00	5.36E-01	2.43E+00	4.01E+00	4.17E+00	0.00E+00	1.30E+00	2.38E+00	2.54E+00	6.86E-01	7.01E-01
SP35412	6.04E-01	6.03E+00	6.54E+00	5.57E+00	5.53E+00	5.48E+00	3.25E+00	6.88E-01	2.30E+00	3.61E+00	2.77E+00	1.83E-01	2.41E+00	1.38E+00	2.20E+00	9.68E-01	6.49E-01
SP39298	1.39E+00	9.99E+00	1.28E+01	1.11E+01	9.16E+00	9.15E+00	6.78E+00	9.14E-01	3.82E+00	7.74E+00	6.24E+00	6.16E-01	3.29E+00	2.33E+00	5.06E+00	1.13E+00	9.95E-01
SP38044	1.10E+00	7.61E+00	8.07E+00	7.73E+00	5.85E+00	6.75E+00	5.00E+00	8.74E-01	2.78E+00	4.36E+00	4.33E+00	4.84E-01	2.40E+00	2.74E+00	3.43E+00	1.13E+00	5.20E-01
SP38271	9.75E-01	6.60E+00	5.92E+00	5.27E+00	6.06E+00	4.31E+00	3.60E+00	7.37E-01	2.17E+00	2.64E+00	3.82E+00	4.00E-01	2.70E+00	1.05E+00	2.87E+00	1.40E+00	7.76E-01
SP43201	7.58E-01	5.32E+00	4.92E+00	4.17E+00	3.84E+00	4.64E+00	2.80E+00	6.24E-01	1.97E+00	3.02E+00	2.58E+00	3.92E-01	2.28E+00	1.21E+00	2.97E+00	1.02E+00	7.65E-01
SP34191	6.25E-01	4.07E+00	4.99E+00	4.31E+00	4.57E+00	3.61E+00	2.57E+00	6.04E-01	1.24E+00	2.78E+00	2.78E+00	4.11E-01	9.63E-01	1.09E+00	1.83E+00	8.79E-01	3.46E-01
SP40047	1.69E+00	7.70E+00	1.07E+01	8.61E+00	6.85E+00	6.73E+00	4.93E+00	1.11E+00	3.51E+00	3.93E+00	2.74E+00	4.36E-01	3.24E+00	2.17E+00	2.54E+00	8.08E-01	5.72E-01
SP39349	4.68E-01	4.51E+00	4.79E+00	4.45E+00	3.62E+00	3.81E+00	2.42E+00	6.70E-01	1.55E+00	3.01E+00	2.86E+00	0.00E+00	1.84E+00	1.19E+00	2.43E+00	1.03E+00	3.83E-01
SP37369	6.39E-01	4.03E+00	4.72E+00	3.24E+00	3.96E+00	3.50E+00	2.71E+00	2.39E-01	1.08E+00	3.13E+00	2.08E+00	1.91E-01	1.40E+00	1.11E+00	1.92E+00	6.30E-01	4.93E-01
SP38759	7.53E-01	4.26E+00	5.57E+00	4.15E+00	4.75E+00	3.62E+00	3.59E+00	7.90E-01	2.31E+00	3.51E+00	3.97E+00	2.93E-01	2.45E+00	1.23E+00	2.49E+00	1.15E+00	1.03E-01
SP36218	4.55E-01	1.91E+00	2.28E+00	2.30E+00	1.96E+00	2.08E+00	1.21E+00	5.23E-01	1.88E+00	1.72E+00	2.12E+00	1.85E-01	1.13E+00	8.84E-01	1.86E+00	1.36E+00	4.30E-01
SP43510	9.11E-01	9.13E+00	1.01E+01	8.90E+00	6.61E+00	6.85E+00	2.73E+00	5.49E-01	2.36E+00	3.59E+00	3.00E+00	4.48E-01	2.10E+00	1.59E+00	3.84E+00	9.96E-01	2.59E-01
SP43770	7.37E-01	5.13E+00	5.97E+00	4.71E+00	3.96E+00	3.90E+00	2.73E+00	5.47E-01	1.79E+00	3.17E+00	2.17E+00	3.18E-01	1.84E+00	1.41E+00	2.14E+00	8.72E-01	6.34E-01
SP43651	1.45E+00	1.04E+01	1.13E+01	9.68E+00	1.08E+01	6.11E+00	3.95E+00	1.10E+00	3.70E+00	5.73E+00	5.21E+00	4.41E-01	2.52E+00	1.89E+00	3.72E+00	1.73E+00	1.14E+00
SP106656	1.64E+00	1.11E+01	1.23E+01	1.06E+01	8.34E+00	8.12E+00	6.12E+00	8.31E-01	4.41E+00	5.60E+00	5.30E+00	5.90E-01	2.69E+00	3.01E+00	3.18E+00	6.03E-01	8.64E-01
SP97249	1.32E+00	8.00E+00	9.33E+00	7.60E+00	4.92E+00	7.05E+00	4.82E+00	2.00E+00	4.42E+00	4.64E+00	3.70E+00	5.32E-01	3.01E+00	2.84E+00	4.78E+00	1.31E+00	7.79E-01
SP106638	1.78E+00	1.49E+01	1.65E+01	1.36E+01	1.02E+01	1.13E+01	5.62E+00	9.31E-01	4.65E+00	6.61E+00	5.00E+00	4.98E-01	3.07E+00	3.45E+00	4.81E+00	1.32E+00	1.07E+00
SP97161	1.45E+00	8.43E+00	9.70E+00	9.13E+00	6.93E+00	6.36E+00	3.85E+00	9.67E-01	3.71E+00	4.66E+00	4.55E+00	6.87E-01	2.13E+00	2.34E+00	4.14E+00	1.09E+00	9.90E-01
SP43696	1.50E+00	9.53E+00	1.09E+01	1.02E+01	9.35E+00	8.38E+00	5.86E+00	8.05E-01	3.04E+00	6.55E+00	6.98E+00	5.81E-01	2.36E+00	2.82E+00	3.83E+00	3.88E-01	9.33E-01
SP97113	1.18E+00	6.41E+00	8.83E+00	6.62E+00	6.57E+00	5.17E+00	3.67E+00	7.79E-01	2.72E+00	3.83E+00	3.89E+00	5.37E-01	1.99E+00	1.20E+00	2.98E+00	1.01E+00	7.35E-01
SP97124	1.39E+00	1.19E+01	1.31E+01	1.23E+01	1.15E+01	9.01E+00	5.94E+00	8.49E-01	4.03E+00	5.57E+00	7.23E+00	7.06E-01	3.83E+00	3.00E+00	4.99E+00	7.68E-01	9.56E-01
SP43808	9.15E-01	5.73E+00	5.58E+00	5.03E+00	3.50E+00	4.61E+00	3.46E+00	7.71E-01	2.12E+00	3.66E+00	2.80E+00	4.87E-01	2.08E+00	1.66E+00	2.56E+00	1.17E+00	8.96E-01
SP43822	8.37E-01	1.64E+00	1.44E+00	5.51E-01	1.01E+00	1.07E+00	6.25E-01	1.95E+00	1.30E+00	1.52E+00	8.60E-01	3.03E-01	1.30E+00	2.28E-01	1.25E+00	5.86E-01	0.00E+00
SP43514	9.49E-01	6.76E+00	7.52E+00	6.11E+00	5.83E+00	5.43E+00	3.25E+00	6.38E-01	2.17E+00	2.81E+00	2.80E+00	2.82E-01	1.94E+00	1.40E+00	1.92E+00	6.55E-01	8.71E-01
SP97258	1.10E+00	7.50E+00	8.75E+00	7.48E+00	6.35E+00	6.82E+00	3.58E+00	3.93E-01	2.15E+00	4.81E+00	4.23E+00	2.95E-01	2.21E+00	1.57E+00	3.43E+00	6.16E-01	5.13E-01
SP97194	1.93E+00	1.16E+01	1.26E+01	1.08E+01	1.18E+01	8.00E+00	6.49E+00	1.49E+00	5.48E+00	7.52E+00	8.31E+00	7.79E-01	3.81E+00	3.08E+00	6.39E+00	1.31E+00	1.25E+00
SP109470	1.86E+00	9.67E+00	1.12E+01	9.67E+00	7.24E+00	7.40E+00	5.26E+00	1.52E+00	4.11E+00	6.10E+00	4.86E+00	4.73E-01	2.37E+00	2.91E+00	4.27E+00	1.06E+00	9.55E-01
SP97278	1.05E+00	6.84E+00	6.89E+00	7.03E+00	6.77E+00	5.55E+00	4.29E+00	8.46E-01	2.93E+00	4.64E+00	4.79E+00	5.72E-01	1.46E+00	1.99E+00	3.28E+00	1.01E+00	5.07E-01
SP109544	1.45E+00	8.35E+00	9.31E+00	7.59E+00	9.05E+00	6.43E+00	4.40E+00	1.14E+00	2.07E+00	4.65E+00	5.32E+00	4.04E-01	1.84E+00	1.16E+00	2.14E+00	7.83E-01	7.53E-01
SP97104	8.17E-01	3.09E+00	2.23E+00	2.16E+00	1.23E+00	3.09E+00	1.56E+00	1.32E+00	1.33E+00	2.34E+00	8.21E-01	4.71E-01	3.83E+00	7.65E-01	1.20E+00	1.25E+00	8.42E-01
SP106577	1.37E+00	1.11E+01	1.07E+01	9.87E+00	9.43E+00	7.57E+00	5.22E+00	1.08E+00	3.59E+00	5.95E+00	5.62E+00	8.04E-01	2.84E+00	2.18E+00	4.33E+00	1.41E+00	1.51E+00
SP109457	9.05E-01	1.83E+00	2.15E+00	2.12E+00	1.39E+00	1.94E+00	1.06E+00	1.43E+00	2.00E+00	9.96E-01	1.28E+00	4.49E-01	1.21E+00	9.30E-01	1.46E+00	1.03E+00	4.54E-01
SP109478	3.73E-01	1.87E+00	2.04E+00	1.73E+00	1.24E+00	1.65E+00	1.42E+00	4.47E-01	8.48E-01	1.22E+00	1.24E+00	2.14E-01	1.06E+00	6.72E-01	1.14E+00	7.62E-01	5.55E-01
SP43688	1.13E+00	8.97E+00	8.84E+00	8.40E+00	7.17E+00	5.76E+00	2.49E+00	7.64E-01	3.11E+00	4.11E+00	4.33E+00	4.53E-01	2.01E+00	1.92E+00	3.02E+00	1.19E+00	3.88E-01
SP97243	1.04E+00	5.13E+00	5.49E+00	4.44E+00	3.66E+00	4.57E+00	3.10E+00	6.28E-01	2.69E+00	3.36E+00	3.50E+00	3.25E-01	2.04E+00	1.40E+00	2.80E+00	7.62E-01	4.69E-01
SP97269	1.25E+00	8.51E+00	1.02E+01	8.22E+00	9.49E+00	7.02E+00	5.01E+00	7.77E-01	3.15E+00	5.07E+00	6.62E+00	6.03E-01	2.56E+00	1.62E+00	4.39E+00	8.11E-01	1.01E+00
SP113926	4.49E-01	2.76E+00	2.77E+00	2.78E+00	2.48E+00	3.15E+00	2.25E+00	3.62E-01	1.08E+00	1.52E+00	2.18E+00	3.29E-01	1.76E+00	6.94E-01	1.08E+00	8.35E-01	1.81E-01
SP106560	7.81E-01	5.54E+00	6.27E+00	4.30E+00	4.58E+00	5.26E+00	3.24E+00	5.23E-01	2.13E+00	4.56E+00	3.85E+00	0.00E+00	2.22E+00	1.54E+00	2.60E+00	8.04E-01	5.71E-01
SP43792	1.46E+00	1.24E+01	1.24E+01	1.01E+01	1.13E+01	8.94E+00	5.35E+00	8.08E-01	3.76E+00	5.02E+00	6.70E+00	4.99E-01	2.93E+00	2.39E+00	3.25E+00	2.57E-01	8.41E-01
