Samples	ID83A	ID83B	ID83C
SP124389	378	8	37
SP124362	906	77	43
SP124394	514	67	24
SP124334	390	117	41
SP124339	16	101	12
SP124454	251	160	49
SP124380	697	0	49
SP124273	0	433	58
SP124357	59	180	74
SP124399	687	249	58
SP124311	883	98	34
SP124355	22	172	29
SP124434	518	67	57
SP124428	1282	342	94
SP124449	426	260	95
SP124298	1724	303	80
SP124431	552	116	28
SP124396	273	239	157
SP124409	924	162	68
SP124341	51	249	63
SP124353	23	106	11
SP124278	0	286	54
SP124376	332	137	52
SP124346	48	435	62
SP124439	1170	0	52
SP124351	25	94	16
SP124406	555	0	173
SP124323	15	167	39
SP124391	45	247	30
SP124423	56	20	3
SP124382	3112	0	41
SP124415	1994	122	118
SP124436	1811	352	121
SP124460	816	106	102
SP124425	373	25	17
SP124456	345	39	60
SP124367	655	52	49
SP124281	1	159	22
SP124377	445	97	16
SP124412	415	31	21
SP124333	210	149	27
SP124359	4	347	66
SP124286	8	72	31
SP124329	214	0	4
SP124326	190	257	51
SP124458	953	109	66
SP124401	2565	0	156
SP124264	102	387	60
SP124384	366	0	21634
SP124403	133	15	7
SP124462	678	201	85
SP124271	58	711	115
SP124336	0	416	38
SP124452	514	99	36
SP124386	654	159	59
SP124441	64	272	203
SP124418	601	0	27
SP124291	0	255	46
SP124319	642	0	15
SP124305	149	280	26
SP124447	3361	354	177
SP124344	22	174	29
SP124369	707	134	62
SP124348	9	188	16
SP124295	56	363	161
SP124444	67	267	55
SP124365	538	141	61
SP124420	350	211	58
SP124364	566	823	396
SP124307	625	51	69
SP82445	1694	0	44
SP83242	383	85	47
SP103894	837	3842	53
SP83382	440	123	49
SP82451	253	341	78
SP104330	45	36	0
SP83312	427	5	52
SP82614	461	33	49
SP82431	1975	0	86
SP82459	314	105	25
SP113197	22	142	14
SP82532	802	160	44
SP82636	46	251	97
SP82796	257	117	42
SP83482	275	69	76
SP104530	207	908	169
SP82429	161	159	33
SP82644	1070	17	55
SP82988	301	115	63
SP82461	471	240	31
SP82900	780	109	60
SP82399	512	254	39
SP82756	122	87	17
SP82836	114	270	42
SP82417	778	0	11
SP82471	0	423	42
SP82435	9	199	41
SP104056	2377	0	87
SP83083	489	65	40
SP82433	178	162	59
SP82780	195	154	41
SP83019	544	34	41
SP83099	124	96	25
SP83146	1607	44	49
SP103866	550	63	60
SP83844	439	52	42
SP83027	12	177	41
CPCT02060044T	512	273	121
CPCT02030247T	192	215	43
CPCT02050043T	35	233	34
CPCT02020342T	424	186	37
CPCT02010371T	334	260	26
CPCT02030256T	148	87	29
CPCT02050045T	403	365	63
CPCT02050047T	0	550	49
CPCT02010393T	721	410	114
CPCT02020358T	135	135	41
CPCT02090002T	574	244	1
CPCT02010403T	33	114	1
CPCT02030272T	254	301	61
CPCT02020373T	161	359	70
CPCT02050052T	244	269	124
CPCT02030270T	22	259	13
CPCT02050056T	395	197	44
CPCT02050055T	293	296	284
CPCT02030279T	60	221	49
CPCT02020320T	409	329	73
CPCT02060037T	35	84	9
CPCT02100033T	195	69	14
CPCT02010436T	441	178	32
CPCT02010439T	252	120	29
CPCT02060043T	25	462	103
CPCT02030284T	386	264	56
CPCT02020410T	448	81	30
CPCT02020408T	373	146	77
CPCT02030291T	1116	161	31
CPCT02050079T	20	157	0
CPCT02050073T	91	268	20
CPCT02220001T	56	224	0
CPCT02010440T	127	224	43
CPCT02011020T	884	270	105
CPCT02340050T	3	690	510
CPCT02080280T	590	166	33
CPCT02080282T	190	265	114
CPCT02060163T	30	156	0
CPCT02011025T	274	286	127
CPCT02010754TII	297	315	53
CPCT02010716T	1054	235	40
CPCT02170039T	144	147	22
CPCT02080284T	74	68	2
CPCT02030555T	457	186	34
CPCT02011037T	934	112	83
CPCT02120180T	175	185	33
CPCT02050304T	1882	765	41
CPCT02020895T	36	337	47
CPCT02090032T	399	376	58
CPCT02020662T	263	128	9
DRUP01080025T	1266	442	196
CPCT02020891T	444	69	56
CPCT02080266TII	88	440	48
CPCT02020901T	311	247	54
CPCT02080287T	257	180	45
CPCT02011045T	138	247	78
CPCT02020897T	185	86	57
CPCT02120101T	17	300	48
CPCT02020910T	510	133	50
CPCT02120095T	517	177	15
CPCT02080294T	23	339	49
CPCT02080292T	10	136	14
CPCT02120098T	421	77	14
CPCT02120105T	256	0	4354
CPCT02020914T	430	108	49
CPCT02160035T	538	226	19
CPCT02050310T	115	305	124
CPCT02290061T	726	265	53
CPCT02050308T	106	710	77
CPCT02090035T	242	270	34
CPCT02020933T	88	257	68
CPCT02020930T	413	211	29
CPCT02020934T	728	213	61
CPCT02020939T	99	226	23
CPCT02020670T	1466	102	93
CPCT02020837TII	166	371	27
CPCT02030459T	0	685	126
CPCT02350019T	18	63	4
CPCT02050424T	5243	103	180
CPCT02340064T	158	199	52
CPCT02011045TII	136	248	81
CPCT02120189T	661	243	65
CPCT02010754T	179	289	36
CPCT02020868T	170	191	27
CPCT02060286T	833	236	62
CPCT02060288T	167	467	180
CPCT02120193T	156	291	39
CPCT02120187T	237	227	106
CPCT02120191T	210	409	57
