Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F
SP109953	9.82E-01	1.38E+00	4.30E-01	1.53E+00	1.12E+00	6.92E-01
SP107650	1.00E+00	1.51E+00	6.55E-01	1.28E+00	9.60E-01	8.55E-01
SP13206	1.26E+00	1.42E+00	8.49E-01	1.99E+00	1.86E+00	9.29E-01
SP13078	9.81E-01	1.58E+00	9.64E-01	2.73E+00	2.36E+00	8.19E-01
SP107607	8.58E-01	1.46E+00	8.03E-01	2.45E+00	2.44E+00	9.45E-01
SP109941	7.03E-01	1.23E+00	5.83E-01	1.24E+00	1.09E+00	6.83E-01
SP109801	1.16E+00	1.53E+00	7.94E-01	1.55E+00	1.37E+00	7.93E-01
SP13072	5.57E-01	1.29E+00	8.94E-01	4.10E+00	4.37E+00	1.00E+00
SP107595	1.24E+00	1.85E+00	5.48E-01	1.13E+01	1.17E+01	1.08E+00
SP107640	8.77E-01	1.26E+00	8.31E-01	1.19E+00	1.15E+00	5.64E-01
SP13084	1.02E+00	1.58E+00	6.80E-01	2.91E+00	2.94E+00	9.74E-01
SP107603	5.81E-01	1.22E+00	8.79E-01	1.81E+00	1.73E+00	7.95E-01
SP109957	8.66E-01	1.90E+00	1.32E+00	4.16E+00	4.39E+00	1.84E+00
SP114020	1.24E+00	2.07E+00	8.62E-01	4.10E+00	4.19E+00	1.23E+00
SP96540	8.13E-01	1.10E+00	5.88E-01	8.10E-01	5.97E-01	5.25E-01
SP114032	8.32E-01	1.13E+00	8.01E-01	1.32E+00	1.25E+00	8.13E-01
SP107624	5.30E-01	9.93E-01	5.96E-01	2.08E+00	2.23E+00	6.24E-01
SP107575	1.00E+00	1.49E+00	9.90E-01	2.75E+00	3.00E+00	1.11E+00
SP13242	8.13E-01	1.29E+00	7.38E-01	1.15E+00	1.17E+00	9.47E-01
SP114016	6.80E-01	1.29E+00	8.02E-01	2.41E+00	2.18E+00	7.63E-01
CPCT02070011T	3.19E+00	5.84E+00	2.32E+00	5.59E+00	8.17E+00	5.87E+00
CPCT02020317T	5.24E-01	1.03E+00	9.57E-01	1.71E+00	1.06E+00	1.01E+00
CPCT02010352T	1.54E-01	5.20E-01	6.43E-01	9.40E-01	6.60E-01	5.12E-01
CPCT02010362T	4.62E-01	7.39E-01	7.93E-01	1.09E+00	8.88E-01	4.79E-01
CPCT02010366T	1.11E-01	3.59E-01	2.91E-01	7.32E-01	4.81E-01	2.64E-01
CPCT02010383T	3.99E-01	4.49E-01	7.18E-01	1.05E+00	4.05E-01	6.67E-01
CPCT02050049T	4.88E-01	8.85E-01	1.01E+00	2.11E+00	2.01E+00	4.30E-01
CPCT02020350T	4.02E-01	1.21E+00	1.05E+00	2.98E+00	3.31E+00	7.10E-01
CPCT02060023T	1.06E+00	2.52E+00	1.42E+00	1.37E+01	1.39E+01	1.52E+00
CPCT02080030T	2.12E+00	2.80E+00	4.41E+00	5.63E+00	4.81E+00	1.67E+00
CPCT02060010T	1.66E+00	2.18E+00	2.00E+00	7.58E+00	7.51E+00	1.59E+00
CPCT02040037T	7.43E+00	8.12E+01	1.24E+00	1.12E+01	9.79E+01	1.24E+00
CPCT02070018T	9.67E-01	1.94E+00	1.24E+00	1.20E+01	1.29E+01	1.32E+00
CPCT02080041T	6.41E-01	2.02E+00	2.15E+00	2.15E+01	2.32E+01	1.70E+00
CPCT02070029T	2.21E+00	2.45E+00	1.40E+00	5.04E+00	4.47E+00	2.21E+00
CPCT02060033T	1.10E+00	2.20E+00	1.37E+00	3.75E+00	3.45E+00	1.52E+00
