Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F
SP109953	52	316	0	5	4	17
SP107650	49	247	11	5	6	33
SP13206	160	99	28	12	32	27
SP13078	76	213	50	19	28	34
SP107607	44	140	53	11	40	27
SP109941	43	102	6	15	23	21
SP109801	159	150	26	3	20	37
SP13072	16	130	47	46	37	35
SP107595	123	314	0	84	140	51
SP107640	49	201	36	6	0	9
SP13084	52	277	8	23	19	38
SP107603	29	140	41	19	25	24
SP109957	46	221	91	72	55	61
SP114020	130	337	28	66	39	52
SP96540	54	133	22	8	0	11
SP114032	25	224	18	21	0	21
SP107624	18	74	15	23	14	21
SP107575	89	99	28	27	31	40
SP13242	48	140	22	12	4	44
SP114016	19	217	28	18	10	20
CPCT02070011T	71	707	98	162	49	1397
CPCT02020317T	14	59	60	130	0	44
CPCT02010352T	1	15	17	66	0	9
CPCT02010362T	12	14	36	62	12	6
CPCT02010366T	1	0	5	37	4	4
CPCT02010383T	6	0	16	108	0	17
CPCT02050049T	13	40	54	103	7	5
CPCT02020350T	5	58	52	120	27	20
CPCT02060023T	39	347	74	199	171	77
CPCT02080030T	85	209	2043	505	0	31
CPCT02060010T	239	109	285	178	139	85
CPCT02040037T	53	333	0	0	1780	0
CPCT02070018T	36	167	66	240	153	75
CPCT02080041T	8	5	210	365	241	82
CPCT02070029T	462	40	95	92	107	159
CPCT02060033T	114	153	82	238	63	100
CPCT02020399T	837	603	267	218	94	54
CPCT02140024T	4544	1260	9	121	0	166
CPCT02080050T	30	41	75	209	0	27
CPCT02030293T	48	130	64	125	0	52
CPCT02010441T	76699	0	220	0	0	0
CPCT02090030T	324	352	3	187	0	55
CPCT02010718T	70	432	0	189	0	26
CPCT02020653T	23	126	34	295	0	21
CPCT02340008TII	30	119	0	238	0	6
CPCT02020876T	19	28	61	74	59	18
CPCT02370016T	47	123	116	256	22	21
CPCT02070275T	35	408	0	193	0	14
CPCT02011028T	374	188	111	181	152	68
CPCT02230072T	27120	7608	2143	1279	320	796
CPCT02130028T	141	293	0	209	0	20
CPCT02060182T	14	16	30	107	0	9
CPCT02020657T	1	59	15	193	0	18
DRUP01090026T	15	76	67	98	21	37
CPCT02130029T	3	5	25	117	0	0
CPCT02340010TII	259	34	0	206	0	2277
DRUP01020022T	10	39	55	112	29	20
CPCT02120103T	28	375	0	181	0	38
CPCT02300030T	65	358	11	195	0	12
CPCT02150044T	15	91	45	68	38	19
CPCT02020920T	9	12	76	135	91	22
CPCT02080192T	13	232	14	251	0	22
CPCT02130170T	106	19	169	0	30	1223
CPCT02260014T	966	930	9	118	247	59
CPCT02020922T	0	39	51	77	59	17
CPCT02011072T	11	44	24	42	36	16
CPCT02010758T	2	39	42	304	28	27
WIDE01010006T	0	21	12	67	21	12
CPCT02040220T	11	163	0	196	48	32
CPCT02100157T	244	542	0	210	0	82
CPCT02230088T	327	0	7543	359	262	164
CPCT02130178T	13	34	71	96	63	48
WIDE01010017T	73	185	91	123	48	53
WIDE01010025T	14	43	51	87	4	18
WIDE01010028T	239	200	208	286	271	153
WIDE01010012T	57	93	4	416	508	34
WIDE01010031T	507	779	39	0	918	0
CPCT02020956T	3	27	26	53	39	4
CPCT02010774T	5	54	50	135	26	9
CPCT02010756T	15	7	31	198	0	6
WIDE01010045T	12	56	35	160	117	26
CPCT02080204T	9	21	46	138	4	18
WIDE01010037T	735	1413	16	49	8	104
WIDE01010056T	202	591	5	137	20	62
CPCT02070298T	223	454	28	59	0	38
WIDE01010594T	13	123	47	95	27	38
WIDE01010078T	1	0	175	278	243	58
CPCT02130054T	43	186	45	224	0	39
CPCT02040228T	18	130	8	180	0	21
WIDE01010051T	15	68	89	102	91	73
CPCT02050319T	11	0	19	205	0	54
CPCT02020689T	5	127	3	318	28	20
WIDE01010043T	30	71	59	92	61	26
