Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H
SP124389	252	20	35	35	6	68	0	7
SP124362	648	0	137	130	12	46	29	24
SP124394	265	10	231	35	14	40	0	10
SP124334	256	17	115	93	0	54	0	13
SP124339	0	4	50	35	0	1	20	19
SP124454	154	27	109	95	6	60	0	9
SP124380	439	16	119	52	4	27	81	8
SP124273	15	24	26	336	6	68	7	9
SP124357	21	46	60	82	1	44	45	14
SP124399	416	13	257	167	8	65	66	2
SP124311	497	6	372	78	12	2	8	40
SP124355	12	14	46	91	1	20	31	8
SP124434	313	28	120	63	9	55	42	12
SP124428	756	23	459	230	22	93	118	17
SP124449	316	52	97	201	22	45	44	4
SP124298	864	17	752	154	41	86	170	23
SP124431	264	11	288	51	10	36	27	9
SP124396	181	114	105	165	0	50	18	36
SP124409	582	15	140	137	9	159	95	17
SP124341	19	37	32	110	0	132	24	9
SP124353	2	4	34	34	1	40	20	5
SP124278	6	35	35	217	2	30	0	15
SP124376	174	32	181	68	7	32	0	27
SP124346	64	26	41	298	0	88	0	28
SP124439	799	21	169	35	44	50	104	0
SP124351	9	9	41	45	2	23	0	6
SP124406	225	101	136	0	1	61	93	111
SP124323	13	26	41	106	0	24	5	6
SP124391	21	12	66	117	8	64	20	14
SP124423	39	0	11	15	0	11	0	3
SP124382	1675	8	1156	0	9	256	0	49
SP124415	1035	0	85	108	66	282	658	0
SP124436	1139	35	519	282	21	201	19	68
SP124460	557	51	115	135	11	76	59	20
SP124425	197	7	157	21	6	20	0	7
SP124456	117	43	265	3	9	0	0	7
SP124367	368	24	219	49	7	57	9	23
SP124281	9	9	13	105	6	22	8	10
SP124377	202	6	271	34	4	20	0	21
SP124412	249	6	149	39	10	0	0	14
SP124333	93	12	123	56	2	73	15	12
SP124359	5	37	55	198	0	66	39	17
SP124286	4	22	21	40	0	10	8	6
SP124329	121	0	72	5	0	10	0	10
SP124326	107	27	157	137	3	43	3	21
SP124458	414	40	524	30	16	44	31	29
SP124401	1588	59	625	164	37	113	110	25
SP124264	29	26	53	136	0	244	45	16
SP124384	443	18597	291	2320	0	277	0	72
SP124403	42	4	85	0	0	7	14	3
SP124462	352	50	328	101	13	68	12	40
SP124271	44	58	150	423	1	158	30	20
SP124336	13	4	35	286	3	75	21	17
SP124452	249	20	297	47	14	9	0	13
SP124386	358	25	288	100	14	10	60	17
SP124441	11	136	63	119	0	116	71	23
SP124418	363	9	154	30	12	50	0	10
SP124291	0	26	57	148	0	38	17	15
SP124319	474	5	152	15	2	0	0	9
SP124305	101	3	104	156	8	56	0	27
SP124447	1363	83	1691	63	41	228	362	61
SP124344	3	13	33	68	3	57	37	11
SP124369	374	28	231	70	21	85	67	27
SP124348	4	2	34	98	0	53	17	5
SP124295	39	117	52	220	0	110	26	16
SP124444	71	34	65	201	14	0	0	4
SP124365	279	33	202	68	6	108	16	28
SP124420	178	32	217	101	8	47	16	20
SP124364	251	196	68	152	0	0	428	690
SP124307	403	37	151	74	3	24	15	38
SP82445	1130	0	81	54	10	237	226	0
SP83242	219	26	108	51	6	75	8	22
SP103894	335	72	300	11	5	18	0	3991
SP83382	187	26	260	45	0	19	40	35
SP82451	150	42	129	169	5	99	24	54
SP104330	7	0	62	4	2	0	0	6
SP83312	236	33	145	22	0	33	0	15
SP82614	216	30	208	17	11	15	33	13
SP82431	1050	47	716	0	23	81	110	34
SP82459	187	6	80	64	0	88	12	7
SP113197	12	3	20	66	3	45	18	11
SP82532	467	4	210	110	2	133	70	10
SP82636	29	69	40	141	0	80	15	20
SP82796	170	18	38	83	0	60	43	4
SP83482	145	47	55	42	2	72	48	9
SP104530	185	90	226	615	10	121	16	21
SP82429	82	18	98	69	14	51	9	12
SP82644	672	17	304	82	7	45	0	15
SP82988	202	38	50	87	2	77	12	11
SP82461	221	10	316	99	10	42	20	24
SP82900	302	28	306	14	2	162	121	14
SP82399	254	12	283	110	14	86	30	16
SP82756	55	6	53	31	0	25	34	22
SP82836	91	17	67	171	2	64	0	14
SP82417	558	0	129	33	5	55	0	9
SP82471	19	8	38	315	9	54	0	22
SP82435	12	26	35	128	4	37	0	7
SP104056	1227	26	805	41	8	165	139	53
SP83083	293	18	150	57	5	66	0	5
SP82433	111	34	64	98	0	49	32	11
SP82780	102	21	95	75	2	76	14	5
SP83019	351	18	115	56	8	57	0	14
SP83099	80	12	54	60	0	22	7	10
SP83146	784	13	634	32	11	133	66	27
SP103866	318	30	118	53	4	84	40	26
SP83844	220	26	218	31	9	17	0	12
SP83027	7	26	52	102	2	20	10	11
CPCT02060044T	239	78	91	58	164	100	161	15
CPCT02030247T	101	27	102	79	71	16	39	15
CPCT02050043T	39	20	38	144	47	10	2	2
CPCT02020342T	277	23	69	77	143	27	28	3
CPCT02010371T	164	23	163	58	141	53	0	18
CPCT02030256T	81	19	23	25	35	43	17	21
CPCT02050045T	265	36	41	145	200	30	104	10
CPCT02050047T	18	9	53	372	63	27	33	24
CPCT02010393T	450	67	0	158	244	145	171	10
CPCT02020358T	83	29	50	56	48	13	8	24
CPCT02090002T	267	1	244	34	168	14	81	10
CPCT02010403T	7	4	39	17	58	8	12	3
CPCT02030272T	135	48	112	86	159	24	28	24
CPCT02020373T	80	50	159	142	95	34	6	24
CPCT02050052T	100	78	69	40	88	25	110	127
CPCT02030270T	1	13	64	67	112	24	0	13
CPCT02050056T	230	37	136	56	165	1	5	6
CPCT02050055T	134	206	111	113	103	100	71	35
CPCT02030279T	34	34	49	92	50	39	12	20
CPCT02020320T	280	48	90	158	152	43	23	17
CPCT02060037T	12	6	20	19	31	22	16	2
CPCT02100033T	120	7	68	34	32	11	0	6
CPCT02010436T	237	23	133	41	139	7	51	20
CPCT02010439T	154	18	80	53	58	18	11	9
CPCT02060043T	41	65	46	283	49	1	65	40
CPCT02030284T	284	31	71	153	101	30	14	22
CPCT02020410T	288	15	117	53	60	23	0	3
CPCT02020408T	187	55	108	33	105	24	59	25
CPCT02030291T	733	13	109	67	277	60	31	18
CPCT02050079T	4	2	29	28	78	17	9	10
CPCT02050073T	47	5	52	98	57	51	48	21
