MutationType	ID83A	ID83B	ID83C	ID83D	ID83E
1:Del:C:0	2.59E-05	2.43E-05	4.91E-04	4.68E-04	9.52E-04
1:Del:C:1	1.58E-05	2.35E-05	2.71E-04	3.71E-04	3.77E-04
1:Del:C:2	2.66E-05	2.96E-05	1.13E-04	2.01E-04	2.17E-04
1:Del:C:3	8.09E-05	5.20E-05	5.61E-05	8.42E-05	1.19E-04
1:Del:C:4	2.39E-04	1.07E-04	3.38E-05	6.50E-05	4.36E-04
1:Del:C:5	3.53E-04	2.44E-04	1.56E-04	1.15E-04	1.20E-03
1:Del:T:0	2.07E-05	1.23E-05	1.98E-04	3.62E-04	4.63E-04
1:Del:T:1	1.02E-05	3.02E-05	1.08E-04	3.17E-04	2.11E-04
1:Del:T:2	2.36E-05	2.37E-04	1.01E-04	2.24E-04	3.87E-04
1:Del:T:3	9.61E-05	6.89E-04	4.05E-05	2.03E-04	3.72E-04
1:Del:T:4	1.46E-04	1.14E-03	1.83E-04	1.96E-04	5.22E-04
1:Del:T:5	1.64E-03	3.42E-03	2.64E-03	2.37E-04	1.40E-02
1:Ins:C:0	7.25E-06	4.30E-05	1.81E-04	1.93E-04	1.04E-04
1:Ins:C:1	5.54E-06	6.27E-06	1.13E-04	9.80E-05	8.54E-05
1:Ins:C:2	2.35E-06	5.91E-06	4.83E-05	5.10E-05	9.87E-05
1:Ins:C:3	6.29E-06	1.09E-05	5.81E-05	6.25E-05	3.13E-05
1:Ins:C:4	2.62E-05	3.67E-05	5.63E-05	5.84E-05	6.95E-05
1:Ins:C:5	5.80E-05	2.04E-04	2.08E-04	1.74E-04	3.07E-04
1:Ins:T:0	2.77E-05	2.53E-05	2.14E-04	1.75E-04	2.20E-04
1:Ins:T:1	3.31E-06	1.65E-05	2.12E-04	2.83E-04	2.04E-04
1:Ins:T:2	4.13E-05	5.01E-05	7.39E-05	1.79E-04	1.41E-04
1:Ins:T:3	1.80E-05	4.48E-05	8.11E-05	1.43E-04	7.65E-05
1:Ins:T:4	2.27E-05	1.19E-04	1.59E-04	9.41E-05	5.86E-05
1:Ins:T:5	9.74E-04	3.41E-03	6.08E-03	1.28E-03	2.03E-03
2:Del:R:0	1.33E-05	1.40E-06	1.25E-04	2.09E-04	1.93E-04
2:Del:R:1	7.50E-05	1.54E-05	1.57E-04	3.35E-04	1.93E-04
2:Del:R:2	1.53E-05	1.95E-05	4.46E-05	1.07E-04	7.16E-05
2:Del:R:3	1.79E-05	5.84E-05	3.02E-05	4.35E-05	1.58E-04
2:Del:R:4	3.85E-05	2.15E-05	1.89E-05	3.54E-05	1.78E-04
2:Del:R:5	9.70E-05	0.00E+00	5.81E-05	6.70E-05	2.80E-04
3:Del:R:0	1.14E-05	8.13E-07	5.38E-05	8.51E-05	1.48E-04
3:Del:R:1	7.37E-05	1.48E-05	1.24E-04	3.43E-04	1.48E-04
3:Del:R:2	2.87E-05	6.49E-06	4.71E-05	8.16E-05	6.98E-05
3:Del:R:3	6.88E-06	1.07E-06	2.88E-05	4.19E-05	2.83E-05
3:Del:R:4	7.16E-06	6.62E-06	7.95E-07	3.58E-05	2.30E-05
3:Del:R:5	6.72E-06	1.37E-05	1.97E-06	2.89E-05	1.44E-05
4:Del:R:0	4.52E-06	2.35E-06	6.23E-05	5.82E-05	1.49E-04
4:Del:R:1	2.91E-05	1.44E-05	9.34E-05	2.24E-04	1.22E-04
4:Del:R:2	5.51E-06	1.20E-06	4.41E-05	7.48E-05	7.91E-05
4:Del:R:3	6.37E-06	4.78E-08	4.95E-06	4.07E-05	3.99E-05
4:Del:R:4	4.14E-06	1.52E-06	6.79E-06	2.98E-05	2.53E-05
4:Del:R:5	8.80E-06	2.47E-07	2.88E-06	1.60E-05	2.69E-05
5:Del:R:0	3.15E-06	4.87E-06	4.13E-04	6.54E-04	2.07E-03
5:Del:R:1	4.13E-06	2.88E-06	9.41E-05	8.61E-05	1.40E-04
5:Del:R:2	4.63E-06	1.24E-06	2.62E-05	3.44E-05	4.73E-05
5:Del:R:3	2.31E-06	3.89E-07	9.95E-06	1.81E-05	2.50E-05
5:Del:R:4	2.05E-06	4.97E-07	6.78E-06	5.97E-06	2.91E-06
5:Del:R:5	1.17E-06	2.52E-07	8.70E-10	1.06E-06	5.63E-06
2:Ins:R:0	3.17E-05	1.71E-05	3.42E-04	2.09E-04	2.00E-04
2:Ins:R:1	2.25E-06	6.24E-06	6.45E-05	9.48E-05	7.22E-05
2:Ins:R:2	4.98E-06	8.00E-06	3.42E-05	6.80E-05	5.56E-05
2:Ins:R:3	1.18E-05	1.94E-05	4.63E-05	3.40E-05	9.38E-06
2:Ins:R:4	1.87E-05	6.42E-05	1.15E-04	0.00E+00	5.14E-05
2:Ins:R:5	6.99E-05	2.93E-04	3.04E-04	1.52E-04	2.99E-04
3:Ins:R:0	8.36E-06	5.25E-07	1.29E-04	1.20E-04	1.92E-04
3:Ins:R:1	1.72E-06	2.07E-06	5.41E-05	7.42E-05	5.06E-05
3:Ins:R:2	5.97E-07	3.82E-06	7.96E-06	2.57E-05	4.98E-05
3:Ins:R:3	2.33E-06	4.15E-06	1.27E-05	1.08E-05	2.57E-06
3:Ins:R:4	4.09E-06	2.04E-06	1.20E-05	2.91E-06	6.02E-06
3:Ins:R:5	1.22E-05	2.97E-05	5.07E-05	1.46E-05	3.73E-05
4:Ins:R:0	2.22E-05	3.78E-06	2.44E-04	2.74E-04	3.09E-04
4:Ins:R:1	1.13E-06	1.29E-06	6.17E-05	7.75E-05	6.20E-05
4:Ins:R:2	2.15E-06	2.13E-06	1.50E-05	2.34E-05	2.18E-05
4:Ins:R:3	3.93E-06	4.80E-06	1.48E-05	4.35E-06	1.86E-05
4:Ins:R:4	4.64E-06	9.97E-06	2.50E-05	2.21E-05	3.46E-05
4:Ins:R:5	6.82E-06	1.51E-05	2.89E-05	3.52E-05	4.14E-05
5:Ins:R:0	9.29E-05	0.00E+00	1.59E-03	2.27E-03	3.05E-03
5:Ins:R:1	1.65E-06	3.15E-06	1.99E-04	1.70E-04	2.33E-04
5:Ins:R:2	1.91E-06	8.83E-07	2.14E-05	3.17E-05	6.35E-05
5:Ins:R:3	1.09E-06	3.53E-07	1.15E-05	2.00E-05	1.29E-05
5:Ins:R:4	1.69E-06	1.16E-06	9.86E-06	1.58E-05	9.71E-06
5:Ins:R:5	1.83E-07	2.71E-06	1.13E-05	1.62E-05	2.02E-06
