MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I
1:Del:C:0	4.31E-04	4.52E-04	1.59E-03	4.13E-04	9.74E-04	1.54E-03	1.10E-03	5.98E-04	1.14E-03
1:Del:C:1	1.48E-04	1.81E-04	6.06E-04	3.26E-04	5.51E-04	8.39E-04	4.46E-04	4.63E-04	8.88E-04
1:Del:C:2	7.48E-05	8.02E-05	3.41E-04	1.97E-04	1.65E-04	4.58E-04	2.51E-04	2.46E-04	6.89E-04
1:Del:C:3	5.74E-05	8.50E-05	2.00E-04	1.63E-04	2.20E-04	2.66E-04	1.23E-04	1.46E-04	4.09E-04
1:Del:C:4	1.01E-04	7.05E-05	1.31E-04	1.11E-04	2.18E-04	1.29E-04	5.45E-05	1.18E-04	2.77E-04
1:Del:C:5	2.82E-04	1.21E-04	4.13E-04	1.42E-04	1.97E-04	1.84E-04	2.83E-04	1.73E-04	2.97E-04
1:Del:T:0	1.68E-04	3.12E-04	7.76E-04	5.17E-04	1.43E-03	8.11E-04	8.65E-04	4.16E-04	5.20E-04
1:Del:T:1	1.65E-04	4.82E-04	9.62E-04	4.09E-04	2.03E-03	5.21E-04	9.47E-04	4.50E-04	3.01E-04
1:Del:T:2	7.93E-05	1.70E-04	4.68E-04	2.54E-04	7.39E-04	6.51E-04	5.20E-04	3.42E-04	3.18E-04
1:Del:T:3	1.30E-04	1.82E-04	4.36E-04	3.28E-04	1.07E-03	6.64E-04	4.99E-04	4.16E-04	5.20E-04
1:Del:T:4	4.55E-04	3.40E-04	8.42E-04	3.16E-04	1.01E-03	6.10E-04	8.72E-05	4.13E-04	2.96E-04
1:Del:T:5	3.59E-03	1.61E-03	1.22E-02	3.61E-03	4.00E-03	4.07E-03	1.33E-03	4.82E-03	6.96E-04
1:Ins:C:0	1.30E-04	9.82E-05	3.51E-04	3.57E-03	5.81E-04	1.08E-04	4.54E-04	5.37E-04	3.41E-04
1:Ins:C:1	2.70E-05	9.58E-05	2.01E-04	2.03E-04	1.78E-04	1.91E-04	2.34E-04	9.11E-05	1.33E-04
1:Ins:C:2	2.24E-05	3.68E-05	1.15E-04	8.56E-05	1.46E-04	1.68E-04	1.57E-04	7.50E-05	1.48E-04
1:Ins:C:3	2.56E-05	5.49E-05	8.09E-05	6.67E-05	1.22E-04	7.01E-05	1.64E-04	2.28E-05	1.36E-04
1:Ins:C:4	3.51E-05	5.35E-05	1.04E-04	6.92E-05	1.49E-04	1.30E-04	1.59E-04	4.69E-05	1.18E-04
1:Ins:C:5	1.53E-04	1.68E-04	5.32E-04	2.72E-04	4.74E-04	5.03E-04	4.84E-04	1.90E-04	1.98E-04
1:Ins:T:0	1.94E-04	2.81E-04	6.37E-04	2.68E-04	2.99E-04	2.45E-04	5.12E-04	1.86E-04	3.28E-04
1:Ins:T:1	5.97E-06	1.97E-04	2.31E-04	2.35E-04	3.36E-04	7.05E-04	8.56E-04	3.07E-04	8.55E-04
1:Ins:T:2	3.28E-05	9.23E-05	1.90E-04	1.80E-04	2.39E-04	3.12E-04	3.86E-04	1.96E-04	4.93E-04
1:Ins:T:3	2.88E-05	7.20E-05	1.66E-04	1.62E-04	3.03E-04	2.54E-04	3.18E-04	1.25E-04	3.16E-04
1:Ins:T:4	6.99E-05	2.09E-04	4.14E-04	1.52E-04	3.00E-04	3.55E-04	2.84E-04	1.68E-04	2.36E-04
1:Ins:T:5	2.52E-03	4.67E-03	1.76E-02	5.44E-03	7.65E-03	1.11E-02	9.56E-03	3.01E-03	1.10E-03
2:Del:R:0	1.67E-04	1.51E-04	5.53E-04	1.50E-04	3.28E-04	6.61E-04	3.93E-04	2.27E-04	3.16E-04
2:Del:R:1	8.97E-05	1.70E-04	1.08E-03	2.28E-04	3.89E-04	1.19E-03	4.46E-04	1.80E-04	2.29E-04
2:Del:R:2	4.26E-05	7.62E-05	2.51E-04	8.25E-05	1.78E-04	2.77E-04	2.28E-04	1.04E-04	2.23E-04
2:Del:R:3	1.08E-04	4.32E-05	1.59E-04	3.33E-05	4.54E-05	6.57E-05	1.44E-04	1.20E-05	1.48E-04
2:Del:R:4	6.63E-05	2.18E-05	8.89E-05	3.24E-05	1.37E-05	2.92E-05	1.53E-04	3.26E-05	9.29E-05
2:Del:R:5	3.94E-04	8.07E-05	4.26E-04	0.00E+00	9.24E-11	5.31E-05	3.80E-04	8.22E-05	1.08E-04
3:Del:R:0	2.88E-05	2.01E-05	1.37E-04	6.09E-05	1.47E-04	2.48E-04	2.39E-04	1.79E-04	1.55E-04
3:Del:R:1	1.13E-04	1.49E-04	1.03E-03	1.95E-04	2.78E-04	1.12E-03	3.82E-04	1.41E-04	1.17E-04
3:Del:R:2	6.14E-05	7.46E-05	2.55E-04	8.16E-05	5.34E-05	3.17E-04	1.25E-04	3.40E-05	8.11E-11
3:Del:R:3	2.37E-05	1.46E-05	9.26E-05	2.10E-05	4.85E-05	1.24E-04	9.22E-05	0.00E+00	2.93E-05
3:Del:R:4	2.34E-05	2.68E-05	7.04E-05	1.96E-05	9.55E-06	5.31E-05	6.85E-05	3.63E-05	4.58E-10
3:Del:R:5	2.46E-05	8.94E-06	4.57E-05	2.11E-05	1.72E-05	3.98E-05	6.83E-05	3.06E-05	2.10E-05
4:Del:R:0	2.93E-05	3.08E-05	1.15E-04	3.93E-05	1.25E-04	2.07E-04	2.49E-04	1.66E-04	4.11E-05
4:Del:R:1	1.21E-04	1.44E-04	8.43E-04	1.51E-04	1.20E-04	8.97E-04	3.62E-04	1.48E-04	5.15E-05
4:Del:R:2	7.86E-05	8.73E-05	2.67E-04	6.42E-05	3.59E-05	2.55E-04	2.09E-04	2.03E-05	5.12E-05
4:Del:R:3	4.13E-05	4.98E-05	1.09E-04	2.88E-06	8.98E-07	9.40E-05	1.14E-04	3.79E-05	3.58E-05
4:Del:R:4	1.79E-05	1.72E-05	4.83E-05	9.06E-06	1.87E-05	4.90E-05	4.05E-05	3.32E-05	2.81E-05
4:Del:R:5	1.90E-05	1.91E-05	6.19E-05	0.00E+00	7.64E-10	1.77E-05	3.41E-05	3.44E-06	4.10E-06
5:Del:R:0	3.08E-05	1.49E-04	2.92E-04	2.01E-04	4.66E-04	1.14E-03	2.07E-03	7.73E-04	3.91E-04
5:Del:R:1	1.43E-04	1.95E-04	4.70E-04	1.21E-04	1.68E-04	3.70E-04	3.37E-04	1.91E-04	3.07E-05
5:Del:R:2	3.20E-05	5.94E-05	1.34E-04	3.51E-05	5.44E-05	1.05E-04	1.41E-04	9.76E-05	2.38E-06
