MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K
1:Del:C:0	0.044948936253786084	0.004569762635146617	0.011664314263034612	0.07816538967192173	0.0061165879576583395	0.15159476801753044	0.0666780810430646	0.03831413751235232	0.018769008229137397	0.0036807073707313975	0.030315468567423523
1:Del:C:1	0.02249965278431773	0.00046449793952888283	0.0022674486013056594	0.019001256204210223	0.012207659095292912	0.1523537290096283	0.01772576816860237	0.014738238023710437	0.029383752245921643	0.00301696127957257	0.01845157053670846
1:Del:C:2	0.0051219445785318386	0.0014180187246529386	8.258836405730107e-05	0.008296160380086803	0.00021018402447225526	0.11215795256197453	0.0006248955181217753	0.002316790355980629	0.011269756496185437	0.0014763131395739038	0.006725620816287119
1:Del:C:3	0.005134841387625783	0.004680193699896335	0.0011603957592524238	0.00776394069660455	0.0006761075093072577	0.04450132101774216	0.001408354845661961	0.0061419337190454825	0.008101638431835454	0.001264119471579761	0.0020304702081557478
1:Del:C:4	0.005022155258338898	0.011234496051911265	0.0005817019231471931	0.0003979402054937964	0.0005010432329027026	0.028484773449599744	0.0018832189869863213	0.002404561679868493	0.0008638696787238587	0.0015574056165496585	0.0006024375892593525
1:Del:C:5	0.00038467028032187047	0.04114351961615739	0.0025612377958896104	0.0008964427801402053	0.0009807709347296623	0.014472216218709946	0.0037240750656928868	0.0017219072909210808	0.00227441803779584	0.002258098038146272	0.0015141538257012143
1:Del:T:0	0.03816479656845331	0.0016112374539443408	0.0043788425880484285	0.06397539123892784	0.002624395239399746	0.05221808269619942	0.034203447678592055	0.07946237503550947	0.03176109557505697	0.002904601227855892	0.0024409880190796682
1:Del:T:1	0.47843350797891615	0.0012337658850447041	8.553368970751763e-05	0.003875639597911231	0.004426982601862051	0.0029169641918019807	0.016145402443653437	0.007757043009623885	0.05822998489206384	0.007158758373261662	0.014600689178332687
1:Del:T:2	0.03375278625637293	0.0017803682124940678	0.008628942274663131	0.03266112450510263	0.0024528312144684607	0.024950357135385275	0.01435360280534951	0.04247947566793952	0.012145641904353396	0.004667060757637956	0.009868646558606997
1:Del:T:3	0.07077227562665939	0.010670665130019187	0.005491376653662883	0.023300063190981747	0.00039553089706714675	0.026463717501610518	0.00776016894960776	0.040665729986503724	0.025087283573666356	0.005095262920804089	0.011582299512519966
1:Del:T:4	0.03336882393807173	0.03664968606084585	0.006606317681580549	0.019365931432694196	7.321682449401123e-05	0.01623849249444902	0.005314575501506625	0.03350912024267018	0.0036879919876810162	0.003774340346571989	0.013895169043680653
1:Del:T:5	0.032920515835285186	0.7023363476991653	0.042706977722700684	0.0013127688554232008	0.00029837410140316935	0.00015832193195819855	0.01023366080589767	0.0015770895406603813	0.02201600277388955	0.0050011278127203695	0.13524610173422844
1:Ins:C:0	0.002077466377958217	0.0013049155109911225	0.0012443037172488402	0.01661050306140299	0.0	0.004234868020284921	0.16340919725596906	0.003609464293917348	0.006078924892863142	0.0006955316964013036	0.0019361551519068599
1:Ins:C:1	0.0018008617616578704	0.0005298318059794838	0.0012013742181261478	0.00561920615262352	0.0005689076852286234	0.0030306074602412993	0.03112904275767505	0.01924345559673384	0.002374473810486961	0.0006788779357793828	0.0030708149122074244
1:Ins:C:2	0.0018524604842241389	6.060783094653743e-05	0.0012552832059736828	0.0016006381842271367	0.0052268716739490625	0.003585777328698896	0.007727358520496636	0.011587502112379298	0.0008781947345414665	0.00013941196969426527	0.00048234889422928975
1:Ins:C:3	7.060629623083514e-05	0.00044321506647975183	0.0009430461727515649	0.0020205031178193167	0.0035439603633858497	0.005163253187201917	0.004377895609504776	0.014436650887946599	0.0008064046185245388	0.0011833995155757294	0.00017785386698960793
1:Ins:C:4	0.00010556262539466843	0.0022568962979130445	0.002950421734567499	5.274154543712939e-05	0.0024471679986208983	0.0031876459339400753	0.0024161747385369383	0.013950947988778353	0.0006139428444294026	2.6528696544119157e-05	7.717854015936609e-05
