MutationType	ID83A	ID83B	ID83C
1:Del:C:0	1.02E-04	2.27E-04	3.11E-05
1:Del:C:1	5.93E-05	1.48E-04	1.78E-05
1:Del:C:2	4.98E-05	8.34E-05	1.75E-05
1:Del:C:3	3.44E-05	6.02E-05	2.20E-05
1:Del:C:4	3.17E-05	4.44E-05	2.47E-05
1:Del:C:5	2.40E-05	4.84E-05	7.77E-05
1:Del:T:0	6.89E-05	1.46E-04	2.84E-05
1:Del:T:1	5.64E-05	1.04E-04	1.92E-05
1:Del:T:2	7.06E-05	1.08E-04	3.66E-05
1:Del:T:3	6.56E-05	1.03E-04	4.61E-05
1:Del:T:4	6.19E-05	8.94E-05	5.95E-05
1:Del:T:5	1.69E-04	5.01E-04	5.23E-04
1:Ins:C:0	3.59E-05	6.41E-05	5.47E-05
1:Ins:C:1	2.38E-05	4.10E-05	2.13E-05
1:Ins:C:2	1.74E-05	2.86E-05	1.95E-05
1:Ins:C:3	1.59E-05	2.83E-05	2.99E-05
1:Ins:C:4	1.13E-05	2.76E-05	5.31E-05
1:Ins:C:5	3.21E-05	1.00E-04	1.23E-04
1:Ins:T:0	4.03E-05	6.78E-05	5.45E-05
1:Ins:T:1	4.61E-05	8.18E-05	3.60E-05
1:Ins:T:2	3.11E-05	5.16E-05	5.77E-05
1:Ins:T:3	2.44E-05	5.21E-05	4.83E-05
1:Ins:T:4	2.79E-05	6.13E-05	8.62E-05
1:Ins:T:5	4.11E-04	1.31E-03	5.79E-04
2:Del:R:0	3.87E-05	8.56E-05	1.54E-05
2:Del:R:1	4.12E-05	8.95E-05	2.98E-05
2:Del:R:2	2.42E-05	4.85E-05	1.46E-05
2:Del:R:3	1.65E-05	3.12E-05	1.72E-05
2:Del:R:4	8.31E-06	2.25E-05	2.07E-05
2:Del:R:5	1.51E-05	4.21E-05	5.83E-05
3:Del:R:0	3.16E-05	4.70E-05	5.30E-06
3:Del:R:1	3.89E-05	8.07E-05	2.51E-05
3:Del:R:2	1.58E-05	3.76E-05	1.51E-05
3:Del:R:3	9.41E-06	1.68E-05	4.18E-06
3:Del:R:4	5.25E-06	1.29E-05	7.43E-06
3:Del:R:5	6.07E-06	1.08E-05	2.68E-10
4:Del:R:0	2.88E-05	4.45E-05	5.32E-06
4:Del:R:1	3.40E-05	7.36E-05	2.39E-05
4:Del:R:2	1.52E-05	3.32E-05	1.01E-05
4:Del:R:3	1.11E-05	2.13E-05	1.43E-09
4:Del:R:4	4.47E-06	1.36E-05	7.42E-06
4:Del:R:5	4.42E-06	9.02E-06	1.25E-09
5:Del:R:0	1.31E-04	1.78E-04	1.85E-05
5:Del:R:1	3.03E-05	4.90E-05	1.10E-05
5:Del:R:2	7.03E-06	1.79E-05	1.46E-05
5:Del:R:3	4.52E-06	1.25E-05	1.38E-05
5:Del:R:4	1.80E-06	4.69E-06	6.29E-06
5:Del:R:5	6.84E-07	2.69E-06	3.35E-06
2:Ins:R:0	3.67E-05	7.60E-05	4.31E-05
2:Ins:R:1	1.76E-05	4.20E-05	2.07E-05
2:Ins:R:2	1.41E-05	2.86E-05	2.12E-05
2:Ins:R:3	1.18E-05	2.75E-05	3.04E-05
2:Ins:R:4	1.12E-05	2.90E-05	5.49E-05
2:Ins:R:5	3.78E-05	1.10E-04	1.42E-04
3:Ins:R:0	2.19E-05	3.97E-05	6.73E-06
3:Ins:R:1	1.48E-05	3.33E-05	1.34E-05
3:Ins:R:2	1.06E-05	1.91E-05	1.33E-05
3:Ins:R:3	4.20E-06	3.38E-06	8.46E-06
3:Ins:R:4	4.11E-06	4.21E-06	1.24E-05
3:Ins:R:5	8.30E-06	1.42E-05	3.59E-05
4:Ins:R:0	2.54E-05	5.75E-05	1.62E-05
4:Ins:R:1	1.66E-05	3.85E-05	1.07E-05
4:Ins:R:2	8.56E-06	1.46E-05	1.26E-05
4:Ins:R:3	3.65E-06	1.07E-05	1.83E-05
4:Ins:R:4	6.22E-06	1.37E-05	1.94E-05
4:Ins:R:5	5.71E-06	1.85E-05	3.28E-05
5:Ins:R:0	3.61E-06	2.66E-04	1.44E-05
5:Ins:R:1	4.37E-05	7.04E-05	2.14E-05
5:Ins:R:2	1.09E-05	1.78E-05	6.51E-06
5:Ins:R:3	5.43E-06	1.09E-05	1.49E-05
5:Ins:R:4	2.08E-06	9.17E-06	1.62E-05
5:Ins:R:5	4.62E-06	8.02E-06	1.21E-05
2:Del:M:1	3.71E-05	8.29E-05	2.49E-05
3:Del:M:1	2.90E-05	4.60E-05	2.02E-11
3:Del:M:2	3.44E-05	6.24E-05	1.86E-05
4:Del:M:1	3.10E-05	4.91E-05	1.07E-05
4:Del:M:2	3.23E-05	5.89E-05	1.40E-05
4:Del:M:3	3.07E-05	5.07E-05	1.55E-05
5:Del:M:1	1.78E-04	1.53E-04	1.99E-05
5:Del:M:2	2.21E-04	1.64E-04	2.08E-05
5:Del:M:3	1.96E-04	9.07E-05	1.44E-05
5:Del:M:4	1.20E-04	7.57E-05	1.12E-05
5:Del:M:5	1.24E-04	7.52E-05	1.78E-05
