Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q	ID83R	ID83S
SP18310	92679	28237	3391	7255	2420	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SP17172	34266	3877	1576	0	0	0	161	0	0	0	0	0	0	0	0	0	0	0	0
SP96133	62649	9077	669	4893	0	0	81	0	0	0	0	0	0	0	0	0	0	19	0
SP110242	85118	20862	9258	6979	0	2124	0	0	0	0	0	0	0	0	90	0	0	64	0
SP114330	282	0	459	42	0	79	15	1	51	33	11	41	35	56	32	41	5	76	29
SP21017	79279	22207	5310	5563	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0
SP22383	63827	9137	0	4744	1580	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SP81312	2673	0	4512	191	1392	0	472	0	1849	273	9	0	47	0	171	0	0	0	0
SP22031	195	0	1944	0	284	0	125	0	921	0	15	2	0	0	0	0	8	0	0
SP96112	114	0	220	0	42	33	2	0	54	31	4	51	34	66	13	30	13	4	42
SP19215	55915	6641	0	6812	4363	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SP96120	516	0	539	9	0	148	145	0	83	50	10	154	89	94	25	56	22	47	28
SP16886	0	0	3198	31	0	0	566	15	3737	0	30	0	0	0	81	0	0	5	0
SP96124	630	59	476	0	0	175	9	0	0	0	8	101	26	54	23	5	19	25	27
SP19295	480	0	1802	0	295	0	80	0	1533	0	9	0	3	0	21	29	0	26	0
SP19670	344	0	434	20	0	75	10	2	0	2	0	91	11	65	17	40	2	25	12
SP17905	0	0	0	1996	601	0	502	0	20097	2382	0	0	0	0	88	0	0	0	0
SP16934	548	0	424	0	0	0	193	0	16	39	3	79	27	86	27	28	4	31	29
SP20993	638	10	720	0	0	102	120	0	0	32	0	115	29	116	69	10	13	30	0
SP19983	964	0	572	0	0	38	194	5	0	38	3	112	26	203	26	25	23	38	5
SP18121	67054	12643	14879	5290	0	0	103	0	0	0	0	0	0	0	61	0	0	0	0
SP96122	1117	0	661	0	0	184	42	0	0	1	5	172	28	156	26	25	21	24	12
SP119755	1153	0	494	0	0	66	93	0	84	87	10	78	58	129	33	39	29	30	28
SP96126	1226	0	1329	12	0	338	29	0	0	2	7	93	16	69	21	46	19	29	64
SP19606	230	0	227	15	0	32	107	19	0	92	0	0	90	49	18	19	31	32	39
