cohort	organ	SBS1	SBS2	SBS3	SBS4	SBS5	SBS6	SBS7a	SBS7c	SBS8	SBS9	SBS10a	SBS10d	SBS11	SBS12	SBS13	SBS14	SBS15	SBS16	SBS17	SBS17a	SBS18	SBS19	SBS20	SBS22	SBS23	SBS24	SBS26	SBS28	SBS30	SBS31	SBS32	SBS33	SBS35	SBS38	SBS44	SBS52	SBS53	SBS57	SBS84	SBS87	SBS88	SBS90	SBS92	SBS93	SBS94	SBS95	SBS96	SBS97	SBS98	SBS99	SBS100	SBS101	SBS102	SBS103	SBS104	SBS105	SBS106	SBS107	SBS108	SBS109	SBS110	SBS111	SBS112	SBS113	SBS114	SBS115	SBS116	SBS117	SBS118	SBS119	SBS120	SBS121	SBS122	SBS123	SBS124	SBS125	SBS126	SBS127	SBS128	SBS129	SBS130	SBS131	SBS132	SBS133	SBS134	SBS135	SBS136	SBS137	SBS138	SBS139	SBS140	SBS141	SBS142	SBS143	SBS144	SBS145	SBS146	SBS147	SBS148	SBS149	SBS150	SBS151	SBS152	SBS153	SBS154	SBS155	SBS156	SBS157	SBS158	SBS159	SBS160	SBS161	SBS162	SBS163	SBS164	SBS165	SBS166	SBS167	SBS168	SBS169
97a6f44a-c622-11e3-bf01-24c6515278c0	ICGC	Biliary	243.577883472057	0	156.971299628607	0	1766.19024970273	0	0	0	186.343206911288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bcc74a5e-c622-11e3-bf01-24c6515278c0	ICGC	Biliary	0	0	460.11942425343	0	4995.71537148207	0	0	0	546.215322676311	0	0	0	0	0	0	0	0	0	0	0	2455.15712948174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d876d576-c622-11e3-bf01-24c6515278c0	ICGC	Biliary	0	0	518.012638125005	0	5464.36631660083	0	0	0	614.941307342008	0	0	0	0	0	0	0	0	0	0	0	1492.78051835437	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1026.00549185856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
da5b9926-c622-11e3-bf01-24c6515278c0	ICGC	Biliary	1173.17934782609	429.1702910073	0	0	449.217391304348	0	0	0	0	0	0	0	0	0	446.703350296897	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2393.98777173913	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
df9f8c80-c622-11e3-bf01-24c6515278c0	ICGC	Biliary	177.987191216834	0	83.4429941903696	0	995.224153705398	0	0	0	99.0565483531213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
e4fd1b3e-c622-11e3-bf01-24c6515278c0	ICGC	Biliary	639.505799799513	0	0	0	1982.11742803953	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	399.127738794215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
f2b2111c-c622-11e3-bf01-24c6515278c0	ICGC	Biliary	0	0	599.951279002294	0	11744.1878737997	0	0	0	712.212013179012	0	0	0	0	0	0	0	0	0	0	0	2573.60768175583	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1613.96587105624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2109e1d4-c623-11e3-bf01-24c6515278c0	ICGC	Biliary	350.890081944052	0	272.968739109603	0	1973.50607516247	0	0	0	324.045671741027	0	0	0	0	0	0	0	0	0	0	0	499.767730997457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2584b428-c623-11e3-bf01-24c6515278c0	ICGC	Biliary	0	597.431015861811	0	0	4664.18023617153	0	0	0	0	0	0	0	0	0	621.838095387199	0	0	0	0	0	2214.62150403978	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
39458b0e-c623-11e3-bf01-24c6515278c0	ICGC	Biliary	0	0	0	0	283.176506576935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	271.018660140716	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	850.542673600489	0	0	0
5a51a6fc-c623-11e3-bf01-24c6515278c0	ICGC	Biliary	911.738002996022	0	0	0	0	8565.4854073041	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5c9b8a2c-c623-11e3-bf01-24c6515278c0	ICGC	Biliary	556.435548646198	142.091325733649	207.928852398957	0	1832.58116336313	0	0	0	246.835754415479	0	0	0	0	0	147.89623742215	0	0	0	0	0	609.524808913072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
60f81dba-c623-11e3-bf01-24c6515278c0	ICGC	Biliary	0	181.037278756305	199.832352157514	0	2277.90104565162	0	0	0	237.224266052204	0	0	0	0	0	188.433264472399	0	0	0	0	0	2230.84111196123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6f395380-c623-11e3-bf01-24c6515278c0	ICGC	Biliary	0	0	0	0	2410.94763822776	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	650.069632613206	0	0	0	0	0	0	3503.62858537776	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1097.71634321982	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7034e5f6-c623-11e3-bf01-24c6515278c0	ICGC	Biliary	0	0	82.1334514672855	0	818.17140944091	0	0	0	97.5019686867479	0	0	0	0	0	0	0	0	0	0	0	266.182457315032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7512b38c-c623-11e3-bf01-24c6515278c0	ICGC	Biliary	1886.7122463261	0	210.164918391067	0	726.943596920924	0	0	0	249.490225065979	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
760881cc-c623-11e3-bf01-24c6515278c0	ICGC	Biliary	16895.4859705044	0	0	0	17057.2874994558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	169553.976202338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7789ef18-c623-11e3-bf01-24c6515278c0	ICGC	Biliary	0	411.530524898104	2606.67935882179	0	1487.20280415652	0	0	0	3094.43186277721	0	0	0	0	0	428.342940024935	0	0	0	0	0	1115.15139462039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
78bc2608-c623-11e3-bf01-24c6515278c0	ICGC	Biliary	782.836608646828	0	160.236520007586	0	1059.45910537151	0	0	0	190.219403630882	0	0	0	0	0	0	0	0	0	0	0	491.042859816582	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
79b23f34-c623-11e3-bf01-24c6515278c0	ICGC	Biliary	505.500571718968	0	205.139145933669	0	1738.82136958455	0	0	0	243.524048069715	0	0	0	0	0	0	0	0	0	0	0	1076.89226273663	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7ae872a6-c623-11e3-bf01-24c6515278c0	ICGC	Biliary	624.012617065557	0	267.266725983896	0	1178.07986472425	0	0	0	317.276718345034	0	0	0	0	0	0	0	0	0	0	0	637.502081165453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	759.906477627471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7bdcb78a-c623-11e3-bf01-24c6515278c0	ICGC	Biliary	0	0	472.813701011694	0	1765.15168466242	0	0	0	561.284907028042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	899.018212566671	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
b73523d7-f5a5-4140-8537-4df4d1ecf465	ICGC	Bladder	0	15536.50854464	0	0	0	0	0	0	0	0	0	0	0	0	16171.2275155808	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13838.5930738613	0	0	0	0	0	0	0	2025.02318418461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
df8a913c-5160-4fc5-950d-7c890e24e820	ICGC	Bladder	0	4517.44108976098	0	0	0	0	0	0	0	0	0	0	0	0	16039.6792460453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8584.54763703757	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3028.12646724321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
448fe471-3f4e-4dc8-a4e0-6f147dc93abe	ICGC	Bladder	0	8285.387226862	0	0	0	0	0	0	0	0	0	0	0	0	21934.2912899046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2499.39070357252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
c66c92d5-df65-46e6-861d-d8a98808e6a3	ICGC	Bladder	2328.65134979897	34.0605865304115	0	0	0	0	0	0	0	0	0	0	0	0	35.4520767980032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	627.392183691372	0	0	0	0	0	0	0	62.6155704728624	0	0	0	0	0	0	378.343310250003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
91f458e6-64b7-454d-a542-b0aa23638fd8	ICGC	Bladder	3861.88420366517	117.687651568176	0	0	0	0	0	0	0	0	0	0	0	0	122.495590551453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9793.46213692041	0	0	0	0	0	0	0	2100.98131866756	0	0	0	0	0	0	1307.26861177498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2b142863-b963-4cc9-8f8f-c72503c93390	ICGC	Bladder	0	4831.39144509657	0	0	0	0	0	0	0	0	0	0	0	0	12801.1986737427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3570.5077877326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2462.63965372987	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
abd2d959-d5ed-4eb3-9759-67eb1aa23325	ICGC	Bladder	1540.84670724959	1986.69952794272	0	0	0	0	0	0	0	0	0	0	0	0	4816.8336727854	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2404.25236392134	0	0	0	0	0	0	0	314.653077878865	0	0	0	0	0	0	2518.71465022137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
94108975-b7a0-40ba-ad39-e44cc62e8cc0	ICGC	Bladder	0	5937.35407412862	0	0	0	0	0	0	0	0	0	0	0	0	21252.045958556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13987.3951284333	0	0	0	0	0	0	0	1561.81901773279	0	0	0	0	0	0	17415.3858211474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
