Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J
SP135192	0	0	0	0	0	2	0	0	0	0
SP135335	7	0	0	0	9	23	2	1	4	10
SP135278	3	2	0	0	0	7	0	0	5	7
SP135287	44305	0	19139	0	835	0	0	0	0	0
SP135345	52	7	0	0	24	161	0	9	14	16
SP85122	66738	607	33095	0	0	0	0	0	0	0
SP84384	73211	0	28427	0	0	0	0	0	0	0
SP135184	0	0	0	0	0	6	0	0	1	0
SP135226	45	0	0	0	84	40	3	0	3	54
SP135436	399	63	98	0	416	129	0	25	60	116
SP135262	9	1	14	0	21	16	0	13	4	55
SP135431	473	2	102	0	741	82	4	112	31	85
SP135425	160	6	30	0	224	226	1	54	37	102
SP135222	104	30	13	0	196	23	0	10	17	79
SP135230	87	25	16	0	57	73	0	7	7	38
SP135205	3	5	0	53	6	15	0	0	2	15
SP135180	0	0	0	0	0	5	0	0	0	0
SP135213	68	4	0	39	38	32	2	4	91	74
SP135217	0	0	0	0	0	0	0	0	1	0
SP135405	122	21	0	80	230	123	0	11	81	140
SP135238	3	0	0	0	0	2	0	0	0	3
SP135270	161	14	21	0	209	16	20	12	228	184
SP135411	64	10	41	0	48	86	0	0	6	29
SP135188	21	0	19	0	18	71	7	35	11	18
SP135194	115	0	1	0	119	66	6	2	11	47
SP135186	73	0	13	0	102	129	0	12	29	75
SP135420	214	24	37	0	91	154	0	25	36	196
SP135258	15	5	1	0	30	8	0	0	8	3
SP135234	281	15	8	0	416	172	7	58	60	129
SP135293	0	0	0	0	0	0	2	0	3	0
SP135393	119	8	19	0	126	99	5	135	21	65
SP135299	72	2	0	57	233	191	2	114	30	116
SP135415	16	1	17	0	36	45	2	5	13	63
SP135310	0	0	0	0	0	0	0	0	0	1
SP135323	7	0	0	0	0	59	0	0	16	65
SP135390	4	0	0	0	12	12	0	2	4	11
SP135209	0	0	0	17	9	8	3	10	0	29
SP135240	118	0	21	0	322	75	0	13	39	106
SP135182	1172	75	298	0	680	313	0	61	75	154
SP85251	0	1	7	73	130	53	1	0	16	135
SP84408	28	5	0	5	59	97	8	16	6	57
SP84491	766	123	0	0	1052	662	93	301	202	48
SP84743	381	39	0	170	72	23	57	2281	74	87
SP83967	43	0	0	120	63	50	0	6	28	171
SP105253	400	75	0	163	803	135	24	248	72	162
SP84998	303	21	0	78	274	65	0	2	13	159
SP84062	3	8	28	0	20	61	21	4	16	50
SP84982	41648	0	10194	0	0	1134	0	0	0	0
SP84790	186	19	91	0	173	230	1	254	28	237
SP105673	132	20	0	10	44	137	14	10	875	135
SP85339	590	20	0	49	747	71	13	45	29	90
SP84719	63	7	245	374	3	78	0	22	28	41
SP105425	609	31	155	0	536	104	16	77	30	65
SP84056	202	67	0	0	440	90	38	56	258	177
SP105261	133	8	0	7	118	76	11	26	56	97
SP85379	593	43	0	0	671	244	36	196	47	41
SP105086	308	71	0	40	274	259	5	14	176	426
SP84392	69526	0	32649	0	0	0	0	0	0	0
SP105018	52	12	0	159	55	79	0	205	4145	0
SP84858	648	20	82	0	371	28	28	74	262	416
SP84086	41	0	0	0	395	60	19	13	96	15
SP105213	340	0	55	0	252	135	0	23	62	131
SP105577	254	9	74	0	154	71	20	14	74	143
SP85431	46	0	0	0	180	123	19	0	42	113
SP84962	92	0	103	0	251	88	0	15	53	110
SP105006	267	35	0	31	156	221	26	16	95	136
SP84439	62620	0	30997	0	0	2262	0	0	0	0
SP105159	66	9	0	149	95	70	0	4	26	254
SP85230	30	2	0	0	0	117	62	5	700	131
SP84922	931	35	142	0	233	640	20	255	70	0
SP85130	477	0	0	188	367	130	4	44	51	317
SP104984	205	27	0	0	227	69	12	26	34	147
SP85222	0	0	0	132	67	51	7	5	9	41
SP105375	437	33	72	0	1034	132	38	1125	65	151
SP85287	171	50	0	48	471	199	20	13	38	39
CPCT02060042T	0	4	4	0	40	33	90	0	12	34
CPCT02130027T	62	8	0	80	119	13	282	17	27	90
CPCT02290024T	877	46	0	192	926	275	339	58	40	1
CPCT02230080T	623	54	0	49	555	44	250	98	36	88
CPCT02070282T	455	44	0	186	416	41	171	132	22	330
CPCT02060201T	392	28	0	128	614	0	357	66	69	13
CPCT02010752T	137	2	0	0	91	0	309	42	68	92
CPCT02130046T	443	0	0	9	401	0	269	170	33	148
CPCT02190033T	621	211	0	79	715	59	430	120	68	94
WIDE01010213T	542	58	0	119	225	132	326	162	552	98
CPCT02440010T	595	86	0	1	551	198	520	560	66	116
WIDE01010272T	313	53	0	47	200	16	110	17	25	123
DRUP01070085T	39527	1966	0	41098	5889	0	2192	429	0	0
CPCT02380045T	334	118	0	59	825	187	310	115	33	0
CPCT02150013T	153	28	40	0	101	65	302	41	44	91
CPCT02010769T	287	70	0	0	240	114	239	212	105	90
CPCT02450014T	27531	231596	6391	0	0	0	1294	674	0	0
CPCT02130122T	71	104	0	202	371	5	254	11	71	141
CPCT02230107T	917	107	0	74	361	124	224	85	6	131
DRUP01090017T	612	138	0	98	590	268	507	964	71	148
CPCT02020781T	412	18	0	208	296	251	443	25	583	151
CPCT02310016T	335	6	67	0	185	209	271	128	0	0
CPCT02300050T	699	54	0	161	310	255	360	262	145	204
CPCT02020808T	665	111	0	0	403	0	187	34	409	172
CPCT02050414T	533	108	0	259	930	0	266	40	95	306
CPCT02230042T	11	0	0	0	90	0	201	8	8	14
CPCT02040170T	55	34	0	24	47	11	184	327	31	103
CPCT02330059T	764	138	0	371	704	180	548	185	98	243
CPCT02330063T	795	93	0	0	638	191	369	55	66	311
CPCT02020512T	156	40	0	188	354	22	77	23	20	106
CPCT02110031T	252	51	0	0	219	0	185	56	67	415
CPCT02030347T	130568	0	32138	0	0	4612	0	0	0	0
CPCT02050179T	954	115	0	319	845	60	406	51	89	244
CPCT02010591T	174	82	0	25	130	100	206	98	31	204
CPCT02170007T	433	0	0	72	78	165	459	47	108	311
CPCT02210025T	352	37	31	0	287	40	629	649	72	15
CPCT02030376T	351	0	0	0	159	177	221	41	103	86
CPCT02050110T	503	42	0	93	724	158	251	219	116	196
CPCT02030318T	971	156	0	0	797	357	282	47	94	81
CPCT02100056T	294	0	0	0	19	166	149	51	55	14
CPCT02030326T	367	0	0	111	508	217	184	144	84	0
CPCT02120007T	444	104	0	240	247	180	331	469	42	0
WIDE01010573T	379	41	0	146	407	167	206	66	233	692
WIDE01010693T	324	43	0	0	285	151	129	113	22	48
