Samples	ID83A	ID83B	ID83C	ID83D	ID83E
SP23435	12	64	125	12	2
SP112829	9	82	290	23	7
SP112947	6	71	234	14	0
SP112985	1	2	29	0	0
SP112925	13	80	191	31	21
SP112937	15	14	79	14	0
SP112989	4	26	86	6	0
SP111145	35	60	162	12	0
SP111143	12	65	121	19	2
SP125584	3	4	1	3	3
SP111144	12	113	164	26	0
SP116296	0	15	55	0	0
SP116254	16	104	51	78	5
SP116256	17	94	46	80	4
SP116274	13	27	65	14	0
SP116259	6	81	96	6	2
SP116290	3	12	56	12	0
SP116258	3	105	70	47	1
SP116261	0	4	38	5	0
SP23463	0	18	29	9	4
SP116268	5	9	45	3	0
SP23471	4	31	46	7	0
SP116266	6	33	84	5	0
SP116264	8	56	91	10	14
SP116269	3	49	108	4	1
SP116275	16	40	78	7	0
SP23447	6	26	50	2	0
SP116255	24	110	47	81	3
SP23455	10	14	70	1	0
SP23475	12	12	58	0	0
SP116227	5	134	59	16	0
SP116226	4	15	42	5	1
SP23443	18	84	76	9	12
SP116260	18	58	85	8	0
SP116280	22	198	189	37	4
SP116224	4	28	34	15	0
SP116249	0	0	3	0	0
SP116232	1	0	14	1	1
SP116251	5	10	43	0	0
SP116272	12	42	63	6	0
SP116286	3	9	33	1	3
SP116282	5	36	69	7	3
SP116288	3	9	9	1	0
SP23467	3	39	64	8	0
SP116263	2	13	41	8	0
SP116292	6	12	43	0	0
SP116248	3	15	35	2	0
SP116276	1	0	9	5	2
SP116265	22	71	154	12	6
SP116267	13	52	114	5	1
SP116253	4	28	96	23	0
SP23481	2	3	38	5	2
SP116233	14	67	47	75	0
SP116284	18	60	52	16	0
SP116270	1	16	55	3	0
SP116257	3	94	77	21	1
SP116298	1	6	4	2	0
SP116294	0	2	18	11	1
SP23439	11	43	158	104	4
SP23483	0	0	8	0	2
SP116262	4	16	43	3	1
SP116228	34	104	155	125	4
SP116222	5	24	60	5	4
SP23451	6	21	72	4	0
SP116247	15	51	76	9	0
SP116225	2	6	76	17	0
SP116273	10	37	55	3	0
SP116221	7	23	39	9	0
SP116271	2	6	28	0	0
SP23459	3	30	52	0	0
SP23479	10	22	41	6	0
SP116223	9	19	52	2	1
SP116229	29	190	126	0	6
SP23477	3	13	38	13	2
SP116252	17	21	79	23	0
SP116278	0	0	4	1	1
SP23431	340	336	137	8	0
SP116231	1	61	45	6	1
SP116250	2	5	27	2	0
SP112815	13	140	150	41	8
SP112799	1	49	96	10	0
SP112835	8	30	197	3	0
SP112955	11	39	147	9	1
SP112807	22	91	183	8	0
SP112953	32	140	223	25	3
SP112911	4	38	95	15	4
SP112847	13	69	97	11	0
SP112859	15	131	261	35	10
SP112919	19	50	135	0	0
SP102652	17	70	116	11	8
SP112981	10	60	150	27	0
SP102620	32	62	183	24	3
SP112987	31	121	152	16	0
SP112825	26	56	145	18	10
SP112967	1	0	19	0	0
SP102622	17	102	231	13	0
SP112785	6	128	265	261	6
SP112793	17	88	138	19	9
SP112963	37	87	158	5	0
SP112801	22	209	225	8	0
SP112997	23	70	151	41	17
SP112973	6	254	169	22	5
SP112819	52	140	141	22	0
SP112941	15	40	153	26	7
SP112965	17	109	123	18	3
SP112791	25	122	140	21	7
SP112949	8	20	50	8	0
SP112857	9	114	143	25	5
SP112843	21	91	259	21	0
SP112915	25	47	178	16	5
SP112837	67	46	270	23	14
SP112823	12	52	106	19	2
SP102633	9	11	94	4	0
SP112899	5	43	128	8	11
SP112893	4	66	125	21	13
SP112895	15	146	111	14	0
SP102626	6	91	238	26	1
SP112795	15	158	139	5	0
SP112927	16	105	135	15	0
SP112779	5	194	209	14	0
SP112975	17	165	156	24	2
SP112867	8	45	177	26	4
SP112903	15	79	134	15	2
SP112933	14	52	76	13	0
SP112869	15	152	190	16	1
SP112999	2	8	60	10	1
SP112939	6	61	93	12	0
SP112921	17	16	113	32	2
SP112901	8	55	117	20	9
SP112831	2	55	147	4	0
SP112891	11	81	145	12	2
SP112775	21	109	213	27	4
SP112897	11	99	208	8	0
SP112885	17	78	104	7	0
SP112789	15	97	232	266	6
SP102630	49	93	261	43	1
SP112971	49	83	182	26	0
SP112821	1	131	71	4	1
SP112813	0	13	86	6	0
SP112961	53	155	156	153	7
SP112977	30	40	131	17	3
SP112905	27	105	133	14	10
SP102647	13	142	219	37	0
SP112873	16	108	156	10	0
SP112959	1	2	44	1	0
SP112931	10	49	134	14	0
SP112865	20	91	143	9	0
SP113003	14	30	113	17	7
SP113001	27	114	107	19	0
SP112879	10	39	133	27	2
SP112945	18	87	202	28	6
SP112935	14	119	96	28	4
SP112863	4	244	161	13	6
SP112983	33	140	220	47	11
SP112809	36	203	207	17	0
