Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K
SP29914	390	363	336	145	30	13	10	92	28	70	0
SP31046	16	88	0	25	0	17	1	2	16	3	18
SP31334	18	58	32	51	145	132	11	41	17	9	16
SP30011	16	167	0	315	40	125	0	23	0	0	20
SP31174	80	148	37	27	35	71	1	52	20	3	18
SP32662	114	210	15	96	25	73	3	57	61	67	18
SP31126	119	164	91	719	116	96	7	93	65	46	36
SP32958	28	346	15	31	32	11	3	11	33	30	16
SP31422	119	104	31	160	146	76	8	91	35	18	11
SP33496	254	325	120	44	176	49	5	27	80	118	0
SP34005	11	101	18	55	9	5	0	5	25	24	6
SP30113	21	77	3271	91	47	0	1	74	0	0	0
SP31030	286	359	36	0	0	42	7	25	180	18	29
SP33544	48	182	85	164	212	224	6	169	27	79	0
SP33688	0	25	14	46	5	1166	8	10	0	60	11
SP30907	45	27	175	84	232	116	2	41	0	0	15
SP30185	3	23	9	4	10	18	0	0	10	9	17
SP33837	9	71	31	30	0	10	0	18	50	12	6
SP31790	102	106	2	65	9	47	4	23	56	41	21
SP30143	24	128	7	64	25	10	0	12	12	18	24
SP30071	113	123	130	34	224	23	0	73	54	10	28
SP30493	2	37	6	35	15	0	1	10	48	18	14
SP32014	149	107	11	31	0	61	2	13	43	1	10
SP30332	137	69	1932	25	38	20	11	71	0	0	72
SP31814	43	121	27	19	14	96	7	7	10	24	17
SP29987	122	184	17	173	392	23	18	90	107	0	2
SP30083	62	98	0	41	34	24	2	19	38	10	9
SP32742	19	217	39	15	29	35	5	28	93	48	15
SP115162	3	58	11	16	5	28	1	36	22	11	13
SP29940	67	135	16	10	5	15	3	19	100	0	13
SP30843	8	75	0	34	19	2	3	3	16	0	10
SP32222	0	0	4	0	0	0	1	0	0	0	0
SP31190	67	189	28	79	193	39	2	99	0	0	7
SP30077	132	108	87	48	263	170	6	106	89	50	30
SP32694	111	173	29	69	195	43	5	93	54	29	17
SP33774	6	120	35	25	13	55	0	16	18	0	9
SP30093	156	106	19	6	18	30	8	16	71	0	11
SP33094	107	164	1	90	128	24	5	35	0	46	46
SP30803	0	59	67	170	95	49	2	25	71	106	0
SP30675	39	10	2244	0	97	14	19	21	7	51	12
SP31854	91	253	194	99	327	252	5	138	53	34	25
SP31606	4	200	2	30	17	14	3	12	32	5	0
SP30213	17	130	11	42	25	31	1	21	29	4	10
SP32894	12	117	8	58	6	0	1	0	30	0	0
SP117260	31	18	67	66	60	38	4	43	32	0	21
SP117124	187	109	28	51	23	36	0	18	78	9	27
SP117932	172	188	22	32	22	24	0	34	72	21	26
SP117189	9	29	7	26	7	5	4	0	11	4	9
SP117217	1	1	0	7	14	0	2	1	0	0	0
SP117779	90	30	16	21	8	72	3	19	54	2	17
SP117376	783	105	4	42	20	46	5	41	142	23	44
SP117681	35	16	9	18	4	0	3	7	35	13	2
SP117408	14	0	9	18	0	13	0	7	29	19	0
SP118015	67	109	21	10	0	25	3	51	58	2	24
SP117509	261	188	22	63	23	51	0	48	79	5	5
SP117482	164	111	41	32	0	23	0	44	49	52	2
SP117003	86	57	0	16	10	291	0	17	67	0	4
CPCT02060034T	0	42	31	124	14	9	43	20	19	17	2
CPCT02020356T	52	116	39	6	51	37	77	16	0	22	12
CPCT02050063T	24	48	38	245	68	43	45	77	18	66	20
CPCT02030275T	22	203	40	317	51	88	73	51	0	0	29
CPCT02070033T	21	128	20	61	26	14	34	33	37	5	6
CPCT02030294T	33	2	166	124	243	205	101	40	61	42	26
CPCT02070038T	38	260	39	0	81	19	74	26	0	31	20
CPCT02080179T	40	0	17	80	0	91	125	26	73	165	10
CPCT02010866TII	261	721	794	62	0	27	107	61	0	410	16
CPCT02330133T	24	116	274	367	589	177	50	70	0	0	23
CPCT02050427T	76	252	0	0	145	74	54	53	0	300	19
DRUP01030028T	31	63	40	40	0	59	61	13	0	0	1368
CPCT02080193T	44	152	57	3	131	166	118	70	10	103	21
CPCT02030556T	91	239	214	255	130	62	76	79	156	389	0
CPCT02120111T	18	24	0	9	9	12	117	0	1	0	6
CPCT02050341T	14	140	23	31	20	16	121	1	10	1	5
WIDE01010210T	25	43	23	19	19	8	24	2	33	26	5
WIDE01010208T	517	0	0	0	0	0	30	0	561	0	428
CPCT02290033T	68	53	209	57	100	174	66	67	44	43	21
CPCT02070323T	7	119	27	60	7	30	88	17	12	0	9
WIDE01010450T	223	349	14	0	56	36	45	29	115	22	58
CPCT02090049T	0	187	0	15	0	28	108	6	498	0	317
CPCT02010866T	215	623	785	305	9	67	104	81	21	89	20
CPCT02070363T	41	65	5	227	23	445	209	14	44	0	7
CPCT02060222T	11	28	15	47	1	0	75	4	0	8	10
CPCT02080251T	124	323	68	584	294	316	167	127	66	84	27
CPCT02070384T	96	288	16	85	13	54	135	27	4	11	8
CPCT02070386T	245	374	56	356	77	32	129	113	0	434	50
DRUP01070051T	65	158	1	441	14	34	120	57	0	0	1
CPCT02080137T	253	3	209	30	29	80	262	37	55	111	30
CPCT02080157T	35610	1250	315	0	303	0	670	77	0	384	393
CPCT02330128T	7	76	0	410	37	129	64	42	67	45	3
CPCT02070030T	0	1	1	1	4	2	74	0	0	23	0
DRUP01050009T	56	187	170	181	353	23	116	0	46	121	33
CPCT02070225T	37	120	0	29	51	1	264	6	34	3	21
CPCT02070230T	12	104	19	396	24	65	87	73	0	19	11
DRUP01070022T	347	0	42	31	38	26	95	57	228	11	80
DRUP01050010T	2	0	15	268	0	0	93	44	5	3	1
CPCT02050161T	51	201	76	148	123	5	32	8	62	76	24
CPCT02050174T	12	152	25	70	29	2	49	18	13	27	8
CPCT02050172T	270	424	35	493	179	234	85	81	58	51	48
CPCT02050186T	402	147	108	15	276	80	90	69	60	91	17
DRUP01070016T	1	47	53	405	33	4	24	102	0	6	10
CPCT02080120T	18	127	0	53	198	22	41	49	9	14	25
CPCT02030351T	136	114	17	364	17	57	355	80	54	0	15
CPCT02060119T	20	110	27	12	29	18	178	24	37	5	11
CPCT02080136T	153	351	7	60	19	36	72	9	88	5	18
DRUP01010035T	5	21	0	26	5	0	100	0	1	0	3
CPCT02070039T	16	39	0	295	32	42	32	34	9	19	0
CPCT02030302T	31	164	10	31	86	29	51	13	15	36	2
CPCT02070053T	0	0	0	0	0	0	34	1476	0	0	0
CPCT02070065T	12	20	11	22	16	9	35	7	29	12	15
DRUP01070003T	0	58	9	55	19	2	21	8	32	14	10
CPCT02070099T	3	21	12	24	8	0	26	3	37	20	0
CPCT02020473T	5	37	13	17	18	7	25	15	19	23	4
DRUP01070009T	94	502	23	0	44	64	51	34	44	29	23
CPCT02030324T	357	307	45	209	16	77	68	50	48	41	22
CPCT02030330T	53	348	167	42	281	353	141	35	38	37	19
CPCT02050151T	22	109	7	34	20	9	33	23	25	7	7
CPCT02070128T	0	47	44	416	43	0	16	107	0	9	10
CPCT02080099T	155	204	0	255	21	127	41	45	37	68	32
DRUP01030004T	35	14	175	144	271	201	62	49	81	49	25
CPCT02070265T	87	241	64	0	37	240	67	60	32	28	53
CPCT02080040T	114	256	65	55	40	132	82	18	70	143	26
WIDE01010705T	27	14	7	7	21	5	40	22	29	76	5
