Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G
SP77443	1.20E+00	1.96E+00	3.30E+00	1.02E+00	1.13E+00	3.45E+00	3.48E-01
SP72118	1.41E+00	1.77E+00	2.44E+00	6.53E-01	4.62E-01	2.10E+00	2.39E-01
SP76891	1.15E+00	1.53E+00	2.04E+00	3.25E-01	0.00E+00	1.88E+00	5.66E-01
SP125732	8.52E+00	9.10E+00	3.21E+00	3.92E-01	0.00E+00	2.86E+00	5.31E-01
SP125716	1.48E+00	3.64E+00	4.39E+00	8.37E-01	1.97E+00	4.89E+00	4.83E-01
SP125746	5.14E+01	2.96E+01	8.53E+00	0.00E+00	1.86E+00	3.86E+01	1.88E+00
SP125797	1.81E+00	2.58E+00	4.14E+00	5.59E-01	9.91E-01	4.49E+00	5.01E-01
SP76057	1.02E+00	1.66E+00	2.59E+00	6.66E-01	4.54E-01	2.40E+00	0.00E+00
SP69565	2.15E+00	2.58E+00	3.85E+00	3.06E+00	3.29E-01	2.83E+00	3.55E-01
SP75202	9.45E-01	1.10E+00	2.57E+00	4.34E-01	4.87E-01	2.37E+00	2.79E-01
SP110736	1.61E+00	1.85E+00	1.71E+00	5.47E-01	2.49E-01	2.12E+00	4.57E-01
SP107774	1.53E-01	1.43E+00	2.34E+00	5.80E-01	1.47E-01	2.51E+00	3.78E-01
SP110779	1.30E+00	2.16E+00	4.01E+00	6.93E-01	7.61E-01	4.76E+00	4.84E-01
SP107805	1.23E+00	1.94E+00	2.85E+00	7.03E-01	4.87E-01	2.89E+00	3.12E-01
SP110789	1.39E+00	3.60E+00	4.19E+00	3.41E+00	4.89E-01	6.61E+00	5.81E-01
SP71846	1.62E+00	1.98E+00	3.40E+00	7.61E-01	0.00E+00	3.34E+00	4.34E-01
SP70122	1.55E+00	2.10E+00	1.64E+00	5.06E-01	3.77E-01	2.18E+00	3.23E-01
SP71404	2.35E+00	2.99E+00	3.71E+00	6.83E-01	5.00E-01	4.17E+00	2.82E-01
SP76955	1.13E+00	1.59E+00	2.08E+00	4.70E-01	6.00E-02	1.86E+00	2.23E-01
SP107781	9.13E-01	1.12E+00	2.33E+00	6.50E-01	1.00E-01	2.10E+00	4.09E-01
SP70202	8.58E-01	1.80E+00	2.36E+00	2.46E+00	1.09E+00	1.38E+00	5.18E-01
SP70677	5.76E-01	9.01E-01	1.80E+00	4.79E-01	6.15E-01	1.53E+00	3.76E-01
SP70082	6.90E-01	9.22E-01	1.87E+00	5.72E-01	3.32E-01	1.56E+00	3.43E-01
SP70288	2.00E+00	2.23E+00	2.27E+00	6.46E-01	5.20E-01	1.69E+00	5.49E-01
SP70266	7.45E-01	1.27E+00	2.52E+00	6.19E-01	6.04E-01	1.88E+00	5.77E-01
SP107956	1.82E+00	2.60E+00	3.02E+00	9.14E-01	4.10E-01	3.55E+00	4.92E-01
SP70956	1.25E+00	1.43E+00	2.02E+00	6.17E-01	4.84E-01	2.04E+00	4.32E-01
SP108017	7.49E-01	1.03E+00	1.68E+00	3.68E-01	4.00E-02	1.60E+00	2.18E-01
SP71536	1.02E+00	1.36E+00	1.63E+00	8.12E-01	0.00E+00	1.71E+00	4.19E-01
SP70756	1.23E+00	1.36E+00	2.43E+00	6.89E-01	4.01E-01	2.21E+00	4.01E-01
SP76675	1.65E+00	2.79E+00	3.26E+00	2.71E+00	7.12E-01	2.47E+00	4.79E-01
SP71480	1.12E+00	1.72E+00	2.13E+00	5.87E-01	5.82E-01	1.97E+00	2.71E-01
SP70313	9.65E-01	1.41E+00	2.72E+00	7.03E-01	0.00E+00	2.54E+00	3.97E-01
SP73319	8.57E-01	1.30E+00	1.71E+00	7.95E-01	6.35E-01	1.16E+00	1.56E-01
SP107813	1.44E+00	2.12E+00	2.17E+00	7.04E-01	6.52E-01	3.26E+00	4.57E-01
SP77339	1.08E+00	1.38E+00	2.30E+00	5.20E-01	2.97E-01	1.93E+00	3.60E-01
SP76017	9.02E-01	1.33E+00	2.16E+00	7.10E-01	0.00E+00	2.01E+00	2.95E-01
SP76915	1.31E+00	1.69E+00	3.13E+00	8.32E-01	5.22E-01	3.58E+00	4.64E-01
SP71974	2.66E+00	3.89E+00	3.49E+00	4.19E+00	1.75E+00	4.25E+00	5.42E-01
SP70178	1.81E+00	2.06E+00	2.87E+00	7.70E-01	3.63E-01	2.67E+00	4.36E-01
SP107920	1.33E+00	1.84E+00	2.18E+00	7.30E-01	7.34E-01	2.60E+00	5.72E-01
SP110798	9.63E-01	1.53E+00	2.11E+00	5.59E-01	0.00E+00	1.67E+00	2.28E-01
SP107952	1.25E+00	1.84E+00	3.07E+00	8.23E-01	0.00E+00	3.30E+00	6.88E-01
SP70465	7.14E-01	1.46E+00	3.20E+00	6.03E-01	5.24E-01	2.94E+00	4.29E-01
SP70780	1.33E+00	1.80E+00	2.16E+00	7.77E-01	5.28E-01	2.00E+00	4.18E-01
SP110803	6.22E-01	1.05E+00	2.94E+00	1.38E+00	4.92E-01	2.45E+00	3.96E-01
SP107915	1.08E+00	1.46E+00	1.63E+00	4.65E-01	8.44E-01	1.55E+00	3.76E-01
SP71132	1.71E+00	2.14E+00	2.71E+00	5.41E-01	0.00E+00	2.73E+00	4.23E-01
SP71552	1.33E+00	2.10E+00	3.14E+00	1.00E+00	1.09E+00	3.32E+00	5.50E-01
SP69573	9.19E-01	1.32E+00	1.61E+00	6.03E-01	1.71E-01	1.52E+00	2.61E-01
SP75681	8.57E-01	1.81E+00	2.25E+00	5.90E-01	0.00E+00	2.44E+00	4.76E-01
SP107874	1.68E+00	2.66E+00	2.31E+00	7.82E-01	0.00E+00	3.02E+00	2.82E-01
SP110816	7.48E-01	1.10E+00	1.44E+00	6.06E-01	6.86E-01	1.27E+00	3.19E-01
SP77203	2.94E+00	3.48E+00	2.81E+00	4.07E+00	6.17E-01	2.64E+00	4.78E-01
SP76515	1.08E+00	1.76E+00	2.58E+00	8.51E-01	4.59E-01	2.28E+00	4.14E-01
SP110770	1.54E+00	2.17E+00	2.62E+00	7.22E-01	5.65E-01	2.69E+00	4.32E-01
SP69812	7.62E-01	9.84E-01	1.92E+00	4.81E-01	0.00E+00	1.64E+00	3.00E-02
SP76136	1.61E+00	2.49E+00	5.68E+00	1.76E+00	1.06E+00	5.74E+00	5.28E-01
SP70106	1.82E+00	7.05E+00	2.95E+00	2.23E+00	1.08E+00	1.11E+01	5.49E-01
SP108059	9.19E-01	1.20E+00	2.04E+00	7.02E-01	5.48E-01	1.91E+00	5.24E-01
SP108020	1.35E+00	1.63E+00	2.28E+00	9.89E-01	5.23E-01	1.92E+00	3.10E-01
SP76867	1.34E+00	1.62E+00	1.90E+00	5.70E-01	5.87E-01	1.54E+00	4.63E-01
SP108088	1.10E+00	1.44E+00	2.09E+00	6.65E-01	6.76E-01	2.03E+00	2.21E-01
SP71734	1.09E+00	1.49E+00	2.18E+00	6.56E-01	5.64E-01	1.99E+00	4.03E-01
SP76001	5.81E-01	1.04E+00	2.63E+00	6.28E-01	4.78E-01	2.26E+00	2.12E-01
SP108033	1.28E+00	1.70E+00	1.81E+00	7.42E-01	6.67E-01	1.69E+00	2.85E-01
SP110822	1.70E+00	2.89E+00	3.14E+00	9.43E-01	9.07E-01	5.06E+00	4.57E-01
SP69762	1.24E+00	1.56E+00	2.22E+00	5.58E-01	7.52E-01	2.01E+00	1.64E-01
SP107945	1.37E+00	1.52E+00	2.65E+00	8.17E-01	3.00E-02	2.34E+00	3.93E-01
SP107770	8.00E-01	1.21E+00	2.02E+00	6.76E-01	8.36E-01	1.62E+00	3.44E-01
SP73263	1.64E+00	1.89E+00	1.81E+00	5.54E-01	0.00E+00	1.68E+00	5.09E-01
SP77131	1.48E+00	2.30E+00	2.27E+00	6.00E-01	4.35E-01	2.59E+00	4.53E-01
SP75322	3.54E+00	7.71E+00	7.15E+00	1.37E+00	1.30E+00	1.39E+01	5.12E-01
SP70046	7.26E-01	1.55E+00	1.67E+00	4.37E-01	9.02E-01	2.01E+00	4.09E-01
SP70932	1.14E+00	1.54E+00	1.98E+00	6.82E-01	2.45E-01	1.62E+00	3.11E-01
SP71758	2.57E-01	9.60E-01	2.63E+00	1.21E+00	0.00E+00	2.18E+00	4.23E-01
SP71228	1.78E+00	2.23E+00	4.00E+00	9.81E-01	6.04E-01	4.08E+00	5.76E-01
SP76353	7.68E-01	1.23E+00	1.99E+00	4.27E-01	7.17E-01	2.46E+00	2.74E-01
SP69587	7.49E-01	1.05E+00	1.14E+00	2.71E-01	1.21E-01	1.19E+00	1.83E-01
SP69898	2.01E+00	2.45E+00	2.62E+00	7.29E-01	8.59E-01	2.46E+00	2.76E-01
SP75977	8.77E-01	1.21E+00	2.25E+00	4.39E-01	7.75E-02	2.22E+00	4.13E-01
SP70226	1.11E+00	1.68E+00	2.33E+00	5.25E-01	8.04E-01	3.15E+00	3.53E-01
SP108068	1.26E+00	1.57E+00	3.00E+00	7.94E-01	0.00E+00	3.07E+00	4.93E-01
SP107784	2.11E+00	2.83E+00	2.99E+00	8.41E-01	8.59E-01	2.85E+00	5.16E-01
SP110824	7.85E-01	1.37E+00	2.00E+00	3.70E-01	0.00E+00	1.89E+00	4.16E-01
SP76843	1.57E+00	2.18E+00	2.25E+00	6.54E-01	0.00E+00	2.41E+00	4.56E-01
SP71456	1.39E+00	1.84E+00	3.36E+00	9.55E-01	3.46E-01	3.01E+00	5.18E-01
SP108065	1.47E+00	1.45E+00	2.23E+00	4.62E-01	8.05E-02	2.13E+00	5.18E-01
SP70860	1.57E+00	1.85E+00	2.60E+00	7.59E-01	5.71E-01	2.42E+00	4.01E-01
SP71084	1.17E+00	1.54E+00	1.96E+00	4.02E-01	8.79E-01	1.69E+00	2.10E-01
SP72262	8.20E-01	1.41E+00	2.40E+00	8.46E-01	8.58E-01	2.37E+00	5.56E-01
SP69705	1.13E+00	1.60E+00	2.58E+00	7.61E-01	7.38E-01	3.02E+00	4.35E-01
