Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G
SP77443	32	395	206	61	20	0	4
SP72118	133	353	146	29	0	0	2
SP76891	137	255	142	1	0	0	12
SP125732	6698	586	323	8	0	127	1
SP125716	85	333	79	42	94	120	11
SP125746	40480	5654	0	0	67	1158	98
SP125797	260	242	93	13	23	99	10
SP76057	59	327	155	24	8	0	0
SP69565	334	385	254	509	0	5	1
SP75202	57	134	161	9	8	0	3
SP110736	176	240	85	15	6	0	11
SP107774	0	404	111	23	0	0	4
SP110779	83	283	215	23	0	14	10
SP107805	77	227	182	32	5	3	6
SP110789	69	183	119	756	0	25	17
SP71846	120	256	224	26	0	0	5
SP70122	153	353	95	12	7	0	3
SP71404	429	573	252	22	4	0	1
SP76955	24	382	104	12	6	9	0
SP107781	79	77	135	23	3	0	3
SP70202	31	187	76	514	37	0	14
SP70677	15	61	92	22	7	4	9
SP70082	27	72	82	11	3	15	6
SP70288	324	354	110	18	12	0	17
SP70266	24	182	138	20	15	2	20
SP107956	196	405	184	42	4	0	12
SP70956	90	132	123	19	9	0	7
SP108017	63	111	102	6	0	4	3
SP71536	51	173	82	43	0	0	10
SP70756	129	162	143	18	1	0	10
SP76675	134	481	202	546	0	0	7
SP71480	93	348	98	18	6	3	3
SP70313	70	127	163	23	2	0	6
SP73319	45	189	76	39	16	0	3
SP107813	163	288	151	20	4	1	6
SP77339	39	286	132	20	0	0	7
SP76017	101	136	129	21	0	0	2
SP76915	115	126	197	40	0	0	9
SP71974	328	743	59	904	46	0	9
SP70178	186	417	171	36	0	0	6
SP107920	105	243	117	30	7	2	19
SP110798	47	237	111	13	0	9	0
SP107952	84	308	172	36	4	0	29
SP70465	17	164	196	22	3	0	10
SP70780	170	358	111	24	11	0	9
SP110803	24	69	166	85	27	0	10
SP107915	76	208	106	10	18	7	6
SP71132	200	457	147	13	0	9	6
SP71552	96	339	192	57	20	0	14
SP69573	46	155	79	21	3	0	5
SP75681	24	285	135	14	4	0	14
SP107874	143	473	161	32	0	2	2
SP110816	34	152	77	21	10	10	4
SP77203	852	358	26	1165	7	4	8
SP76515	69	274	151	39	8	12	13
SP110770	194	230	159	19	4	0	8
SP69812	47	99	107	11	0	0	0
SP76136	185	323	376	123	42	0	9
SP70106	59	96	39	320	21	117	15
SP108059	66	161	104	27	11	0	15
SP108020	104	247	102	60	7	7	6
SP76867	145	242	113	23	9	0	11
SP108088	98	201	149	23	15	6	2
SP71734	90	214	114	18	12	0	8
SP76001	26	103	112	16	7	0	0
SP108033	125	267	108	26	13	0	3
SP110822	133	289	164	45	11	5	8
SP69762	129	177	115	24	14	0	4
SP107945	103	292	139	37	2	14	7
SP107770	52	163	114	28	18	0	7
SP73263	158	320	96	15	1	0	14
SP77131	99	456	143	14	6	5	7
SP75322	637	666	334	49	37	27	13
SP70046	14	159	101	6	10	1	12
SP70932	63	293	133	28	6	0	1
SP71758	0	84	137	75	31	0	3
SP71228	345	357	267	46	11	9	14
SP76353	36	87	109	4	7	11	3
SP69587	26	141	39	2	0	0	0
SP69898	345	686	183	24	17	27	0
SP75977	52	146	133	9	2	0	8
SP70226	48	195	123	7	0	17	9
SP108068	109	208	166	35	3	0	12
SP107784	91	992	184	31	11	0	12
SP110824	39	207	112	7	6	0	8
SP76843	147	505	136	18	0	18	7
SP71456	124	283	213	61	0	0	18
SP108065	159	174	136	5	0	0	11
SP70860	217	238	151	35	1	9	9
SP71084	80	225	124	8	16	0	5
SP72262	31	150	112	41	19	0	18
SP69705	147	159	125	28	14	7	10
SP107786	163	457	227	132	40	0	10
SP71576	52	147	124	8	1	0	0
SP108123	55	151	93	20	9	2	21
SP74896	56	229	155	14	0	0	0
SP71950	66	345	156	18	0	7	0
SP108049	20	120	75	32	9	0	5
SP116965	155	517	321	1233	0	106	20
SP77930	16	108	82	18	4	6	2
SP125807	120	522	157	15	6	51	6
SP125696	108	224	141	33	16	86	7
SP125725	146	242	132	45	25	101	7
SP125752	144	476	125	30	14	14	3
SP118048	595	473	206	30	34	51	14
SP117981	0	176	137	33	7	0	9
SP125749	27	98	138	13	2	23	0
