MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O
1:Del:C:0	6.56E-05	7.60E-04	4.10E-03	5.08E-03	5.91E-03	6.68E-03	1.43E-03	3.90E-03	1.71E-03	2.94E-03	1.09E-03	4.36E-03	4.72E-03	3.05E-03	9.26E-04
1:Del:C:1	7.07E-05	5.71E-04	4.75E-03	6.93E-03	4.92E-03	6.57E-03	9.31E-04	4.13E-03	2.90E-03	3.09E-03	8.50E-04	3.86E-03	3.19E-03	2.20E-03	8.12E-04
1:Del:C:2	9.55E-05	1.43E-04	4.52E-03	4.23E-03	2.97E-03	4.00E-03	6.88E-04	2.90E-03	1.57E-03	2.29E-03	1.11E-04	3.01E-03	2.38E-03	1.44E-03	8.16E-04
1:Del:C:3	1.70E-04	1.24E-04	2.08E-03	2.52E-03	1.81E-03	2.13E-03	5.21E-04	1.45E-03	9.58E-04	1.06E-03	1.67E-04	1.83E-03	1.86E-03	1.77E-03	4.79E-04
1:Del:C:4	2.74E-04	8.72E-05	2.25E-03	1.77E-03	1.78E-03	1.23E-03	3.80E-04	1.12E-03	6.61E-04	1.85E-03	2.58E-04	1.64E-03	1.26E-03	9.09E-04	6.39E-04
1:Del:C:5	9.55E-04	3.98E-06	1.28E-03	2.49E-03	4.11E-03	3.41E-03	6.39E-05	1.90E-04	1.93E-04	7.57E-04	1.11E-04	1.20E-03	2.42E-03	2.55E-03	4.13E-04
1:Del:T:0	4.86E-05	5.60E-04	3.55E-03	4.85E-03	6.24E-03	4.18E-03	2.16E-03	4.83E-03	3.15E-03	2.87E-03	9.88E-04	5.29E-03	2.90E-03	1.95E-03	1.10E-03
1:Del:T:1	6.43E-05	2.61E-04	2.46E-03	3.21E-03	4.46E-03	3.55E-03	1.65E-03	3.35E-03	2.06E-03	2.08E-03	1.14E-04	4.16E-03	2.71E-03	1.70E-03	6.62E-04
1:Del:T:2	1.49E-04	1.43E-04	2.28E-03	3.20E-03	4.81E-03	4.45E-03	1.78E-03	3.78E-03	1.70E-03	2.40E-03	5.09E-04	4.92E-03	2.06E-03	1.93E-03	5.36E-04
1:Del:T:3	3.83E-04	6.39E-04	2.13E-03	3.90E-03	4.65E-03	3.85E-03	1.61E-03	2.97E-03	1.04E-03	2.94E-03	8.78E-04	4.46E-03	3.50E-03	2.59E-03	1.15E-03
1:Del:T:4	5.11E-04	3.42E-04	1.30E-03	2.56E-03	4.30E-03	2.74E-03	9.10E-04	2.63E-03	1.24E-03	1.79E-03	8.63E-04	2.89E-03	2.46E-03	2.68E-03	9.55E-05
1:Del:T:5	2.99E-03	9.19E-04	1.61E-03	3.18E-03	2.53E-03	2.21E-03	1.53E-03	1.81E-03	1.50E-03	2.69E-03	6.82E-04	4.23E-03	4.45E-03	2.77E-03	1.06E-03
1:Ins:C:0	3.81E-05	1.49E-04	6.98E-04	9.79E-04	8.58E-04	8.45E-04	5.91E-04	3.95E-04	1.70E-04	2.74E-03	3.24E-04	1.27E-03	7.19E-04	6.16E-03	5.96E-04
1:Ins:C:1	1.78E-05	7.47E-05	3.46E-04	7.97E-04	9.68E-04	8.76E-04	2.01E-04	8.47E-04	4.99E-04	6.12E-04	7.26E-05	8.62E-04	9.78E-04	1.41E-03	3.56E-04
1:Ins:C:2	1.81E-05	4.05E-05	2.79E-04	3.61E-04	5.03E-04	6.64E-04	3.31E-04	4.60E-04	3.78E-04	4.51E-04	1.29E-04	9.18E-04	5.41E-04	1.31E-03	3.83E-04
1:Ins:C:3	5.18E-05	5.78E-05	3.17E-04	5.47E-04	5.47E-04	4.69E-04	2.68E-04	5.32E-04	2.68E-04	4.43E-04	3.47E-05	1.06E-03	6.76E-04	8.11E-04	3.03E-04
