Sample Names	MutationType	ID1	ID2	ID3	ID4	ID6	ID8	ID9	ID11	ID18	ID19	ID25
SP29914	1:Del:C:0	0.0014254497047586088	0.031216832893016022	0.9673577174022253	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SP29914	1:Del:C:1	0.00423846316989036	8.7895216675031e-05	0.9956736416134346	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SP29914	1:Del:C:2	2.1578274014228156e-17	1.4715901906718775e-05	0.9999852840980933	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SP29914	1:Del:C:3	0.03210617863395034	0.030199374506223068	0.9376944468598265	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SP29914	1:Del:C:4	0.016900091097465417	0.06701549315518192	0.9160844157473527	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SP29914	1:Del:C:5	0.10065895253563702	0.3168523191654546	0.5824887282989084	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SP29914	1:Del:T:0	0.03298856943087278	0.14432884843166716	0.8226825821374601	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SP29914	1:Del:T:1	2.858661604261845e-16	2.4761082983941513e-16	0.9999999999999994	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SP29914	1:Del:T:2	0.04590575065824471	0.2503632175868142	0.7037310317549411	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SP29914	1:Del:T:3	0.06653695845925234	0.4256513026690461	0.5078117388717016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SP29914	1:Del:T:4	0.08213190296198582	0.6545653892575546	0.26330270778045956	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SP29914	1:Del:T:5	5.5318528474646625e-18	0.9882723585001647	0.011727641499835304	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SP29914	1:Ins:C:0	1.8265291608955676e-15	1.582098421796327e-15	0.9999999999999966	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SP29914	1:Ins:C:1	2.1516814296646994e-15	0.10711822323984249	0.8928817767601553	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SP29914	1:Ins:C:2	2.1498563781243223e-15	0.012351523542724577	0.9876484764572733	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SP29914	1:Ins:C:3	0.12950697799809516	0.04778446528650873	0.8227085567153961	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SP29914	1:Ins:C:4	0.17714352752950938	0.20968411993439204	0.6131723525360986	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SP29914	1:Ins:C:5	0.6524863809420599	0.17577324136044759	0.17174037769749245	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SP29914	1:Ins:T:0	0.11690571201717126	0.04936177284787348	0.8337325151349552	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SP29914	1:Ins:T:1	0.0010731904768823911	7.634957870723915e-17	0.9989268095231174	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SP29914	1:Ins:T:2	0.00541801098467774	0.013193216097625806	0.9813887729176964	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SP29914	1:Ins:T:3	0.1578181780562553	0.02923306703018737	0.8129487549135573	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SP29914	1:Ins:T:4	0.668903523522446	0.10169958071186283	0.22939689576569117	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SP29914	1:Ins:T:5	0.9726514996958779	0.002482365907729819	0.024866134396392233	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SP29914	2:Del:R:0	0.1008082973329519	0.017471033133715588	0.8817206695333325	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SP29914	2:Del:R:1	0.10909244145406419	0.23164141289484205	0.6592661456510939	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SP29914	2:Del:R:2	0.03913106207462973	0.11112211879899946	0.8497468191263707	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SP29914	2:Del:R:3	0.06306202976023655	0.0792744116573411	0.8576635585824224	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SP29914	2:Del:R:4	0.017332316119248525	0.20320614865512696	0.7794615352256246	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SP29914	2:Del:R:5	3.758263399310536e-14	3.8486984644095074e-14	0.9999999999999238	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
