Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H
SP53460	725	12	0	265	130	1	46	11
SP50827	1030	54	121	386	169	0	59	107
SP50263	49	47	185	4	143	0	37	55
SP50317	79	128	56	20	154	0	28	65
SP54113	3000	77	52	358	152	25	204	5
SP50406	7	0	2	0	0	0	0	4
SP51824	478	28	112	93	90	9	77	23
SP55387	189	0	7	50	16	2	2	0
SP52779	889	26	81	327	202	9	23	51
SP55235	2089	49	70	677	93	13	186	57
SP50713	238	1	14	50	54	5	60	20
SP50611	1237	11	61	425	49	0	37	73
SP50485	16	10	34	26	30	0	14	25
SP51037	18	24	107	0	39	3	17	23
SP55142	3148	234	329	571	848	0	505	193
SP53387	670	21	24	249	234	7	27	71
SP54745	284	84	179	150	299	0	19	85
SP52284	39	30	179	18	69	6	43	51
SP53618	1359	0	58	603	179	6	80	43
SP52232	644	1	0	184	42	8	32	23
SP50412	17	5	25	15	27	2	9	19
SP50321	199	0	58	116	148	13	39	24
SP53548	1	17	85	0	95	4	19	38
SP55004	0	0	4	0	10	1	4	2
SP56079	1115	3	26	253	0	6	48	52
SP56168	86	28	123	40	176	6	49	89
SP54363	717	49	228	279	157	6	48	27
SP53810	3831	2	0	1247	338	0	0	24
SP50518	22	14	139	1	119	13	47	47
SP56303	38	33	157	8	256	20	226	66
SP55711	22	11	133	36	146	0	32	46
SP55509	1375	7	81	513	148	0	22	31
SP55309	7	2	7	12	16	2	9	14
SP52607	14	0	24	18	46	0	6	16
SP52667	707	13	14	181	138	1	63	63
SP51446	73	3	143	0	113	9	25	43
SP50592	12	8	127	14	89	7	21	63
SP53073	499	29	56	58	139	8	54	46
SP56638	794	37	181	210	117	17	94	59
SP56537	935	138	208	91	299	0	31	31
SP57586	593	87	187	97	174	17	65	89
SP56541	924	23	12	183	120	17	142	57
SP56553	1636	180	284	247	374	0	42	61
SP56771	164	47	268	23	166	13	69	38
SP57941	1431	76	115	531	564	0	0	114
SP57818	1050	44	70	407	272	14	160	32
SP56460	304	99	506	2	232	18	191	35
SP56474	61	156	219	52	174	0	61	46
SP56704	1671	89	115	185	0	34	68	18
SP56533	477	76	158	29	216	4	64	81
SP56730	904	117	238	77	249	16	61	34
SP59245	902	42	168	155	156	50	499	74
SP57024	443	32	160	74	125	4	44	57
SP57933	1131	123	194	153	72	6	1700	36
SP56754	460	63	143	73	271	0	22	60
SP56827	826	32	25	165	77	0	29	9
SP57084	979	127	405	122	244	4	91	8
SP57538	850	151	122	3	324	13	94	74
SP57735	1018	121	58	33	253	5	41	18
SP57669	1170	91	124	122	277	6	106	48
SP56566	225	44	258	85	123	2	77	35
SP56569	671	85	116	89	193	0	43	20
SP58342	1362	117	420	338	162	17	94	36
SP58349	768	77	89	207	354	15	276	48
SP56644	1118	128	368	120	182	15	160	56
SP57629	357	247	876	39	345	0	81	97
SP56941	30	4	118	5	29	1	16	17
SP57619	865	42	44	167	207	0	138	10
SP58245	1158	170	74	190	350	0	41	7
SP57251	842	119	256	76	529	0	41	17
SP56502	1070	137	193	76	248	12	60	75
SP58668	1368	115	200	322	145	12	83	49
SP58101	834	149	101	165	329	0	52	42
SP58991	516	133	361	130	163	11	67	87
SP56607	456	35	189	61	56	11	62	47
SP58326	1978	215	344	303	171	22	76	24
SP57267	1250	130	225	238	192	37	133	28
SP57066	1129	61	509	197	239	14	130	46
SP57901	503	59	385	50	263	0	64	33
SP57651	241	34	94	31	160	8	88	58
SP57450	178	82	270	28	142	4	75	63
SP57846	975	60	203	176	154	4	40	20
SP58612	738	85	234	72	107	18	165	64
SP56821	902	93	306	81	42	17	44	28
SP58882	251	108	238	35	278	12	77	28
SP57189	3185	369	389	522	90	42	85	25
CPCT02020306T	731	2	37	281	130	58	2	7
CPCT02110002T	974	27	148	596	160	91	73	20
CPCT02020308T	0	62625	6102	243	0	412	0	2534
CPCT02020305T	437	59	134	43	108	111	48	39
CPCT02010356T	344	87	164	81	98	98	67	31
CPCT02020337T	1626	88	175	194	52	94	59	2
CPCT02010373T	4212	281	136	881	13	221	113	113
CPCT02020343T	25	9	119	21	126	95	68	55
CPCT02020353T	680	209	213	227	217	175	52	35
CPCT02020334T	1056	90	107	406	105	149	57	62
CPCT02140018T	13	86	164	30	111	181	49	81
CPCT02140021T	45	46	68	9	101	38	34	87
CPCT02040039T	385	54	180	147	92	59	7	48
CPCT02010409T	352	93	199	322	111	176	101	110
CPCT02110010T	187	57	155	37	72	80	31	37
CPCT02070025T	19	2	34	0	32	73	9	26
CPCT02040045T	2113	116	82	920	349	90	128	58
CPCT02040051T	695	248	109	427	219	58	37	71
CPCT02040054T	432	29	211	95	15	141	52	43
CPCT02140028T	971	87	218	176	146	206	118	114
CPCT02011006T	2527	71	143	1375	176	216	84	96
CPCT02040302T	9	330	255	47	60	43	4	40
CPCT02011015T	5298	920	384	1955	718	237	37	341
DRUP01040009T	553	35	722	300	264	202	28	50
CPCT02011018T	1134	93	63	522	228	84	42	70
CPCT02270045T	189	45	203	132	124	51	54	73
CPCT02120088T	18	19	53	0	9	264	39	36
CPCT02011022T	12	31	85	28	84	68	56	98
CPCT02010722T	794	80	154	80	127	174	388	77
CPCT02011021T	21	188	478	82	89	94	115	151
CPCT02011019T	527	67	118	62	205	120	191	27
CPCT02011008T	126	93	80	94	59	15	35	60
CPCT02011017T	1075	254	300	297	67	86	81	21
DRUP01010116T	1648	359	174	600	714	145	222	134
CPCT02011029T	91	269	251	40	160	45	43	48
CPCT02020887T	8	3	23	32	81	63	55	52
CPCT02040214T	820	187	166	255	77	182	29	42
CPCT02190052T	1015	86	154	551	261	395	61	52
CPCT02010699T	1539	80	86	168	199	207	51	16
CPCT02040213T	768	124	179	89	56	180	84	53
CPCT02070276T	1145	44	0	127	173	263	263	0
CPCT02040208T	23	45	70	0	27	198	14	10
DRUP01040010T	2599	82	162	854	0	125	44	26
CPCT02040315T	1029	14	62	396	104	65	34	50
CPCT02040313T	333	145	52	7	254	71	7	54
CPCT02040312T	112	22	171	27	111	41	46	43
CPCT02010727T	1125	206	1618	267	177	256	85	43
CPCT02010728T	103	34	52	0	367	208	203	97
CPCT02011031T	280	94	129	74	50	114	529	38
CPCT02011035T	356	24	155	212	151	70	88	39
CPCT02011038T	9	0	4	8	27	20	0	14
CPCT02010927T	381	93	302	85	233	64	172	76
CPCT02070447T	14	39	801	68	78	68	38	51
DRUP01020043T	7	8	29	24	84	35	46	37
DRUP01270007T	6	73	306	38	117	52	43	82
CPCT02011040T	13	1	62	29	91	57	4	39
CPCT02011032T	49	70	29	51	89	72	42	88
CPCT02010738T	968	386	426	351	90	219	64	92
CPCT02011044T	259	67	215	109	79	33	42	56
CPCT02011036T	296	176	543	83	333	88	202	190
CPCT02020906T	22	103	668	34	0	140	2707	58
CPCT02011046T	420	21	100	50	165	47	60	62
CPCT02011047T	76	141	114	33	97	65	99	42
CPCT02011050T	5	38271	2686	0	0	0	0	2065
CPCT02390011T	94	11	54	0	295	188	289	29
CPCT02080188T	3701	292	424	1094	129	289	172	90
CPCT02020912T	142	80	141	153	82	47	55	51
CPCT02120100T	22	21	46	16	94	134	20	73
CPCT02011053T	433	105	303	176	173	63	75	77
CPCT02011055T	1237	162	119	621	388	83	52	61
DRUP01010119T	26	19	136	40	126	71	120	111
DRUP01010116TII	1671	519	217	655	789	175	283	154
CPCT02040317T	1869	128	136	84	7	119	130	3
CPCT02040320T	1325	103	408	213	94	121	154	42
CPCT02010955T	40	1138	333	51	338	65	88	76
CPCT02011057T	188	146	548	83	48	108	89	111
CPCT02011059T	55	3	55	22	68	60	57	61
CPCT02011052T	2696	104	201	425	295	183	200	122
CPCT02011056T	123	109	395	47	148	84	194	137
CPCT02270046T	622	73	274	191	95	96	51	24
CPCT02011042T	23	19	61	25	74	44	61	67
CPCT02100145T	733	47	193	268	141	133	140	89
CPCT02130173T	12	500	171	88	130	111	102	221
CPCT02011067T	29	102	316	83	102	281	84	48
CPCT02190029T	73	283	336	66	173	201	126	79
CPCT02020925T	1669	130	277	712	90	76	67	104
CPCT02011051T	0	99	262	52	144	47	28	59
DRUP01010066T	482	141	91	22	118	321	37	44
CPCT02011065T	50	82	389	68	131	88	97	107
CPCT02011080T	18	38	115	23	50	36	15	12
CPCT02010741T	40	86	199	71	116	124	57	67
CPCT02011082T	582	506	188	151	85	86	86	143
CPCT02011079T	1935	784	243	856	25	133	57	241
CPCT02011077T	16	8	260	8	25	44	21	32
CPCT02270047T	1254	112	140	95	212	109	69	16
CPCT02410018T	1847	89	71	302	194	116	31	0
CPCT02011074T	387	65	372	105	73	52	67	60
CPCT02011089T	36	93	359	18	193	88	106	96
CPCT02011086T	417	5	178	165	57	104	737	17
CPCT02011088T	1340	178	401	656	301	133	180	90
CPCT02011087T	847	154	399	287	71	70	67	32
CPCT02020671T	6053	904	72	1980	207	250	21	122
CPCT02011071T	17	35	332	58	88	38	23	43
CPCT02040216T	6	103	260	41	45	114	49	40
CPCT02140057T	980	198	94	314	672	105	140	22
