Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N
SP135192	0	0	0	0	0	0	0	0	0	0	2	0	0	0
SP135335	8	0	0	11	0	0	0	0	1	0	13	0	0	23
SP135278	1	1	0	0	4	3	0	0	4	8	3	0	0	0
SP135287	48829	176	9310	5964	0	0	0	0	0	0	0	0	0	0
SP135345	60	0	2	41	0	3	0	7	10	0	121	0	0	39
SP85122	73234	2244	17500	7462	0	0	0	0	0	0	0	0	0	0
SP84384	72495	207	27328	1608	0	0	0	0	0	0	0	0	0	0
SP135184	0	0	0	0	0	0	0	0	1	0	6	0	0	0
SP135226	51	0	0	89	0	0	1	0	0	47	20	0	0	21
SP135436	452	68	34	313	0	12	0	21	42	0	13	0	345	6
SP135262	10	0	4	0	0	20	0	11	1	34	0	0	48	5
SP135431	543	5	54	749	0	0	4	96	19	87	15	0	60	0
SP135425	189	1	15	187	0	0	1	45	24	0	132	0	186	60
SP135222	87	19	2	108	0	155	0	8	10	32	0	0	33	18
SP135230	97	22	11	69	0	0	0	6	4	43	47	0	0	11
SP135205	31	6	15	15	0	0	0	0	1	24	7	0	0	0
SP135180	0	0	0	0	0	0	0	0	0	0	2	0	0	3
SP135213	93	3	11	54	0	0	0	4	79	78	13	0	0	17
SP135217	0	0	0	0	0	0	0	0	0	0	0	0	0	1
SP135405	83	0	5	0	0	477	0	9	65	103	66	0	0	0
SP135238	0	0	0	0	5	0	0	0	0	1	1	0	0	1
SP135270	181	9	9	232	0	0	12	9	196	142	0	0	0	75
SP135411	78	10	16	10	0	0	0	0	2	0	27	0	141	0
SP135188	28	0	13	32	0	0	4	29	8	6	53	0	0	27
SP135194	126	0	0	84	0	0	3	2	5	0	21	0	104	22
SP135186	89	0	3	46	0	0	0	10	19	33	49	0	184	0
SP135420	241	15	22	113	0	0	0	21	23	174	81	0	37	50
SP135258	17	5	2	30	0	0	0	0	6	5	5	0	0	0
SP135234	321	17	0	303	0	0	3	49	43	0	55	0	343	12
SP135293	0	0	0	0	0	0	2	0	3	0	0	0	0	0
SP135393	139	4	7	119	0	0	1	114	12	0	55	0	82	64
SP135299	123	0	19	234	0	0	0	98	19	140	103	0	76	5
SP135415	23	0	8	21	0	0	1	4	8	56	11	0	65	1
SP135310	0	0	0	0	0	0	0	0	0	1	0	0	0	0
SP135323	6	0	7	0	0	0	3	0	8	42	34	0	0	47
SP135390	2	0	0	2	0	16	0	2	3	6	7	0	6	1
SP135209	0	0	3	10	0	0	2	8	0	30	0	18	0	5
SP135240	144	2	1	248	0	0	0	11	27	30	0	0	219	12
SP135182	1304	73	140	690	0	0	0	50	48	0	151	0	261	111
SP85251	9	0	15	149	59	0	0	0	8	144	17	0	0	15
SP84408	37	1	7	73	0	0	3	14	2	72	64	0	0	8
SP84491	773	85	0	882	0	491	51	255	169	0	509	0	0	32
SP84743	523	18	51	141	0	183	40	1956	57	4	105	0	0	106
SP83967	90	0	21	0	7	91	0	6	17	142	0	0	107	0
SP105253	481	58	42	676	0	306	10	211	50	116	59	0	35	38
SP84998	244	0	1	135	0	249	0	0	2	98	11	136	0	39
SP84062	1	2	12	35	16	0	12	2	9	0	43	0	10	69
SP84982	42387	0	9323	1153	0	0	0	113	0	0	0	0	0	0
SP84790	239	18	24	0	0	0	2	219	9	18	56	0	621	13
SP105673	131	9	0	96	40	0	11	6	794	186	103	0	0	1
SP85339	545	0	0	472	24	523	0	37	17	14	22	0	0	0
SP84719	212	5	225	93	0	0	0	19	22	75	44	166	0	0
SP105425	683	33	84	586	0	0	9	65	20	80	53	0	0	10
SP84056	233	60	0	447	0	0	29	46	221	112	40	0	47	93
SP105261	136	3	0	48	0	66	7	22	44	43	22	0	126	15
SP85379	603	27	0	568	0	250	20	166	34	0	173	0	0	30
SP105086	215	9	0	0	25	631	0	9	133	214	148	0	0	189
SP84392	73163	553	23112	5347	0	0	0	0	0	0	0	0	0	0
SP105018	180	0	56	201	0	0	0	166	3810	0	194	0	100	0
SP84858	641	0	19	265	0	309	9	59	211	212	0	0	0	204
SP84086	61	0	0	400	0	0	10	10	81	0	46	0	0	31
SP105213	327	0	14	77	0	227	0	19	45	0	49	0	197	43
SP105577	267	5	32	150	0	6	14	11	58	95	19	32	77	47
SP85431	59	0	0	196	0	0	10	0	31	121	77	0	0	29
SP84962	130	0	39	159	0	0	0	12	39	0	0	0	333	0
SP105006	213	0	0	0	17	377	7	12	77	63	156	16	0	45
SP84439	63710	0	28767	2700	0	0	0	674	0	0	28	0	0	0
SP105159	115	0	29	0	0	186	0	3	11	199	0	0	87	43
SP85230	39	0	1	45	0	0	42	1	620	117	93	0	0	89
SP84922	1040	18	98	356	0	0	23	220	63	0	505	0	3	0
SP85130	602	0	34	420	26	0	3	39	31	403	20	0	0	0
SP104984	198	14	0	178	0	122	3	21	20	74	34	0	0	83
SP85222	43	0	25	93	49	0	2	5	5	55	29	0	0	6
SP105375	549	35	27	937	0	0	31	961	37	0	14	0	451	45
SP85287	215	47	13	463	23	0	11	10	27	15	125	0	86	14
CPCT02060042T	4	5	2	40	0	0	69	0	7	9	23	0	31	27
CPCT02130027T	70	9	10	95	31	120	218	15	19	92	11	0	0	8
CPCT02290024T	840	47	6	915	103	47	252	48	25	0	192	279	0	0
CPCT02230080T	637	60	0	523	0	85	188	84	24	93	16	87	0	0
CPCT02070282T	393	10	0	182	79	548	112	111	0	195	0	75	0	92
CPCT02060201T	349	39	5	592	0	0	266	55	53	0	0	286	0	22
CPCT02010752T	149	8	0	121	0	0	242	36	54	65	0	0	0	66
CPCT02130046T	386	0	0	173	0	467	199	145	21	79	0	0	0	3
CPCT02190033T	414	156	0	172	0	1042	292	97	43	0	9	148	0	24
WIDE01010213T	377	27	0	0	0	456	239	135	494	31	102	339	0	14
CPCT02440010T	576	70	0	403	0	448	385	479	46	89	171	0	0	26
WIDE01010272T	180	33	0	54	0	220	70	12	12	32	0	240	0	51
DRUP01070085T	53349	2786	6780	12357	13807	0	1578	444	0	0	0	0	0	0
CPCT02380045T	195	93	0	583	0	418	213	95	17	0	116	251	0	0
CPCT02150013T	137	38	0	32	0	0	234	35	31	1	14	79	251	13
CPCT02010769T	256	53	0	130	2	300	175	179	86	0	106	0	0	70
CPCT02450014T	25072	229523	3028	3156	4807	0	1259	641	0	0	0	0	0	0
CPCT02130122T	30	66	29	0	0	809	178	8	53	15	2	0	0	40
