MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K
1:Del:C:0	1.07E-04	1.35E-04	2.14E-03	8.79E-04	1.21E-03	1.52E-03	7.13E-04	2.46E-03	1.46E-03	9.27E-03	1.19E-03
1:Del:C:1	3.34E-05	1.57E-04	7.12E-03	3.29E-04	3.67E-04	3.28E-03	1.36E-04	6.39E-03	3.98E-04	2.09E-03	5.65E-04
1:Del:C:2	7.19E-05	3.64E-05	7.09E-03	1.53E-04	1.85E-04	3.24E-03	2.87E-04	6.41E-03	3.83E-05	3.32E-03	3.06E-04
1:Del:C:3	6.82E-05	6.35E-05	2.58E-03	7.66E-05	9.00E-05	1.33E-03	1.43E-04	2.61E-03	1.21E-04	1.28E-03	1.99E-04
1:Del:C:4	3.67E-04	3.99E-05	1.42E-03	8.29E-05	1.28E-04	6.19E-04	4.16E-05	1.38E-03	7.45E-05	7.14E-04	2.03E-04
1:Del:C:5	1.53E-03	1.97E-04	5.78E-03	4.47E-05	6.03E-05	2.39E-04	1.74E-04	3.28E-03	3.86E-05	5.24E-04	2.86E-04
1:Del:T:0	6.60E-05	1.47E-04	3.12E-03	2.90E-04	1.31E-03	1.26E-03	4.42E-04	1.91E-03	7.19E-04	1.00E-03	7.33E-04
1:Del:T:1	4.58E-05	9.29E-05	2.12E-03	1.30E-04	1.19E-03	1.13E-03	3.01E-04	1.79E-03	5.61E-04	8.66E-04	5.96E-04
1:Del:T:2	1.28E-04	6.49E-05	4.60E-03	4.26E-04	7.95E-04	1.77E-03	1.89E-04	1.11E-03	5.42E-04	1.09E-03	4.21E-04
1:Del:T:3	3.42E-04	1.26E-04	5.62E-03	5.94E-04	4.62E-04	2.65E-03	1.16E-04	9.07E-04	5.73E-04	1.35E-03	3.19E-04
1:Del:T:4	7.63E-04	1.47E-04	4.90E-03	4.27E-04	3.26E-05	2.28E-03	7.11E-05	9.03E-04	5.25E-04	1.01E-03	4.08E-04
1:Del:T:5	4.25E-03	8.00E-04	1.90E-02	1.08E-03	6.59E-04	1.68E-03	7.55E-04	4.42E-03	1.38E-03	9.06E-04	1.40E-03
1:Ins:C:0	4.20E-05	4.64E-10	8.33E-08	7.25E-05	6.51E-05	8.51E-09	2.78E-10	1.40E-47	8.14E-08	1.39E-09	3.64E-03
1:Ins:C:1	8.19E-06	5.14E-05	2.41E-04	5.18E-05	1.15E-04	1.78E-04	1.46E-04	4.22E-04	1.95E-04	1.50E-04	5.81E-04
1:Ins:C:2	7.19E-06	4.62E-05	2.78E-04	2.99E-05	1.21E-04	1.65E-04	1.13E-04	3.86E-04	1.28E-04	1.03E-04	2.74E-04
1:Ins:C:3	1.40E-05	5.52E-05	1.91E-04	6.62E-08	1.63E-05	1.41E-04	1.22E-04	2.45E-04	3.30E-05	7.06E-05	2.43E-04
1:Ins:C:4	4.41E-05	5.67E-05	3.07E-04	3.75E-06	1.97E-05	1.47E-04	1.15E-04	2.67E-04	8.05E-05	1.91E-04	2.34E-04
1:Ins:C:5	1.80E-04	1.28E-04	5.92E-04	0.00E+00	2.50E-05	2.66E-04	2.18E-04	5.67E-04	1.38E-04	8.63E-05	3.83E-04
1:Ins:T:0	3.57E-05	1.21E-04	9.38E-04	1.11E-04	1.90E-04	5.02E-04	2.92E-04	7.35E-04	8.89E-05	5.25E-04	8.83E-04
1:Ins:T:1	2.44E-06	2.03E-04	2.43E-03	1.01E-04	1.95E-04	9.65E-04	4.09E-04	1.27E-03	6.54E-04	1.16E-03	5.91E-04
