MutationType	ID83A	ID83B	ID83C	ID83D	ID83E
1:Del:C:0	0.00161088	0.00553481	0.02122771	0.12275416	0.02199064
1:Del:C:1	0.00000035	0.00536757	0.00674443	0.08682959	0.00701361
1:Del:C:2	0.00083627	0.00222839	0.00334288	0.04451156	0.00065874
1:Del:C:3	0.00406179	0.00212337	0.00220111	0.01639167	0.00022246
1:Del:C:4	0.01077537	0.00091936	0.00001068	0.00977040	0.00011364
1:Del:C:5	0.03577731	0.00256275	0.00278443	0.00589156	0.00071427
1:Del:T:0	0.00088935	0.00148728	0.02473459	0.06801097	0.00963119
1:Del:T:1	0.00076325	0.00400114	0.01093773	0.06917586	0.00508509
1:Del:T:2	0.00107097	0.01632339	0.00459817	0.05829467	0.00341508
1:Del:T:3	0.01074316	0.02456607	0.00122519	0.09886398	0.00199739
1:Del:T:4	0.03912464	0.02671724	0.00049867	0.04149165	0.00537308
1:Del:T:5	0.73682184	0.16372137	0.12616450	0.00060239	0.06139588
1:Ins:C:0	0.00010242	0.00101307	0.00021784	0.00052247	0.61074860
1:Ins:C:1	0.00006141	0.00045894	0.00409743	0.00214035	0.02046278
1:Ins:C:2	0.00006594	0.00046746	0.00200470	0.00200112	0.00285564
1:Ins:C:3	0.00036678	0.00070374	0.00190771	0.00228555	0.00113338
1:Ins:C:4	0.00265279	0.00149233	0.00192771	0.00162449	0.00083624
1:Ins:C:5	0.01152303	0.01260948	0.01444239	0.00269784	0.00089597
1:Ins:T:0	0.00048547	0.00549616	0.01138014	0.01151543	0.04585303
1:Ins:T:1	0.00000003	0.00188562	0.01052796	0.02417740	0.02056845
1:Ins:T:2	0.00176927	0.00306712	0.00477169	0.02076116	0.00861620
1:Ins:T:3	0.00071467	0.00725189	0.00368181	0.01153362	0.00410962
1:Ins:T:4	0.00119838	0.02109899	0.00090464	0.00763499	0.00109026
1:Ins:T:5	0.06264248	0.64756365	0.27775229	0.01469216	0.03992713
2:Del:R:0	0.00231186	0.00004566	0.00997856	0.04286997	0.00421274
2:Del:R:1	0.00191082	0.00105565	0.02304668	0.01955979	0.00039219
2:Del:R:2	0.00184496	0.00056895	0.00596712	0.00558824	0.00068466
2:Del:R:3	0.01209879	0.00002853	0.00003877	0.00169501	0.00001012
2:Del:R:4	0.00507209	0.00000435	0.00024130	0.00126758	0.00000000
2:Del:R:5	0.01429566	0.00001433	0.00065060	0.00108677	0.00003492
3:Del:R:0	0.00095241	0.00005428	0.00368993	0.00644186	0.00051272
3:Del:R:1	0.00158586	0.00145956	0.01880672	0.00661725	0.00071277
3:Del:R:2	0.00080834	0.00022593	0.00465009	0.00200536	0.00017444
3:Del:R:3	0.00033961	0.00006002	0.00149287	0.00024251	0.00003471
3:Del:R:4	0.00032106	0.00008546	0.00058757	0.00015637	0.00002633
3:Del:R:5	0.00067179	0.00002137	0.00046140	0.00012355	0.00007604
4:Del:R:0	0.00037133	0.00002925	0.00318927	0.00407948	0.00012408
4:Del:R:1	0.00080050	0.00036330	0.01180785	0.00529966	0.00033027
4:Del:R:2	0.00057318	0.00004040	0.00410732	0.00142842	0.00000818
4:Del:R:3	0.00089669	0.00000075	0.00175060	0.00046465	0.00003217
4:Del:R:4	0.00021035	0.00000047	0.00070241	0.00016884	0.00003487
4:Del:R:5	0.00049917	0.00000000	0.00031015	0.00004758	0.00000870
5:Del:R:0	0.00000508	0.00001011	0.03304102	0.02214244	0.00247181
5:Del:R:1	0.00016871	0.00008429	0.00844730	0.00236019	0.00147457
5:Del:R:2	0.00020292	0.00000312	0.00196891	0.00048742	0.00009351
5:Del:R:3	0.00014847	0.00000012	0.00059584	0.00004038	0.00001195
5:Del:R:4	0.00008026	0.00000544	0.00010862	0.00008146	0.00000295
5:Del:R:5	0.00005458	0.00000051	0.00009314	0.00000488	0.00001682
2:Ins:R:0	0.00119619	0.00476734	0.01385439	0.00449171	0.02511161
2:Ins:R:1	0.00003186	0.00073084	0.00651030	0.00554768	0.00112545
2:Ins:R:2	0.00021109	0.00088717	0.00311553	0.00406708	0.00014452
2:Ins:R:3	0.00107801	0.00116263	0.00156922	0.00187353	0.00035196
2:Ins:R:4	0.00390627	0.00423917	0.00293952	0.00032922	0.00054353
2:Ins:R:5	0.01302856	0.01662629	0.03172043	0.00052988	0.00054459
3:Ins:R:0	0.00012595	0.00010363	0.00871855	0.00118755	0.01162669
3:Ins:R:1	0.00000000	0.00070915	0.00456114	0.00153069	0.00141457
3:Ins:R:2	0.00008878	0.00008186	0.00135044	0.00036658	0.00020970
3:Ins:R:3	0.00009716	0.00009071	0.00026537	0.00003739	0.00017996
3:Ins:R:4	0.00015658	0.00011865	0.00062923	0.00017592	0.00065615
3:Ins:R:5	0.00115079	0.00078542	0.00287270	0.00007455	0.00160773
4:Ins:R:0	0.00053232	0.00163546	0.01355972	0.00135311	0.01858249
4:Ins:R:1	0.00000047	0.00059586	0.00590669	0.00186781	0.00042386
4:Ins:R:2	0.00016125	0.00010804	0.00104731	0.00008942	0.00000973
4:Ins:R:3	0.00036427	0.00012975	0.00084205	0.00017625	0.00015133
4:Ins:R:4	0.00039154	0.00025021	0.00168019	0.00003279	0.00061300
4:Ins:R:5	0.00027462	0.00058077	0.00326360	0.00011654	0.00090721
5:Ins:R:0	0.00084129	0.00033756	0.06750238	0.00916583	0.02042350
5:Ins:R:1	0.00000000	0.00130019	0.01977383	0.00473889	0.01699627
5:Ins:R:2	0.00010739	0.00007261	0.00158624	0.00014087	0.00034314
5:Ins:R:3	0.00007047	0.00009471	0.00078593	0.00005718	0.00028035
5:Ins:R:4	0.00004052	0.00006641	0.00062093	0.00013385	0.00002937
5:Ins:R:5	0.00000189	0.00006735	0.00042129	0.00000418	0.00000182
2:Del:M:1	0.00224526	0.00059598	0.01878125	0.02476247	0.00182441
3:Del:M:1	0.00024336	0.00000194	0.00378695	0.00536973	0.00009752
3:Del:M:2	0.00101154	0.00060955	0.01070804	0.00560698	0.00018600
4:Del:M:1	0.00072214	0.00000096	0.00472676	0.00387243	0.00004513
4:Del:M:2	0.00027994	0.00017213	0.00560472	0.00361518	0.00031501
4:Del:M:3	0.00049828	0.00020474	0.00872414	0.00310309	0.00083358
5:Del:M:1	0.00063130	0.00000000	0.02624135	0.02241344	0.00085232
5:Del:M:2	0.00000101	0.00004165	0.01870565	0.01886634	0.00206691
5:Del:M:3	0.00009552	0.00000258	0.01361450	0.01248574	0.00122571
5:Del:M:4	0.00003444	0.00000213	0.00777013	0.00659591	0.00108673
5:Del:M:5	0.00009761	0.00000349	0.01241908	0.00678546	0.00299832
