Sample Names	MutationType	ID83A	ID83B	ID83C
SP85491	1:Ins:T:4	0.0	1.0	0.0
SP85491	1:Ins:T:5	0.0	1.0	0.0
SP85491	2:Del:R:0	0.0	1.0	0.0
SP85491	2:Del:R:1	0.0	1.0	0.0
SP85491	2:Del:R:2	0.0	1.0	0.0
SP85491	2:Del:R:3	0.0	1.0	0.0
SP85491	2:Del:R:4	0.0	1.0	0.0
SP85491	2:Del:R:5	0.0	1.0	0.0
SP85491	3:Del:R:0	0.0	1.0	0.0
SP85491	3:Del:R:1	0.0	1.0	0.0
SP85491	3:Del:R:2	0.0	1.0	0.0
SP85491	3:Del:R:3	0.0	1.0	0.0
SP85491	3:Del:R:4	0.0	1.0	0.0
SP85491	3:Del:R:5	0.0	1.0	0.0
SP85491	4:Del:R:0	0.0	1.0	0.0
SP85491	4:Del:R:1	0.0	1.0	0.0
SP85491	4:Del:R:2	0.0	1.0	0.0
SP85491	4:Del:R:3	0.0	1.0	0.0
SP85491	4:Del:R:4	0.0	1.0	0.0
SP85491	4:Del:R:5	0.0	1.0	0.0
SP85491	5:Del:R:0	0.0	1.0	0.0
SP85491	5:Del:R:1	0.0	1.0	0.0
SP85491	5:Del:R:2	0.0	1.0	0.0
SP85491	5:Del:R:3	0.0	1.0	0.0
SP85491	5:Del:R:4	0.0	1.0	0.0
SP85491	5:Del:R:5	0.0	1.0	0.0
SP85491	2:Ins:R:0	0.0	1.0	0.0
SP85491	2:Ins:R:1	0.0	1.0	0.0
SP85491	2:Ins:R:2	0.0	1.0	0.0
SP85491	2:Ins:R:3	0.0	1.0	0.0
SP85491	2:Ins:R:4	0.0	1.0	0.0
SP85491	2:Ins:R:5	0.0	1.0	0.0
SP85491	3:Ins:R:0	0.0	1.0	0.0
SP85491	3:Ins:R:1	0.0	1.0	0.0
SP85491	3:Ins:R:2	0.0	1.0	0.0
SP85491	3:Ins:R:3	0.0	1.0	0.0
SP85491	3:Ins:R:4	0.0	1.0	0.0
SP85491	3:Ins:R:5	0.0	1.0	0.0
SP85491	4:Ins:R:0	0.0	1.0	0.0
SP85491	4:Ins:R:1	0.0	1.0	0.0
SP85491	4:Ins:R:2	0.0	1.0	0.0
SP85491	4:Ins:R:3	0.0	1.0	0.0
SP85491	4:Ins:R:4	0.0	1.0	0.0
SP85491	4:Ins:R:5	0.0	1.0	0.0
SP85491	5:Ins:R:0			
SP85491	5:Ins:R:1	0.0	1.0	0.0
SP85491	5:Ins:R:2	0.0	1.0	0.0
SP85491	5:Ins:R:3	0.0	1.0	0.0
SP85491	5:Ins:R:4	0.0	1.0	0.0
SP85491	5:Ins:R:5	0.0	1.0	0.0
SP85491	2:Del:M:1	0.0	1.0	0.0
SP85491	3:Del:M:1	0.0	1.0	0.0
SP85491	3:Del:M:2	0.0	1.0	0.0
SP85491	4:Del:M:1	0.0	1.0	0.0
SP85491	4:Del:M:2	0.0	1.0	0.0
SP85491	4:Del:M:3	0.0	1.0	0.0
SP85491	5:Del:M:1	0.0	1.0	0.0
SP85491	5:Del:M:2	0.0	1.0	0.0
SP85491	5:Del:M:3	0.0	1.0	0.0
SP85491	5:Del:M:4	0.0	1.0	0.0
SP85491	5:Del:M:5	0.0	1.0	0.0
SP87582	1:Del:C:0	0.011685062084200268	0.9570908391512029	0.031224098764596975
SP87582	1:Del:C:1	0.009702747835332242	0.9556207678096695	0.034676484354998226
SP87582	1:Del:C:2	0.01021160344118345	0.9389585360607448	0.0508298604980717
SP87582	1:Del:C:3	0.013969861971131434	0.9044462573784136	0.08158388065045497
SP87582	1:Del:C:4	0.011545777115132931	0.9564380983115823	0.03201612457328492
SP87582	1:Del:C:5	0.13057190832162766	0.5803778563403026	0.2890502353380698
SP87582	1:Del:T:0	0.013404845430493282	0.9373550128167568	0.04924014175274991
SP87582	1:Del:T:1	0.017194119540102075	0.9260425033055145	0.05676337715438344
SP87582	1:Del:T:2	0.015167411111882615	0.9221074003876247	0.06272518850049259
SP87582	1:Del:T:3	0.027752107865600967	0.9464900124027078	0.025757879731691153
SP87582	1:Del:T:4	0.04844028141826857	0.8964583698270001	0.05510134875473131
SP87582	1:Del:T:5	0.7623911698868904	0.13793429257018136	0.09967453754292821
SP87582	1:Ins:C:0	0.9734968737138571	5.6315077214034495e-05	0.026446811208928923
SP87582	1:Ins:C:1	0.06660087695073663	0.6784885741662533	0.25491054888301007
SP87582	1:Ins:C:2	0.029557959634293068	0.9215633699932345	0.04887867037247245
SP87582	1:Ins:C:3	0.06755836654189651	0.4619116323475072	0.47053000111059623
SP87582	1:Ins:C:4	0.1634396564108866	0.4191484062711361	0.4174119373179774
SP87582	1:Ins:C:5	0.059204339745790785	0.6183664314179316	0.32242922883627756
SP87582	1:Ins:T:0	0.11896544891435573	0.593671726862668	0.28736282422297615
SP87582	1:Ins:T:1	0.024212170158877548	0.9422764576559346	0.0335113721851877
SP87582	1:Ins:T:2	0.06224267434671177	0.8441804670206569	0.09357685863263132
SP87582	1:Ins:T:3	0.031843403321247375	0.8559607711105237	0.11219582556822881
SP87582	1:Ins:T:4	0.12321131538584586	0.6171039485309842	0.25968473608317
SP87582	1:Ins:T:5	0.09485176276662313	0.3522988964876313	0.5528493407457455
SP87582	2:Del:R:0	0.013780952094348355	0.8963680930530463	0.08985095485260529
SP87582	2:Del:R:1	0.017317323651838183	0.8427417492350151	0.13994092711314662
SP87582	2:Del:R:2	0.010616124210798265	0.8646513641168575	0.1247325116723443
SP87582	2:Del:R:3	0.051173567457259116	0.42338427265659184	0.525442159886149
SP87582	2:Del:R:4	0.08955625051995944	0.3589840694164688	0.5514596800635717
SP87582	2:Del:R:5	0.0051644763696402154	0.991145146666231	0.0036903769641287157
SP87582	3:Del:R:0	0.007857905179466421	0.9274574282373585	0.06468466658317501
SP87582	3:Del:R:1	0.005224974415975887	0.8965436271553513	0.0982313984286729
SP87582	3:Del:R:2	0.0017172329718699848	0.9075696315337635	0.09071313549436665
SP87582	3:Del:R:3	5.536578335276364e-08	0.9425670157283559	0.057432928905860825
SP87582	3:Del:R:4	0.0025243645385634233	0.9844672798527351	0.01300835560870149
SP87582	3:Del:R:5	0.0	0.969679885544861	0.030320114455139054
SP87582	4:Del:R:0	0.016668567229669164	0.7324909015312381	0.2508405312390928
SP87582	4:Del:R:1	0.004977173284720828	0.9636268146121544	0.03139601210312472
SP87582	4:Del:R:2	0.023054333755212087	0.9357118295929802	0.04123383665180768
SP87582	4:Del:R:3	0.009876618448903432	0.9229038940164541	0.06721948753464246
SP87582	4:Del:R:4	5.4794726473665424e-08	0.9939556065129826	0.006044338692290866
SP87582	4:Del:R:5	0.022128887833162754	0.9143262158613242	0.0635448963055131
SP87582	5:Del:R:0	0.0064672735622571444	0.7695681056273247	0.22396462081041832
SP87582	5:Del:R:1	0.018057304603747968	0.8389435517288364	0.14299914366741567
SP87582	5:Del:R:2	0.005413304427244092	0.9113189577639889	0.08326773780876699
SP87582	5:Del:R:3	0.1269181040189508	0.5824747066086904	0.29060718937235885
SP87582	5:Del:R:4	0.0008976457560161987	0.9853896343866049	0.0137127198573789
SP87582	5:Del:R:5	9.257553230080139e-08	0.9999914062988549	8.501125612817621e-06
SP87582	2:Ins:R:0	0.07527976559433633	0.6139264095670329	0.31079382483863094
SP87582	2:Ins:R:1	0.009743271916250205	0.8629631063728843	0.12729362171086567
SP87582	2:Ins:R:2	0.013180241363106892	0.9395011778950145	0.047318580741878564
SP87582	2:Ins:R:3	0.16973590827071267	0.5773818539730836	0.2528822377562038
SP87582	2:Ins:R:4	0.15895890276916294	8.605593507544273e-06	0.8410324916373295
SP87582	2:Ins:R:5	0.12250762243266783	0.2564924148967465	0.6209999626705857
SP87582	3:Ins:R:0	0.04410116721397498	0.48666989498059887	0.4692289378054263
SP87582	3:Ins:R:1	0.01300442182559361	0.8603311584988251	0.12666441967558129
SP87582	3:Ins:R:2	0.06436734532770363	0.8437883413813695	0.09184431329092686
SP87582	3:Ins:R:3	0.0008976457560161987	0.9853896343866049	0.0137127198573789
SP87582	3:Ins:R:4	1.179803884404287e-06	0.005044058309856598	0.994954761886259
SP87582	3:Ins:R:5	0.09052928324546154	0.04009991405968959	0.8693708026948489
SP87582	4:Ins:R:0	0.1392168822364238	3.4269220443527766e-06	0.8607796908415318
SP87582	4:Ins:R:1	0.025878512938225174	0.7889491675608066	0.1851723195009683
SP87582	4:Ins:R:2	0.0848431148186678	0.00592511083291445	0.9092317743484177
SP87582	4:Ins:R:3	0.48359536259219466	0.000947781772364918	0.5154568556354405
SP87582	4:Ins:R:4	0.9956347852263081	0.00435999379399512	5.220979696787226e-06
SP87582	4:Ins:R:5	0.08760791504465247	0.1828838751857245	0.7295082097696229
SP87582	5:Ins:R:0	0.033373154758154555	0.0	0.9666268452418456
SP87582	5:Ins:R:1	0.015095036134181155	0.9013868263943812	0.08351813747143759
SP87582	5:Ins:R:2	0.028358902176638782	0.8009695200915687	0.17067157773179237
SP87582	5:Ins:R:3	0.028708748483774218	0.6706737870191463	0.30061746449707955
SP87582	5:Ins:R:4	0.028631905610744034	0.9713646394067389	3.454982517088679e-06
SP87582	5:Ins:R:5	0.01984175059511142	0.8689325474306285	0.11122570197426002
SP87582	2:Del:M:1	0.01988666698252555	0.8473303077599854	0.1327830252574889
SP87582	3:Del:M:1	0.01340457802484741	0.8388691895469748	0.14772623242817792
SP87582	3:Del:M:2	0.009278390573337424	0.9287705011344302	0.06195110829223255
SP87582	4:Del:M:1	0.005220085853968114	0.8969461051359366	0.0978338090100953
SP87582	4:Del:M:2	0.006832144695988629	0.9598219120477939	0.03334594325621738
SP87582	4:Del:M:3	0.004483173064759185	0.9798099204299816	0.015706906505259216
SP87582	5:Del:M:1	0.0070534904734781655	0.820849392378913	0.17209711714760884
SP87582	5:Del:M:2	0.012578675195055964	0.841262729594719	0.14615859521022506
SP87582	5:Del:M:3	0.01307817757851423	0.8515792915143044	0.13534253090718124
SP87582	5:Del:M:4	0.02142347323821973	0.9462971939714129	0.03227933279036733
SP87582	5:Del:M:5	0.02959663939026917	0.7937984672122191	0.1766048933975118
SP89090	1:Del:C:0	0.014467092861834278	0.9420425795098719	0.043490327628293794
SP89090	1:Del:C:1	0.012001929905083536	0.9397428918348593	0.048255178260057194
SP89090	1:Del:C:2	0.012547013851000433	0.9171914118222559	0.07026157432674354
SP89090	1:Del:C:3	0.016937549210441487	0.8717829069636904	0.11127954382586815
SP89090	1:Del:C:4	0.014290527147834815	0.9411288262293209	0.04458064662284424
SP89090	1:Del:C:5	0.14236642276958306	0.5030785308840328	0.35455504634638413
SP89090	1:Del:T:0	0.016467924914565873	0.9154788228832449	0.06805325220218926
SP89090	1:Del:T:1	0.021038823360461825	0.9008231832795033	0.07813799336003481
SP89090	1:Del:T:2	0.018523755769904456	0.8952951338340814	0.08618111039601414
SP89090	1:Del:T:3	0.03429618813347382	0.9298931365059346	0.035810675360591564
SP89090	1:Del:T:4	0.058850048607715824	0.8658395572878921	0.07531039410439215
SP89090	1:Del:T:5	0.7746438769199727	0.11142011831307289	0.1139360047669544
SP89090	1:Ins:C:0	0.9703004064767762	4.462348294140481e-05	0.02965497004028247
SP89090	1:Ins:C:1	0.07459995726478659	0.6041827173917788	0.3212173253434346
SP89090	1:Ins:C:2	0.036170270561367165	0.8965399334524728	0.0672897959861601
SP89090	1:Ins:C:3	0.07007225308150869	0.3808842104337203	0.549043536484771
SP89090	1:Ins:C:4	0.16914822831758827	0.3448616966313802	0.48599007505103164
SP89090	1:Ins:C:5	0.06480770921740206	0.538128709468264	0.3970635813143339
SP89090	1:Ins:T:0	0.13012814732000408	0.5162545520327915	0.3536173006472044
SP89090	1:Ins:T:1	0.029853891465285432	0.9236612015977221	0.04648490693699255
SP89090	1:Ins:T:2	0.0742185753895265	0.8002520533022753	0.12552937130819808
SP89090	1:Ins:T:3	0.03797425033884856	0.8115041058332371	0.15052164382791428
SP89090	1:Ins:T:4	0.13600169209142812	0.5415258236817313	0.3224724842268405
SP89090	1:Ins:T:5	0.0951481593865858	0.28095282057723076	0.6238990200361834
SP89090	2:Del:R:0	0.016654203370915655	0.8611883743364025	0.12215742229268187
SP89090	2:Del:R:1	0.020500411050917836	0.7931282760582067	0.18637131289087555
SP89090	2:Del:R:2	0.01266329783005911	0.8199530575211202	0.16738364464882058
SP89090	2:Del:R:3	0.05227732506900144	0.34385038387366146	0.6038722910573371
SP89090	2:Del:R:4	0.08997547091223176	0.28672828087401053	0.6232962482137576
SP89090	2:Del:R:5	0.006477647462617581	0.9883150325352795	0.005207320002102769
SP89090	3:Del:R:0	0.009606748276029546	0.9014273687227117	0.08896588300125884
SP89090	3:Del:R:1	0.006306642567702082	0.8603053150839802	0.13338804234831778
SP89090	3:Del:R:2	0.0020807697288877593	0.8742625726589641	0.12365665761214811
SP89090	3:Del:R:3	6.802087056484297e-08	0.9206193599899103	0.07938057198921908
SP89090	3:Del:R:4	0.003156204277195107	0.9785464557953566	0.018297339927448218
SP89090	3:Del:R:5	0.0	0.9576274659932645	0.04237253400673551
SP89090	4:Del:R:0	0.018915878984362543	0.6608419729411432	0.32024214807449436
SP89090	4:Del:R:1	0.0061722352794006535	0.9500264928427308	0.0438012718778685
SP89090	4:Del:R:2	0.028345493326333245	0.9146199969889192	0.05703450968474754
SP89090	4:Del:R:3	0.01205631395865671	0.895632572039456	0.09231111400188732
SP89090	4:Del:R:4	6.87516872978165e-08	0.9914680281940841	0.008531903054228551
SP89090	4:Del:R:5	0.026969798417203053	0.8859034924226729	0.08712670916012408
SP89090	5:Del:R:0	0.007431647925241549	0.7030368411923893	0.2895315108823691
SP89090	5:Del:R:1	0.02134707034414197	0.7884700949660597	0.19018283468979838
SP89090	5:Del:R:2	0.006572829977615227	0.8796855955519761	0.11374157447040871
SP89090	5:Del:R:3	0.13841807359890312	0.5050256368742637	0.35655628952683316
SP89090	5:Del:R:4	0.0011224651901647717	0.9795870107649857	0.019290524044849603
SP89090	5:Del:R:5	1.1644679674761841e-07	0.9999878537012058	1.2029851997376244e-05
SP89090	2:Ins:R:0	0.08245370691596336	0.5345832805800275	0.3829630125040091
SP89090	2:Ins:R:1	0.011612899137899452	0.8177022423413378	0.1706848585207627
SP89090	2:Ins:R:2	0.016205538613412257	0.9183422477664972	0.06545221362009057
SP89090	2:Ins:R:3	0.18585980390280643	0.5026225917873088	0.31151760430988473
SP89090	2:Ins:R:4	0.1438376403843922	6.190641435753983e-06	0.856156168974172
SP89090	2:Ins:R:5	0.11951449540066592	0.19892947018932036	0.6815560344100138
SP89090	3:Ins:R:0	0.04599207198097592	0.40349160379805	0.5505163242209741
SP89090	3:Ins:R:1	0.015491318006152053	0.8147607542872842	0.16974792770656377
SP89090	3:Ins:R:2	0.07676451247019182	0.8000102421173496	0.12322524541245865
SP89090	3:Ins:R:3	0.0011224651901647717	0.9795870107649857	0.019290524044849603
SP89090	3:Ins:R:4	1.0502686690735558e-06	0.0035697501083796087	0.9964291996229514
SP89090	3:Ins:R:5	0.08226562937219181	0.02896942753719365	0.8887649430906146
SP89090	4:Ins:R:0	0.1256927497537177	2.459742684804508e-06	0.8743047905035976
SP89090	4:Ins:R:1	0.03004197076689165	0.7281238442323869	0.24183418500072146
SP89090	4:Ins:R:2	0.07626763364319468	0.004234355088169022	0.9194980112686363
SP89090	4:Ins:R:3	0.4544053568475939	0.0007080057678394311	0.5448866373845667
SP89090	4:Ins:R:4	0.9965248274948267	0.003469293652339874	5.878852833397451e-06
SP89090	4:Ins:R:5	0.08314333955303707	0.13798334339820265	0.7788733170487603
SP89090	5:Ins:R:0	0.029775437594675026	0.0	0.9702245624053248
SP89090	5:Ins:R:1	0.018282487942452273	0.8679195559817694	0.11379795607577825
SP89090	5:Ins:R:2	0.033085681608096135	0.7429058703262799	0.22400844806562403
SP89090	5:Ins:R:3	0.03189545331024123	0.5923698957315324	0.37573465095822633
SP89090	5:Ins:R:4	0.035750972407108575	0.9642441743058066	4.853287084837656e-06
SP89090	5:Ins:R:5	0.02374062499468529	0.8265428151612388	0.14971655984407586
SP89090	2:Del:M:1	0.02359328633823545	0.7991831280894005	0.17722358557236392
SP89090	3:Del:M:1	0.015835340940026494	0.787835676644917	0.1963289824150565
SP89090	3:Del:M:2	0.011351852583950104	0.9033782588954602	0.08526988852058963
SP89090	4:Del:M:1	0.00630174758850479	0.8608288924704484	0.13286935994104698
SP89090	4:Del:M:2	0.008461858427335146	0.9450754645575762	0.04646267701508861
SP89090	4:Del:M:3	0.005596255183601474	0.9723463007609208	0.0220574440554778
SP89090	5:Del:M:1	0.008266732560015883	0.7648220731804565	0.22691119425952763
SP89090	5:Del:M:2	0.014871733422750446	0.790724993921989	0.19440327265526053
SP89090	5:Del:M:3	0.015525933136664727	0.8037161625684677	0.18075790429486766
SP89090	5:Del:M:4	0.026447296016229974	0.9287227320869157	0.04482997189685421
SP89090	5:Del:M:5	0.03444085095132426	0.7343597357674755	0.23119941328120014
SP85511	1:Del:C:0	0.02265163698601873	0.9462195227023682	0.03112884031161313
SP85511	1:Del:C:1	0.01884383775225008	0.9465212467145825	0.03463491553316746
SP85511	1:Del:C:2	0.019819830669545468	0.9294426327652874	0.05073753656516733
SP85511	1:Del:C:3	0.027010828175260414	0.891864191369087	0.08112498045565256
SP85511	1:Del:C:4	0.02238444558788155	0.9456930912258368	0.03192246318628181
SP85511	1:Del:C:5	0.22699511555255705	0.514573919699451	0.2584309647479921
SP85511	1:Del:T:0	0.02593920218426951	0.9250582615221401	0.04900253629359039
SP85511	1:Del:T:1	0.03315050592107505	0.9105657595826703	0.056283734496254574
SP85511	1:Del:T:2	0.029297635891520367	0.9083909575456011	0.06231140656287863
SP85511	1:Del:T:3	0.05299147409207243	0.9217141133533215	0.02529441255460603
SP85511	1:Del:T:4	0.09071691345556036	0.8562131830211386	0.05306990352330087
SP85511	1:Del:T:5	0.8624345722056255	0.07957758002060604	0.05798784777376847
SP85511	1:Ins:C:0	0.986192313163392	2.9095237857747948e-05	0.013778591598750424
SP85511	1:Ins:C:1	0.12248957431321024	0.6364025223063057	0.2411079033804841
SP85511	1:Ins:C:2	0.056333830222662175	0.8957569969017625	0.047909172875575445
SP85511	1:Ins:C:3	0.12393298193977782	0.43215230546667743	0.4439147125935447
SP85511	1:Ins:C:4	0.2761391149788917	0.36116735051980686	0.3626935345013014
SP85511	1:Ins:C:5	0.10955814199274709	0.5835891350150868	0.3068527229921662
SP85511	1:Ins:T:0	0.20888552260438029	0.5316233354048763	0.2594911419907435
SP85511	1:Ins:T:1	0.046382793894449444	0.9206015555206791	0.033015650584871575
SP85511	1:Ins:T:2	0.115072434142014	0.7959550281144684	0.08897253774351774
SP85511	1:Ins:T:3	0.06052911103912167	0.8297912587693311	0.10967963019154721
SP85511	1:Ins:T:4	0.21559795355977784	0.5507094660125147	0.2336925804277074
SP85511	1:Ins:T:5	0.16972769043659558	0.32150575712100926	0.508766552442395
SP85511	2:Del:R:0	0.02664851348849169	0.8839960619534156	0.0893554245580927
SP85511	2:Del:R:1	0.033361233320054424	0.827991749297581	0.13864701738236462
SP85511	2:Del:R:2	0.02058439698109315	0.8550339609508266	0.12438164206808021
SP85511	2:Del:R:3	0.09523730034672467	0.40185213464126723	0.5029105650120081
SP85511	2:Del:R:4	0.16100116987311577	0.3291383454668065	0.5098604846600778
SP85511	2:Del:R:5	0.010076114622415961	0.9862209852724219	0.003702900105162327
SP85511	3:Del:R:0	0.01528395923159499	0.9200114803145227	0.06470456045388234
SP85511	3:Del:R:1	0.010185508004680415	0.8913332961282151	0.09848119586710445
SP85511	3:Del:R:2	0.0033590208918964646	0.9053856731070179	0.09125530600108565
SP85511	3:Del:R:3	1.085079845720635e-07	0.9421122742914901	0.057887617200525446
SP85511	3:Del:R:4	0.004937220097721748	0.9819782754618566	0.013084504440421665
SP85511	3:Del:R:5	0.0	0.9694328828896863	0.030567117110313763
SP85511	4:Del:R:0	0.03210169255265032	0.7194524083104681	0.24844589913688156
SP85511	4:Del:R:1	0.009710167525932203	0.9587889362533071	0.03150089622076057
SP85511	4:Del:R:2	0.044209995003714676	0.9151245068599608	0.040665498136324474
SP85511	4:Del:R:3	0.019173148438762673	0.9137172259492958	0.06710962561194149
SP85511	4:Del:R:4	1.0743517755900184e-07	0.9939050710041007	0.00609482156072181
SP85511	4:Del:R:5	0.04246445988408089	0.8948234676607921	0.06271207245512689
SP85511	5:Del:R:0	0.012579091865734218	0.7633879377859129	0.22403297034835296
SP85511	5:Del:R:1	0.034761622031697435	0.8236638877425825	0.1415744902257201
