Samples	ID83A	ID83B	ID83C
SP85623	9	59	0
SP85491	0	98	0
SP87582	3	50	10
SP89090	4	53	15
SP85511	14	119	24
SP85952	1	44	10
SP85840	8	84	0
SP87675	9	48	10
SP85836	6	144	5
SP120767	8	127	3
SP105708	17	79	0
SP85818	0	2	0
SP105922	0	61	0
SP86118	14	80	0
SP86306	12	94	53
SP87099	22	76	5
SP87434	8	56	6
SP85864	3	13	8
SP105807	8	83	13
SP89291	5	41	6
SP88050	3	25	14
SP88593	4	68	0
SP88158	2	27	0
SP87534	8	108	69
SP88776	1	95	7
SP85725	5	63	16
SP86660	7	122	33
SP87903	0	39	9
SP88098	2	76	43
SP85487	27	105	109
SP105759	13	47	0
SP86775	0	20	0
SP88322	7	67	19
SP85582	8	68	11
SP87446	15	116	70
SP87337	0	40	0
SP86929	6	102	49
SP86130	9	61	3
SP86425	26	102	8
SP85495	4	25	0
SP85787	0	41	0
SP86836	0	16	0
SP89245	6	24	2
SP86989	13	126	12
SP88757	0	54	5
SP85733	6	93	0
SP85737	0	25	0
SP85647	5	61	1
CPCT02011098T	17	49	122
WIDE01010618T	142	0	874
WIDE01010310T	427	56	274
CPCT02080230T	13	61	315
CPCT02010914T	0	0	230
DRUP01010057T	128	224	349
CPCT02010635T	99	174	476
WIDE01010556T	3714	16	196
WIDE01010540T	65	110	336
