MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L
1:Del:C:0	1.93E-03	2.57E-03	5.07E-04	4.83E-03	8.99E-04	7.58E-03	7.96E-04	2.35E-03	5.28E-03	3.29E-03	1.84E-03	4.94E-03
1:Del:C:1	3.76E-04	5.23E-04	3.47E-04	1.98E-03	7.21E-04	4.09E-03	4.67E-04	3.29E-03	2.27E-03	2.45E-03	1.02E-03	1.81E-03
1:Del:C:2	5.18E-04	3.28E-04	2.11E-04	8.82E-04	3.12E-04	2.59E-03	2.82E-04	2.11E-03	1.14E-03	1.28E-03	6.35E-04	1.48E-03
1:Del:C:3	3.45E-04	5.37E-04	3.10E-04	6.52E-04	1.00E-04	2.13E-03	1.28E-04	1.54E-03	9.46E-04	1.02E-03	3.91E-04	1.07E-03
1:Del:C:4	8.71E-04	1.42E-03	3.30E-04	1.48E-03	2.05E-04	1.02E-03	4.61E-05	5.70E-04	2.33E-03	5.58E-04	1.61E-04	2.20E-03
1:Del:C:5	1.76E-03	2.64E-03	4.18E-04	1.24E-03	1.70E-04	4.75E-04	1.08E-04	2.99E-04	2.18E-03	1.17E-03	4.87E-04	1.12E-03
1:Del:T:0	8.01E-04	8.38E-04	1.83E-04	1.43E-03	9.39E-04	2.90E-03	4.57E-04	2.08E-03	1.71E-03	2.41E-03	1.33E-03	2.71E-03
1:Del:T:1	6.56E-04	5.68E-04	3.00E-04	1.49E-03	7.31E-04	2.60E-03	3.71E-04	2.42E-03	1.43E-03	2.00E-03	1.25E-03	2.82E-03
1:Del:T:2	1.21E-03	1.05E-03	2.61E-04	1.26E-03	3.00E-04	2.57E-03	3.42E-04	2.19E-03	2.03E-03	2.01E-03	8.26E-04	3.06E-03
1:Del:T:3	1.68E-03	1.91E-03	3.05E-04	2.37E-03	3.31E-04	2.87E-03	4.63E-04	2.04E-03	4.06E-03	2.36E-03	1.19E-03	5.60E-03
1:Del:T:4	2.02E-03	2.31E-03	3.82E-04	3.27E-03	3.34E-04	2.20E-03	3.86E-04	1.62E-03	7.51E-03	1.75E-03	9.28E-04	8.12E-03
1:Del:T:5	1.21E-02	1.39E-02	1.68E-03	2.84E-03	8.75E-04	2.01E-03	6.84E-04	4.41E-04	1.81E-02	5.29E-03	3.07E-03	4.97E-03
1:Ins:C:0	9.40E-05	2.55E-04	1.71E-04	3.01E-04	7.45E-05	5.22E-04	1.67E-04	2.42E-09	4.94E-04	2.60E-04	3.88E-03	2.23E-05
1:Ins:C:1	6.82E-05	6.62E-05	8.91E-05	2.95E-04	4.47E-04	2.61E-04	6.72E-05	3.63E-04	2.57E-04	7.10E-04	7.62E-04	4.33E-04
1:Ins:C:2	1.68E-04	8.15E-05	1.27E-04	4.55E-04	1.42E-04	3.05E-04	1.27E-04	2.75E-04	3.50E-04	5.08E-04	8.94E-05	5.50E-04
1:Ins:C:3	9.35E-05	9.35E-05	1.15E-04	3.28E-04	2.45E-04	2.73E-04	5.72E-05	2.37E-04	2.91E-04	6.45E-04	3.17E-04	3.74E-04
1:Ins:C:4	1.94E-04	2.74E-04	1.41E-04	4.01E-04	2.90E-04	2.00E-04	5.71E-05	9.50E-05	4.91E-04	4.09E-04	2.65E-04	5.34E-04
1:Ins:C:5	7.25E-04	6.41E-04	4.41E-04	1.19E-03	5.22E-04	8.65E-04	1.13E-04	1.96E-04	9.83E-04	1.42E-03	1.01E-03	1.13E-03
1:Ins:T:0	4.40E-04	4.79E-04	2.21E-04	8.27E-04	5.27E-04	8.52E-04	2.10E-04	5.37E-04	7.40E-04	1.49E-03	1.11E-03	9.26E-04
