Samples	ID83A	ID83B
SP116683	1.78E+00	1.78E+00
SP59372	7.32E-01	7.32E-01
SP116610	2.84E+00	2.84E+00
SP116638	1.17E+00	1.17E+00
SP59336	8.95E-01	8.95E-01
SP124971	2.54E+00	2.54E+00
SP116665	7.39E-01	7.39E-01
SP116674	2.01E+00	2.01E+00
SP116657	3.32E+00	3.32E+00
SP116670	2.49E+00	2.49E+00
SP116642	2.91E+00	2.91E+00
SP116606	1.91E+00	1.91E+00
SP116604	1.50E+00	1.50E+00
SP59376	7.77E-01	7.77E-01
SP59272	9.35E-01	9.35E-01
SP124969	3.71E+00	3.71E+00
SP116608	6.61E-01	6.61E-01
SP59396	7.41E-01	7.41E-01
SP116688	1.18E+00	1.18E+00
SP59392	7.62E-01	7.59E-01
SP59456	1.55E+00	1.55E+00
SP59348	1.33E+00	1.33E+00
SP59300	2.47E+00	2.47E+00
SP59340	1.38E+00	1.38E+00
SP59380	8.14E-01	8.15E-01
SP59440	2.17E+00	2.17E+00
SP59428	8.57E-01	8.57E-01
SP59400	3.74E+00	3.74E+00
SP116624	1.82E+00	1.82E+00
SP59432	1.18E+00	1.18E+00
SP59452	2.87E+00	2.87E+00
SP116679	6.80E-01	6.80E-01
SP116676	4.44E+00	4.44E+00
SP59360	1.21E+00	1.21E+00
SP59384	1.18E+00	1.18E+00
SP59332	9.63E-01	9.63E-01
SP116616	2.12E+00	2.12E+00
SP124981	1.43E+00	1.43E+00
SP59368	2.84E+00	2.84E+00
SP116648	3.26E+00	3.26E+00
SP59420	1.05E+00	1.05E+00
SP116706	1.94E+00	1.94E+00
SP116654	1.37E+00	1.37E+00
SP59308	1.26E+00	1.26E+00
SP59288	1.84E+00	1.84E+00
SP116622	1.07E+00	1.07E+00
SP59316	1.25E+00	1.25E+00
SP59324	1.13E+00	1.13E+00
SP116697	1.28E+01	1.28E+01
SP59304	6.30E+00	6.30E+00
SP116620	3.30E+00	3.30E+00
SP13289	5.39E-01	5.38E-01
SP116742	3.96E-01	3.96E-01
SP115134	4.28E-01	4.28E-01
SP96884	4.79E-01	4.79E-01
SP13385	1.09E+00	1.09E+00
SP13291	7.18E-01	7.18E-01
SP13514	8.93E-01	8.93E-01
SP115117	4.63E-01	4.60E-01
SP115114	9.37E-01	9.37E-01
SP13279	5.97E-01	5.98E-01
SP13487	6.44E-01	6.44E-01
SP13361	9.20E-01	9.20E-01
SP13421	7.40E-01	7.40E-01
SP116738	5.46E-01	5.46E-01
SP13293	5.64E-01	5.63E-01
SP13281	6.75E-01	6.75E-01
SP13677	6.08E-01	6.07E-01
SP13399	6.75E-01	6.75E-01
SP116732	6.91E-01	6.92E-01
SP115073	4.82E-01	4.82E-01
SP13307	6.95E-01	6.95E-01
SP13299	9.29E-01	9.29E-01
SP13481	5.69E-01	5.69E-01
SP116780	6.82E-01	6.82E-01
SP13433	8.28E-01	8.28E-01
SP115064	8.68E-01	8.68E-01
SP13359	5.52E-01	5.52E-01
SP116734	8.74E-01	8.74E-01
SP116770	5.75E-01	5.76E-01
SP13323	6.73E-01	6.74E-01
SP13367	9.94E-01	9.94E-01
SP96882	9.24E-01	9.24E-01
SP13283	4.50E-01	4.52E-01
SP116728	5.98E-01	5.98E-01
SP13478	3.75E-01	3.75E-01
SP116744	7.44E-01	7.44E-01
SP115093	1.14E+00	1.14E+00
SP13315	3.94E-01	3.94E-01
SP13331	9.36E-01	9.36E-01
SP115108	8.66E-01	8.66E-01
SP116752	7.38E-01	7.38E-01
SP115085	6.74E-01	6.72E-01
SP115102	6.71E-01	6.70E-01
SP13379	6.73E-01	6.73E-01
SP116750	7.97E-01	7.99E-01
SP115125	4.76E-01	4.76E-01
SP115089	8.33E-01	8.33E-01
SP13297	7.23E-01	7.23E-01
SP13339	4.77E-01	4.75E-01
SP13671	6.72E-01	6.70E-01
SP116776	5.23E-01	5.23E-01
SP13683	5.99E-01	5.98E-01
SP116758	9.18E-01	9.18E-01
SP116782	9.58E-01	9.58E-01
SP13317	5.81E-01	5.80E-01
SP115128	6.01E-01	6.01E-01
SP116754	7.64E-01	7.64E-01
SP116766	1.20E+00	1.20E+00
SP116748	9.56E-01	9.56E-01
SP115070	5.59E-01	5.59E-01
SP115131	5.69E-01	5.69E-01
SP115097	6.87E-01	6.85E-01
SP115060	8.81E-01	8.81E-01
SP13594	7.88E-01	7.88E-01
SP96834	7.63E-01	7.62E-01
SP115057	7.72E-01	7.72E-01
SP116768	7.13E-01	7.13E-01
SP13442	9.30E-01	9.30E-01
SP13325	5.24E-01	5.23E-01
SP116736	5.26E-01	5.26E-01
SP13619	7.21E-01	7.20E-01
SP115111	1.15E+00	1.15E+00
SP116760	7.51E-01	7.51E-01
SP13311	6.23E-01	6.23E-01
SP13509	5.34E-01	5.35E-01
SP13539	5.68E-01	5.68E-01
SP13624	6.13E-01	6.13E-01
SP116746	7.69E-01	7.70E-01
SP13490	6.44E-01	6.42E-01
SP116774	7.19E-01	7.19E-01
SP115105	6.29E-01	6.29E-01
SP13278	6.24E-01	6.21E-01
SP116756	1.02E+00	1.02E+00
SP13319	3.54E-01	3.54E-01
SP13280	6.87E-01	6.85E-01
SP13363	5.73E-01	5.74E-01
SP13347	6.31E-01	6.31E-01
SP116730	7.37E-01	7.37E-01
SP13365	5.59E-01	5.59E-01
SP115099	8.49E-01	8.49E-01
SP116764	6.42E-01	6.42E-01
SP116772	7.01E-01	7.01E-01
SP96888	4.58E-01	4.58E-01
SP13327	7.94E-01	7.93E-01
SP116740	9.27E-01	9.27E-01
CPCT02150038T	1.90E+00	1.90E+00
CPCT02040203T	0.00E+00	0.00E+00
CPCT02300038T	2.81E+00	2.81E+00
WIDE01010265T	2.35E+00	2.35E+00
CPCT02310012T	3.97E+00	3.97E+00
CPCT02080232T	3.77E+00	3.77E+00
CPCT02180068T	5.12E+00	5.12E+00
CPCT02290041T	2.92E+00	2.92E+00
CPCT02040278T	2.91E+00	2.91E+00
CPCT02310017T	4.91E+00	4.91E+00
CPCT02150022T	1.24E+00	1.24E+00
CPCT02150026T	3.93E+00	3.93E+00
CPCT02150030T	2.42E+00	2.42E+00
CPCT02180037T	2.56E+00	2.56E+00
CPCT02150033T	2.22E+00	2.22E+00
CPCT02230051T	1.33E+00	1.33E+00
CPCT02340030T	4.60E+00	4.60E+00
CPCT02340031T	3.12E+00	3.12E+00
CPCT02230066T	2.40E+00	2.40E+00
CPCT02180043T	3.35E+00	3.35E+00
CPCT02120032T	0.00E+00	0.00E+00
CPCT02300023T	2.53E+00	2.52E+00
CPCT02180001T	3.37E+00	3.37E+00
CPCT02330016T	2.78E+00	2.78E+00
CPCT02180015T	1.69E+00	1.69E+00
WIDE01010545T	3.93E+00	3.93E+00
