Samples	ID83A	ID83B
SP127630	2.28E+00	2.28E+00
SP127634	4.08E+00	4.08E+00
SP127636	2.45E+00	2.45E+00
SP127628	1.57E+00	1.57E+00
SP127640	2.27E+00	2.27E+00
SP127638	2.15E+00	2.15E+00
SP127632	4.20E+00	4.20E+00
SP59388	1.21E+00	1.21E+00
SP116649	2.11E+00	2.11E+00
SP59416	1.51E+00	1.51E+00
SP124977	1.77E+00	1.77E+00
SP59356	1.44E+00	1.44E+00
SP116612	1.92E+00	1.92E+00
SP116659	2.14E+00	2.14E+00
SP116668	3.56E+00	3.56E+00
SP116630	2.29E+00	2.29E+00
SP59412	2.40E+00	2.40E+00
SP116686	1.45E+00	1.45E+00
SP116694	2.15E+00	2.15E+00
SP116712	7.33E-01	7.33E-01
SP116726	2.27E+00	2.27E+00
SP116723	1.19E+00	1.19E+00
SP59276	8.03E-01	8.02E-01
SP116703	1.05E+00	1.05E+00
SP59312	2.41E+00	2.41E+00
SP116701	2.17E+00	2.17E+00
SP59296	8.22E-01	8.22E-01
SP59280	1.40E+00	1.40E+00
SP59344	9.64E-01	9.64E-01
SP59460	1.92E+00	1.92E+00
SP59404	8.14E-01	8.15E-01
SP116709	1.45E+00	1.45E+00
SP59448	3.83E+00	3.83E+00
SP116614	2.33E+00	2.32E+00
SP59464	1.18E+00	1.18E+00
SP59364	2.02E+00	2.02E+00
SP116663	2.59E+00	2.59E+00
SP59444	1.15E+00	1.15E+00
SP116690	3.36E+00	3.36E+00
SP59270	7.66E-01	7.66E-01
SP59352	1.82E+00	1.82E+00
SP116652	6.80E-01	6.81E-01
SP116715	4.04E+00	4.04E+00
SP116718	1.76E+00	1.76E+00
SP116720	1.11E+00	1.11E+00
SP59284	9.72E-01	9.72E-01
SP116618	1.52E+00	1.52E+00
SP59436	5.21E-01	5.21E-01
SP116645	2.43E+00	2.43E+00
SP59320	1.31E+00	1.31E+00
SP116672	7.32E-01	7.32E-01
SP116635	1.34E+00	1.34E+00
SP59328	9.50E-01	9.50E-01
SP116627	1.12E+00	1.12E+00
SP116725	6.74E-01	6.74E-01
SP59292	1.11E+00	1.11E+00
