Samples	ID83A	ID83B
SP127630	890	318
SP127634	566	883
SP127636	949	289
SP127628	487	143
SP127640	815	349
SP127638	1656	0
SP127632	1260	846
SP59388	303	66
SP116649	772	248
SP59416	328	162
SP124977	542	260
SP59356	242	163
SP116612	503	365
SP116659	656	213
SP116668	1033	740
SP116630	1043	473
SP59412	724	344
SP116686	175	195
SP116694	590	345
SP116712	79	38
SP116726	844	215
SP116723	111	138
SP59276	153	25
SP116703	94	132
SP59312	1047	236
SP116701	523	304
SP59296	235	26
SP59280	405	77
SP59344	177	38
SP59460	705	115
SP59404	262	13
SP116709	288	151
SP59448	2721	637
SP116614	1074	211
SP59464	140	146
SP59364	285	312
SP116663	1510	390
SP59444	135	142
SP116690	1285	538
SP59270	127	38
SP59352	434	210
SP116652	131	54
SP116715	2387	1055
SP116718	321	263
SP116720	119	131
SP59284	401	59
SP116618	190	191
SP59436	14	47
SP116645	1193	121
SP59320	164	164
SP116672	49	74
SP116635	252	150
SP59328	217	57
SP116627	146	121
SP116725	122	34
SP59292	149	131
SP116683	441	226
SP59372	30	114
SP116610	660	458
SP116638	222	103
SP59336	141	58
SP124971	1151	381
SP116665	61	82
SP116674	499	168
SP116657	1471	510
SP116670	640	564
SP116642	729	490
SP116606	122	308
SP116604	168	198
SP59376	95	50
SP59272	279	0
SP124969	1174	571
SP116608	52	79
SP59396	208	38
SP116688	249	63
SP59392	213	0
SP59456	411	233
SP59348	210	179
SP59300	314	465
SP59340	227	138
SP59380	50	80
SP59440	453	305
SP59428	79	96
SP59400	720	701
SP116624	386	183
SP59432	116	166
SP59452	879	507
SP116679	36	67
SP116676	964	908
SP59360	619	217
SP59384	454	49
SP59332	146	72
SP116616	490	265
SP124981	301	174
SP59368	845	588
SP116648	1797	451
SP59420	108	126
SP116706	382	317
SP116654	277	174
SP59308	241	114
SP59288	529	318
SP116622	111	101
SP59316	187	130
SP59324	124	135
SP116697	5651	3733
SP59304	2344	1066
SP116620	1227	782
SP13289	20	46
SP116742	10	39
SP115134	12	32
SP96884	16	53
SP13385	15	171
SP13291	28	106
SP13514	105	65
SP115117	36	26
SP115114	146	68
SP13279	31	66
SP13487	32	54
SP13361	93	85
SP13421	99	77
SP116738	15	87
SP13293	11	92
SP13281	57	36
SP13677	12	80
SP13399	19	89
SP116732	68	70
SP115073	28	39
SP13307	22	112
SP13299	76	141
SP13481	15	66
SP116780	11	106
SP13433	26	93
SP115064	88	72
SP13359	10	85
SP116734	95	91
SP116770	32	46
SP13323	18	77
SP13367	155	87
SP96882	20	199
SP13283	17	46
SP116728	23	70
SP13478	6	54
SP116744	28	91
SP115093	103	123
SP13315	11	23
SP13331	64	100
SP115108	107	89
SP116752	13	111
SP115085	10	113
SP115102	32	83
SP13379	35	74
SP116750	99	86
SP115125	16	48
SP115089	95	72
SP13297	39	84
SP13339	15	45
SP13671	12	123
SP116776	12	75
SP13683	59	31
SP116758	86	70
SP116782	121	103
SP13317	35	68
SP115128	75	21
SP116754	72	49
SP116766	226	124
SP116748	132	95
SP115070	19	78
SP115131	59	33
SP115097	27	97
SP115060	69	77
SP13594	117	42
SP96834	54	83
SP115057	16	138
SP116768	87	50
SP13442	105	89
SP13325	43	16
SP116736	25	80
SP13619	46	80
SP115111	156	125
SP116760	51	66
SP13311	15	75
SP13509	26	67
SP13539	19	59
SP13624	11	98
SP116746	71	43
SP13490	20	109
SP116774	37	61
SP115105	27	72
SP13278	27	66
SP116756	153	74
SP13319	10	27
SP13280	72	65
SP13363	38	46
SP13347	30	81
SP116730	77	84
SP13365	15	62
SP115099	123	40
SP116764	30	62
SP116772	26	89
SP96888	19	31
SP13327	49	93
SP116740	89	85
CPCT02150038T	638	189
CPCT02040203T	0	87
CPCT02300038T	1081	519
WIDE01010265T	889	370
CPCT02310012T	2009	504
CPCT02080232T	2399	538
CPCT02180068T	5812	359
CPCT02290041T	1844	4
CPCT02040278T	930	406
CPCT02310017T	3843	448
CPCT02150022T	126	155
CPCT02150026T	1893	669
CPCT02150030T	1727	0
CPCT02180037T	709	402
CPCT02150033T	281	277
CPCT02230051T	119	159
CPCT02340030T	183	1183
CPCT02340031T	1018	553
CPCT02230066T	403	318
CPCT02180043T	845	474
CPCT02120032T	11902	0
CPCT02300023T	453	312
CPCT02180001T	2114	502
CPCT02330016T	1694	392
CPCT02180015T	453	168
WIDE01010545T	2317	667
