Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q	ID83R	ID83S	ID83T
SP117655	419	0	0	381	0	23	42	15	0	0	346	0	0	3	0	194	41	0	0	0
SP117556	165	0	0	362	0	29	102	17	0	0	45	14	0	15	0	15	11	8	0	3
SP117627	55	0	0	63	0	0	194	10	0	0	76	8	0	25	0	0	2	17	7	0
SP117775	260	0	0	296	0	23	0	22	11	0	159	3	0	38	0	53	9	0	108	0
SP117332	1	3	0	5	0	2	8	11	0	0	14	0	0	10	17	13	0	0	23	47
SP117712	23	0	125	18	0	29	0	17	0	0	21	169	0	28	0	58	4	0	35	0
SP117017	20	0	137	0	0	2	100	2	1	0	26	0	0	37	0	45	0	1	14	0
SP117031	197	0	56	460	0	35	0	32	0	0	34	41	0	25	0	0	38	4	20	0
SP117759	458	0	52	365	0	74	278	10	0	0	234	0	0	0	0	0	28	18	25	0
SP117621	124	0	8	332	0	29	16	9	4	0	98	9	0	42	0	74	17	33	72	0
SP117425	99	0	24	127	0	11	0	14	0	0	104	18	0	14	0	18	52	16	93	0
SP117930	306	0	820	227	0	92	0	22	0	0	43	21	0	11	0	94	14	0	0	0
SP99287	5	0	0	52	0	6	0	6	0	0	16	24	0	0	0	37	0	20	0	0
SP99293	13	0	0	49	0	22	0	3	3	0	0	28	0	11	0	75	1	109	0	0
SP99289	0	52	0	88	0	15	0	16	2	48	68	26	0	63	0	281	16	48	2	0
SP99297	1	0	3	0	0	0	0	0	2	0	0	0	0	0	0	0	2	15	0	0
SP99301	671	0	122	40	28	398	18	0	0	0	0	0	0	0	0	0	0	0	0	0
SP99305	0	0	29	0	0	15	0	7	0	71	17	10	5	25	0	19	2	30	35	0
SP99309	23	0	0	212	0	26	14	0	0	0	81	97	0	5	0	10	9	15	0	0
SP99313	9	0	1	47	0	32	0	74	3	0	12	14	0	284	0	9	5	25	0	29
SP99317	0	0	0	2	0	0	0	0	0	0	1	0	0	2	0	0	0	32	0	0
SP99321	37	0	0	90	0	10	0	4	0	0	8	62	0	14	0	0	0	0	21	0
SP99325	81291	27068	0	10499	710	6504	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SP99329	0	0	0	6	0	28	0	338	1	0	54	37	0	27	13	9	0	0	7	0
SP99333	10	0	29	51	0	15	56	6	0	0	0	18	0	12	0	4	0	49	0	0
SP99337	30	0	33	174	0	8	82	10	0	0	25	47	0	1	0	21	9	0	0	0
SP99341	0	0	0	172	0	17	0	0	0	0	10	11	0	20	27	0	4	25	34	14
SP99345	1	0	0	3	0	0	8	5	0	0	12	0	0	8	0	12	0	6	0	0
SP99113	2	0	0	0	0	5	0	1	0	0	6	33	1	5	0	11	0	15	0	0
SP99185	7	0	0	37	0	10	0	0	0	0	30	158	0	54	0	137	0	0	0	0
SP99209	10	6	0	135	0	45	0	0	0	0	81	127	0	93	0	33	1	1	4	0
SP99213	84	0	28	29	0	0	161	0	0	0	2	0	0	13	0	1	2	49	0	168
SP99221	0	0	0	1	1	3	0	2	0	0	5	14	0	0	0	20	2	0	0	0
SP99225	7	0	0	40	0	40	0	12	0	0	14	9	0	11	0	24	3	22	15	0
SP99241	43	0	0	86	0	63	50	57	0	0	3	0	0	161	0	306	18	71	0	0
CPCT02020318T	88	0	87	32	0	10	100	4	30	0	18	7	19	0	45	3	12	34	0	13
CPCT02010377T	32	0	94	125	20	38	41	19	15	0	0	20	58	24	0	95	9	0	6	0
CPCT02060017T	8	0	4	268	53	0	0	29	36	0	0	0	0	2	58	0	8	2	209	0
CPCT02060166T	188	0	171	8	0	0	127	25	73	0	33	43	44	0	51	0	57	0	11	0
DRUP01080024T	13	0	28	5	0	22	0	3	0	0	0	0	82	4	0	6	126	17	0	20
CPCT02300029T	263	0	121	96	0	21	295	26	133	48	37	13	0	28	0	27	27	0	50	0
CPCT02130024T	88	0	0	193	45	0	32	16	59	0	2	26	66	0	0	28	15	0	20	0
CPCT02370015T	0	0	33	0	15	0	0	8	20	6	54	0	39	25	26	36	15	32	15	0
CPCT02080291T	56	0	77	107	0	0	9	11	0	0	0	2	48	0	0	16	6	25	11	45
CPCT02330082T	18	0	12	131	0	0	3	0	8	0	0	43	55	15	0	7	0	22	0	0
CPCT02130035T	207	0	0	52	0	0	183	17	57	281	0	7	81	42	0	2	12	43	0	0
CPCT02020667T	20	0	0	51	0	18	198	20	86	4	11	0	0	20	0	30	6	34	0	0
CPCT02190030T	31	0	0	232	0	0	0	19	63	0	41	131	0	63	64	92	11	0	17	0
CPCT02070304T	130	0	127	267	0	23	0	32	41	0	29	10	81	38	0	0	23	58	100	0
CPCT02230093T	314	0	0	167	0	54	236	29	64	0	40	87	0	18	61	0	0	0	45	0
CPCT02170024T	19	0	0	184	48	1	0	0	79	0	4	17	66	13	0	61	15	62	0	0
CPCT02050342T	83	0	192	0	0	25	153	0	41	42	24	58	134	50	0	4	40	38	0	0
CPCT02130064T	0	26	123	0	0	0	110	5	77	0	8	7	141	56	24	27	15	0	0	0
CPCT02130063T	834	0	0	288	0	206	0	156	147	0	160	119	128	66	0	20	27	0	0	0
CPCT02080208T	20	0	0	45	0	8	0	4	43	0	10	34	95	30	0	15	0	0	0	0
CPCT02130066T	368	0	528	0	0	0	0	1	55	0	209	0	0	0	0	5	18	148	0	0
CPCT02130067T	30	136	165	69	12	0	100	14	86	0	64	0	21	5	0	174	9	15	65	0
