SigPro.all-CH476A	SigPro.all-CH476B	SigPro.all-CH476C	SigPro.all-CH476D	SigPro.all-CH476E	SigPro.all-CH476F	SigPro.all-CH476G	SigPro.all-CH476H	SigPro.all-CH476I	SigPro.all-CH476J	SigPro.all-CH476K	SigPro.all-CH476L	SigPro.all-CH476M	SigPro.all-CH476N	SigPro.all-CH476O	SigPro.ID476.Biliary-CH476A	SigPro.ID476.Biliary-CH476B	SigPro.ID476.Biliary-CH476C	SigPro.ID476.Biliary-CH476D	SigPro.ID476.Biliary-CH476E	SigPro.ID476.Biliary-CH476F	SigPro.ID476.Bladder-CH476A	SigPro.ID476.Bladder-CH476B	SigPro.ID476.Bladder-CH476C	SigPro.ID476.Bladder-CH476D	SigPro.ID476.Bone.SoftTissue-CH476A	SigPro.ID476.Bone.SoftTissue-CH476B	SigPro.ID476.Bone.SoftTissue-CH476C	SigPro.ID476.Bone.SoftTissue-CH476D	SigPro.ID476.Bone.SoftTissue-CH476E	SigPro.ID476.Bone.SoftTissue-CH476F	SigPro.ID476.Bone.SoftTissue-CH476G	SigPro.ID476.Bone.SoftTissue-CH476H	SigPro.ID476.Bone.SoftTissue-CH476I	SigPro.ID476.Breast-CH476A	SigPro.ID476.Breast-CH476B	SigPro.ID476.Breast-CH476C	SigPro.ID476.Breast-CH476D	SigPro.ID476.Breast-CH476E	SigPro.ID476.Breast-CH476F	SigPro.ID476.Breast-CH476G	SigPro.ID476.Breast-CH476H	SigPro.ID476.Breast-CH476I	SigPro.ID476.Breast-CH476J	SigPro.ID476.Breast-CH476K	SigPro.ID476.CNS-CH476A	SigPro.ID476.CNS-CH476B	SigPro.ID476.CNS-CH476C	SigPro.ID476.CNS-CH476D	SigPro.ID476.CNS-CH476E	SigPro.ID476.CNS-CH476F	SigPro.ID476.CNS-CH476G	SigPro.ID476.CNS-CH476H	SigPro.ID476.Colon-CH476A	SigPro.ID476.Colon-CH476B	SigPro.ID476.Colon-CH476C	SigPro.ID476.Colon-CH476D	SigPro.ID476.Colon-CH476E	SigPro.ID476.Colon-CH476F	SigPro.ID476.Colon-CH476G	SigPro.ID476.Colon-CH476H	SigPro.ID476.Colon-CH476I	SigPro.ID476.Colon-CH476J	SigPro.ID476.Esophagus-CH476A	SigPro.ID476.Esophagus-CH476B	SigPro.ID476.Esophagus-CH476C	SigPro.ID476.Esophagus-CH476D	SigPro.ID476.Esophagus-CH476E	SigPro.ID476.Esophagus-CH476F	SigPro.ID476.Esophagus-CH476G	SigPro.ID476.Esophagus-CH476H	SigPro.ID476.Esophagus-CH476I	SigPro.ID476.Esophagus-CH476J	SigPro.ID476.Esophagus-CH476K	SigPro.ID476.Head-CH476A	SigPro.ID476.Head-CH476B	SigPro.ID476.Head-CH476C	SigPro.ID476.Head-CH476D	SigPro.ID476.Head-CH476E	SigPro.ID476.Head-CH476F	SigPro.ID476.Kidney-CH476A	SigPro.ID476.Kidney-CH476B	SigPro.ID476.Kidney-CH476C	SigPro.ID476.Kidney-CH476D	SigPro.ID476.Kidney-CH476E	SigPro.ID476.Liver-CH476A	SigPro.ID476.Liver-CH476B	SigPro.ID476.Liver-CH476C	SigPro.ID476.Liver-CH476D	SigPro.ID476.Liver-CH476E	SigPro.ID476.Liver-CH476F	SigPro.ID476.Lung-CH476A	SigPro.ID476.Lung-CH476B	SigPro.ID476.Lung-CH476C	SigPro.ID476.Lung-CH476D	SigPro.ID476.Lung-CH476E	SigPro.ID476.Lung-CH476F	SigPro.ID476.Lymphoid-CH476A	SigPro.ID476.Lymphoid-CH476B	SigPro.ID476.Lymphoid-CH476C	SigPro.ID476.Lymphoid-CH476D	SigPro.ID476.Myeloid-CH476A	SigPro.ID476.Myeloid-CH476B	SigPro.ID476.Myeloid-CH476C	SigPro.ID476.Other-CH476A	SigPro.ID476.Other-CH476B	SigPro.ID476.Other-CH476C	SigPro.ID476.Other-CH476D	SigPro.ID476.Other-CH476E	SigPro.ID476.Other-CH476F	SigPro.ID476.Other-CH476G	SigPro.ID476.Other-CH476H	SigPro.ID476.Other-CH476I	SigPro.ID476.Ovary-CH476A	SigPro.ID476.Ovary-CH476B	SigPro.ID476.Ovary-CH476C	SigPro.ID476.Ovary-CH476D	SigPro.ID476.Ovary-CH476E	SigPro.ID476.Ovary-CH476F	SigPro.ID476.Ovary-CH476G	SigPro.ID476.Ovary-CH476H	SigPro.ID476.Pancreas-CH476A	SigPro.ID476.Pancreas-CH476B	SigPro.ID476.Pancreas-CH476C	SigPro.ID476.Pancreas-CH476D	SigPro.ID476.Pancreas-CH476E	SigPro.ID476.Pancreas-CH476F	SigPro.ID476.Pancreas-CH476G	SigPro.ID476.Prostate-CH476A	SigPro.ID476.Prostate-CH476B	SigPro.ID476.Prostate-CH476C	SigPro.ID476.Prostate-CH476D	SigPro.ID476.Prostate-CH476E	SigPro.ID476.Prostate-CH476F	SigPro.ID476.Skin-CH476A	SigPro.ID476.Skin-CH476B	SigPro.ID476.Skin-CH476C	SigPro.ID476.Skin-CH476D	SigPro.ID476.Skin-CH476E	SigPro.ID476.Skin-CH476F	SigPro.ID476.Skin-CH476G	SigPro.ID476.Skin-CH476H	SigPro.ID476.Skin-CH476I	SigPro.ID476.Stomach-CH476A	SigPro.ID476.Stomach-CH476B	SigPro.ID476.Stomach-CH476C	SigPro.ID476.Stomach-CH476D	SigPro.ID476.Stomach-CH476E	SigPro.ID476.Stomach-CH476F	SigPro.ID476.Stomach-CH476G	SigPro.ID476.Stomach-CH476H	SigPro.ID476.Stomach-CH476I	SigPro.ID476.Stomach-CH476J	SigPro.ID476.Stomach-CH476K	SigPro.ID476.Thymus-CH476A	SigPro.ID476.Thymus-CH476B	SigPro.ID476.Thymus-CH476C	SigPro.ID476.Uterus-CH476A	SigPro.ID476.Uterus-CH476B	SigPro.ID476.Uterus-CH476C	SigPro.ID476.Uterus-CH476D	SigPro.ID476.Uterus-CH476E
A[Ins(T):R1]A	1.08e-06	1.281e-05	0.00014916	0.00020003	0.00049972	0.00079002	0.00871954	0.00140717	0.00011501	0.00064051	0.00018085	0.00264998	0.00436557	0.00419165	0.00822851	3.01e-05	0.00017424	0.00225433	0.00064397	0.0059965	0.00168033	2.856e-05	0.0012032	0.00432975	0.00158865	0.00277089	0.00194529	0.00063566	0.00922906	4.21e-06	0.00468532	0.00205108	0.00298764	0.00337565	9.04e-06	3.566e-05	0.00013143	0.00092987	0.00142283	0.00013974	0.00425303	0.00576198	0.00575051	0.00365004	0.00112551	0.00035638	5.514e-05	0.00018907	0.00286528	0.00356702	0.00162793	0.00068959	0.00419544	4.557e-05	2.133e-05	1.237e-05	0.00064734	0.00124411	0.00289533	0.00019131	0.01078521	0.00241297	0.00177682	1.891e-05	6.699e-05	0.0006271	0.00044252	0.00136573	0.00289427	0.00946704	0.00183352	0.00544738	0.00163829	0.00775723	0.00026132	0.01327454	0.0007699	0.00622925	0.00270301	0.00163469	0.00656748	0.00021115	0.00403297	0.00231123	0.00542542	0.00024646	0.00140608	0.03071989	0.00027622	0.00254035	0.00237928	0.00134438	2.28e-06	0.00177586	0.00487941	0.00160589	0.00215699	0.00083859	0.00094803	0.000224	0.00300221	0.00147999	0.01000717	0.00693918	4.745e-05	0.00011841	0.00259212	0.001373	0.00332367	0.00285638	0.00468118	0.00108968	0.00308094	0.00114749	0.00026037	8.577e-05	0.00539048	0.00118392	0.00343557	0.00105206	0.00409872	3.871e-05	5.591e-05	0.00089783	0.00435801	0.00194334	0.00088495	0.02713439	1.669e-05	9.718e-05	0.00075597	0.00373917	0.00264042	0.00056944	0.00385912	0.00020332	0.00185277	0.00041857	0.00483618	0.0026955	0.00336481	0.002474	0.00104257	0.00033353	7.71e-05	4.342e-05	2.624e-05	0.0001179	7.374e-05	0.00104692	0.00177477	0.0053359	0.00530757	0.00059345	0.00159575	0.00459629	0.00288195	4.078e-05	7.206e-05	0.00011384	0.00049098	0.00315987
A[Ins(T):R1]C	1.417e-05	1.203e-05	1.92e-06	7.964e-05	2.857e-05	0.0001938	0.00195357	0.00087846	0.00012692	0.00052631	0.00042397	0.00018346	0.00091824	0.00278922	0.00167472	8.65e-06	6.716e-05	0.00020822	0.00013967	0.00174399	0.00093653	4.76e-06	0.00026888	0.00099065	0.00061708	0.00043271	0.00035872	0.0002051	0.00217357	0.00079543	0.0006884	0.00032658	0.00091727	0.00102926	2.796e-05	1.498e-05	9.82e-06	0.00071854	6.238e-05	0.00059737	0.0008274	0.00228293	0.00028233	0.00037607	0.00145709	0.00032222	0	5.523e-05	0.00035568	0.00089031	0.00010062	0.00070828	0.0009561	1.17e-06	1.131e-05	2.755e-05	8.443e-05	0.00043341	0.00067604	0.00016715	0.00181424	0.00069045	0.00041769	2.836e-05	2.605e-05	0.00011857	0.00045383	0.00013962	0.00080793	0.00150809	0.00010205	0.0007634	0.00125176	0.00068405	9.032e-05	0.002753	0.00024974	0.00151846	0.00109032	0.00062661	0.00193016	8.528e-05	0.00087296	0.00066639	0.00063207	0.00048534	0.0004338	0.00627093	9.261e-05	0.0005179	0.00056702	0.00090773	2.84e-05	0.00033955	0.0009041	0.00062915	0.00034685	0.00025828	0.00014284	8.824e-05	0.0015289	3e-08	0.00117795	0.0010322	1.477e-05	0.00012175	0.00030171	0.00067341	0.00044042	0.00263188	0.00081943	0.00010785	0.00105015	0.00060341	0.00040156	0	0.00149326	0.00078086	0.00012964	0.00028279	0.0016763	6.26e-06	4.731e-05	7.909e-05	0.00014811	2.097e-05	0.00105914	0.02901707	4.28e-06	5.877e-05	7.097e-05	0.00074788	0.00062529	0.0004849	0.002057	0.00031903	0.00021935	0.00015132	0.00104734	0.00223504	0.00139668	0.00135275	0.00051337	9.523e-05	3.513e-05	9.77e-06	4.03e-06	4.947e-05	2.37e-06	7.464e-05	0.00028427	0.00085334	0.00143694	0.00025796	0.00069153	0.00150504	2.2e-07	4.65e-06	2.64e-06	8.982e-05	0.00020596	0.0009394
A[Ins(T):R1]G	9.76e-06	0.00011201	2.333e-05	0.00011666	5.25e-06	0.00065921	0.00350529	0.01059798	0.0003438	0.00051886	0.00038108	0.00011325	0.00017418	0.0019102	0.00191328	6.369e-05	0.00023884	0.00025833	0.00023274	0.00363778	0.00081189	3.76e-06	0.00058316	0.00235707	0.00105473	0.0023302	0.00187638	0.00089999	0.0006202	1.161e-05	0.00050319	0.00071704	0.00186461	0.00106675	1.429e-05	5.249e-05	1.587e-05	0.00094346	0.00107956	0.00049729	0.00175948	0.00077811	0.00092619	0.0004059	0.00395584	0.00048339	8.834e-05	2.524e-05	0.00076941	0.0012217	0.00044808	0.00097833	0.00044083	2.814e-05	0	0.00017792	0.00012869	0.00053718	0.00028857	0.00066962	0.00268685	0.00317425	0.00082279	0	5.84e-05	0.00015468	0.00044405	0.00047431	0.00019161	0.00450492	0.00010407	0.00128248	0.0003209	0.01778996	0.00049401	0.01265984	0.00070232	0.00493533	0.01396158	0.00068323	0.004844	0.00025353	0.00124021	0.001338	0.00188499	0.00023034	7.13e-06	0.0287695	0.00032527	0.00098618	1.655e-05	0.01033167	8.701e-05	0.00028212	0.00062865	0.00055339	0.00095059	0.00082025	0.00017365	0.00023788	0.00211932	1e-08	0.00303381	0.00254126	3.571e-05	5.101e-05	0.0013454	0.0092449	0.0007201	0.00131007	0.00058595	0.00062227	0.0008247	0.00093711	0.00039105	0.00051361	0.0015926	0.00230739	0.00026902	2.61e-06	0.00149024	2.207e-05	8.46e-05	0.00036124	0.00073212	0.00041005	0.00163446	0.03967513	9.801e-05	1.419e-05	0.00015283	0.00209859	0.00054213	0.00077933	0.00188058	2.993e-05	0.00080423	0.0002995	0.00142151	0.00089369	0.00121309	0.00685067	0.00024975	9.401e-05	4.783e-05	2.054e-05	3.83e-05	0.00024288	9.751e-05	0.00013734	0.00081567	0.00248829	0.00112291	0.00036418	0.00020118	0.00194616	0.0002499	0.00015819	1.626e-05	0.00024549	0.00048851	0.00104475
A[Ins(T):R2]A	7.719e-05	0.00026358	5.711e-05	0.00010484	0.00109483	0.00049261	0.00659299	0.0006336	8.209e-05	0.00060801	3.707e-05	0.00054709	0.00160271	0.00241607	0.00316579	0.00014131	0.00030063	0.00146704	0.00092247	0.00307622	0.00085509	0.00011467	0.00107761	0.00233224	0.00083153	0.00174772	0.00069284	0.00124089	0.00213144	0.00041276	0.00242133	3.251e-05	0.00040181	0.0013302	4.626e-05	6.014e-05	6.72e-05	0.00129904	0.001098	5.858e-05	0.00348557	0.00357993	0.00152751	0.00193456	0.00111851	0.00036552	0.00018891	0.00088044	0.00078977	0.00065556	0.00031312	0.00112286	0.00144288	7.979e-05	6.079e-05	9.988e-05	0.00087509	0.00134488	0.00130161	0.0003267	0.00395262	0.00119226	0.00120769	0.00019073	0.00011222	0.00134811	8.298e-05	0.00192163	0.00278827	0.00083719	0.00043955	0.00333328	0.0009454	0.0016517	0.00045604	0.00175024	0.0011525	0.00248534	0.00116517	0.00076093	0.01061548	0.00038252	0.00305691	0.00203361	0.00106492	0.00307749	0.00066124	0.00699053	0.00046729	0.00096895	0.00134637	0.00076754	0.00010728	0.00138415	0.00268873	0.00091041	0.00067365	0.0006132	0.00067017	6.398e-05	0.00171713	1e-08	0.00250114	0.00279856	9.837e-05	0.00018392	0.00143679	0.00063371	0.00495454	0.00319023	0.00268714	0.00030897	0.00199351	0.00040575	0.00010365	0.00074492	0.00233112	0.00128018	0.00140839	0.00103688	0.00109775	0.00013876	0.00017435	0.00063118	0.00214577	0.00121183	0.0005291	0.01499798	0.00010804	0.0003075	0.00113511	0.00238824	0.00126756	0.00041325	0.00137879	0.00037748	0.00107714	0.00033408	0.00227945	0.00225594	0.0018702	0.00151557	0.00093993	0.00041367	0.00014677	3.828e-05	0.00013197	0.00028397	9.066e-05	0.000993	0.00057579	0.00266878	0.0014515	0.00017633	0.00096279	0.00041517	0.0011216	0.00017669	9.695e-05	3.433e-05	0.00099778	0.00168419
A[Ins(T):R2]C	4.016e-05	0.00023472	0	5.77e-05	9.782e-05	0.00041159	0.00305098	0.00038112	9.626e-05	0.00035095	0.00011666	0.00016057	0.00052456	0.00299574	0.00068851	2.472e-05	0.00042249	0.00058813	0.0003604	0.00130008	0.00035743	1.479e-05	0.00049601	0.00093611	0.00031284	0.00075897	8.678e-05	0.00010145	0.00112934	0.00030088	0.00058552	0.00022749	0.00091049	0.00228509	2.736e-05	2.183e-05	4.89e-05	0.00094537	0.00042133	0.00013304	0.00065569	0.00148378	0.00103824	0.00061598	0.00141517	0.00019378	3.835e-05	8.947e-05	0.00133167	0.00045111	6.466e-05	0.00041083	0.00047703	1.668e-05	1.82e-06	0.00013666	0.00033731	0.00028521	0.00028217	0.00020312	0.00113339	0.00067725	0.00045194	7.52e-06	3.148e-05	9.262e-05	0.00016355	0.00055854	0.00121913	0.00159033	0.00053909	0.00018551	0.00075093	0.00170924	9.646e-05	0.00334029	0.00025424	0.00161879	0.00040079	0.00016955	0.00445489	0.00013342	0.0002552	0.00181057	0.00103123	0.00090361	5.44e-05	0.00827985	0.00036998	0.00077768	0.00139901	0.00041614	4.624e-05	0.00047961	0.00107703	0.00046499	0.00077198	0.00015206	0.00012929	0	0.00073148	0.00042016	0.00033873	0.0002501	7.634e-05	0.00028421	0.00040667	0.00053211	0.00053513	0.00288038	0.0003247	0.00030402	0.00038725	0.00013279	0.00025407	0.00039007	0.00071087	0.00064426	0.00066787	0.0004177	0.00078741	2.67e-05	0.00020571	0.00013904	0.00051441	0.00037911	0.00089294	0.0191194	0.00019373	6.78e-06	0.00057867	0.00101547	0.00046201	0.00034577	0.00299878	0.00075321	0.00012811	0.00029415	0.00073437	0.00096966	0.00074669	0.00087412	0.00011736	0.00013081	4.48e-05	3.851e-05	6.61e-05	0.00023218	9.956e-05	8.137e-05	0.00040259	0.00139281	0.00069287	0.00019442	2.34e-05	0.00098021	0.00037895	8.689e-05	4.756e-05	9.503e-05	0.00041898	0.00077496
A[Ins(T):R2]G	0.00013218	0.00085624	0	7.699e-05	1.09e-05	0.00085387	0.00190203	0.01588935	0.00063909	0.00076534	0	3e-08	9e-08	0.00040006	0.00059098	0.00018576	0.00120234	0.00074447	0.00027639	0.00304853	0.00029796	0.0001883	0.00041322	0.00218507	0.00071311	0.00105768	0.0010281	0.00144967	0.00043722	0.00046313	0.00093565	7.758e-05	7.283e-05	0.00081168	0.00013479	4.866e-05	0.00011429	0.00316899	0.00076411	3.913e-05	0.00082803	0.00021705	0.00020478	0.00066306	0.00525617	0.00066513	0.00021843	0.00027086	0.0008839	0.00095396	3.056e-05	0.00062268	0.00024014	0.00020115	2.24e-06	0.00057971	0.00026438	0.00057787	0.00030733	0.00106073	0.00092155	0.00374262	0.00086307	0.0002926	0.00013244	0.00042251	0.00041937	0.00080316	0.00039483	0.00018608	0.0015162	0.00041924	0.00089205	0.00990052	0.00063501	0.00218816	5.214e-05	0.00034956	0.008133	0.00021897	0.00804495	0.00051261	0.00016005	0.00215484	0.00012291	0.00264968	0.00155473	0.00694078	0.00150652	0.00086028	0.00026391	0.01691821	0.00041339	0.00049397	3.298e-05	0.00021449	0.00034229	0.00126278	0.00038305	0.00019288	0.00033674	0.00158442	0.00077785	0.00077949	0.00034164	0.00010169	3.66e-05	0.01663191	0.00079278	0.00032316	0.00031722	0.0001159	0.00039513	0.00059835	6.68e-05	0.00115294	0.0015954	0.00120588	0.00022063	0.00063897	0.00068096	9.179e-05	0.00079386	0.00192196	0.0003333	0.00030031	0.00073363	0.01693384	0.00064322	0.00022858	0.00049447	0.00267884	0.00055155	0.00024654	0.00032491	5.6e-05	0.00066231	0.00085728	0.00078384	0.00131519	1.146e-05	0.00952684	7.513e-05	0.00024114	0.00014061	0.000203	0.0002816	0.00085573	0.00013997	0.00030378	0.00066822	0.00123874	0.00117258	0.00084965	0.00053928	0.0020581	0.00068073	0.00037015	0.00015874	0.00048134	0.0014187	0.00067022
A[Ins(T):R3]A	5.814e-05	0.00016352	4.09e-05	9.578e-05	0.00140766	0.00096048	0.0034987	0.00054327	0.00060768	0.00050447	3.038e-05	0.00029882	0.00077677	0.00283512	0.00145235	0.00013132	0.00022098	0.00202927	0.00055211	0.00067653	0.00094788	0.00010882	0.00105886	0.00135195	0.00036034	0.00049674	0.00059794	0.00088757	0.00225238	0.00090098	0.00100552	0.00088326	0.00130942	0.00139645	8.16e-06	5e-06	0.00036127	0.00054473	0.00160919	2.049e-05	0.00193973	0.0020609	0.00094394	0.00091709	0.00048965	0.0005626	0.00022414	0.00068883	0.00094842	0.00050597	0.00053477	0.0003811	0.0001531	1.85e-05	0.00013178	0.00016688	0.00086824	0.00191179	0.00091492	0.00085342	0.00118192	0.00048027	0.00108654	0.00044767	0.00013781	0.00058517	0.00011304	0.00148433	0.0017758	0.00210926	0.00149735	0.00180805	8.875e-05	0.00072636	0.00020557	0.00196039	0.00049211	0.00169183	0.00086182	0.00051337	0.00497676	0.00019816	0.00206064	0.0025123	0.00129253	0.00125217	0.00128825	0.00396153	0.00068353	0.00069623	0.00153697	0.00067764	0.00014895	0.00134359	0.00096884	0.0005525	0.00104411	0.00072383	0.0006273	0.00017287	0.00087731	0.00039097	0.00199659	0.00138655	0.0001516	0.00035004	0.00154009	0.00079629	0.00122179	0.00140936	0.00171814	9.33e-06	0.00128476	0.00014169	0.00014743	0.00056278	0.00104894	0.00101964	0.001325	0.00015991	0.00125183	0.00013432	0.00018426	0.0015652	0.00071787	0.00114975	0.00058451	0.01372803	0.00019514	0.00016493	0.00078694	0.00157326	0.00122093	0.00047453	0.003186	0.0001458	0.00042114	0.00021978	0.00277178	0.0003984	0.00095557	0.0004059	0.00022361	0.00039118	0.00012264	0.00011169	2.583e-05	0.00036437	0.00019484	0.00118703	0.00124866	0.00204562	0.00084199	0.00016826	0.00052348	0.00062307	0.00233168	0.00023786	3.176e-05	0.00018445	0.00091351	0.00146001
A[Ins(T):R3]C	7.069e-05	0.00021179	1.3e-07	3.281e-05	5.194e-05	0.00072327	0.00211256	0.00023272	0.00043589	0.00030273	4.278e-05	6.54e-05	0.00012529	0.0028752	0.00043689	2.338e-05	0.00058423	0.00051941	0.00019811	0.00079929	0.00029456	7.025e-05	0.00021621	0.00074587	0.0006389	0.00013529	0.00017349	0.00018093	0.00086008	0.00068691	0.00029412	9.47e-06	0.00031225	0.0021566	4.541e-05	2.392e-05	6.152e-05	0.00076266	0.00047231	0.00011758	0.00018117	0.00037207	0.00134068	0.0002327	0.00135761	0.00027751	5.527e-05	0.00014512	0.00044293	0.00030703	0.00017651	0.00058478	0.00022773	5.233e-05	9.51e-06	0.00013916	0.00021491	0.00041737	0.00032406	0.00060068	0.00067191	0.00021684	0.00071242	3.263e-05	6.217e-05	0.00042452	0.00029028	0.0008081	0.0003092	0.00146323	0.00080545	0.00013374	1.565e-05	0.00078723	0.00020895	0.00203667	0.00016645	0.00143594	0.00044945	0.00017621	0.00324118	0.00017385	3.774e-05	0.00120822	0.00016446	0.00046849	0.00076353	0.00507416	0.00051227	0.00036325	0.00019055	0.00036706	9.716e-05	0.0004677	0.00021443	0.00028521	0.00058241	0.00064012	0.00012709	0.00023124	0.00076477	0.00039171	6.343e-05	0.00051719	0.00010031	0.00012965	0.00035541	0.00023163	0.00078741	0.00210097	8.731e-05	0	0.00025607	0.00011792	0.00012474	0.00048943	0.00100723	0.00045202	0.00021982	0	0.0001283	5.111e-05	0.0001183	0.00075736	0.00058489	0.00022824	0.00038719	0.01251993	0.00018355	4.65e-06	0.00054059	0.00091359	0.00022387	0.00025245	0.0027588	0.00033938	0.0007963	0.00029212	0.00042383	0.00215461	7.247e-05	0.00068897	8.215e-05	0.00014548	0.00011784	1.052e-05	6.052e-05	0.00031957	1.748e-05	0.00015605	0.00034199	0.00101093	0.00036414	0.00026066	0	0.000417	0.0002343	0.0001215	4.837e-05	0.00016601	0.00072181	0.00047345
A[Ins(T):R3]G	7.632e-05	0.00034611	0	4.963e-05	6.49e-06	0.00109004	0.00101524	0.00864979	0.0009932	0.00037724	4.315e-05	8.49e-06	6.52e-06	0.00077149	0.00037088	6.774e-05	0.00083845	0.00069823	0.00036894	0.00152645	0.00032125	8.572e-05	0.00043207	0.00158718	0.00023968	0.00076452	0.00058646	0.0004396	0.00039819	0.00036887	0.00035173	1.311e-05	0.00082986	0.00205264	8.659e-05	5.4e-05	2.13e-06	0.00163903	0.00111909	0.00022369	0.00034888	0.00033164	0.00057889	4.255e-05	0.00257203	0.00068282	9.807e-05	4.968e-05	0.00037767	0.00058973	2.822e-05	0.00036497	0.00019452	9.861e-05	2.355e-05	0.00027448	0.00047154	0.0001283	0.00043182	0.00136157	0.00049695	0.0019344	0.00068007	9.07e-06	9.424e-05	0.00041202	0.00050012	0.00100928	0.00024876	1.308e-05	0.00221141	0.00056795	9.592e-05	0.00461526	0.00037722	0.00128378	0.0002153	0.00021119	0.00635077	0.00040684	0.00340983	0.00034387	0.00048676	0.00178125	0.00080944	0.0011186	0.00124046	0.00510622	0.00081449	0.00056876	0.00108993	0.00918632	0.00016189	0.00071664	6.213e-05	0.00027312	0.00052087	0.00125954	0.0002414	0.00034565	0.00057439	0.00037066	0.00033773	0.00031912	0.00013642	0.00031446	0.00061748	0.00802008	0.00043584	0.00018273	0.00023631	0.00023046	9.651e-05	5.119e-05	0.00025583	0.00103245	0.00131391	0.00121357	3.779e-05	7.107e-05	0.00078514	6.38e-05	0.00042513	0.00162581	0.00028913	0.00032377	0.00074506	0.01149973	0.00032532	2.1e-05	0.00027391	0.00165434	0.00016458	0.00042557	0.00088877	3.869e-05	0.00077803	0.00057791	0.00015421	0.00037105	0.00034414	0.00568154	0.00024132	0.0001455	0.00014622	5.955e-05	0.00018055	0.00043782	0.00015086	0.00039628	0.00066518	0.00058792	0.00111644	0.00096993	0.00036454	0.00087683	0.00070663	0.0001657	6.977e-05	0.00048457	0.00100089	0.00062484
A[Ins(T):R4]A	2.791e-05	0.00032496	0.00021757	0.00031773	6.314e-05	0.00319775	0.00187921	0.0003206	0.00489627	0.00456747	0.00011896	4.129e-05	0.00036164	0.00147813	0.00109033	0.00034621	0.00080161	0.00161456	0.00085865	0.00212209	0.00053044	0.00018846	0.00130612	0.00110669	0.00028946	0.00045683	0.0020669	0.00029355	0.00060705	0.00040347	0.00041852	0.00090513	0.00182425	0.0009904	0.00012923	0.00024541	0.00029874	0.00102032	0.00235271	0.00043167	0.00042576	0.00097555	0.00103466	0.00043256	0.00057963	0.00377699	0.00023376	0.00013618	0.00136112	0.00070801	1.442e-05	0.00159525	0.00013037	0.00021984	9.443e-05	0.0008563	0.00126754	0.00125647	0.00068367	0.00494301	0.00080887	0.0005649	0.00284875	0.00035952	0.0003704	0.00077865	0.00100364	0.00310561	0.00165793	0.00148116	0.00111249	0.00084351	0.00041854	0.0012986	0.00086622	0.00210482	0.0003441	0.00128013	0.0005426	0.00112877	0.00261148	0.00050662	0.00122207	0.00224406	0.00025228	0.00106706	0.00148145	0.00382891	0.00092979	0.00029979	0.00078802	0.00048186	0.00034699	0.00222003	0.00025848	0.00075352	0.00065852	0.00276932	0.00082386	0.00060819	0.00100138	0.0009092	0.00019337	0.00047026	0.00056273	0.00017981	0.00214889	0.00052864	0.00036159	0.00021421	0.00061881	0.0002302	0.00124311	0.00013459	6.82e-06	0.00305765	0.00090446	0.000517	0.00067341	0.00102196	0.00105082	0.00027814	0.0007464	0.00346552	0.00035008	0.00079304	0.00066724	0.00669408	0.00024148	0.00027651	0.00176473	0.0014044	0.00033335	0.00049329	0.00155036	0.00010713	0.00073089	0.00067134	0.00249167	0.00031238	0.00126109	0.00016657	0.00015916	0.00448227	0.000289	0.00025456	0.00071257	0.00137547	0.00025331	0.00037989	0.00330319	0.00116055	0.00125548	0.00057437	0.00119647	0.0004074	0.00094884	0.00046243	6.533e-05	0.00208401	0.00250866	0.00026407
A[Ins(T):R4]C	6.259e-05	0.00018239	1.557e-05	0.00037844	6.255e-05	0.00385173	0.00122428	9.777e-05	0.00359062	0.00706705	0.00010479	0.00052147	0.00020788	0.0017711	0.00054699	0.0002416	0.0007506	0.00233577	0.00037489	0.00212419	0.00052396	0.00017569	0.00139844	0.00099384	0.00016385	0.0001724	0.00188765	0.00055128	0.00042391	0.00109331	4.156e-05	0.00027183	0.00045987	0.00141473	0.00016823	0.00024666	0.0001556	0.00127046	0.00243909	0.00029634	0.0001476	0.00060409	0.00191289	0.00044206	0.00135484	0.00317408	0.00033367	0.00050438	0.00279643	0.0007533	0	0.00125803	0.00040187	9.465e-05	0.00022207	0.00052442	0.00206481	0.00104998	0.00025175	0.00290458	0.00053642	0.00036487	0.00234946	7.171e-05	0.00028113	0.00110343	0.00091514	0.00503508	0.00085657	0.00198808	0.00201558	2.838e-05	1.012e-05	2.647e-05	0.00053842	0.00252932	0.00062685	0.00034506	0.00030458	0.00023221	0.00173469	0.00056437	0.00097433	0.00195148	0.00079939	0.00086608	0.00266988	0.00145098	0.00109094	0.00093303	0.00075616	0.00023169	0.00029946	0.00281641	0.00010194	0.00089904	0.0002671	0.00376932	0.00110381	0.0005682	0.00012353	0.00153484	0.00041496	0.0002012	0.00044033	0.00030693	0.0016182	0.00027113	0.00034718	0.00126173	0.0007343	0.00099603	0.00070777	0.00019338	0.0001928	0.0025067	0.00098485	0.00062399	0.00031534	0.00108226	0.00127286	0.0001129	0.00067073	0.00385143	0.00039888	0.00087694	0.00059207	0.00528259	0.0003205	0.00018957	0.00169827	0.00134727	0.00070838	0.0001554	0.00210477	0.00034812	0.00074085	0.00090117	0.00170297	0.00153583	0.00023408	8.988e-05	0.00090065	0.0136032	0.00029864	8.193e-05	0.00037487	0.00178147	0.00016369	6.273e-05	0.00354594	0.0006584	0.00097215	0.00160341	0.00041913	0.00051605	0.00077516	0.00028482	7.739e-05	0.00204794	0.00213862	0.00028786
