Samples	ID1	ID2	ID4	ID5	ID8	ID9	ID10	ID19	ID21	ID23
SP78815	48	0	0	0	0	0	0	0	0	0
SP107466	151	51	0	0	0	0	0	0	0	0
SP78901	231	0	0	0	0	0	0	0	0	0
SP107384	215	60	0	0	204	0	0	0	0	261
SP107467	16	5	0	0	0	28	0	0	0	0
SP78680	35	0	0	0	0	10	0	0	0	0
SP78672	53	0	0	0	0	0	0	0	0	0
SP107365	113	31	0	0	0	0	0	0	0	0
SP78660	37	0	0	21	0	0	0	0	0	0
SP78659	20	12	0	21	0	0	0	0	0	0
SP107449	54	0	0	0	0	42	0	0	0	0
SP78813	84	0	0	0	0	0	0	0	0	0
SP78953	28	5	0	0	0	0	0	0	0	0
SP78804	97	0	0	0	0	35	0	0	0	0
SP107460	53	31	0	0	0	22	0	0	0	0
SP107548	133	0	0	0	0	0	0	0	0	0
SP78730	158	43	0	0	0	0	0	0	0	0
SP78727	110	0	0	0	0	0	0	0	0	0
SP78822	170	33	0	0	0	0	0	0	0	83
SP78818	101	0	0	0	0	0	0	0	0	0
SP78923	38	0	0	0	0	0	0	0	0	0
SP107405	288	71	0	0	0	0	0	0	0	0
SP107437	149	103	0	0	0	0	0	0	0	0
SP78675	126	0	0	0	0	0	0	0	0	0
SP107371	190	69	0	144	145	0	0	0	0	0
SP107556	167	23	0	0	0	0	0	0	0	0
SP78807	45	13	0	0	0	0	0	0	0	27
SP78945	90	0	0	0	0	0	0	0	0	0
SP107480	55	15	0	0	0	0	0	0	0	0
SP107448	89	0	0	0	0	0	0	0	0	0
SP107436	138	0	0	0	0	0	0	0	0	0
SP79150	6	5	0	0	0	0	9	0	0	0
SP107546	219	48	0	0	0	0	0	0	0	0
SP107459	55	20	0	0	0	0	0	0	36	0
SP78823	22	0	0	0	0	0	0	0	0	0
SP78666	71	10	0	0	0	0	0	0	0	0
SP78721	23	5	0	0	0	0	14	0	0	0
SP78665	183	0	0	0	0	0	0	0	0	0
SP78935	124	0	0	0	0	0	0	0	0	0
SP107458	337	0	0	0	0	0	0	0	0	0
SP79160	102	0	0	0	0	0	0	0	0	0
SP107479	138	0	0	0	0	0	0	0	0	0
SP107377	217	41	0	0	0	0	0	0	0	0
SP78937	177	28	0	0	0	96	0	0	0	0
SP107444	80	0	0	0	0	0	0	0	0	0
SP79144	120	0	0	73	0	0	0	0	0	0
SP107469	21	0	0	0	0	8	0	0	0	0
SP107373	288	0	0	0	0	0	0	0	0	0
SP107406	157	0	0	373	347	0	0	0	0	0
SP107369	295	100	0	0	0	0	0	0	0	0
SP107403	347	94	0	0	0	103	0	0	0	0
SP107363	215	68	0	0	0	0	0	108	0	0
SP78955	64	0	0	0	0	0	0	0	0	0
SP78711	0	0	0	0	0	0	0	2	0	0
SP78677	38	14	0	0	0	0	0	0	0	0
SP78805	141	0	0	0	0	0	0	0	0	0
SP107461	54	0	0	0	0	0	0	0	0	0
SP107472	17	8	0	0	0	13	0	0	0	0
SP107356	92	28	0	0	0	0	0	0	0	75
SP78825	39	16	0	0	0	0	0	0	0	31
SP107468	95	0	0	0	0	0	0	0	0	0
SP78851	554	0	0	0	0	0	0	0	0	0
SP78726	37	14	0	0	0	56	0	0	0	0
SP107379	402	145	0	0	0	0	0	0	0	0
SP107474	77	12	0	0	0	28	0	0	0	0
SP107438	40	0	0	0	0	26	22	0	0	0
SP107478	136	0	0	0	0	0	0	0	0	0
SP78716	241	80	0	0	0	0	0	0	0	0
SP78676	150	40	0	0	0	0	0	0	0	0
SP107443	17	0	0	0	0	0	0	0	0	0
SP107361	326	108	0	0	0	0	0	0	0	0
SP107464	235	62	0	0	0	0	0	0	0	0
SP78717	14	11	0	0	0	0	0	0	0	0
SP78671	96	0	0	0	0	0	0	0	0	0
SP78817	36	14	0	0	0	0	0	0	0	0
SP107381	204	72	0	0	0	0	0	0	0	0
SP107463	241	64	0	0	0	0	0	0	0	0
SP107477	143	0	0	0	0	0	0	0	0	0
SP78661	141	39	0	0	0	0	0	0	0	0
SP78939	68	0	0	0	0	0	0	0	0	0
SP78674	269	0	0	0	0	0	0	0	0	0
SP107553	7	2	0	0	0	4	0	0	8	0
SP107555	149	0	0	0	0	0	0	0	0	0
SP107446	43	11	0	0	0	17	0	0	0	0
SP78713	320	58	0	0	0	0	0	0	0	0
SP78720	54	9	0	0	0	27	0	0	0	0
SP78947	81	0	0	0	0	0	0	0	0	0
SP78875	33	0	0	0	0	14	0	0	0	0
SP107554	272	0	0	0	0	0	0	0	0	0
SP107407	348	138	0	0	0	0	0	0	0	0
SP78820	125	0	0	0	0	0	0	0	0	0
SP78668	7	6	0	14	0	0	0	0	0	0
SP107547	57	0	0	0	0	0	0	0	0	0
SP79148	284	51	0	0	0	0	0	0	0	0
SP107386	340	64	0	0	0	0	0	0	0	0
SP78921	183	0	0	0	0	0	0	0	0	0
SP107545	73	0	0	0	29	0	0	0	0	0
SP107440	80	17	0	0	0	0	0	0	0	0
SP79066	24	8	0	0	0	30	0	0	0	0
SP107473	106	0	0	0	0	0	0	0	0	0
SP107362	143	35	0	0	0	0	0	0	0	64
SP78722	26	0	0	0	0	0	0	0	0	0
SP78729	154	0	0	0	0	0	0	0	0	0
SP107441	168	0	0	0	0	0	0	0	0	0
SP78873	98	0	0	0	0	0	0	0	0	0
SP47708	95	0	0	0	0	0	0	0	78	66
SP47990	36	15	0	0	50	43	0	0	0	0
SP48414	40	0	0	72	0	38	0	0	0	0
SP48135	112	69	108	0	0	73	0	0	0	0
SP47652	36	13	0	0	0	30	0	0	38	0
SP48888	39	0	36	0	0	0	0	0	0	0
SP48426	3	0	0	0	0	9	0	0	11	0
SP48480	101	0	0	86	0	0	0	0	123	0
SP48263	12	0	0	34	13	0	0	0	23	0
SP47628	5	0	0	37	0	16	0	0	0	0
SP47808	62	27	0	0	0	43	0	0	77	0
SP48850	58	69	0	0	0	247	0	0	0	0
SP48189	60	49	194	0	0	0	0	0	170	0
SP48073	44	18	0	0	0	0	0	0	45	48
SP48008	0	35	282	0	0	0	0	0	269	0
SP48504	31	32	148	0	0	0	0	0	181	0
SP48534	89	18	0	0	0	45	0	0	86	0
SP48010	34	0	0	0	0	32	0	0	71	0
SP79365	6	5	0	0	0	0	0	0	0	0
SP79237	0	8	5	0	0	0	0	0	0	0
SP79462	3	0	0	0	0	10	0	0	0	0
SP79201	3	0	0	12	0	0	0	0	6	0
SP79371	6	0	0	0	0	0	0	5	0	0
SP79439	0	0	0	0	0	7	0	0	0	0
SP79175	0	0	0	2	0	0	2	0	0	0
SP79354	0	0	0	0	0	0	10	0	0	0
SP79184	3	0	0	0	0	0	0	0	8	0
SP79312	6	7	0	0	0	5	0	0	0	0
SP79252	1	3	0	0	0	5	0	0	0	0
SP79294	6	4	0	0	5	7	0	0	0	0
SP79246	8	4	0	0	0	8	0	0	0	0
SP79458	0	3	0	0	0	0	0	0	0	13
SP79222	11	0	0	0	0	23	0	0	0	0
SP79178	0	0	0	8	0	0	0	0	0	0
SP79474	5	5	0	0	0	0	0	0	0	0
SP79387	0	0	0	0	0	0	4	0	0	0
SP79306	3	0	0	0	0	8	0	0	7	0
SP79270	0	0	0	0	4	0	5	4	0	0
SP79210	0	3	0	0	0	0	0	0	0	0
SP79427	2	0	4	0	0	0	0	0	0	0
SP79297	6	0	0	0	6	8	0	0	0	0
SP79368	4	0	5	0	0	0	0	0	0	0
SP79351	7	0	0	0	0	4	0	0	0	0
SP79300	2	2	0	0	0	0	0	0	0	0
SP79435	2	1	0	0	4	3	0	0	0	0
SP79288	1	0	5	0	0	3	0	0	0	0
SP79447	0	0	4	0	0	0	0	0	0	4
SP79403	0	4	0	0	0	0	0	0	0	0
SP79377	3	4	0	0	0	5	0	0	0	0
SP79327	2	0	0	0	0	0	0	0	0	0
SP79324	0	1	0	0	0	0	0	0	1	1
SP79359	0	2	0	0	0	3	0	0	0	0
SP79330	1	0	0	0	3	0	0	0	0	0
SP79391	0	28	0	0	0	0	0	0	0	0
SP79399	2	0	0	0	0	4	0	0	0	0
SP79243	0	0	0	0	0	0	0	1	0	0
SP79192	1	2	0	0	0	0	0	0	0	0
SP79395	6	0	0	28	0	0	0	0	0	0
SP79195	2	0	3	0	0	0	3	0	0	0
SP79318	0	0	0	0	0	0	0	0	7	0
SP79282	3	0	0	0	0	4	6	0	6	0
SP79261	0	0	0	0	0	0	0	0	2	0
SP79228	9	0	0	0	0	0	0	0	0	0
SP79431	11	0	0	0	0	0	0	0	0	0
SP79172	0	0	6	0	0	0	0	0	0	6
SP79234	5	4	0	0	0	12	0	0	0	11
SP79345	0	1	0	5	0	0	0	0	0	0
SP79342	5	5	0	0	0	0	0	0	0	0
SP79415	9	0	0	0	12	0	0	0	0	0
SP79407	8	5	0	0	0	5	0	0	0	0
SP79374	3	0	0	0	0	0	0	0	0	0
SP79291	4	0	0	0	0	0	0	0	0	0
SP79336	8	0	0	0	0	17	0	0	0	13
SP79380	6	0	0	0	0	6	0	0	0	0
SP79455	13	4	0	0	0	10	0	0	0	0
SP79181	0	2	5	0	0	0	0	0	0	0
SP79207	6	2	0	0	0	0	0	0	0	0
SP79190	0	0	0	0	0	0	0	0	0	15
SP79303	3	0	0	0	4	0	0	0	0	0
SP79258	1	1	4	0	0	0	0	0	0	0
SP79249	4	0	0	8	0	0	0	0	0	0
SP79321	1	3	0	0	0	0	0	0	0	3
SP79423	0	5	5	0	0	3	0	0	0	0
SP79219	5	0	0	0	0	0	5	0	0	0
SP79240	0	1	0	0	0	2	0	2	0	0
SP79255	3	0	0	0	0	0	0	0	0	4
SP79466	0	0	0	0	0	0	0	2	0	0
SP79357	0	0	0	0	0	0	0	0	0	1
SP79443	0	0	0	0	0	4	5	0	0	0
SP79285	26	8	0	0	0	0	0	0	0	0
SP79470	4	0	0	8	0	0	6	0	0	0
SP79309	3	1	2	0	0	0	0	0	0	0
SP79383	0	4	0	0	6	9	0	0	0	0
SP79187	13	0	0	0	0	0	0	0	0	11
SP79315	1	2	0	0	0	0	0	0	0	0
SP79264	4	0	0	0	0	0	0	0	9	0
SP79333	23	0	0	0	0	18	0	0	0	0
SP79204	4	4	0	0	8	0	0	0	0	0
SP79419	3	3	0	0	0	7	0	0	0	0
SP79198	5	5	0	0	0	0	0	0	15	0
SP79339	1	2	5	0	0	0	0	0	0	0
SP79411	0	0	0	0	0	4	0	0	0	0
SP79279	6	3	0	0	0	5	0	0	0	0
SP79451	0	0	0	0	0	2	0	0	0	0
SP79231	6	5	0	0	0	0	9	0	0	0
SP79225	0	3	0	0	0	0	0	0	0	0
SP79267	3	0	0	0	0	8	0	0	0	0
CPCT02030434T	111	123	0	0	90	0	0	171	0	111
CPCT02060161T	42	29	0	0	91	0	0	147	0	0
CPCT02030441T	164	86	0	0	107	0	0	279	145	0
CPCT02030426T	136	130	136	0	98	0	0	195	0	0
CPCT02100147T	98	105	0	0	0	120	0	106	176	0
CPCT02030445T	124	64	0	0	0	122	0	106	112	0
CPCT02060147T	0	97	139	0	286	185	0	123	0	204
CPCT02030453T	107	140	0	0	0	107	0	107	257	0
CPCT02090038T	85	0	0	0	124	0	0	148	0	137
CPCT02100151T	188	172	0	0	0	151	0	0	0	0
CPCT02100159T	76	86	0	0	0	116	0	78	166	0
CPCT02030465T	200	75	0	0	119	0	0	251	0	0
CPCT02100166T	1014	1454	0	0	0	0	0	0	0	0
CPCT02070311T	0	0	0	0	285	0	0	173	0	323
CPCT02030467T	119	107	117	0	93	122	0	150	0	0
CPCT02060225T	151	175	187	0	260	248	0	161	0	0
CPCT02060224T	0	0	0	0	173	0	0	355	0	0
CPCT02030466T	21	30	0	0	83	0	0	157	0	0
CPCT02070341T	191	80	0	0	275	0	0	197	0	249
CPCT02080225T	116	102	0	0	340	0	0	229	0	359
CPCT02030476T	102	163	0	0	0	228	0	223	206	0
CPCT02070351T	48	28	40	0	45	53	0	98	0	0
CPCT02070353T	162	120	0	0	0	167	0	0	141	0
CPCT02060247T	96	73	0	0	58	73	0	84	109	0
CPCT02060257T	131	0	0	179	168	0	0	79	0	0
CPCT02030506T	74	66	0	0	60	70	0	120	131	0
CPCT02050390T	248	179	0	377	348	255	0	0	0	0
CPCT02030483T	90	105	0	0	0	103	0	81	188	0
CPCT02030487T	86	101	0	0	72	84	0	141	130	0
CPCT02070373T	147	246	409	535	353	0	0	0	0	0
CPCT02050396T	732	1504	0	0	0	675	0	0	0	0
CPCT02030510T	100	28	0	0	0	0	0	75	138	111
CPCT02030516T	89	100	0	0	0	110	0	172	288	0
CPCT02030537T	242	115	0	0	0	0	0	206	0	209
CPCT02030529T	103	61	0	0	0	75	0	116	138	0
CPCT02060246T	80	260	497	0	368	0	0	181	432	0
CPCT02030532T	110596	0	0	0	0	0	0	0	0	0
DRUP01060020T	142	89	0	0	305	190	0	325	0	0
CPCT02060264T	68	57	0	0	74	0	0	98	253	0
CPCT02030399T	93	97	0	0	113	0	0	84	114	80
CPCT02050254T	52	59	0	0	0	74	0	145	208	0
CPCT02030392T	11652	14731	0	0	0	0	0	0	0	0
CPCT02030397T	158	56	0	0	78	70	0	203	0	0
CPCT02100121T	122	91	0	0	0	109	0	123	251	0
CPCT02100116T	198	192	0	0	485	0	0	262	0	364
CPCT02030385T	140	89	0	0	341	191	0	140	0	221
CPCT02030387T	113	63	0	0	139	0	0	282	163	0
CPCT02080162T	6401	5147	0	0	0	0	0	0	0	0
CPCT02100122T	94	52	0	0	64	0	0	144	95	0
CPCT02030386T	99	150	0	0	0	97	0	234	0	0
CPCT02030400T	130	135	0	0	0	125	0	152	293	0
CPCT02030396T	138	94	0	179	0	0	0	297	0	0
CPCT02050176T	174	0	0	0	463	0	0	0	0	627
CPCT02100081T	287	106	0	0	0	293	0	0	0	0
CPCT02100084T	101	126	0	0	0	164	0	116	246	0
DRUP01050008T	49	0	0	350	215	0	0	0	0	0
CPCT02100085T	236	129	0	0	0	0	0	0	0	205
CPCT02100092T	87	113	0	0	0	137	0	0	218	0
CPCT02100090T	124	98	0	0	0	127	0	0	289	0
CPCT02100094T	55	31	0	0	49	54	0	57	0	0
CPCT02100089T	54	135	375	0	0	0	0	0	528	0
CPCT02100101T	11866	3263	0	0	0	0	0	0	0	0
CPCT02100095T	63	26	0	113	46	0	0	93	0	0
CPCT02030368T	115	109	0	0	120	0	0	278	181	0
CPCT02030369T	77	77	97	0	75	86	0	200	0	0
CPCT02100108T	71	55	99	0	79	0	0	177	0	0
CPCT02030375T	184	102	0	0	132	0	0	231	0	0
CPCT02030377T	29	0	0	0	57	0	0	101	49	45
CPCT02030374T	61	55	0	0	62	75	0	103	112	0
DRUP01050003T	104941	0	0	0	0	0	0	0	0	0
CPCT02330058T	172	115	0	0	272	0	0	217	0	193
CPCT02030417T	83	137	0	0	115	0	0	280	0	0
CPCT02100129T	69	32	0	0	58	0	0	171	84	0
CPCT02100134T	42	63	0	0	119	73	0	255	0	0
CPCT02030410T	51	78	0	0	74	85	0	167	181	0
CPCT02030421T	113	92	0	0	98	93	0	225	153	0
CPCT02030430T	5685	9376	0	0	0	0	0	0	0	0
CPCT02030416T	117	108	75	0	0	111	0	112	0	0
