Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G
SP95454	2.34E+02	2.22E+02	1.16E+02	1.56E+02	4.51E+00	1.13E+02	1.13E+00
SP94741	4.35E+02	4.29E+02	1.97E+02	2.62E+02	6.58E+00	1.83E+02	1.76E+00
SP90209	6.97E+02	1.24E+03	3.70E+02	1.46E+03	0.00E+00	1.23E+02	2.10E-01
SP90989	4.62E+02	4.61E+02	1.00E+02	1.43E+02	6.23E+00	7.66E+01	1.65E+00
SP93540	7.65E+02	7.92E+02	1.41E+02	4.36E+02	1.32E+01	3.31E+02	1.82E+00
SP93227	8.07E+02	1.92E+03	5.21E+01	2.06E+03	1.36E+01	1.51E+02	4.06E-01
SP94348	4.18E+02	4.29E+02	1.25E+02	2.31E+02	6.87E+00	1.84E+02	1.37E+00
SP94588	9.77E-01	2.66E+00	2.02E+00	3.11E+00	2.48E+00	7.88E-01	1.06E+00
SP90725	1.29E+00	1.38E+00	2.53E+00	3.22E+00	2.00E+00	5.54E-01	7.95E-01
SP94236	1.42E+00	1.72E+00	1.56E+00	3.26E+00	3.46E+00	8.64E-01	1.14E+00
SP93772	1.15E+00	2.03E+00	1.93E+00	2.71E+00	2.16E+00	7.10E-01	1.00E+00
SP92195	3.07E-01	3.53E+00	1.82E+00	3.72E+00	2.15E+00	9.30E-01	1.26E+00
SP89957	2.75E+00	3.02E+00	2.51E+00	3.60E+00	2.05E+00	5.85E-01	7.30E-01
SP92268	2.34E+00	2.16E+00	2.40E+00	3.12E+00	1.91E+00	7.18E-01	8.12E-01
SP92707	1.19E+00	1.59E+00	1.58E+00	2.55E+00	2.17E+00	6.65E-01	6.74E-01
SP89687	2.04E+00	3.16E+00	2.09E+00	2.74E+00	2.93E+00	1.52E-01	1.30E+00
SP90269	5.85E-01	1.40E+00	2.07E+00	2.62E+00	2.26E+00	1.74E+00	8.66E-01
SP94933	6.11E+02	4.88E+02	1.13E+03	1.51E+03	7.36E+00	5.25E+01	1.65E+00
SP95126	3.04E+00	3.90E+00	1.59E+00	5.23E+00	4.35E+00	1.44E+00	1.60E+00
SP95646	1.15E+00	3.18E+00	1.65E+00	2.88E+00	2.51E+00	6.71E-01	1.04E+00
SP89443	1.07E+00	1.70E+00	1.56E+00	1.95E+00	2.03E+00	7.15E-01	1.07E+00
SP89651	9.90E-01	1.53E+00	1.13E+00	1.63E+00	1.76E+00	6.98E-01	1.12E+00
SP94060	1.07E+00	1.06E+00	1.65E+00	2.28E+00	2.26E+00	7.74E-01	6.80E-01
SP92787	5.54E-01	1.54E+00	1.31E+00	1.66E+00	1.93E+00	8.01E-01	9.13E-01
SP92723	1.80E+00	1.99E+00	2.23E+00	2.50E+00	2.45E+00	5.21E-01	7.18E-01
SP92364	5.11E+02	4.47E+02	3.47E+02	4.25E+02	6.34E+00	1.36E+02	6.25E-01
SP95406	8.91E-01	2.11E+00	1.74E+00	2.20E+00	1.88E+00	2.92E-01	7.59E-01
SP91746	9.45E-01	1.83E+00	1.50E+00	2.27E+00	1.90E+00	3.89E-01	7.55E-01
SP92332	1.01E+00	5.15E+00	2.06E+00	5.39E+00	3.03E+00	3.74E-01	1.93E+00
SP91730	1.44E+00	3.03E+00	2.26E+00	2.79E+00	2.70E+00	7.14E-01	2.64E+00
SP92947	1.94E+00	1.92E+00	3.69E+00	4.70E+00	2.05E+00	5.74E-01	8.33E-01
SP91666	1.70E+00	2.26E+00	2.31E+00	2.91E+00	2.14E+00	3.15E-02	8.27E-01
SP90245	1.06E+00	2.90E+00	2.27E+00	3.45E+00	2.76E+00	5.80E-01	1.43E+00
SP90893	7.81E-01	2.24E+00	1.82E+00	2.21E+00	2.15E+00	6.21E-01	1.19E+00
SP89519	1.39E+00	1.41E+00	1.96E+00	3.07E+00	2.46E+00	8.49E-01	5.62E-01
SP94917	1.60E+02	1.24E+02	5.89E+01	1.23E+02	1.04E+01	1.19E+02	1.08E+00
SP92659	4.59E+00	2.73E+01	8.91E+00	2.87E+01	6.87E+00	3.54E+00	9.38E-01
SP94332	2.39E+00	2.71E+00	4.47E-01	7.70E-01	1.59E+00	1.65E+00	3.41E+00
SP94661	1.63E+00	1.84E+00	1.86E+00	2.85E+00	2.51E+00	4.55E-01	1.04E+00
SP93652	7.95E-01	2.29E+00	1.71E+00	2.59E+00	1.75E+00	5.79E-01	1.19E+00
SP90125	8.99E-01	3.05E+00	1.71E+00	3.06E+00	2.47E+00	1.38E+00	9.88E-01
SP94540	1.48E+00	2.11E+00	1.85E+00	2.11E+00	2.14E+00	8.88E-01	1.16E+00
SP95222	2.83E+00	6.18E+00	1.34E+00	6.53E+00	3.65E+00	9.16E-01	1.40E+00
SP89389	2.33E+00	2.25E+00	2.10E+00	3.53E+00	3.23E+00	1.35E+00	1.22E+00
SP90503	1.02E+00	2.65E+00	2.10E+00	2.78E+00	2.17E+00	2.27E-01	1.00E+00
SP92460	1.34E+02	1.11E+02	5.50E+01	8.49E+01	6.51E+00	9.14E+01	1.08E+00
SP92931	2.01E+00	2.96E+00	1.94E+00	2.75E+00	2.83E+00	9.01E-01	1.04E+00
SP91265	2.90E+00	4.37E+00	2.52E+00	4.76E+00	3.41E+00	1.23E+00	1.41E+00
SP89909	1.33E+02	9.69E+01	3.60E+01	8.39E+01	7.15E+00	9.38E+01	6.05E-01
SP90629	2.56E+00	3.92E+00	1.52E+00	5.89E+00	4.67E+00	1.09E+00	1.73E+00
SP95550	2.50E+00	2.82E+00	1.99E+00	3.84E+00	3.38E+00	4.03E-01	1.48E+00
