Samples	ID83A	ID83B	ID83C
DRUP01010007T	4.85E+00	5.25E+00	3.17E+00
DRUP01070001T	2.27E+01	2.38E+01	6.85E+00
CPCT02040021TII	3.17E+00	3.90E+00	2.64E+00
CPCT02340048T	2.64E+00	4.59E+00	3.61E+00
CPCT02330131T	2.17E+00	3.13E+00	2.03E+00
CPCT02190027T	2.59E+00	3.90E+00	3.16E+00
CPCT02050300T	2.66E+00	3.84E+00	3.12E+00
DRUP01070063T	3.40E+00	5.75E+00	5.15E+00
CPCT02060160T	2.45E+00	3.45E+00	2.63E+00
CPCT02030443T	2.57E+00	3.81E+00	3.61E+00
CPCT02020651T	3.26E+00	4.69E+00	3.35E+00
DRUP01090009T	2.63E+00	2.94E+00	2.29E+00
CPCT02070273T	2.85E+00	4.16E+00	3.12E+00
CPCT02210041T	2.82E+00	3.03E+00	2.50E+00
CPCT02010750TII	3.10E+00	4.55E+00	2.94E+00
CPCT02160059T	2.01E+00	3.10E+00	2.33E+00
DRUP01340003T	3.29E+00	4.97E+00	4.15E+00
CPCT02080283T	3.04E+00	4.40E+00	3.33E+00
DRUP01330002T	3.64E+00	3.96E+00	3.28E+00
CPCT02330078T	2.45E+00	4.14E+00	3.22E+00
CPCT02010730T	3.56E+00	4.26E+00	2.92E+00
CPCT02050307T	2.71E+00	3.41E+00	2.64E+00
DRUP01340004T	4.19E+00	5.48E+00	3.75E+00
CPCT02120078T	1.89E+00	3.44E+00	3.18E+00
CPCT02100139T	2.81E+00	3.21E+00	2.20E+00
CPCT02230077T	2.81E+00	4.26E+00	3.65E+00
CPCT02230078T	2.30E+00	3.57E+00	2.59E+00
CPCT02010735T	2.29E+00	3.35E+00	2.22E+00
DRUP01010051TII	3.02E+00	3.95E+00	2.85E+00
CPCT02440004T	4.53E+00	5.20E+00	3.68E+00
CPCT02220032T	3.49E+00	4.79E+00	4.08E+00
CPCT02130031T	3.36E+00	4.60E+00	3.26E+00
DRUP01020018T	2.82E+00	4.05E+00	3.48E+00
CPCT02310005T	2.93E+00	3.90E+00	3.06E+00
CPCT02250005T	9.99E+00	1.08E+01	5.67E+00
CPCT02330080T	3.23E+00	3.69E+00	2.68E+00
CPCT02100144T	3.53E+00	3.67E+00	2.73E+00
CPCT02330085T	3.80E+00	5.50E+00	4.15E+00
CPCT02010742T	2.54E+00	3.35E+00	2.44E+00
DRUP01010123T	3.40E+01	3.53E+01	1.27E+01
DRUP01220007T	3.07E+00	4.45E+00	3.57E+00
CPCT02300033T	1.86E+00	3.44E+00	2.77E+00
DRUP01010059T	3.14E+00	3.57E+00	2.20E+00
DRUP01010070T	2.56E+00	3.45E+00	2.36E+00
CPCT02160038T	2.20E+00	2.85E+00	2.19E+00
CPCT02440024T	4.47E-01	1.32E+00	1.27E+00
CPCT02030442T	3.22E+00	5.26E+00	4.41E+00
CPCT02330089T	3.39E+00	4.19E+00	2.69E+00
CPCT02210042T	2.14E+00	2.79E+00	2.20E+00
DRUP01070039T	2.03E+00	2.33E+00	2.09E+00
CPCT02220067T	2.99E+00	3.89E+00	3.11E+00
CPCT02340057T	3.23E+00	4.21E+00	2.73E+00
CPCT02010743T	2.81E+00	3.63E+00	2.65E+00
CPCT02030454T	2.95E+00	4.15E+00	2.73E+00
CPCT02320001T	4.26E+00	5.37E+00	4.38E+00
CPCT02390017T	2.96E+00	3.42E+00	3.06E+00
CPCT02370012T	4.30E+00	6.31E+00	5.04E+00
CPCT02240007TII	2.64E+00	4.21E+00	2.84E+00
CPCT02010747T	1.93E+00	3.26E+00	2.20E+00
CPCT02010750T	2.98E+00	3.59E+00	2.31E+00
CPCT02330092T	1.93E+00	2.48E+00	1.98E+00
DRUP01340017T	3.85E+01	4.15E+01	1.39E+01
CPCT02060259T	3.34E+00	4.36E+00	2.69E+00
CPCT02080197T	2.72E+00	4.01E+00	3.05E+00
CPCT02110059T	2.79E+00	3.44E+00	2.21E+00
CPCT02220076T	2.44E+00	3.31E+00	2.35E+00
CPCT02010751T	1.08E+00	2.52E+00	2.13E+00
CPCT02220077T	2.38E+00	2.84E+00	2.08E+00
DRUP01060010T	3.93E+00	4.51E+00	3.14E+00
CPCT02140061T	2.38E+00	2.88E+00	2.18E+00
CPCT02270018T	2.24E+00	3.07E+00	2.16E+00
CPCT02310007T	2.42E+00	3.42E+00	2.45E+00
CPCT02230087T	3.09E+00	4.32E+00	3.02E+00
CPCT02150048T	4.22E+00	5.62E+00	4.66E+00
DRUP01010122T	3.29E+01	3.26E+01	1.05E+01
CPCT02330095T	3.44E+00	4.67E+00	2.83E+00
CPCT02340075T	3.90E+00	4.41E+00	2.90E+00
DRUP01010072T	2.41E+00	3.85E+00	2.88E+00
CPCT02330087T	1.91E+00	3.12E+00	2.33E+00
CPCT02240010T	3.55E+00	4.03E+00	2.86E+00
CPCT02110062T	3.28E+00	5.25E+00	4.21E+00
WIDE01010038T	1.89E+00	2.73E+00	2.23E+00
CPCT02050325T	3.02E+00	4.21E+00	3.60E+00
CPCT02050327T	3.03E+00	4.45E+00	3.57E+00
CPCT02050329T	3.49E+00	4.70E+00	3.46E+00
WIDE01010060T	2.25E+00	3.04E+00	2.11E+00
WIDE01010100T	2.78E+00	3.10E+00	1.65E+00
DRUP01340006T	3.36E+00	4.35E+00	3.44E+00
CPCT02220036T	2.91E+00	3.46E+00	2.29E+00
WIDE01010066T	2.88E+00	3.80E+00	2.83E+00
WIDE01010077T	2.82E+00	3.24E+00	1.95E+00
CPCT02040226T	3.21E+00	4.39E+00	2.54E+00
CPCT02330098T	1.97E+00	2.42E+00	2.06E+00
WIDE01010091T	2.32E+00	3.27E+00	2.57E+00
CPCT02110064T	2.40E+00	3.14E+00	2.63E+00
WIDE01010063T	1.84E+00	2.85E+00	2.21E+00
WIDE01010097T	1.97E+00	2.96E+00	2.00E+00
WIDE01010096T	2.65E+00	3.79E+00	3.07E+00
CPCT02370022T	3.04E+00	4.03E+00	3.00E+00
CPCT02020695T	2.12E+00	3.86E+00	3.15E+00
CPCT02100201T	3.11E+00	3.31E+00	2.28E+00
CPCT02050335T	2.16E+00	3.13E+00	2.61E+00
CPCT02160040T	3.07E+00	4.89E+00	4.39E+00
CPCT02240012T	2.43E+00	3.05E+00	2.36E+00
WIDE01010128T	3.36E+00	3.86E+00	2.27E+00
CPCT02220081T	2.15E+00	2.53E+00	2.10E+00
CPCT02100165T	2.70E+00	3.25E+00	2.41E+00
DRUP01230004T	2.78E+01	2.96E+01	1.31E+01
DRUP01060002T	2.66E+00	4.10E+00	3.26E+00
WIDE01010206T	2.17E+00	3.55E+00	3.01E+00
WIDE01010001T	2.21E+00	2.76E+00	1.60E+00
CPCT02120112T	3.66E+00	4.25E+00	3.22E+00
CPCT02120119T	2.78E+00	4.15E+00	2.92E+00
WIDE01010154T	2.82E+00	5.25E+00	4.18E+00
CPCT02370020T	3.10E+00	4.19E+00	2.60E+00
CPCT02230090T	2.98E+00	4.41E+00	3.60E+00
CPCT02210048T	1.66E+00	2.50E+00	2.11E+00
WIDE01010159T	3.56E+00	4.75E+00	2.91E+00
WIDE01010179T	2.76E+00	3.60E+00	2.64E+00
WIDE01010177T	2.12E+00	3.29E+00	2.79E+00
WIDE01010166T	3.00E+00	3.71E+00	2.98E+00
CPCT02130069T	2.30E+00	3.20E+00	2.39E+00
WIDE01010168T	3.78E+00	4.83E+00	2.81E+00
CPCT02340074T	3.33E+00	4.02E+00	3.25E+00
CPCT02290032T	2.25E+00	2.71E+00	2.14E+00
WIDE01010200T	3.68E+00	5.10E+00	3.75E+00
DRUP01340016T	3.34E+01	3.27E+01	1.25E+01
WIDE01010228T	2.56E+00	4.40E+00	3.26E+00
WIDE01010227T	3.41E+00	4.25E+00	2.81E+00
WIDE01010232T	2.98E+00	3.67E+00	2.18E+00
WIDE01010196T	2.60E+00	3.58E+00	2.33E+00
CPCT02050352T	2.96E+00	3.99E+00	2.79E+00
CPCT02100173T	2.51E+00	4.00E+00	3.11E+00
CPCT02210049T	2.73E+00	3.09E+00	2.64E+00
WIDE01010236T	2.75E+00	3.68E+00	2.23E+00
CPCT02210050T	3.66E+00	4.33E+00	2.55E+00
WIDE01010218T	3.66E+00	4.57E+00	2.95E+00
WIDE01010261T	2.94E+00	3.91E+00	2.53E+00
CPCT02350002T	3.73E+00	4.64E+00	3.47E+00
CPCT02130089T	2.90E+00	3.74E+00	2.89E+00
WIDE01010251T	2.22E+00	3.21E+00	2.16E+00
WIDE01010273T	2.00E+00	2.44E+00	1.69E+00
WIDE01010252T	2.08E+00	3.08E+00	2.36E+00
WIDE01010258T	2.30E+00	3.01E+00	2.06E+00
WIDE01010291T	3.18E+00	3.60E+00	2.83E+00
CPCT02120124T	2.30E+00	3.38E+00	2.29E+00
WIDE01010269T	2.58E+00	3.96E+00	3.36E+00
CPCT02060231T	3.34E+00	4.56E+00	3.46E+00
WIDE01010300T	2.95E+00	4.09E+00	2.45E+00
WIDE01010319T	3.67E+00	4.78E+00	3.70E+00
WIDE01010327T	2.58E+00	3.37E+00	2.04E+00
CPCT02230100T	3.99E+00	5.10E+00	3.53E+00
WIDE01010338T	3.66E+00	4.73E+00	3.27E+00
CPCT02380040T	2.17E+00	3.76E+00	3.17E+00
WIDE01010299T	2.45E+00	2.78E+00	2.69E+00
WIDE01010353T	1.69E+00	2.46E+00	1.83E+00
CPCT02190017T	1.72E+00	2.48E+00	2.19E+00
WIDE01010366T	2.44E+00	3.64E+00	2.71E+00
CPCT02190037T	2.53E+00	4.29E+00	3.46E+00
WIDE01010389T	1.45E+00	1.94E+00	1.30E+00
CPCT02050354T	2.55E+00	3.44E+00	2.46E+00
CPCT02040122T	2.16E+00	3.45E+00	2.51E+00
DRUP01070080T	1.04E+01	0.00E+00	1.04E+01
WIDE01010027T	1.95E+00	2.45E+00	1.70E+00
CPCT02050358T	4.30E+00	5.83E+00	3.71E+00
WIDE01010407T	3.48E+00	4.76E+00	3.87E+00
DRUP01050026T	3.12E+00	4.50E+00	3.28E+00
CPCT02060136T	3.74E+00	5.02E+00	4.78E+00
CPCT02290036T	2.04E+00	2.85E+00	1.99E+00
WIDE01010426T	1.91E+00	2.53E+00	1.84E+00
WIDE01010379T	1.63E+00	2.23E+00	1.73E+00
CPCT02390022T	1.78E+00	2.78E+00	2.14E+00
WIDE01010429T	2.60E+00	3.96E+00	2.74E+00
WIDE01010434T	2.82E+00	2.96E+00	2.21E+00
CPCT02050355T	2.89E+00	4.18E+00	2.86E+00
CPCT02010835T	3.84E+00	4.48E+00	3.47E+00
DRUP01020053T	3.95E+01	4.21E+01	1.75E+01
DRUP01040016T	3.09E+01	3.12E+01	8.10E+00
CPCT02010841T	3.23E+00	3.80E+00	3.27E+00
WIDE01010441T	2.71E+00	2.99E+00	2.73E+00
CPCT02010786T	2.04E+01	2.05E+01	6.45E+00
WIDE01010439T	1.59E+00	2.46E+00	1.60E+00
CPCT02010839T	2.75E+00	3.76E+00	2.48E+00
DRUP01050025T	4.56E+00	5.24E+00	3.68E+00
WIDE01010446T	2.40E+00	3.45E+00	2.76E+00
WIDE01010447T	2.60E+00	3.55E+00	2.37E+00
WIDE01010425T	3.82E+00	4.65E+00	3.34E+00
WIDE01010442T	3.83E+00	4.26E+00	2.68E+00
WIDE01010451T	5.82E+00	7.92E+00	5.44E+00
CPCT02160049T	3.37E+00	4.98E+00	4.06E+00
WIDE01010456T	3.03E+00	3.81E+00	2.82E+00
CPCT02330111T	2.64E+00	3.93E+00	2.56E+00
CPCT02120136T	7.30E-01	1.85E+00	1.73E+00
CPCT02030493T	1.42E+00	2.18E+00	1.74E+00
CPCT02020757T	3.51E+00	4.68E+00	3.42E+00
DRUP01030018T	3.52E+01	3.74E+01	1.31E+01
CPCT02060239T	2.62E+00	3.92E+00	2.96E+00
CPCT02330112T	3.10E+00	4.37E+00	4.14E+00
DRUP01330008T	3.61E+00	4.58E+00	3.77E+00
CPCT02330043T	3.44E+00	5.91E+00	5.19E+00
CPCT02010873T	2.06E+00	2.41E+00	1.76E+00
CPCT02010860T	2.12E+00	2.97E+00	1.93E+00
CPCT02090050T	1.46E+00	2.19E+00	1.74E+00
CPCT02380047T	2.76E+00	3.86E+00	3.00E+00
CPCT02050375T	3.04E+00	3.75E+00	2.96E+00
CPCT02390027T	1.74E+00	2.36E+00	1.85E+00
DRUP01050028T	1.62E+01	1.65E+01	5.11E+00
CPCT02310013T	2.98E+00	4.53E+00	3.40E+00
CPCT02120145T	1.07E+00	1.92E+00	1.85E+00
WIDE01010606T	4.37E+01	4.99E+01	2.88E+01
CPCT02110071T	3.96E+00	5.31E+00	3.71E+00
CPCT02320005T	3.16E+00	4.24E+00	2.80E+00
CPCT02290044T	2.74E+00	3.96E+00	2.80E+00
CPCT02020758T	1.58E+00	2.26E+00	1.56E+00
DRUP01010047TII	9.02E+00	0.00E+00	9.02E+00
CPCT02010880T	2.26E+00	3.44E+00	2.46E+00
CPCT02010884T	2.03E+00	2.79E+00	2.24E+00
WIDE01010460T	3.51E+01	3.57E+01	1.36E+01
CPCT02010882T	3.22E+01	3.37E+01	1.14E+01
CPCT02080244T	2.58E+00	3.37E+00	2.52E+00
CPCT02010881T	2.83E+00	3.24E+00	2.31E+00
CPCT02170033T	2.11E+00	2.34E+00	2.29E+00
CPCT02120079T	2.04E+00	2.85E+00	2.09E+00
CPCT02040258T	3.47E+00	4.60E+00	4.01E+00
CPCT02040269T	2.83E+00	3.95E+00	2.98E+00
CPCT02090059T	3.61E+00	4.93E+00	3.66E+00
CPCT02330102T	3.05E+00	4.26E+00	3.23E+00
CPCT02390033T	2.33E+00	3.30E+00	2.33E+00
CPCT02030514T	2.50E+00	4.09E+00	3.75E+00
CPCT02010898T	3.62E-01	1.94E+00	1.92E+00
CPCT02110073T	2.92E+00	3.74E+00	2.35E+00
CPCT02340095T	1.71E+00	2.24E+00	1.91E+00
CPCT02050387T	2.33E+00	3.37E+00	2.25E+00
CPCT02390034T	4.15E+00	4.90E+00	3.41E+00
CPCT02130144T	2.83E+00	5.22E+00	4.05E+00
CPCT02210064T	4.47E+00	6.00E+00	3.09E+00
CPCT02410008T	1.54E+00	2.30E+00	1.79E+00
CPCT02170037T	3.11E+00	3.61E+00	3.19E+00
CPCT02170035T	2.54E+01	2.64E+01	1.05E+01
CPCT02020802T	2.60E+00	3.37E+00	2.39E+00
CPCT02230117T	3.68E+00	4.68E+00	3.48E+00
CPCT02350009T	4.15E+00	4.47E+00	3.62E+00
CPCT02210070T	2.29E+00	3.19E+00	2.37E+00
CPCT02120160T	3.09E+00	3.54E+00	2.62E+00
CPCT02180072T	2.44E+00	3.22E+00	2.21E+00
CPCT02350012T	2.16E+00	3.07E+00	2.30E+00
CPCT02050397T	2.56E+00	3.25E+00	2.53E+00
CPCT02030528T	3.39E+00	3.84E+00	3.48E+00
CPCT02100182T	2.39E+00	3.41E+00	2.53E+00
DRUP01050031T	4.04E+00	5.26E+00	4.45E+00
CPCT02370036T	2.68E+00	4.26E+00	3.03E+00
CPCT02050398T	2.59E+00	4.05E+00	3.03E+00
CPCT02120162T	2.15E+00	3.05E+00	2.47E+00
CPCT02130137T	2.58E+00	4.22E+00	2.83E+00
CPCT02300048T	2.01E+00	3.23E+00	2.44E+00
CPCT02250011T	2.79E+00	5.13E+00	4.23E+00
CPCT02050261T	2.58E+00	3.52E+00	2.28E+00
DRUP01160001T	3.42E+00	4.37E+00	4.05E+00
CPCT02150025T	2.16E+00	3.45E+00	2.51E+00
DRUP01020033T	3.70E+00	4.99E+00	3.41E+00
CPCT02460002T	2.98E+00	4.29E+00	3.85E+00
CPCT02040264T	3.05E+00	3.63E+00	3.00E+00
CPCT02370037T	3.32E+00	4.56E+00	3.12E+00
CPCT02100188T	3.99E-01	8.07E-01	7.60E-01
DRUP01220004T	1.54E+00	2.06E+00	1.83E+00
CPCT02380011T	2.27E+00	3.57E+00	3.00E+00
CPCT02160057T	2.33E+00	3.22E+00	2.66E+00
CPCT02050220T	2.41E+00	3.50E+00	2.59E+00
CPCT02220059T	1.74E+00	2.89E+00	2.22E+00
DRUP01090023T	1.69E+00	2.63E+00	2.21E+00
CPCT02120171T	2.79E+00	3.78E+00	2.60E+00
CPCT02050269T	1.93E+00	2.83E+00	2.27E+00
CPCT02230023T	2.96E+00	3.63E+00	3.17E+00
CPCT02180045T	3.81E+00	5.28E+00	3.54E+00
CPCT02090023T	3.33E+00	4.49E+00	3.91E+00
CPCT02050238T	1.65E+00	2.73E+00	2.10E+00
CPCT02070405T	4.31E+00	5.47E+00	4.02E+00
CPCT02060135T	3.10E+00	3.93E+00	2.75E+00
CPCT02230053T	3.63E+00	4.41E+00	2.35E+00
CPCT02330052T	3.04E+00	4.63E+00	3.54E+00
CPCT02330049T	3.43E+00	4.87E+00	3.27E+00
DRUP01010047T	2.58E+01	2.85E+01	1.19E+01
CPCT02370002TII	2.98E+00	4.44E+00	3.17E+00
CPCT02190023T	3.22E+00	3.88E+00	2.59E+00
CPCT02230055T	2.54E+00	4.13E+00	3.35E+00
CPCT02030414T	3.84E+00	5.17E+00	3.42E+00
DRUP01030026T	3.13E+00	3.91E+00	2.29E+00
CPCT02050278T	2.67E+00	3.78E+00	2.44E+00
CPCT02210027T	3.02E+00	3.93E+00	3.01E+00
CPCT02230045T	3.16E+00	4.22E+00	2.46E+00
CPCT02110046T	2.09E+00	2.95E+00	2.36E+00
CPCT02010674T	2.63E+00	3.10E+00	2.48E+00
CPCT02050279T	3.00E+01	3.03E+01	7.80E+00
CPCT02220027T	3.36E+00	4.28E+00	3.05E+00
CPCT02160034T	5.64E+00	6.32E+00	3.26E+00
CPCT02070239T	2.54E+00	3.87E+00	2.98E+00
CPCT02340024T	3.70E+00	4.47E+00	3.59E+00
CPCT02030382T	2.52E+00	3.44E+00	2.35E+00
CPCT02120054T	1.69E+00	2.53E+00	2.04E+00
CPCT02310002T	2.82E+00	3.22E+00	2.14E+00
CPCT02120066T	3.55E+00	4.96E+00	3.99E+00
CPCT02440001T	2.73E+00	4.00E+00	2.66E+00
CPCT02100120T	5.32E+00	6.77E+00	4.89E+00
DRUP01010051T	2.87E+01	2.89E+01	7.89E+00
CPCT02340036T	3.01E+00	3.67E+00	3.42E+00
CPCT02040165T	2.82E+00	3.53E+00	2.64E+00
CPCT02450004T	3.07E+00	3.66E+00	2.77E+00
CPCT02330051T	2.42E+00	4.14E+00	3.38E+00
CPCT02080126T	1.96E+00	3.25E+00	2.58E+00
CPCT02240007T	1.34E+00	2.01E+00	1.75E+00
CPCT02340014T	2.91E+00	4.19E+00	3.99E+00
CPCT02170016T	2.63E+00	3.50E+00	2.51E+00
CPCT02330055T	2.33E+00	2.94E+00	1.93E+00
CPCT02180042T	2.48E+00	3.28E+00	2.46E+00
CPCT02010666T	2.08E+00	3.00E+00	2.24E+00
CPCT02340029T	4.37E+00	5.57E+00	4.27E+00
CPCT02070232T	2.59E+00	3.29E+00	2.28E+00
CPCT02080042T	3.65E+00	4.89E+00	3.42E+00
CPCT02240009T	2.66E+00	4.00E+00	3.16E+00
CPCT02230057T	2.27E+00	3.46E+00	2.71E+00
CPCT02040183T	5.07E-01	1.65E+00	1.63E+00
CPCT02050256T	1.61E+00	2.76E+00	2.10E+00
CPCT02050258T	2.72E+00	4.03E+00	3.03E+00
CPCT02330053T	2.52E+00	4.06E+00	3.21E+00
DRUP01010041T	3.56E+00	4.38E+00	3.31E+00
DRUP01010044T	5.21E+00	6.29E+00	3.69E+00
CPCT02020611T	3.10E+00	4.60E+00	3.86E+00
CPCT02050252T	4.46E+00	5.89E+00	3.93E+00
CPCT02290017T	2.56E+00	3.28E+00	2.14E+00
CPCT02050259T	4.07E+00	4.55E+00	3.75E+00
CPCT02060155T	2.46E+00	3.94E+00	3.32E+00
CPCT02050260T	2.25E+00	3.16E+00	2.44E+00
CPCT02290016T	2.69E+00	3.43E+00	2.71E+00
CPCT02050118T	2.24E+00	3.67E+00	2.75E+00
CPCT02090004T	3.51E+00	4.27E+00	3.43E+00
CPCT02050115T	3.20E+00	3.99E+00	2.79E+00
CPCT02210007T	2.49E+00	3.80E+00	2.48E+00
CPCT02050175T	2.63E+00	3.54E+00	2.31E+00
CPCT02380005T	2.26E+00	3.32E+00	2.45E+00
CPCT02010543T	2.41E+00	3.49E+00	2.63E+00
CPCT02270001T	3.31E+00	4.64E+00	3.79E+00
CPCT02100019T	2.48E+01	2.66E+01	1.08E+01
CPCT02010576T	1.70E+00	2.14E+00	1.79E+00
CPCT02330024T	2.56E+00	3.62E+00	2.31E+00
CPCT02120021T	2.73E+00	4.12E+00	2.87E+00
CPCT02120023T	2.45E+00	3.11E+00	2.30E+00
CPCT02030343T	1.72E+00	2.25E+00	1.69E+00
CPCT02330036T	2.82E+00	3.42E+00	2.53E+00
CPCT02050184T	3.94E+00	4.25E+00	3.42E+00
DRUP01070017T	3.87E+00	4.70E+00	4.11E+00
CPCT02210018T	3.66E+00	4.01E+00	2.63E+00
CPCT02020521T	1.91E+00	2.73E+00	1.99E+00
CPCT02110033T	3.52E+00	4.40E+00	4.07E+00
CPCT02220019T	3.17E+00	5.18E+00	3.71E+00
CPCT02010579T	3.14E+00	5.06E+00	3.27E+00
CPCT02010587T	2.14E+00	2.88E+00	2.33E+00
CPCT02220020T	1.81E+00	3.32E+00	2.96E+00
CPCT02060096T	2.75E+00	3.33E+00	2.39E+00
CPCT02070167T	2.10E+00	2.63E+00	1.62E+00
CPCT02080077T	1.78E+00	2.96E+00	2.07E+00
CPCT02300017T	2.47E+00	3.51E+00	2.58E+00
CPCT02010590T	3.49E+00	4.90E+00	3.83E+00
CPCT02220022T	2.92E+00	3.36E+00	2.67E+00
CPCT02120031T	3.12E+00	3.90E+00	2.86E+00
CPCT02120030T	2.68E+00	3.79E+00	2.68E+00
DRUP01010025T	2.91E+01	2.93E+01	8.36E+00
CPCT02010604T	1.53E+00	2.61E+00	2.12E+00
CPCT02100086T	2.25E+00	3.40E+00	2.95E+00
CPCT02050199T	2.70E+00	3.85E+00	2.70E+00
CPCT02220023T	5.34E+00	6.90E+00	6.30E+00
CPCT02010605T	3.15E+00	4.15E+00	2.22E+00
CPCT02060103T	3.97E+00	4.24E+00	2.31E+00
CPCT02010607T	2.29E+00	2.83E+00	2.40E+00
CPCT02010598T	3.43E+00	3.77E+00	2.75E+00
CPCT02140047T	2.74E+00	4.36E+00	3.35E+00
CPCT02070171T	2.55E+00	3.60E+00	2.48E+00
CPCT02220024T	3.92E+00	5.00E+00	4.01E+00
CPCT02160028T	3.36E+00	4.30E+00	2.69E+00
CPCT02370005T	2.67E+00	3.51E+00	2.87E+00
CPCT02230024T	2.09E+00	3.45E+00	2.97E+00
CPCT02230032T	3.09E+00	3.74E+00	2.36E+00
CPCT02070185T	2.54E+00	3.53E+00	2.62E+00
CPCT02230027T	3.07E+00	5.11E+00	3.98E+00
CPCT02030357T	3.85E+01	3.92E+01	1.56E+01
CPCT02080062T	3.21E+00	4.50E+00	3.12E+00
CPCT02330045T	2.77E+00	4.24E+00	3.22E+00
CPCT02010614T	1.76E+00	2.58E+00	2.07E+00
CPCT02380015T	1.94E+00	3.01E+00	2.20E+00
CPCT02050187T	3.40E+00	3.52E+00	2.65E+00
