Samples	ID83A	ID83B	ID83C
SP18310	122302	11680	0
SP17172	34778	5102	0
SP96133	70371	6729	288
SP110242	100217	24278	0
SP114330	98	1042	148
SP21017	98117	14262	0
SP22383	73719	5429	140
SP81312	2335	8147	1107
SP22031	0	3281	213
SP96112	76	588	89
SP19215	68166	5219	346
SP96120	253	1268	494
SP16886	0	6398	1265
SP96124	435	1147	55
SP19295	278	3822	178
SP19670	146	948	56
SP17905	3937	17718	4011
SP16934	320	723	491
SP20993	303	1366	335
SP19983	645	1095	532
SP18121	70662	29368	0
SP96122	754	1568	152
SP119755	898	1148	365
SP96126	569	2681	50
SP19606	138	456	406
SP96118	7312	1973	180
SP21528	113	1061	128
SP21400	179	9739	633
SP23078	71	330	652
SP17430	34	442	150
SP96110	341	670	234
SP18946	4946	10854	1001
SP21057	822	984	326
SP22750	147	915	164
SP19750	115	1069	48
SP17016	568	822	122
SP16958	383	1639	259
SP17329	138	557	168
SP96116	214	1002	103
SP96129	537	1015	155
SP21193	271	648	122
SP18787	313	1872	74
SP96114	92	1018	317
SP19582	41	341	200
SP17294	521	1276	468
SP80367	0	320	773
SP82087	76	676	294
SP80615	322	15281	3736
SP80271	308	906	159
SP81172	269	403	631
SP81840	653	1615	96
SP80657	38	532	112
SP81494	100	685	400
SP81711	248	1724	457
SP80423	316	578	253
SP80754	243	805	272
SP81440	3	359	115
SP80950	258	469	62
SP82103	0	1436	42
SP81137	39	724	1891
DRUP01010006T	344	1206	268
CPCT02020319T	441	953	417
CPCT02040021T	346	1086	437
CPCT02110003T	58	1021	117
CPCT02140012T	710	997	888
CPCT02040027T	963	1099	423
CPCT02100013T	1023	1309	880
CPCT02050048T	331	922	362
CPCT02060015T	666	1006	500
CPCT02010397T	610	1456	231
CPCT02040040T	313	1179	519
CPCT02110008T	519	1220	438
CPCT02050057T	437	1903	233
CPCT02050061T	138	782	276
CPCT02110011T	392	912	169
CPCT02020383T	272	800	577
CPCT02010414T	646	530	985
CPCT02210001T	589	1124	257
CPCT02210003T	471	1694	377
CPCT02330007T	126	846	802
CPCT02050068T	288	376	318
CPCT02050075T	558	835	1168
CPCT02040058T	534	1011	683
CPCT02330009T	221	695	139
DRUP01010007T	2361	1111	814
DRUP01070001T	96943	7506	733
CPCT02040021TII	567	1375	458
CPCT02340048T	192	983	1164
CPCT02330131T	191	605	493
CPCT02190027T	292	815	453
CPCT02050300T	448	987	473
DRUP01070063T	345	527	3278
CPCT02060160T	481	816	728
CPCT02030443T	468	610	1155
CPCT02020651T	413	1355	769
DRUP01090009T	411	685	462
CPCT02070273T	333	1220	788
CPCT02210041T	609	632	554
CPCT02010750TII	438	1041	635
CPCT02160059T	85	1295	203
DRUP01340003T	139	47	3310
CPCT02080283T	317	1102	998
DRUP01330002T	835	1055	683
CPCT02330078T	130	1782	558
CPCT02010730T	689	858	674
CPCT02050307T	323	917	404
DRUP01340004T	1143	1779	808
CPCT02120078T	9	1094	682
CPCT02100139T	481	866	285
CPCT02230077T	422	962	1260
CPCT02230078T	254	814	692
CPCT02010735T	192	913	167
DRUP01010051TII	436	1529	481
CPCT02440004T	1350	1890	410
CPCT02220032T	853	1229	1414
CPCT02130031T	473	1194	547
DRUP01020018T	488	1271	667
CPCT02310005T	515	887	571
CPCT02250005T	37011	105	739
CPCT02330080T	594	1075	571
CPCT02100144T	648	819	1125
CPCT02330085T	661	1279	1074
CPCT02010742T	371	836	283
DRUP01010123T	172823	23515	452
DRUP01220007T	361	989	1110
CPCT02300033T	84	418	976
DRUP01010059T	675	677	257
DRUP01010070T	285	836	587
CPCT02160038T	212	702	305
CPCT02440024T	0	246	104
CPCT02030442T	469	1646	1113
CPCT02330089T	530	1506	376
CPCT02210042T	377	499	264
DRUP01070039T	497	141	482
CPCT02220067T	373	1069	834
CPCT02340057T	568	1045	256
CPCT02010743T	487	611	601
CPCT02030454T	627	822	396
CPCT02320001T	840	959	1997
CPCT02390017T	503	892	638
CPCT02370012T	833	2079	985
CPCT02240007TII	271	940	509
CPCT02010747T	88	1044	221
CPCT02010750T	417	1011	305
CPCT02330092T	224	416	223
DRUP01340017T	184960	6343	3770
CPCT02060259T	611	1188	484
CPCT02080197T	440	1289	343
CPCT02110059T	787	469	320
CPCT02220076T	185	1106	166
CPCT02010751T	1	700	169
CPCT02220077T	275	297	647
DRUP01060010T	1047	712	932
CPCT02140061T	912	390	248
CPCT02270018T	243	834	205
CPCT02310007T	237	1159	465
CPCT02230087T	498	1535	344
CPCT02150048T	822	1522	1659
DRUP01010122T	143884	15329	1130
CPCT02330095T	531	1253	334
CPCT02340075T	785	1933	244
DRUP01010072T	216	1071	603
CPCT02330087T	138	390	986
CPCT02240010T	530	1274	615
CPCT02110062T	211	2097	1117
WIDE01010038T	146	364	616
CPCT02050325T	459	1203	945
CPCT02050327T	416	1438	351
CPCT02050329T	564	1506	827
WIDE01010060T	210	789	357
WIDE01010100T	378	755	225
DRUP01340006T	683	878	1385
CPCT02220036T	434	729	614
WIDE01010066T	704	831	370
WIDE01010077T	315	899	301
CPCT02040226T	409	1509	165
CPCT02330098T	354	289	275
WIDE01010091T	194	974	413
CPCT02110064T	225	735	385
WIDE01010063T	166	606	319
WIDE01010097T	151	946	135
WIDE01010096T	408	929	544
CPCT02370022T	322	1349	542
CPCT02020695T	214	1144	479
CPCT02100201T	494	1195	242
CPCT02050335T	129	515	730
CPCT02160040T	491	586	2439
CPCT02240012T	399	533	673
WIDE01010128T	392	1185	512
CPCT02220081T	226	595	294
CPCT02100165T	361	629	533
DRUP01230004T	168820	6980	2644
DRUP01060002T	140	1026	908
WIDE01010206T	249	625	1411
WIDE01010001T	291	467	148
CPCT02120112T	568	1718	704
CPCT02120119T	440	968	261
WIDE01010154T	364	1949	460
CPCT02370020T	569	1015	298
CPCT02230090T	414	1159	584
CPCT02210048T	94	362	522
WIDE01010159T	1021	1408	224
WIDE01010179T	364	1454	271
WIDE01010177T	114	1120	469
WIDE01010166T	626	1010	657
CPCT02130069T	162	1003	263
WIDE01010168T	566	1492	373
CPCT02340074T	438	822	1058
CPCT02290032T	365	576	173
WIDE01010200T	792	1360	542
DRUP01340016T	132490	29742	0
WIDE01010228T	341	1521	361
WIDE01010227T	540	1457	310
WIDE01010232T	483	844	129
WIDE01010196T	234	980	263
CPCT02050352T	347	801	1035
CPCT02100173T	344	631	1021
CPCT02210049T	370	715	570
WIDE01010236T	269	967	281
CPCT02210050T	269	1889	313
WIDE01010218T	900	1790	371
WIDE01010261T	224	1447	200
CPCT02350002T	800	965	711
CPCT02130089T	477	775	548
WIDE01010251T	154	533	385
WIDE01010273T	156	640	139
WIDE01010252T	87	1219	249
WIDE01010258T	264	809	469
WIDE01010291T	1031	697	363
CPCT02120124T	180	669	754
WIDE01010269T	324	811	1236
CPCT02060231T	437	993	1449
WIDE01010300T	296	901	583
WIDE01010319T	170	1389	1818
WIDE01010327T	217	1030	138
CPCT02230100T	947	1530	1071
WIDE01010338T	609	1720	522
CPCT02380040T	212	913	792
WIDE01010299T	239	514	990
WIDE01010353T	174	523	204
CPCT02190017T	91	339	756
WIDE01010366T	76	1814	268
CPCT02190037T	169	633	1545
WIDE01010389T	93	366	117
CPCT02050354T	347	849	350
CPCT02040122T	116	804	598
DRUP01070080T	131399	0	1986
WIDE01010027T	156	529	239
CPCT02050358T	630	3224	211
WIDE01010407T	580	934	1509
DRUP01050026T	568	640	950
CPCT02060136T	678	922	2669
CPCT02290036T	76	1204	79
WIDE01010426T	207	626	124
WIDE01010379T	97	453	304
CPCT02390022T	115	559	376
WIDE01010429T	163	1014	642
WIDE01010434T	355	713	321
CPCT02050355T	354	1249	359
CPCT02010835T	1677	1076	619
DRUP01020053T	181823	24064	2550
DRUP01040016T	136489	17078	79
CPCT02010841T	593	877	576
WIDE01010441T	627	420	641
CPCT02010786T	98987	7542	275
WIDE01010439T	66	550	118
CPCT02010839T	343	1065	257
DRUP01050025T	1253	901	1319
WIDE01010446T	394	507	532
WIDE01010447T	225	1173	171
WIDE01010425T	924	1719	646
WIDE01010442T	835	1632	458
WIDE01010451T	3459	2249	919
CPCT02160049T	641	1118	959
WIDE01010456T	325	922	978
CPCT02330111T	307	1405	222
CPCT02120136T	0	475	108
CPCT02030493T	67	409	274
CPCT02020757T	689	1539	782
DRUP01030018T	193762	15916	2127
CPCT02060239T	440	985	477
CPCT02330112T	698	1336	971
DRUP01330008T	594	1074	1621
CPCT02330043T	779	1282	2172
CPCT02010873T	193	718	173
CPCT02010860T	205	629	115
CPCT02090050T	48	665	218
CPCT02380047T	246	1034	774
CPCT02050375T	472	1253	1021
CPCT02390027T	136	599	150
DRUP01050028T	61764	2557	121
CPCT02310013T	387	1370	597
CPCT02120145T	14	457	160
WIDE01010606T	94088	66781	0
CPCT02110071T	669	1691	949
CPCT02320005T	501	1016	1085
CPCT02290044T	262	751	954
CPCT02020758T	68	460	100
DRUP01010047TII	121902	0	420
CPCT02010880T	195	763	396
CPCT02010884T	117	371	957
WIDE01010460T	177254	25512	1531
CPCT02010882T	168171	11239	1739
CPCT02080244T	343	852	645
CPCT02010881T	584	751	244
CPCT02170033T	371	469	516
CPCT02120079T	184	873	204
CPCT02040258T	530	501	2192
CPCT02040269T	379	840	737
CPCT02090059T	693	825	1166
CPCT02330102T	488	938	634
CPCT02390033T	400	605	245
CPCT02030514T	135	1588	984
CPCT02010898T	0	689	160
CPCT02110073T	572	816	177
CPCT02340095T	310	347	358
CPCT02050387T	174	1059	118
CPCT02390034T	863	1133	1242
CPCT02130144T	121	2961	449
CPCT02210064T	2375	1527	270
CPCT02410008T	81	496	128
CPCT02170037T	340	363	2026
CPCT02170035T	131162	9923	1290
CPCT02020802T	308	1168	239
CPCT02230117T	831	1517	531
CPCT02350009T	1458	629	996
CPCT02210070T	216	986	284
CPCT02120160T	562	1021	419
CPCT02180072T	239	676	304
CPCT02350012T	226	868	285
CPCT02050397T	413	646	446
CPCT02030528T	614	749	1344
CPCT02100182T	309	545	523
DRUP01050031T	1304	961	1078
CPCT02370036T	252	1274	629
CPCT02050398T	121	2053	194
CPCT02120162T	166	884	257
CPCT02130137T	241	1311	311
CPCT02300048T	70	1039	364
CPCT02250011T	316	442	2697
CPCT02050261T	487	823	387
DRUP01160001T	425	551	2076
CPCT02150025T	120	803	345
DRUP01020033T	793	1124	1171
CPCT02460002T	327	492	2079
CPCT02040264T	468	796	567
CPCT02370037T	728	1200	520
CPCT02100188T	0	63	99
DRUP01220004T	161	314	347
CPCT02380011T	159	829	668
CPCT02160057T	222	587	690
CPCT02050220T	257	609	593
CPCT02220059T	78	274	913
DRUP01090023T	58	724	204
CPCT02120171T	389	1011	385
CPCT02050269T	79	504	490
CPCT02230023T	1044	498	750
CPCT02180045T	926	1505	345
CPCT02090023T	220	1724	1075
CPCT02050238T	81	683	281
CPCT02070405T	1302	1105	855
CPCT02060135T	364	997	387
CPCT02230053T	604	1352	264
CPCT02330052T	595	1715	631
CPCT02330049T	655	972	629
DRUP01010047T	139781	0	1482
CPCT02370002TII	444	1116	862
CPCT02190023T	517	1140	452
CPCT02230055T	224	913	1188
CPCT02030414T	537	1949	185
DRUP01030026T	618	863	143
CPCT02050278T	158	1167	267
CPCT02210027T	222	1237	848
CPCT02230045T	470	1023	268
CPCT02110046T	150	352	970
CPCT02010674T	314	634	675
CPCT02050279T	131651	9599	151
CPCT02220027T	448	1184	616
CPCT02160034T	2958	1410	385
CPCT02070239T	182	1486	216
CPCT02340024T	891	1240	846
CPCT02030382T	668	569	338
CPCT02120054T	85	433	553
CPCT02310002T	478	803	325
CPCT02120066T	757	1340	1080
CPCT02440001T	453	1148	299
CPCT02100120T	1713	2304	1255
DRUP01010051T	117928	12814	603
CPCT02340036T	661	790	1210
CPCT02040165T	240	933	776
CPCT02450004T	506	882	888
CPCT02330051T	365	905	608
CPCT02080126T	71	862	541
CPCT02240007T	115	331	229
CPCT02340014T	135	33	3092
CPCT02170016T	379	740	512
CPCT02330055T	407	490	269
CPCT02180042T	270	550	635
CPCT02010666T	252	880	245
CPCT02340029T	1195	1978	932
CPCT02070232T	269	634	546
CPCT02080042T	555	1616	389
CPCT02240009T	230	1119	696
CPCT02230057T	126	702	870
CPCT02040183T	0	333	162
CPCT02050256T	138	508	366
CPCT02050258T	172	1788	340
CPCT02330053T	219	1006	709
DRUP01010041T	861	987	1302
DRUP01010044T	2629	1186	933
CPCT02020611T	505	1179	1004
CPCT02050252T	1087	1828	1421
CPCT02290017T	175	1171	252
CPCT02050259T	1514	577	1432
CPCT02060155T	241	1015	461
CPCT02050260T	146	920	306
CPCT02290016T	288	667	479
CPCT02050118T	417	1018	357
CPCT02090004T	600	617	1629
CPCT02050115T	591	964	580
CPCT02210007T	226	1672	276
CPCT02050175T	308	987	387
CPCT02380005T	137	862	401
CPCT02010543T	132	1358	489
CPCT02270001T	349	970	1687
CPCT02100019T	93073	17064	1509
CPCT02010576T	149	329	208
CPCT02330024T	316	1002	258
CPCT02120021T	330	1348	261
CPCT02120023T	253	613	293
CPCT02030343T	203	452	106
CPCT02330036T	590	819	383
CPCT02050184T	1256	824	985
DRUP01070017T	456	652	1754
CPCT02210018T	668	1560	496
CPCT02020521T	121	592	286
CPCT02110033T	733	1010	1377
CPCT02220019T	223	1319	1527
CPCT02010579T	420	1839	238
CPCT02010587T	167	600	410
CPCT02220020T	93	1028	544
CPCT02060096T	428	947	337
CPCT02070167T	210	789	96
CPCT02080077T	129	753	243
CPCT02300017T	88	1251	289
CPCT02010590T	928	1072	1316
CPCT02220022T	237	1494	255
CPCT02120031T	538	951	563
CPCT02120030T	302	1046	413
DRUP01010025T	139701	8691	624
CPCT02010604T	41	704	185
CPCT02100086T	277	619	685
CPCT02050199T	359	864	583
CPCT02220023T	348	499	5514
CPCT02010605T	285	1505	195
CPCT02060103T	1097	860	438
CPCT02010607T	280	387	1003
CPCT02010598T	1078	701	258
CPCT02140047T	532	1041	294
CPCT02070171T	216	1220	256
CPCT02220024T	599	908	1811
CPCT02160028T	317	1349	539
CPCT02370005T	543	789	468
CPCT02230024T	148	968	801
CPCT02230032T	622	1070	322
CPCT02070185T	245	1220	502
CPCT02230027T	292	1876	488
CPCT02030357T	190033	16560	1990
CPCT02080062T	384	1313	388
CPCT02330045T	374	1091	485
CPCT02010614T	119	354	507
CPCT02380015T	201	737	171
CPCT02050187T	640	902	473
CPCT02050211T	93907	12175	751
CPCT02020554T	740	1321	996
CPCT02030361T	233	1177	1436
CPCT02080131T	195	634	231
CPCT02380016T	5209	367	2146
CPCT02340017T	292	508	1285
CPCT02010623T	1009	1387	1127
CPCT02010624T	715	1377	326
DRUP01090003T	112666	12441	1066
CPCT02210023T	303	696	981
CPCT02210024T	64	292	1177
CPCT02050227T	46	519	166
CPCT02070198T	351	612	410
CPCT02030371T	254	744	1178
CPCT02040140T	177	442	294
CPCT02060124T	6	554	499
CPCT02220025T	788	1322	568
CPCT02120042T	191384	1515	1961
CPCT02120048T	356	439	195
CPCT02120044T	189	392	387
CPCT02120041T	94	706	276
CPCT02050234T	1004	1057	212
CPCT02050241T	228	691	606
CPCT02100106T	171	940	248
CPCT02210029T	371	552	982
CPCT02340022T	0	8883	1486
CPCT02040148T	745	2272	255
CPCT02040152T	556	911	207
CPCT02040151T	310	613	472
CPCT02180008T	425	2028	244
CPCT02110012T	29	322	72
CPCT02050093T	659	1408	554
CPCT02040068T	189	715	334
CPCT02050085T	611	1192	697
CPCT02110013T	1268	1392	974
CPCT02100042T	82	1074	1004
CPCT02040067T	353	1044	278
CPCT02030306T	248	1567	471
CPCT02050097T	422	1022	288
CPCT02040062T	114	1220	315
CPCT02190004T	220	337	286
CPCT02070066T	497	761	1773
CPCT02230003T	438	1323	920
CPCT02210008T	554	973	557
CPCT02050095T	487	609	532
CPCT02210009T	426	676	845
CPCT02230005T	74	413	114
CPCT02010473T	130	787	161
CPCT02010485T	189	478	648
CPCT02050104T	249	252	4664
