Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H
SP123975	0	2211	0	0	0	0	0	0
SP124044	34	0	0	0	8	0	0	25
SP123972	47	51	0	159	58	0	98	0
SP123850	0	7	35	33	0	0	0	66
SP123902	6	6	35	42	8	1	7	54
SP123884	80	6	8	32	6	7	5	75
SP123964	39	6	0	28	0	0	0	64
SP123995	46	0	0	18	5	0	0	69
SP123846	12	3	20	8	7	3	15	108
SP124003	0	7	25	16	7	6	0	32
SP123876	32	5	33	16	8	0	0	39
SP123878	20	6	12	20	6	5	8	14
SP123842	45	0	0	37	0	0	0	17
SP123900	70	2	27	6	4	3	11	20
SP123978	13	4	0	22	0	0	17	9
SP123897	0	4	29	16	13	0	0	30
SP124013	30	0	17	22	6	0	0	50
SP124021	27	0	21	0	7	0	0	34
SP123852	41	10	18	0	8	0	0	44
SP123998	31	0	0	30	23	9	43	34
SP123967	25	4	36	13	0	0	0	18
SP123988	79	13	92	65	6	0	0	36
SP123984	30	7	12	16	3	2	1	32
SP123858	0	0	0	15	10	0	18	45
SP123890	13	0	24	29	4	0	0	28
SP123950	26	6	30	21	5	0	0	53
SP123886	5	4	6	18	6	2	3	18
SP124033	20	0	0	0	5	8	0	54
SP123892	52	10	0	50	12	0	0	56
SP123840	0	0	41	0	7	9	17	48
SP123969	44	0	0	51	11	0	0	37
SP123953	12	11	29	22	7	5	17	14
SP123955	0	0	21	59	0	0	0	15
SP123882	41	5	19	21	7	3	3	113
SP123894	37	11	3	14	8	4	18	103
SP124017	17	3	0	0	6	4	0	17
SP123856	0	0	19	24	5	0	0	25
SP123854	49	6	0	0	6	0	18	38
SP123888	12	0	0	25	6	6	16	43
SP123870	0	4	17	0	3	5	0	62
SP123958	26	0	0	0	4	0	13	21
SP123844	24	1	25	13	6	3	15	29
SP123872	29	4	19	20	23	1	2	60
SP123874	0	7	47	21	12	0	0	28
SP123836	46	0	0	0	21	0	0	111
SP43633	0	6	25	22	5	0	11	8
SP36498	399	14	185	91	0	0	0	0
SP37516	364	0	107	74	11	0	0	0
SP39997	423	20	155	56	21	17	12	34
SP35617	295	0	233	113	30	0	0	0
SP37636	81	10	72	63	28	6	30	23
SP39907	153	18	225	93	0	0	0	0
SP40736	371	29	248	154	16	21	6	4
SP42154	326	12	161	67	51	0	0	63
SP39594	342	25	156	121	1	23	21	35
SP41453	258	11	159	86	35	3	16	6
SP34452	781	18	256	214	7	5	19	2
SP42829	430	26	197	51	59	4	14	8
SP37970	494	20	208	133	15	14	75	57
SP34186	499	27	242	148	58	17	24	15
SP37903	698	22	282	157	26	0	0	0
SP35849	70	4	84	57	29	6	10	19
SP36586	57	61	19	42	120	7	22	16
SP34431	301	0	115	55	0	0	0	0
SP37432	197	13	156	96	15	0	0	0
SP35989	163	14	90	63	6	9	26	31
SP39102	229	7	90	40	20	4	37	25
SP34493	46	10	163	78	30	2	10	11
SP36036	141	10	107	121	18	1	13	11
SP35951	448	40	137	86	14	12	54	33
SP39248	204	7	91	50	16	2	28	26
SP34246	307	0	314	144	0	0	0	0
SP35412	361	0	150	183	15	0	0	0
SP39298	913	39	379	246	6	20	19	25
SP38044	349	27	282	233	0	0	0	0
SP38271	401	31	110	132	15	14	24	59
SP43201	223	11	124	169	5	10	15	3
SP34191	231	6	125	61	12	9	11	23
SP40047	397	89	280	249	0	0	0	0
SP39349	274	1	124	109	11	4	2	52
SP37369	225	10	142	97	0	0	0	0
SP38759	257	16	240	136	19	12	19	49
SP36218	114	8	25	32	12	2	27	99
SP43510	524	0	153	176	0	0	0	0
SP43770	269	15	151	119	15	0	0	42
SP43651	837	48	186	101	61	9	40	79
SP106656	690	43	336	170	12	21	19	16
SP97249	320	54	316	287	181	0	0	0
SP106638	805	36	393	260	5	16	5	21
SP97161	728	32	272	129	31	29	43	20
SP43696	776	43	339	109	17	22	40	11
SP97113	468	28	149	120	13	18	7	25
SP97124	883	30	376	290	1	33	34	6
SP43808	223	33	206	122	20	21	18	38
SP43822	0	16	0	73	369	0	0	0
SP43514	365	22	123	139	0	0	0	0
SP97258	477	19	262	205	0	0	0	0
SP97194	1106	38	498	267	70	31	93	73
SP109470	685	49	416	176	94	9	42	57
SP97278	536	13	218	83	22	17	17	38
SP109544	709	39	161	70	66	0	0	0
SP97104	0	17	0	423	0	0	64	0
SP106577	845	47	267	82	28	29	132	74
SP109457	49	31	31	53	211	13	8	38
SP109478	62	6	59	31	9	2	12	16
SP43688	580	19	118	105	15	11	4	48
SP97243	323	22	153	169	6	12	13	29
SP97269	750	26	245	157	19	20	81	3
SP113926	111	0	73	101	0	0	0	31
SP106560	274	11	139	166	1	7	7	42
SP43792	746	38	282	227	0	0	0	0
SP106602	406	25	110	87	10	5	33	58
SP97145	159	8	61	49	6	2	13	62
SP43664	698	53	466	412	94	0	0	0
SP43532	682	39	260	132	0	0	0	0
SP102816	294	19	125	164	2	8	30	68
SP102795	830	39	229	288	107	0	0	0
SP103197	391	20	240	173	18	11	8	22
SP102827	684	39	436	215	0	0	0	0
SP103233	342	18	264	116	23	11	19	66
SP103507	84	30	642	15	32	12	3	6
SP103100	269	19	135	67	19	0	0	0
SP103416	259	12	89	71	17	0	0	38
SP103005	192	25	112	91	13	4	3	18
SP102759	760	8	264	151	45	21	23	30
SP102741	345	0	169	164	45	0	0	0
SP102945	244	0	157	192	28	0	0	0
SP103826	365	0	118	120	0	0	0	0
SP103706	636	9	181	150	7	5	34	24
SP102897	1071	10194	0	0	2209	0	0	0
SP102881	217	16	74	105	44	1	24	36
SP103715	326	14	132	85	5	6	20	29
SP102929	360	6	144	125	7	2	27	51
SP103619	77	3	91	29	3	1	11	3
SP103844	194	0	177	68	0	0	0	0
SP103128	255	25	167	183	24	16	29	4
SP103300	570	5	256	156	18	31	35	25
SP103057	396	21	435	84	0	0	0	0
SP103340	426	24	144	98	25	2	6	13
SP102913	360	25	166	157	31	10	5	21
SP102783	582	28	340	203	46	0	0	0
SP103080	565	30	215	181	65	0	0	81
SP103436	274	0	163	0	29	0	51	0
SP102804	489	0	390	151	0	0	0	0
SP102957	0	0	1295	0	0	0	0	0
SP102873	179	11	160	86	21	6	3	29
SP103213	342	0	125	101	0	0	0	0
SP103467	105	0	59	0	5	0	0	25
SP103261	1006	28	348	185	31	0	0	0
SP103156	457	30	277	78	17	6	14	18
SP103288	172	6	145	35	9	10	13	22
SP103444	282	8	152	89	3	6	4	20
SP103685	401	0	191	50	0	0	0	46
SP103140	761	19	339	90	18	7	18	1
SP103673	561	27	357	143	30	5	35	30
SP102839	333	0	189	142	22	0	0	0
SP103245	519	21	130	174	9	15	4	19
SP103037	211	0	72	0	0	19	0	0
SP103408	330	22	316	3	6	4	9	22
SP103021	300	19	211	120	3	13	11	4
SP103679	163	9	129	44	17	0	0	46
SP103065	736	27	179	70	24	8	65	54
SP102965	313	0	175	88	0	0	0	0
SP103221	713	42	401	130	34	0	0	0
SP103547	313	25	263	209	0	0	0	0
SP102973	404	26	732	0	55	0	0	0
SP103515	505	0	192	146	0	0	0	0
SP102747	127	0	56	26	0	0	0	0
SP103730	220	13	198	225	60	0	0	0
SP103535	209	27	926	175	48	0	0	0
SP102718	376	23	193	146	18	7	1	16
SP103483	261	9	99	40	12	0	0	0
SP103428	543	13	349	132	12	12	21	40
SP102755	1063	30	471	352	0	0	0	0
SP103694	877	34	348	217	6	15	14	41
SP103595	254	6	120	86	14	11	25	35
SP103396	158	0	88	70	0	0	0	0
SP102716	196	6	74	39	4	1	14	2
SP102733	107	14	138	36	24	12	54	73
SP102989	391	19	171	166	36	1	51	39
SP103603	278	33	133	177	27	6	2	46
SP102921	236	11	174	112	19	12	13	8
SP103742	415	28	256	149	64	8	17	25
SP103555	0	8	48	25	6	0	0	0
SP103523	151	0	145	121	0	0	0	0
SP103575	283	0	182	106	77	0	0	0
SP103045	426	0	191	102	0	0	0	58
SP103455	438	31	256	145	21	15	38	48
SP103856	43	0	68	37	0	0	21	0
CPCT02020340T	325	4	236	281	19	57	4	33
CPCT02140010T	318	31	251	115	43	58	0	0
CPCT02110007T	463	32	306	74	65	95	99	11
CPCT02140015T	213	39	181	66	59	128	29	81
CPCT02020376T	72	24	26	175	117	57	17	25
CPCT02050051T	264	26	164	96	73	57	48	23
CPCT02140017T	812	73	325	118	197	135	64	71
CPCT02040048T	923	35	318	189	136	77	112	55
CPCT02060029T	214	41	130	81	285	42	69	52
CPCT02060039T	274	29	218	95	28	31	53	7
CPCT02050077T	325	50	163	119	124	92	57	27
CPCT02060050T	544	30	223	108	122	69	88	74
CPCT02020866T	147	26	173	158	15	45	60	12
CPCT02120177T	412	33	190	39	13	51	24	32
CPCT02140095T	627	46	240	0	0	66	601	0
CPCT02120176T	484	153	226	68	331	36	110	37
CPCT02120085T	181	33	156	80	106	190	22	69
