MutationType	ID83A	ID83B	ID83C	ID83D	ID83E
1:Del:C:0	1.96E-04	7.43E-05	4.54E-04	7.19E-04	6.47E-04
1:Del:C:1	1.25E-04	4.26E-05	2.73E-04	4.79E-04	3.61E-04
1:Del:C:2	7.94E-05	3.22E-05	1.80E-04	3.06E-04	2.48E-04
1:Del:C:3	5.43E-05	6.13E-05	1.35E-04	2.51E-04	1.50E-04
1:Del:C:4	5.84E-05	6.01E-05	1.23E-04	2.16E-04	2.13E-04
1:Del:C:5	8.86E-05	1.02E-04	1.62E-04	2.72E-04	2.94E-04
1:Del:T:0	1.49E-04	7.77E-05	3.59E-04	5.87E-04	6.22E-04
1:Del:T:1	3.49E-05	4.85E-05	3.40E-04	4.20E-04	6.96E-04
1:Del:T:2	1.21E-04	6.75E-05	2.85E-04	4.44E-04	4.28E-04
1:Del:T:3	1.35E-04	9.42E-05	2.92E-04	5.84E-04	3.53E-04
1:Del:T:4	2.03E-04	1.46E-04	3.33E-04	7.46E-04	0.00E+00
1:Del:T:5	1.35E-03	6.15E-04	2.04E-03	3.78E-03	1.57E-03
1:Ins:C:0	6.89E-05	7.24E-05	1.92E-04	1.86E-04	3.08E-04
1:Ins:C:1	4.16E-05	2.63E-05	9.31E-05	1.53E-04	1.99E-04
1:Ins:C:2	2.13E-05	1.65E-05	8.91E-05	1.22E-04	1.50E-04
1:Ins:C:3	2.99E-05	2.17E-05	6.21E-05	1.02E-04	1.84E-04
1:Ins:C:4	4.24E-05	3.99E-05	6.68E-05	1.93E-04	1.29E-04
1:Ins:C:5	1.21E-04	1.12E-04	7.89E-05	4.11E-04	4.47E-04
1:Ins:T:0	7.17E-05	4.18E-05	1.36E-04	1.70E-04	3.42E-04
1:Ins:T:1	6.46E-05	2.54E-05	1.98E-04	3.05E-04	2.73E-04
1:Ins:T:2	5.26E-05	3.16E-05	1.34E-04	2.14E-04	2.16E-04
1:Ins:T:3	5.42E-05	3.45E-05	1.33E-04	2.74E-04	1.44E-04
1:Ins:T:4	1.07E-04	5.82E-05	1.57E-04	4.16E-04	2.88E-09
1:Ins:T:5	1.31E-03	5.31E-04	1.45E-04	6.87E-03	3.83E-03
2:Del:R:0	8.32E-05	2.13E-05	2.08E-04	3.78E-04	3.24E-04
2:Del:R:1	1.04E-04	3.40E-05	2.77E-04	4.06E-04	3.02E-04
2:Del:R:2	5.83E-05	2.45E-05	1.20E-04	2.38E-04	2.09E-04
2:Del:R:3	1.85E-05	3.32E-05	8.15E-05	1.33E-04	1.04E-04
2:Del:R:4	7.45E-06	2.59E-05	4.06E-05	4.68E-05	1.19E-04
2:Del:R:5	2.82E-06	4.53E-05	2.05E-06	7.21E-06	2.12E-04
3:Del:R:0	2.48E-05	2.09E-05	9.66E-05	1.86E-04	1.48E-04
3:Del:R:1	1.09E-04	2.37E-05	2.46E-04	4.70E-04	2.87E-04
3:Del:R:2	5.17E-05	2.19E-05	1.04E-04	2.70E-04	1.93E-04
3:Del:R:3	2.42E-05	1.67E-05	6.44E-05	2.77E-05	8.33E-05
3:Del:R:4	1.36E-05	7.56E-06	3.42E-05	4.74E-05	8.67E-05
3:Del:R:5	8.36E-06	8.65E-06	2.99E-05	2.78E-05	7.20E-05
4:Del:R:0	2.82E-05	8.37E-06	8.26E-05	2.35E-04	1.62E-04
4:Del:R:1	8.35E-05	2.33E-05	2.36E-04	4.55E-04	3.73E-04
4:Del:R:2	4.23E-05	1.77E-05	1.12E-04	1.30E-04	1.87E-04
4:Del:R:3	1.67E-05	0.00E+00	5.27E-05	4.81E-05	1.58E-04
