Samples	ID83A	ID83B
SP123975	1.74E+00	1.74E+00
SP124044	2.91E-01	2.91E-01
SP123972	1.03E+00	1.03E+00
SP123850	3.53E-01	3.53E-01
SP123902	5.38E-01	5.38E-01
SP123884	5.35E-01	5.35E-01
SP123964	4.32E-01	4.31E-01
SP123995	3.50E-01	3.50E-01
SP123846	4.38E-01	4.39E-01
SP124003	5.17E-01	5.17E-01
SP123876	4.54E-01	4.54E-01
SP123878	4.18E-01	4.18E-01
SP123842	2.85E-01	2.85E-01
SP123900	2.57E-01	2.57E-01
SP123978	2.88E-01	2.88E-01
SP123897	4.52E-01	4.52E-01
SP124013	3.76E-01	3.76E-01
SP124021	3.40E-01	3.40E-01
SP123852	5.92E-01	5.92E-01
SP123998	5.91E-01	5.92E-01
SP123967	2.36E-01	2.36E-01
SP123988	5.89E-01	5.88E-01
SP123984	4.63E-01	4.63E-01
SP123858	3.63E-01	3.63E-01
SP123890	1.85E-01	1.85E-01
SP123950	4.49E-01	4.49E-01
SP123886	4.32E-01	4.32E-01
SP124033	4.70E-01	4.70E-01
SP123892	5.71E-01	5.71E-01
SP123840	9.11E-02	9.11E-02
SP123969	4.54E-01	4.55E-01
SP123953	4.95E-01	4.96E-01
SP123955	2.59E-01	2.59E-01
SP123882	4.23E-01	4.23E-01
SP123894	4.87E-01	4.87E-01
SP124017	3.17E-01	3.17E-01
SP123856	2.75E-01	2.75E-01
SP123854	4.10E-01	4.10E-01
SP123888	2.82E-01	2.82E-01
SP123870	4.40E-01	4.40E-01
SP123958	1.64E-01	1.64E-01
SP123844	4.14E-01	4.14E-01
SP123872	6.91E-01	6.91E-01
SP123874	4.48E-01	4.48E-01
SP123836	5.70E-01	5.70E-01
SP43633	4.02E-01	4.01E-01
SP36498	8.20E-01	8.20E-01
SP37516	6.48E-01	6.48E-01
SP39997	8.91E-01	8.93E-01
SP35617	7.62E-01	7.62E-01
SP37636	7.45E-01	7.45E-01
SP39907	6.34E-01	6.34E-01
SP40736	9.49E-01	9.47E-01
SP42154	9.32E-01	9.32E-01
SP39594	8.72E-01	8.72E-01
SP41453	7.67E-01	7.67E-01
SP34452	1.03E+00	1.03E+00
SP42829	1.17E+00	1.17E+00
SP37970	8.67E-01	8.67E-01
SP34186	9.08E-01	9.08E-01
SP37903	9.58E-01	9.58E-01
SP35849	6.62E-01	6.62E-01
SP36586	1.08E+00	1.08E+00
SP34431	5.68E-01	5.68E-01
SP37432	7.26E-01	7.26E-01
SP35989	6.76E-01	6.77E-01
SP39102	6.43E-01	6.43E-01
SP34493	7.38E-01	7.38E-01
SP36036	8.04E-01	8.04E-01
SP35951	1.03E+00	1.03E+00
SP39248	6.47E-01	6.47E-01
SP34246	7.10E-01	7.10E-01
SP35412	7.61E-01	7.61E-01
SP39298	1.29E+00	1.29E+00
SP38044	8.09E-01	8.09E-01
SP38271	8.88E-01	8.88E-01
SP43201	7.62E-01	7.62E-01
SP34191	6.49E-01	6.49E-01
SP40047	1.16E+00	1.16E+00
SP39349	5.09E-01	5.09E-01
SP37369	5.74E-01	5.74E-01
SP38759	8.34E-01	8.34E-01
SP36218	6.03E-01	6.03E-01
SP43510	7.84E-01	7.84E-01
SP43770	7.38E-01	7.38E-01
SP43651	1.38E+00	1.38E+00
SP106656	1.20E+00	1.20E+00
SP97249	1.64E+00	1.64E+00
SP106638	1.03E+00	1.03E+00
SP97161	1.20E+00	1.20E+00
SP43696	1.04E+00	1.04E+00
SP97113	9.04E-01	9.04E-01
SP97124	9.61E-01	9.61E-01
SP43808	9.27E-01	9.27E-01
SP43822	1.27E+00	1.27E+00
SP43514	7.71E-01	7.70E-01
SP97258	8.40E-01	8.40E-01
SP97194	1.62E+00	1.62E+00
SP109470	1.64E+00	1.64E+00
SP97278	8.60E-01	8.60E-01
SP109544	1.30E+00	1.30E+00
SP97104	8.42E-01	8.42E-01
SP106577	1.19E+00	1.19E+00
SP109457	1.18E+00	1.18E+00
SP109478	4.59E-01	4.59E-01
SP43688	1.08E+00	1.08E+00
SP97243	7.70E-01	7.69E-01
SP97269	1.02E+00	1.01E+00
SP113926	4.45E-01	4.45E-01
SP106560	7.18E-01	7.17E-01
SP43792	1.21E+00	1.21E+00
SP106602	7.60E-01	7.60E-01
SP97145	5.14E-01	5.15E-01
SP43664	1.59E+00	1.59E+00
SP43532	1.01E+00	1.01E+00
SP102816	8.41E-01	8.41E-01
SP102795	1.43E+00	1.43E+00
SP103197	8.59E-01	8.59E-01
SP102827	1.14E+00	1.14E+00
SP103233	8.91E-01	8.91E-01
SP103507	9.62E-01	9.62E-01
SP103100	8.37E-01	8.37E-01
SP103416	6.81E-01	6.81E-01
SP103005	7.86E-01	7.86E-01
SP102759	9.81E-01	9.81E-01
SP102741	8.58E-01	8.58E-01
SP102945	7.84E-01	7.84E-01
SP103826	5.64E-01	5.64E-01
SP103706	8.17E-01	8.17E-01
SP102897	5.13E+00	5.13E+00
SP102881	8.49E-01	8.49E-01
SP103715	7.16E-01	7.16E-01
SP102929	6.41E-01	6.41E-01
SP103619	2.93E-01	2.93E-01
SP103844	3.24E-01	3.24E-01
SP103128	8.67E-01	8.67E-01
SP103300	9.07E-01	9.07E-01
SP103057	9.40E-01	9.41E-01
SP103340	8.52E-01	8.52E-01
SP102913	8.50E-01	8.50E-01
SP102783	1.19E+00	1.19E+00
SP103080	1.20E+00	1.20E+00
SP103436	6.22E-01	6.22E-01
SP102804	8.06E-01	8.05E-01
SP102957	8.69E-01	8.69E-01
SP102873	7.88E-01	7.86E-01
SP103213	6.96E-01	6.96E-01
SP103467	3.22E-01	3.22E-01
SP103261	1.09E+00	1.09E+00
SP103156	9.55E-01	9.55E-01
SP103288	4.79E-01	4.79E-01
SP103444	6.02E-01	6.00E-01
SP103685	6.37E-01	6.37E-01
SP103140	1.07E+00	1.08E+00
SP103673	1.16E+00	1.16E+00
SP102839	7.50E-01	7.50E-01
SP103245	8.75E-01	8.75E-01
SP103037	3.23E-01	3.22E-01
SP103408	8.04E-01	8.04E-01
SP103021	7.67E-01	7.67E-01
SP103679	7.21E-01	7.21E-01
SP103065	1.07E+00	1.07E+00
SP102965	6.07E-01	6.07E-01
SP103221	1.30E+00	1.30E+00
SP103547	8.65E-01	8.65E-01
SP102973	1.21E+00	1.21E+00
SP103515	7.21E-01	7.21E-01
SP102747	3.98E-01	3.98E-01
SP103730	1.03E+00	1.03E+00
SP103535	1.18E+00	1.18E+00
SP102718	9.16E-01	9.16E-01
SP103483	5.44E-01	5.43E-01
SP103428	8.55E-01	8.55E-01
SP102755	1.57E+00	1.57E+00
SP103694	1.11E+00	1.10E+00
SP103595	6.46E-01	6.44E-01
SP103396	3.13E-01	3.13E-01
SP102716	4.74E-01	4.74E-01
SP102733	6.79E-01	6.77E-01
SP102989	9.89E-01	9.89E-01
SP103603	1.00E+00	1.00E+00
SP102921	6.99E-01	6.99E-01
SP103742	1.16E+00	1.16E+00
SP103555	4.54E-01	4.54E-01
SP103523	4.51E-01	4.51E-01
SP103575	1.07E+00	1.07E+00
SP103045	6.72E-01	6.72E-01
SP103455	9.94E-01	9.94E-01
SP103856	2.88E-01	2.88E-01
CPCT02020340T	7.82E-01	7.82E-01
CPCT02140010T	9.36E-01	9.36E-01
CPCT02110007T	1.27E+00	1.27E+00
CPCT02140015T	1.36E+00	1.36E+00
CPCT02020376T	1.30E+00	1.30E+00
CPCT02050051T	1.26E+00	1.26E+00
CPCT02140017T	2.07E+00	2.07E+00
CPCT02040048T	1.58E+00	1.58E+00
CPCT02060029T	1.82E+00	1.82E+00
CPCT02060039T	9.88E-01	9.88E-01
CPCT02050077T	1.68E+00	1.68E+00
CPCT02060050T	1.54E+00	1.54E+00
CPCT02020866T	9.43E-01	9.43E-01
CPCT02120177T	9.01E-01	9.01E-01
CPCT02140095T	1.14E+00	1.14E+00
CPCT02120176T	2.21E+00	2.21E+00
CPCT02120085T	1.17E+00	1.17E+00
CPCT02100138T	1.91E+00	1.91E+00
CPCT02080177T	1.74E+00	1.74E+00
CPCT02230079T	1.86E+00	1.86E+00
CPCT02340107T	1.88E+00	1.87E+00
CPCT02120096T	1.05E+00	1.05E+00
CPCT02120102T	4.71E-01	4.71E-01
CPCT02440023T	1.52E+00	1.52E+00
CPCT02160060T	1.07E+00	1.07E+00
CPCT02180055T	1.17E+00	1.17E+00
CPCT02140104T	1.21E+00	1.21E+00
