Samples	ID83A	ID83B
CPCT02140105T	1.27E+00	1.27E+00
CPCT02190055T	1.62E+00	1.62E+00
CPCT02030551TII	2.39E+00	2.39E+00
CPCT02050317T	8.05E-01	8.05E-01
CPCT02180078T	8.29E-01	8.29E-01
CPCT02220075T	1.05E+00	1.05E+00
CPCT02230085T	1.96E+00	1.96E+00
CPCT02120195T	1.22E+00	1.22E+00
CPCT02080302T	1.34E+00	1.34E+00
CPCT02070470T	6.41E-01	6.43E-01
CPCT02300034T	1.26E+00	1.26E+00
CPCT02020955T	9.48E-01	9.48E-01
CPCT02020965T	1.08E+00	1.09E+00
CPCT02140094TII	1.54E+00	1.54E+00
CPCT02210083T	7.48E-01	7.48E-01
CPCT02100200T	1.35E+00	1.35E+00
CPCT02140106T	9.58E-01	9.57E-01
CPCT02140059T	1.43E+00	1.43E+00
WIDE01010156T	7.90E-01	7.92E-01
CPCT02100174T	1.04E+00	1.04E+00
CPCT02120200T	6.85E-01	6.85E-01
CPCT02140070T	1.45E+00	1.45E+00
CPCT02040248T	1.08E+00	1.08E+00
CPCT02060149T	1.03E+00	1.03E+00
CPCT02020718T	1.19E+00	1.19E+00
CPCT02230096T	2.10E+00	2.10E+00
CPCT02180064T	1.01E+00	1.01E+00
CPCT02020764T	2.04E+00	2.04E+00
CPCT02440012T	1.35E+00	1.35E+00
CPCT02020752T	1.26E+00	1.26E+00
CPCT02140071T	1.05E+00	1.05E+00
CPCT02140074T	1.42E+00	1.42E+00
CPCT02140017TII	2.01E+00	2.01E+00
CPCT02120143T	1.08E+00	1.08E+00
CPCT02030431T	1.19E+00	1.19E+00
CPCT02180067T	1.15E+00	1.15E+00
CPCT02160052T	9.89E-01	9.89E-01
CPCT02140080T	1.21E+00	1.21E+00
CPCT02170036T	1.74E+00	1.74E+00
CPCT02290045T	9.18E-01	9.20E-01
CPCT02060269T	1.08E+00	1.08E+00
CPCT02230113T	9.68E-01	9.68E-01
CPCT02050407T	1.39E+00	1.39E+00
CPCT02030543T	1.47E+00	1.47E+00
CPCT02190050T	1.47E+00	1.47E+00
CPCT02140087T	8.53E-01	8.53E-01
CPCT02100190T	2.01E+00	2.01E+00
CPCT02140094T	7.80E-01	7.80E-01
CPCT02130164T	8.35E-01	8.35E-01
CPCT02140093T	1.12E+00	1.12E+00
CPCT02020592T	7.25E-01	7.26E-01
CPCT02180076T	8.55E-01	8.55E-01
CPCT02020865T	1.21E+00	1.21E+00
CPCT02230059T	9.88E-01	9.88E-01
CPCT02180022T	1.66E+00	1.66E+00
CPCT02120014T	1.46E+00	1.46E+00
CPCT02180033T	4.12E+00	4.12E+00
CPCT02140046T	1.40E+00	1.40E+00
CPCT02080111T	2.22E+00	2.22E+00
CPCT02120027T	1.81E+00	1.81E+00
CPCT02140042TII	8.56E-01	8.54E-01
CPCT02070169T	7.44E-01	7.44E-01
CPCT02160024T	1.44E+00	1.44E+00
CPCT02020566T	2.65E-01	2.65E-01
CPCT02230033T	1.31E+00	1.31E+00
CPCT02030356T	1.10E+00	1.10E+00
CPCT02090021T	1.14E+00	1.14E+00
CPCT02330047T	1.16E+00	1.16E+00
CPCT02100107T	1.71E+00	1.71E+00
CPCT02020580T	1.21E+00	1.21E+00
CPCT02180003T	5.62E-01	5.61E-01
CPCT02020414T	1.36E+00	1.36E+00
CPCT02050087T	1.17E+00	1.17E+00
CPCT02010458T	1.14E+00	1.14E+00
CPCT02020447T	1.42E+00	1.42E+00
CPCT02060067T	9.64E-01	9.64E-01
CPCT02020480T	1.25E+00	1.25E+00
CPCT02140042T	1.33E+00	1.33E+00
CPCT02120002T	9.45E-01	9.45E-01
CPCT02030332T	1.35E+00	1.35E+00
CPCT02230015T	1.35E+00	1.35E+00
CPCT02060138T	1.34E+00	1.34E+00
CPCT02360007T	0.00E+00	0.00E+00
CPCT02040181T	1.27E+00	1.27E+00
CPCT02300027T	1.21E+00	1.21E+00
CPCT02120090T	8.66E-01	8.66E-01
WIDE01010520T	1.55E+00	1.55E+00
WIDE01010600T	5.07E-01	5.07E-01
WIDE01010710T	2.23E+00	2.23E+00
WIDE01010727T	8.62E-01	8.62E-01
