Sample Names	MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G
SP97749	1:Del:C:0	0.22691295078844326	0.07876838884608146	0.00018555747558346395	0.5800412798176553	0.028812385793694693	0.08119930553508067	0.004080131743461015
SP97749	1:Del:C:1	0.38128346731424134	0.020994696651957034	0.00024344243979523928	0.44220905951596373	0.011263424643072444	0.1425934902753935	0.0014124191595765675
SP97749	1:Del:C:2	0.424328352784236	0.005615377576350691	0.0007990440745309786	0.4471790568381719	0.004442233938211903	0.11562454926312483	0.0020113855253737294
SP97749	1:Del:C:3	0.37371836677225656	0.010600010046200134	0.0034817937261103263	0.47109568214895275	0.010280891196677107	0.12117795802407577	0.00964529808572737
SP97749	1:Del:C:4	0.6216975365109126	0.0071708808108443935	0.016944562298237105	0.1604619742333221	0.020535804004117628	0.15120220498574535	0.021987037156820752
SP97749	1:Del:C:5	0.6710204091360468	0.017545248737848802	0.10734667548283326	0.05083649580750951	0.011411423612598833	0.0905590877942238	0.05128065942893911
SP97749	1:Del:T:0	0.1296941572430345	0.030123472221184854	0.00017714129392482173	0.695564188164997	0.02647064642011157	0.11418188329008862	0.0037885113666585772
SP97749	1:Del:T:1	0.11220653023537072	0.012377077804593725	0.0004104199326884384	0.7478198098183575	0.020442825044097425	0.10346700178004341	0.0032763353848488694
SP97749	1:Del:T:2	0.11397850840437762	0.015459099955857886	0.0009852162157351337	0.7530472420817664	0.02813710458092381	0.08265752146434795	0.005735307296991176
SP97749	1:Del:T:3	0.12077660134526164	0.09755097804025717	0.0033636769094372372	0.6709795350379777	0.038014388513833056	0.06561418446642549	0.003700635686807685
SP97749	1:Del:T:4	0.14900531580813667	0.0831279256712284	0.013885037932553227	0.600826031997151	0.0420033185771046	0.10920579160410691	0.00194657840971918
SP97749	1:Del:T:5	0.013237950697380981	0.26239851791078683	0.3184629346212047	0.3360057287188467	0.03885981998182391	0.014900835510052977	0.01613421255990396
SP97749	1:Ins:C:0	0.2646476463163565	0.24906986258776187	0.001151507301752416	0.18576922194740042	0.07283408480330257	0.09322612708686212	0.1333015499565639
SP97749	1:Ins:C:1	0.07415393567396862	0.08906100938914308	0.0005244903990359023	0.6330901222976865	0.0073466961507505785	0.14183682973292328	0.053986916356492186
SP97749	1:Ins:C:2	0.07372702631463383	0.04436395104086305	0.0010214648540338646	0.597438320370298	0.05131995274321486	0.1620990022484915	0.07003028242846489
SP97749	1:Ins:C:3	0.17238137701969977	0.08669262105705103	0.007274929777493067	0.43494384584807316	0.060595422553450004	0.16061256142652533	0.07749924231770779
SP97749	1:Ins:C:4	0.37812812497369336	0.2626011233231101	0.03053930558554898	0.16546458979265086	0.09658638867473741	0.04501752476722693	0.021662942883032353
SP97749	1:Ins:C:5	0.14857114047355927	0.6189417778300967	0.0179883280598444	0.058987238260454794	0.009390535227802567	0.010622042752120368	0.13549893739612182
SP97749	1:Ins:T:0	0.1730585030474204	0.1336591557465124	0.0008196920166760209	0.31265167087940804	0.02143011037595696	0.23959121923271873	0.11878964870130741
SP97749	1:Ins:T:1	0.017493891409573924	0.04755448001555216	0.0002912340656846094	0.05381825540476974	0.013815707595178653	0.8594955996567393	0.0075308318525017445
SP97749	1:Ins:T:2	0.10540151087230912	0.05593880689419511	0.007066504165696804	0.21781441845644342	0.002613858216905917	0.6013908204415073	0.009774080952942403
SP97749	1:Ins:T:3	0.12262859155546278	0.16871470270125025	0.004754290481534282	0.19431874960805307	0.021719361305189616	0.47176952631379565	0.01609477803471429
SP97749	1:Ins:T:4	0.1327459986131737	0.33928633577274375	0.0059853811063386095	0.25044739447267766	0.03739506864774832	0.22761298889909948	0.00652683248821859
SP97749	1:Ins:T:5	0.08266902730353189	0.850547886481831	0.007134301332782811	0.006606371113657037	0.023202207466142693	0.02810991535556126	0.0017302909464933284
SP97749	2:Del:R:0	0.06916418796574493	0.06540366195851098	0.00014416148331696527	0.7125592919073054	0.026671600316356934	0.09536007378624808	0.030697022582516713
SP97749	2:Del:R:1	0.06995043884390076	0.09469296434943288	0.0016246224840148617	0.7194602797511506	0.03410377047567466	0.0646820409043115	0.01548588319151491
SP97749	2:Del:R:2	0.1717748253427989	0.09757649608135639	0.0026382834719047283	0.486737113701959	0.03785291341740188	0.1590331888384485	0.04438717914613062
SP97749	2:Del:R:3	0.2136436192075467	0.12600799755382086	0.023234312972522046	0.3403978149562606	0.03720399314803805	0.15883169433704492	0.10068056782476673
SP97749	2:Del:R:4	0.15465561924710572	0.03018734511902866	0.027229701844741775	0.5012148323070776	0.024341670652183747	0.04409897808892265	0.21827185274093974
SP97749	2:Del:R:5	0.09056439642383424	0.02326056077909209	0.052986199326443356	0.08942958288364637	0.0001458100286279026	0.07789696399362903	0.665716486564727
SP97749	3:Del:R:0	0.04651019765957217	0.012313580634541478	8.946023484780375e-05	0.7533973768746338	0.07588632435571507	0.08582500862936879	0.025978051611320913
SP97749	3:Del:R:1	0.05955455060234189	0.26756626090498004	0.001351005038276841	0.5554831357543119	0.05208809544479913	0.04986263199548657	0.01409432025980367
SP97749	3:Del:R:2	0.11004213241545477	0.33058446383606804	0.0035141058120718707	0.39164749165703616	0.04332792602052113	0.08166880474825775	0.03921507551059019
SP97749	3:Del:R:3	0.1883409136783556	0.38597814595008395	0.002025713494076968	0.34829514092488933	0.019962490831185627	0.013543907069882741	0.041853688051525915
SP97749	3:Del:R:4	0.19411633500424033	0.14288434358553653	0.015748697306534012	0.10126861478361206	0.11952706305367043	0.2746099402837487	0.15184500598265804
SP97749	3:Del:R:5	0.14927602390050898	0.25015754286666914	0.03213743718273319	0.01467075993959403	0.0004274569409241191	0.23730478163075838	0.31602599753881216
SP97749	4:Del:R:0	0.04801685649681054	0.030481068576363783	4.880522100785064e-05	0.74917555370829	0.06994625872588782	0.07047098256780114	0.031860474703838786
SP97749	4:Del:R:1	0.04821218448859222	0.19388845433470767	0.0008551802697345431	0.601585351180782	0.024912480343289894	0.10258553539370216	0.027960813989191355
SP97749	4:Del:R:2	0.0782889220951563	0.2045510018029731	0.0026093128259235994	0.6112043902381552	0.00414330571490494	0.03601825537131474	0.06318481195157193
SP97749	4:Del:R:3	0.10619049580553558	0.11580544738432604	0.0026705470676910573	0.5634425379220733	0.03870165067895047	0.031903880155563336	0.14128544098586024
SP97749	4:Del:R:4	0.16928286773825557	0.31351171991218746	0.0011477225239846093	0.28521999518766455	0.003398132039356716	0.21052631755387952	0.0169132450446717
SP97749	4:Del:R:5	0.10938313684839586	0.1450924640174053	0.006908635787183972	0.20791773421518436	0.06682264014056413	0.20174418383670614	0.26213120515456034
SP97749	5:Del:R:0	0.06287293574437862	0.00033842741526468237	9.452763142562045e-05	0.5796863125195276	0.23490709922778163	0.09353498042661965	0.028565717035002266
SP97749	5:Del:R:1	0.031255274555413146	0.21232635137130554	0.0007360024964886242	0.4003512681824891	0.16007852442598672	0.064653966131143	0.13059861283717392
SP97749	5:Del:R:2	0.2037498119468182	0.26045423196865375	0.0017396694547749737	0.3291636723748768	0.08996673454960533	0.00439845441443571	0.11052742529083534
SP97749	5:Del:R:3	0.011297919167473481	0.6587879679130496	0.0015604807568244147	0.1987799703588176	0.012976405838921349	0.001883169308571686	0.11471408665634202
SP97749	5:Del:R:4	0.6475947625472502	0.09190229525582701	0.004729750018274308	0.03292640965559237	0.02338933081381573	0.009135299301896386	0.1903221524073441
SP97749	5:Del:R:5	0.1984256239240409	8.236909127998476e-05	1.1289924450701433e-07	0.7991351959878438	4.4352303012020306e-05	0.0023104151912370784	1.9306033416921576e-06
SP97749	2:Ins:R:0	0.14820904203095123	0.10097655376094988	0.0005790052913517349	0.22231439524207133	0.026255034171996487	0.18372682320156683	0.31793914630111253
