Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M
SP99325	36791	36985	17761	4584	11441	9815	4455	369	0	962	2656	0	253
SP18310	51428	47487	9775	3096	8565	10683	2224	27	0	0	697	0	0
SP17172	28179	5386	0	0	4374	905	556	0	0	20	0	0	460
SP96133	41760	13540	4214	1281	4356	4867	6165	476	0	32	633	0	64
SP110242	55420	27678	6484	9296	9764	9666	4837	641	0	100	609	0	0
SP21017	45960	29079	12980	2709	9781	7033	4421	416	0	0	0	0	0
SP22383	40105	18916	3709	0	5302	4064	6247	83	0	145	717	0	0
SP81312	3089	33	115	0	5578	0	1286	0	0	239	0	0	1249
SP19215	25782	29283	1220	832	4937	4013	6695	404	0	0	565	0	0
SP16886	477	0	64	0	4781	0	649	141	0	76	0	0	1475
SP17905	0	0	1346	0	10298	0	9266	500	348	1495	0	0	2413
SP18121	42033	20441	5095	296	20479	5745	5418	0	0	276	162	0	85
SP96118	3483	1186	0	0	734	1741	2029	142	0	0	150	0	0
SP21400	1678	0	48	0	6730	0	996	0	0	153	0	0	946
SP18946	4397	0	406	0	7012	0	3294	156	78	471	97	0	890
SP80615	1482	0	331	0	10066	0	2731	603	0	379	0	0	3747
SP102897	7305	0	0	843	1238	1466	583	46	57	389	1124	372	51
SP98845	5864	0	0	28	566	1482	661	235	0	265	93	0	20
SP107012	19388	0	0	1480	3400	3023	1684	54	0	545	199	0	0
SP55142	0	0	0	0	251	252	413	0	219	4010	327	79	277
SP53810	0	0	21	0	17	169	79	0	113	4891	44	0	108
SP116697	1063	0	0	449	3804	0	634	181	0	286	848	1814	305
SP102133	2472	0	0	10008	5627	180	122	1295	0	117	111	0	167
SP125732	4236	1024	0	0	623	342	1247	131	0	9	121	0	10
SP125746	29503	4315	743	2479	2830	5411	1184	132	0	0	860	0	0
SP125770	4844	0	0	5698	5578	0	981	1427	0	74	124	2766	240
SP77956	0	0	0	0	201	700	0	771	0	3706	0	0	95
SP124384	13825	0	0	1056	1034	3179	1215	195	38	355	351	559	193
SP135287	28586	19897	3226	456	5434	2073	3342	540	0	0	725	0	0
SP85122	45082	31389	3378	4686	4396	7875	1918	963	0	0	753	0	0
SP84384	49384	28806	0	0	1211	16738	3123	1304	0	0	1072	0	0
SP84982	29401	13190	2027	0	1193	3432	3107	155	0	0	341	0	130
SP84392	41804	31158	6402	2302	3849	11758	3939	930	0	0	33	0	0
SP84439	33140	34718	0	0	3560	15363	6953	1110	0	148	226	0	661
SP95454	15533	1113	2071	2774	1858	3509	1140	48	0	0	276	0	0
SP94741	27658	5702	6345	4488	3527	5261	1575	71	0	0	505	0	0
SP90209	40378	8648	1094	1406	36549	9268	29869	0	0	0	0	0	0
SP90989	26120	10232	6524	1143	2471	1308	2040	169	0	0	621	0	0
SP93540	34910	24835	16868	3207	5659	7582	1141	0	0	0	1838	0	0
SP93227	32185	10731	2391	0	29614	6071	48303	0	0	44	0	0	0
SP94348	29668	3538	4570	2352	2379	6142	1003	133	0	0	581	0	0
SP94933	21068	3006	0	21738	12678	1645	651	2636	0	266	217	0	381
SP92364	28679	7305	2715	7939	4700	3273	3470	858	0	0	603	0	142
SP94917	8111	561	1943	399	2633	2356	1037	54	0	165	609	0	5
SP92460	7463	0	991	1668	866	2034	722	47	0	22	373	0	0
SP89909	7678	440	0	406	437	2171	1088	80	0	0	362	0	0
CPCT02020308T	29787	10732	11350	7831	1938	4643	1009	0	1482	0	3144	0	0
CPCT02020323T	6493	1505	3139	349	904	824	965	0	164	1	277	0	0
CPCT02010373T	0	187	0	59	28	354	128	43	237	4691	127	0	116
CPCT02140022T	8603	0	0	1583	2072	1006	135	0	848	189	49	518	127
CPCT02070024T	15455	0	3189	4360	919	2667	463	0	505	283	247	0	15
CPCT02070023T	58106	10039	16924	10236	6950	15120	4054	513	2823	1663	545	0	0
CPCT02020387T	35801	8328	28658	8708	3906	7246	5212	0	937	488	1260	0	0
CPCT02140024T	2545	0	764	805	321	706	155	0	154	10	357	262	21
CPCT02010441T	22093	24275	16127	3446	3896	2544	1579	1087	691	206	975	0	0
DRUP01010007T	2342	0	0	192	614	0	67	0	209	0	173	0	689
DRUP01070001T	24563	31855	26944	3497	5961	5534	5638	171	369	389	220	0	41
CPCT02011015T	0	9	244	0	245	532	544	66	479	6591	344	565	271
CPCT02230072T	5090	0	14819	3327	3718	3258	560	0	2107	1770	1085	2890	642
CPCT02380035T	11323	3461	12390	1666	1234	914	1206	139	441	270	849	0	399
CPCT02020704TII	29644	7598	9895	7704	80	3893	3203	817	1509	448	1151	0	183
DRUP01010020T	40854	4889	9823	6992	0	8591	303	0	1935	0	776	0	0
CPCT02011050T	20471	5810	5603	2478	2039	2008	1018	394	436	47	2723	0	0
CPCT02080188T	0	0	0	8	334	261	264	0	326	4449	99	346	104
CPCT02250005T	8751	6895	15989	1024	786	1342	982	380	947	253	442	0	64
DRUP01070038T	15846	720	1543	853	1025	1151	365	0	851	130	329	666	31
DRUP01010123T	55718	55402	43342	16447	8338	10675	0	1070	2669	0	2717	362	50
CPCT02200005T	7367	506	2922	0	0	1419	0	0	240	47	0	0	0
CPCT02120105T	2190	0	695	0	74	0	236	15	408	104	2	824	62
CPCT02330076T	69376	50625	14866	4235	7	205	15462	1294	1819	848	1666	0	215
CPCT02220071T	6890	848	3573	518	575	836	503	125	389	39	202	0	42
CPCT02020671T	0	507	167	102	55	364	329	0	381	7387	151	0	166
CPCT02050424T	0	0	0	0	153	0	194	0	2738	1259	0	240	942
DRUP01340017T	42676	69338	50200	3462	8121	15147	0	922	2417	43	754	0	1993
CPCT02230088T	0	0	0	54	72	283	363	0	702	6596	190	122	273
DRUP01010122T	29897	54951	42677	13995	6317	4857	3104	673	1860	276	1375	0	361
CPCT02230086T	12391	2970	7317	2945	2733	2737	1692	0	415	334	315	0	235
WIDE01010064T	1411	0	214	774	759	0	64	0	409	381	287	0	347
CPCT02150052T	0	0	0	0	44	0	0	0	668	380	513	3224	1292
WIDE01010069T	54315	7253	15174	3487	1052	16917	2031	455	1102	541	0	0	0
DRUP01010078T	0	99	0	0	99	500	391	35	347	6902	78	0	151
WIDE01010075T	15521	1788	839	631	85	2045	1633	0	322	1	82	0	8
CPCT02020680T	20884	1522	8031	2918	96	2394	1245	30	1165	18	634	2831	123
WIDE01010127T	0	0	0	39	254	267	113	0	184	4036	121	554	128
DRUP01030013T	24452	6609	8480	1343	2993	6447	921	0	1111	0	438	0	0
DRUP01230004T	18409	65987	62220	9840	5328	8903	1079	489	3993	0	1882	0	314
DRUP01230001T	4267	0	15039	2976	3894	2968	385	0	2579	1720	1127	3697	631
WIDE01010139T	140	369	0	27	367	475	57	0	422	4511	76	0	181
CPCT02130049T	1410	0	0	379	498	0	133	0	678	274	338	782	361
CPCT02050443T	17565	13926	21784	5951	1262	3472	2645	626	2413	192	311	0	51
DRUP01340016T	52338	37660	31669	14383	12107	8468	0	233	2965	0	1663	746	0
CPCT02140091TII	1010	0	556	1596	436	0	0	41	282	0	216	2582	269
DRUP01070026TII	31678	14137	24524	9210	2325	7177	4751	372	1697	471	546	0	0
CPCT02270029T	17	283	50	10	247	431	257	0	544	4908	203	0	84
CPCT02010780T	0	0	112	0	145	206	97	0	298	4151	69	0	82
CPCT02270026T	484	0	63	339	771	168	300	0	293	2906	181	407	173
CPCT02020986T	19148	12076	26952	0	19	5517	664	0	1687	0	287	0	0
CPCT02020704T	27385	7372	9624	7513	5	3639	2996	705	1633	413	1137	0	21
DRUP01080031T	36547	8695	9298	6631	0	4666	1370	847	1678	0	2320	0	0
DRUP01070080T	0	72005	34324	2960	4087	6970	8851	0	317	335	979	2557	0
CPCT02050358T	885	0	0	1415	833	0	16	33	328	53	190	220	92
DRUP01050049T	19336	13952	20182	5479	1503	3611	2643	574	1888	173	217	0	23
DRUP01330020T	89602	73852	17923	869	0	1040	23524	3489	3474	1557	2002	0	629
DRUP01070085T	36194	15461	16392	9003	5539	3427	244	148	2067	0	1942	0	684
DRUP01050048T	43769	14465	18918	11584	4839	9664	1054	791	2505	0	2840	0	0
DRUP01020053T	20695	67013	71752	17205	10358	9623	3078	903	5084	0	2542	0	184
DRUP01040016T	32449	54528	34608	9925	8530	10374	1261	136	1542	0	293	0	0
DRUP01010142T	24306	4929	10008	6144	633	4643	1249	467	609	0	1867	0	0
CPCT02010786T	26660	35806	25597	5671	5250	3438	2122	418	883	145	808	0	6
DRUP01010148T	54224	11177	19376	5141	897	17995	1372	591	2370	476	0	0	16
WIDE01010451T	2357	0	729	229	1143	0	71	0	287	93	1235	0	483
DRUP01070042T	21478	851	5720	5677	0	4747	1827	279	854	274	698	0	0
CPCT02450014T	14927	10429	3815	48388	39358	160	0	148133	2268	0	8	0	0
DRUP01030018T	692	95075	73761	14132	11162	6013	0	1230	3585	0	2603	3529	23
DRUP01080014T	11105	2361	4380	1326	630	1458	945	97	410	34	106	0	0
CPCT02180068T	2482	0	0	602	1396	0	349	0	471	150	212	357	152
CPCT02010870T	0	0	80	212	444	141	309	22	264	2406	114	546	105
CPCT02010847T	0	0	0	0	69	10	99	0	676	3196	102	634	294
DRUP01050028T	22753	22289	9709	2082	2922	1687	0	0	979	0	263	1758	0
WIDE01010606T	42092	34864	15449	42284	12763	3574	238	4017	5588	0	0	0	0
CPCT02010867T	63	10	0	0	0	633	160	0	448	9313	0	0	276
DRUP01010047TII	26874	49807	32309	2447	4299	0	1436	887	1360	293	1674	716	220
WIDE01010460T	48540	77256	30404	21323	7918	6704	3415	1603	4228	0	2906	0	0
CPCT02010882T	33229	59591	55194	15862	3706	4389	1791	1514	3946	36	1457	277	157
CPCT02310017T	1704	0	0	494	949	0	80	0	514	80	218	139	113
CPCT02050380T	1656	0	214	560	554	0	152	0	410	229	274	242	151
CPCT02130140T	23927	14958	20469	1866	3576	2137	3461	389	918	274	1988	0	745
CPCT02210064T	1950	0	265	518	589	0	108	0	298	62	217	46	119
CPCT02170035T	26019	46258	42504	10466	5051	3540	3340	595	2444	30	1536	499	93
CPCT02010911T	0	0	74	0	126	195	232	0	444	5025	153	516	156
CPCT02130146T	5750	0	0	16463	1879	0	248	2507	2100	0	0	3099	974
CPCT02020815T	0	54	0	0	91	457	269	0	300	6035	31	0	116
CPCT02330125T	30951	12780	15683	6520	1562	5547	3284	343	1388	626	1306	0	0
DRUP01010096T	0	0	0	0	163	99	136	0	410	4045	286	735	146
CPCT02030532T	0	1014	0	12768	86451	0	772	6397	2920	274	0	0	0
DRUP01070020TII	18310	941	0	1030	2933	1735	842	0	1658	0	0	37	39
CPCT02030546T	32918	5826	19403	12466	9684	9571	3975	308	1854	5159	1925	0	75
CPCT02010654T	22135	4136	10691	4488	3715	4159	1618	0	911	288	608	0	0
CPCT02140091T	1590	0	592	512	558	142	142	0	25	20	143	1072	34
CPCT02230056T	1594	0	0	0	1621	0	258	0	391	394	555	2212	295
CPCT02040169T	8894	0	0	0	447	0	429	0	157	241	278	2457	157
CPCT02080152T	10539	486	5293	1749	463	2350	302	0	495	0	201	0	3
CPCT02010986T	0	837	218	0	0	0	76	0	125	1055	2395	0	21
DRUP01010047T	36579	49132	38329	3826	3921	1352	656	1233	2597	437	2011	764	426
CPCT02080273T	41859	10219	16646	12581	383	9974	398	778	2682	0	1416	0	127
CPCT02080157T	17240	0	6080	7026	2351	1878	751	612	931	269	402	1334	128
DRUP01010108T	1790	0	175	1012	914	0	112	0	468	246	347	73	278
CPCT02030392T	2977	0	8429	4047	4887	2017	0	0	888	0	3138	0	0
CPCT02050279T	46314	50413	20127	8137	5701	5368	0	0	1805	0	699	2837	0
CPCT02160034T	2489	0	131	316	678	0	242	0	354	74	176	117	176
CPCT02040280TII	0	197	0	14	183	566	79	0	295	5052	31	0	105
