Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I
SP123975	0	2011	2	0	0	31	4	47	116
SP124044	22	0	0	11	7	0	0	7	20
SP123972	45	51	27	0	59	138	0	64	29
SP123850	0	6	36	0	3	26	6	0	64
SP123902	0	7	32	17	8	40	1	3	51
SP123884	86	5	5	6	6	23	7	5	76
SP123964	32	5	14	0	4	17	2	0	63
SP123995	45	2	0	0	4	10	0	13	64
SP123846	7	4	19	10	7	8	3	14	104
SP124003	1	7	24	0	7	16	6	0	32
SP123876	31	5	31	0	7	16	0	4	39
SP123878	25	6	10	1	7	15	5	8	14
SP123842	52	1	1	0	0	24	2	0	19
SP123900	81	1	21	3	4	0	2	11	20
SP123978	0	4	5	23	2	19	0	9	3
SP123897	9	3	24	0	13	12	0	0	31
SP124013	35	2	15	0	6	14	3	0	50
SP124021	23	1	18	0	5	6	0	3	33
SP123852	28	10	14	16	6	0	4	7	36
SP123998	0	1	0	60	22	32	9	25	21
SP123967	8	4	29	29	0	15	0	1	10
SP123988	98	12	74	6	6	49	0	11	35
SP123984	33	7	11	0	3	13	2	2	32
SP123858	2	0	0	4	10	13	1	14	44
SP123890	17	0	22	0	4	25	1	0	29
SP123950	0	6	20	46	4	21	0	6	38
SP123886	0	5	3	16	6	16	2	0	14
SP124033	9	3	0	0	4	7	6	9	49
SP123892	51	10	12	0	13	37	2	0	55
SP123840	0	0	29	23	6	10	7	5	42
SP123969	29	4	9	14	10	42	0	4	31
SP123953	14	12	29	0	8	22	5	11	16
SP123955	2	3	21	0	1	51	2	1	14
SP123882	42	5	19	0	7	19	2	5	113
SP123894	33	11	7	0	8	16	3	13	107
SP124017	13	4	2	1	5	2	3	0	17
SP123856	1	1	17	0	5	21	0	6	22
SP123854	0	7	0	73	4	11	0	2	20
SP123888	14	0	2	0	6	25	6	12	43
SP123870	3	4	12	0	2	7	4	0	59
SP123958	0	0	2	33	3	8	0	4	14
SP123844	29	1	23	0	7	11	3	12	30
