Samples	ID83A	ID83B	ID83C	ID83D
SP23435	11	76	120	8
SP112829	8	100	285	18
SP112947	5	87	226	7
SP112985	1	3	28	0
SP112925	13	99	192	32
SP112937	15	17	77	13
SP112989	4	31	83	4
SP111145	34	72	156	7
SP111143	12	78	114	15
SP125584	3	5	2	4
SP111144	11	133	153	18
SP116296	0	18	52	0
SP116254	16	121	41	76
SP116256	17	109	36	79
SP116274	13	32	62	12
SP116259	4	96	90	1
SP116290	3	15	53	12
SP116258	2	121	60	43
SP116261	0	6	36	5
SP23463	0	22	29	9
SP116268	4	10	45	3
SP23471	4	36	43	5
SP116266	5	40	81	2
SP116264	8	68	93	10
SP116269	3	58	103	1
SP116275	16	47	74	4
SP23447	6	31	47	0
SP116255	23	127	37	78
SP23455	9	18	68	0
SP23475	11	14	57	0
SP116227	3	153	50	8
SP116226	4	18	41	4
SP23443	17	99	76	7
SP116260	17	68	80	4
SP116280	19	232	173	26
SP116224	4	33	31	13
SP116249	0	0	3	0
SP116232	1	0	15	1
SP116251	5	13	40	0
SP116272	11	49	60	3
SP116286	3	11	34	1
SP116282	5	43	67	5
SP116288	3	11	8	0
SP23467	2	46	61	5
SP116263	2	16	39	7
SP116292	6	15	40	0
SP116248	3	18	33	1
SP116276	2	1	9	5
SP116265	21	85	151	8
SP116267	12	62	110	1
SP116253	4	34	92	21
SP23481	2	4	39	5
SP116233	14	78	37	74
SP116284	17	70	46	13
SP116270	1	19	54	1
SP116257	2	109	69	16
SP116298	1	6	4	2
SP116294	0	2	18	12
SP23439	12	53	148	107
SP23483	0	0	9	1
SP116262	4	20	41	2
SP116228	34	124	140	124
SP116222	5	29	60	4
SP23451	6	25	69	3
SP116247	14	60	72	5
SP116225	2	8	73	18
SP116273	10	43	52	0
SP116221	7	27	37	7
SP116271	2	7	27	0
SP23459	2	35	48	0
SP23479	9	26	40	4
SP116223	8	23	51	1
SP116229	25	219	107	0
SP23477	3	17	36	13
SP116252	17	26	74	23
SP116278	0	0	4	2
SP23431	331	381	109	0
SP116231	0	71	41	2
SP116250	2	6	27	1
SP112815	11	165	140	36
SP112799	0	59	91	6
SP112835	7	37	194	0
SP112955	11	48	142	6
SP112807	20	109	175	0
SP112953	30	165	211	17
SP112911	4	46	92	14
SP112847	12	81	91	6
SP112859	13	157	253	29
SP112919	18	59	127	0
SP102652	16	84	114	8
SP112981	9	72	143	23
SP102620	31	74	178	21
SP112987	29	142	141	8
SP112825	25	68	145	17
SP112967	2	0	18	0
SP102622	15	121	222	5
SP112785	8	156	236	266
SP112793	16	105	135	15
SP112963	36	102	149	0
SP112801	19	241	204	0
SP112997	23	86	150	43
SP112973	2	295	152	7
SP112819	50	164	129	12
SP112941	16	50	149	26
SP112965	15	128	115	12
SP112791	24	143	133	15
SP112949	8	24	47	7
SP112857	7	136	134	19
SP112843	20	109	249	14
SP112915	24	57	177	13
SP112837	68	57	272	23
SP112823	11	62	102	16
SP102633	9	14	92	3
SP112899	5	53	129	8
SP112893	3	80	126	20
SP112895	12	171	99	4
SP102626	5	109	229	19
SP112795	12	182	123	0
SP112927	14	123	127	7
SP112779	2	226	193	1
SP112975	14	194	142	14
SP112867	8	55	173	24
SP112903	13	94	128	10
SP112933	13	62	71	9
SP112869	13	178	177	6
SP112999	2	10	59	10
SP112939	5	72	87	8
SP112921	18	20	110	32
SP112901	7	66	116	20
SP112831	1	66	141	0
SP112891	9	96	139	7
SP112775	20	130	203	21
SP112897	10	118	198	0
SP112885	16	92	97	1
SP112789	18	120	203	275
SP102630	48	111	251	37
SP112971	48	98	174	20
SP112821	0	148	60	0
SP112813	0	16	85	4
SP112961	53	184	135	152
SP112977	30	48	128	15
SP112905	25	124	130	10
SP102647	11	168	204	28
SP112873	14	127	147	2
SP112959	1	2	45	0
SP112931	10	59	128	10
SP112865	18	107	136	2
SP113003	14	36	113	18
SP113001	25	133	97	12
SP112879	10	48	127	26
SP112945	17	105	195	24
SP112935	13	139	87	22
SP112863	0	282	146	0
SP112983	31	167	211	42
SP112809	32	238	190	3
SP112923	20	127	137	10
SP112853	20	83	121	9
SP113005	7	18	57	15
SP112957	5	88	165	5
SP112783	41	124	116	10
SP112943	9	44	96	6
SP112861	12	23	188	0
SP112917	44	85	129	0
SP112787	12	145	200	16
SP112995	30	103	183	7
SP112811	24	113	144	10
SP112797	24	218	131	9
SP112909	28	113	150	6
SP112781	25	80	153	4
SP112991	29	235	232	2
SP112907	0	1380	61	0
SP112817	362	61	672	0
SP112993	15	103	158	20
SP112827	17	103	100	18
SP112855	20	33	115	13
SP112969	18	33	160	23
SP112883	11	112	92	10
SP112929	23	170	182	4
SP112833	10	34	94	8
SP112777	362	0	240	0
SP112887	12	46	160	27
SP112877	4	0	14	1
SP112871	14	73	120	5
SP112875	16	172	170	24
SP112913	8	49	123	36
SP112849	9	115	165	13
SP112881	4	66	133	2
SP112951	0	8	18	0
SP112845	24	68	141	8
SP114910	85	609	170	3
SP114906	29	436	138	2
SP114921	119	327	556	178
SP114901	61	489	397	28
SP114926	45	367	130	10
SP114974	63	456	198	12
SP114958	476	369	341	75
SP114935	39	342	126	8
SP114900	51	492	387	22
SP114941	99	335	545	226
SP114937	83	349	528	216
SP114945	94	394	532	220
SP114943	105	411	540	219
SP114949	1	486	172	19
SP114960	443	371	356	80
SP114962	83	470	53	2123
SP114996	70	177	213	881
SP114987	69	175	203	945
SP114966	90	520	91	2263
SP114903	54	575	389	5
SP114914	46	550	153	0
SP114944	87	361	538	218
SP114930	49	323	304	74
SP114946	0	487	144	3
SP114951	0	435	158	16
SP114953	439	373	385	86
SP114924	69	244	483	161
SP114957	454	356	332	74
SP114986	60	442	209	16
SP114971	70	441	201	26
SP114991	64	186	221	855
SP114992	62	183	199	960
SP114920	73	606	165	0
SP114898	50	574	346	12
SP114932	34	357	142	10
SP114934	33	325	124	12
SP114968	96	513	111	2321
SP114982	69	420	188	39
SP114973	76	448	184	22
SP114908	38	493	141	0
SP114904	82	574	166	0
SP114918	38	447	154	2
SP114984	70	371	191	17
SP114994	59	178	185	937
SP114978	82	372	198	31
SP114912	73	565	149	0
SP114917	77	602	145	0
SP114980	88	466	199	46
SP114976	85	430	169	41
SP114916	53	555	166	0
SP125579	0	0	1	0
SP111131	24	164	99	24
SP111126	9	16	201	36
SP111146	19	64	134	25
SP111123	14	61	158	34
SP111127	55	171	132	11
SP111121	2	6	15	5
SP111156	5	51	136	21
SP111122	20	133	138	18
SP111129	26	155	203	11
SP111152	33	94	135	22
SP111154	10	160	254	29
SP111124	7	59	81	1
SP111128	11	71	84	14
SP111125	37	260	192	16
SP111130	0	66	61	17
SP106835	10	16	41	8
SP106834	2	35	106	12
SP106825	49	203	269	25
SP106841	3	8	55	13
SP106827	28	145	162	10
SP106833	6	43	99	9
SP106839	24	112	156	3
SP106840	7	44	119	0
SP106828	11	32	82	6
SP106829	34	135	138	6
SP106836	3	4	16	0
SP106837	7	22	60	6
SP80037	24	135	146	6
SP102690	14	65	135	14
SP80213	0	2	8	0
SP79939	0	0	19	4
SP109649	4	8	64	6
SP79988	5	5	45	9
SP80183	5	69	109	1
SP79971	3	73	99	13
SP80217	0	0	9	0
SP79968	12	231	163	18
SP80160	0	10	4	2
SP80244	9	15	58	7
SP79998	0	6	1	0
