Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P
DRUP01210006T	567	33	115	0	20	0	30	55	48	67	33	5	0	18	403	0
CPCT02020659T	125	56	43	69	23	6	0	78	8	41	16	14	6	0	7	7
CPCT02080191T	708	27	88	53	90	412	34	184	67	0	29	14	38	0	50	8
CPCT02330084T	0	42	0	94	23	41	17	32	23	11	28	35	3	0	20	37
CPCT02360009T	45	293	0	133	382	11	98	80	0	0	0	75	17	89	95	73
CPCT02060196T	10	11	8	30	16	37	2	60	42	31	0	21	0	0	1	0
CPCT02290028T	0	82	29	57	61	0	0	106	56	3	44	73	16	42	10	0
CPCT02030455T	212	148	103	66	32	225	0	76	0	0	114	4	2	0	39	0
CPCT02080198T	0	44	16	19	5	0	12	85	0	0	2	13	61	0	8	0
CPCT02010679T	4	8	15	9	9	0	2	90	0	28	22	0	0	29	0	0
CPCT02100152T	345	0	209	54	36	192	126	107	195	0	0	0	91	0	18	6
CPCT02070465T	725	2	616	69	70	0	93	65	3	99	15	26	41	0	44	91
CPCT02040224T	160	37	91	6	61	188	53	67	15	14	0	62	0	138	27	0
DRUP01060007T	1	24	12	41	7	0	0	110	0	0	26	7	50	0	4	9
CPCT02040223T	0	57	32	38	48	14	17	91	55	94	37	54	11	0	5	3
CPCT02270023T	282	99	80	142	59	140	0	64	18	0	0	81	101	0	29	0
CPCT02220079T	32	34	29	308	23	0	77	37	47	0	0	8	46	56	27	0
CPCT02230082T	111	8	77	4	23	54	38	86	22	93	0	0	25	16	0	27
CPCT02090043T	10	60	11	93	15	0	0	44	0	24	12	6	47	0	9	0
CPCT02130051T	124	24	161	27	26	109	0	275	42	0	117	0	21	0	0	0
CPCT02030259TIII	162	51	76	14	41	239	40	56	0	48	0	0	0	15	22	0
DRUP01020026T	0	205	43	152	53	41	135	203	0	0	122	0	3	0	0	59
CPCT02210046T	19	6	41	56	29	0	47	121	46	5	0	29	29	45	22	0
CPCT02120120T	0	61	18	0	53	0	34	59	17	0	24	0	0	0	3	64
WIDE01010205T	139	75	0	59	38	326	45	51	68	0	114	0	0	0	28	0
CPCT02340080T	0	1	2	76	12	53	14	99	0	55	10	0	0	0	3	3
WIDE01010216T	14	73	6	217	38	0	13	29	0	0	8	0	46	192	17	0
CPCT02130087T	36	45	86	40	101	4	53	143	120	34	0	74	70	64	8	0
WIDE01010264T	0	40	9	44	52	0	49	21	10	0	12	4	0	0	17	91
CPCT02130085T	0	446	21	153	49	0	0	81	126	0	85	14	0	2	13	40
WIDE01010292T	1	20	0	0	38	0	0	15	0	4	0	0	0	0	20	50
WIDE01010277T	0	229	2	0	62	0	0	17	18	26	2	45	1	0	4	48
CPCT02120118T	5	46	23	6	11	0	0	69	0	0	52	26	6	24	10	0
WIDE01010301T	85	46	0	0	13	176	8	45	0	33	37	23	0	0	14	11
CPCT02220045T	977	79	429	50	65	288	290	104	37	83	0	0	0	0	14	74
CPCT02130093T	12	72	30	96	7	0	0	66	28	0	0	0	73	0	9	23
CPCT02030482T	42	0	24	127	101	24	37	50	0	56	19	69	0	46	32	111
CPCT02030477T	3	2	8	0	17	0	29	53	5	0	27	0	0	54	9	0
CPCT02370026T	0	12	2	0	5	23	35	7	0	38	19	4	0	29	6	0
WIDE01010385T	58	22	41	35	23	0	85	38	180	60	0	0	4	20	27	72
WIDE01010397T	2	91	6	27	4	29	2	27	0	35	0	36	25	38	27	0
WIDE01010414T	156	0	123	25	57	141	48	25	36	113	0	0	33	32	22	0
WIDE01010420T	1224	56	609	124	185	0	522	74	405	0	102	72	49	0	61	81
CPCT02270031T	0	61	26	10	0	12	0	110	34	0	0	30	27	19	12	0
CPCT02120132T	9	38	10	73	1	0	0	117	4	59	69	0	10	3	0	0
DRUP01010084T	49	5	86	100	69	0	46	92	67	0	64	110	115	61	21	14
CPCT02020741T	12	51	13	30	30	59	113	99	27	0	0	42	49	21	29	48
CPCT02020740T	378	111	255	62	69	223	32	201	0	0	0	36	0	24	10	0
CPCT02030492T	66	146	64	158	293	18	106	92	83	199	19	39	59	0	26	63
CPCT02070349T	0	90	87	125	68	0	28	80	33	58	121	3	141	0	10	0
CPCT02070348T	0	74	22	40	8	57	12	180	168	57	2	59	10	12	10	14
CPCT02060226T	35	97	44	34	211	0	76	84	0	72	7	83	87	0	33	41
CPCT02230111T	0	26	44	45	25	0	0	101	89	0	50	63	0	11	0	32
CPCT02080236T	0	103	8	91	31	40	38	42	75	54	31	11	0	0	2	82
CPCT02030498T	0	31	9	3	42	0	128	62	0	0	91	0	118	0	5	0
DRUP01050029T	3	99	4	13	43	9	40	37	16	40	18	0	37	0	10	27
CPCT02030505T	233	41	115	0	19	26	82	82	0	0	44	11	54	0	21	0
CPCT02120149T	0	7	18	65	66	40	17	79	34	40	0	60	49	29	14	0
CPCT02070358T	0	70	1	30	16	67	3	102	117	32	0	0	28	0	0	0
CPCT02060168T	1	81	27	76	3	0	16	39	0	35	5	0	30	4	9	22
CPCT02030509T	290	28	73	0	0	0	34	54	70	12	16	25	0	23	5	35
CPCT02210066T	551	21	97	0	22	0	36	47	0	12	120	14	43	29	21	48
CPCT02030495T	0	15	10	33	17	53	0	69	0	47	0	21	14	48	7	0
CPCT02060251T	0	0	0	10	11	0	21	26	0	10	22	1	16	0	4	4
CPCT02380049T	9	51	1	0	5	0	0	46	30	0	13	1	68	78	11	12
CPCT02300049T	0	22	22	30	5	13	14	63	0	67	26	0	0	0	15	0
CPCT02140079T	0	39	24	0	2	0	0	94	3	52	5	16	39	8	0	0
CPCT02110074T	1	120	29	81	62	0	12	48	50	0	20	106	12	0	19	40
CPCT02210065T	38	167	0	86	309	19	219	63	74	0	0	0	64	80	5	0
CPCT02120153T	36	3	41	92	64	0	49	61	91	42	38	85	0	28	10	0
CPCT02110078T	14	47	0	73	113	119	146	91	0	109	101	9	16	0	19	0
CPCT02030517T	5	143	22	134	71	0	0	124	63	0	29	41	0	13	88	29
CPCT02020466T	223	74	170	0	47	0	19	97	87	100	59	0	0	14	9	48
CPCT02070397T	0	11	28	35	4	0	19	81	22	100	3	0	0	0	5	0
CPCT02050203T	690	106	189	34	25	44	129	105	0	0	128	16	0	0	24	0
CPCT02020572T	259	89	202	157	7	129	0	202	138	0	113	0	12	0	23	0
CPCT02060142T	320	39	170	0	14	0	24	77	60	0	0	0	7	97	9	58
CPCT02230050T	731	75	231	0	135	0	243	86	105	0	0	120	114	35	58	0
CPCT02070222T	3	9	32	0	7	0	15	78	0	77	41	9	8	1	9	0
CPCT02010646T	0	73	26	100	233	34	0	87	34	5	0	33	27	25	12	0
CPCT02070418T	15	61	13	32	24	0	5	19	54	37	0	7	55	61	17	0
CPCT02080160T	703	129	204	30	29	137	8	169	0	247	0	5	0	0	33	44
CPCT02100112T	17	51	49	13	15	0	7	170	4	0	115	84	20	5	15	0
CPCT02100119T	61	128	45	55	143	0	50	63	155	78	0	73	0	18	30	42
CPCT02340032T	6	224	0	70	90	0	14	45	34	0	29	8	73	65	21	0
CPCT02020513T	7	118	0	90	3	6	24	34	0	13	0	11	0	0	19	0
CPCT02180025T	84	20	5	53	163	144	269	27	72	33	0	75	44	0	20	0
CPCT02120022T	0	25	2	46	18	76	58	21	0	34	13	27	53	0	9	10
CPCT02020516T	4	229	0	137	41	45	77	55	72	24	1	0	16	0	0	92
CPCT02060089T	0	108	11	110	111	25	0	22	18	0	0	22	0	0	0	85
CPCT02090018T	0	5	7	134	44	40	23	27	68	127	0	11	0	0	16	6
CPCT02060094T	1	23	18	54	14	15	0	25	0	63	16	0	1	32	19	24
CPCT02120028T	16	84	0	95	98	95	16	64	44	0	12	40	0	0	17	10
CPCT02090019T	613	39	317	42	37	62	95	64	7	11	0	15	116	35	48	60
CPCT02060105T	215	22	86	0	27	212	54	83	0	12	0	6	17	24	18	0
CPCT02020544T	396	0	0	0	13	248	0	49	0	96	106	0	0	0	18	0
CPCT02060110T	0	11	8	0	4	0	0	23	12	27	10	0	0	0	7	28
CPCT02030355T	15	34	0	44	6	20	9	15	24	0	14	9	108	0	8	25
CPCT02040127T	13	68	34	99	68	0	133	55	3	46	27	34	0	0	14	109
CPCT02070190T	8	153	5	0	140	0	24	43	19	0	55	36	21	19	0	56
CPCT02090020T	2	21	0	80	5	2	12	42	0	0	0	0	0	0	1	23
DRUP01020004T	0	40	1	152	5	19	6	48	0	0	0	21	0	0	9	6
CPCT02060120T	196	148	56	35	646	284	104	75	19	0	0	11	0	75	24	0
CPCT02070210T	26	154	6	251	454	0	59	139	53	54	88	0	42	0	76	0
CPCT02040144T	462	190	51	160	131	304	136	150	160	0	97	16	0	0	48	67
CPCT02040143T	10	0	21	118	48	0	70	72	9	0	31	3	0	0	19	16
CPCT02020593T	30	270	0	148	83	68	63	64	0	0	0	99	72	33	21	23
CPCT02180005T	14	200	9	142	92	0	0	64	122	11	19	0	0	0	18	57
CPCT02030299T	255	30	248	0	25	199	48	53	0	0	25	0	165	35	28	0
CPCT02020420T	0	86	15	52	6	49	6	56	0	11	12	3	7	0	18	67
CPCT02030303T	334	23	269	30	10	35	64	57	25	26	0	17	60	26	10	0
CPCT02070058T	284	25	280	53	30	196	0	53	0	0	75	27	9	0	12	25
CPCT02040050T	188	4	65	56	10	0	35	28	36	21	59	0	26	0	20	0
CPCT02020434T	30	97	29	78	41	0	96	45	80	0	3	55	39	0	16	51
CPCT02220006T	0	121	6	155	17	0	0	26	287	0	0	0	248	0	13	0
DRUP01140003T	0	125	7	64	0	35	0	25	1	70	0	0	0	0	5	32
CPCT02020459T	247	0	146	0	15	0	19	73	67	0	33	42	30	55	12	0
CPCT02330021T	5	85	6	106	68	0	0	20	0	4	31	14	77	24	11	0
CPCT02110016T	19	0	1	0	2	0	43	21	0	0	0	4	0	52	12	7
CPCT02330023T	19	45	20	9	7	0	11	26	30	49	8	16	22	0	2	0
CPCT02040095T	19	94	0	49	106	56	32	40	78	3	0	128	57	0	30	24
CPCT02160017T	592	129	117	16	63	396	0	101	225	0	115	28	0	0	67	15
CPCT02080093T	4	97	10	62	44	0	0	22	37	0	17	15	0	0	25	0
CPCT02060088T	0	10	0	40	11	0	9	11	0	43	20	0	0	0	11	7
CPCT02290021T	103	90	20	16	83	94	0	96	64	0	0	112	47	0	8	10
CPCT02340042T	13	101	30	236	96	25	89	83	4	0	0	70	0	0	16	42
CPCT02040192T	216	62	59	1	28	69	94	60	5	0	0	23	0	0	24	50
CPCT02300026T	20	118	21	49	25	0	60	97	243	0	88	0	6	40	34	0
CPCT02450007T	639	30	151	162	53	0	44	60	81	0	44	41	0	0	36	0
CPCT02170020T	374	0	114	0	41	0	168	94	0	3	0	28	64	79	14	9
CPCT02030440T	33	75	26	6	54	0	117	95	65	130	0	33	28	42	10	0
CPCT02190003T	873	125	147	145	297	199	0	57	136	0	63	13	0	0	7	40
WIDE01010536T	2	43	0	35	3	21	2	20	2	0	0	0	0	32	9	0
WIDE01010554T	6	30	12	56	1	9	20	19	0	0	0	28	45	0	21	29
