Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N
SP121828	27	15	39	2	4	0	15	0	35	0	3	16	53	0
SP121783	7	39	32	0	11	0	13	0	6	0	5	0	129	0
SP121774	41	56	130	0	37	0	15	0	12	0	17	12	129	0
SP121790	13	11	62	1	22	20	13	0	9	0	1	2	75	2
SP121859	24	1	35	0	19	25	9	0	25	0	9	0	83	0
SP121808	11	9	0	2	3	52	3	7	15	0	3	6	21	0
SP121781	43	71	188	2	62	13	21	0	38	0	22	91	0	3
SP121763	13	31	20	0	7	20	13	0	0	0	5	3	49	0
SP121811	15	32	26	0	4	3	37	0	9	0	1	13	56	5
SP121852	24	47	63	0	20	8	16	22	15	32	1	1	0	6
SP122361	71	20	48	2	185	41	16	0	16	0	52	50	188	0
SP121837	4	33	29	2	7	24	12	0	7	10	8	14	0	4
SP121824	0	23	21	0	0	34	11	0	2	0	3	10	13	0
SP121841	4	9	28	1	19	22	1	0	7	0	4	5	16	0
SP121831	28	11	11	3	24	0	7	0	0	0	0	0	136	0
SP121761	63	34	142	2	22	17	16	0	18	0	10	26	30	4
SP121816	20	16	75	1	20	29	9	0	22	1	10	4	57	4
SP121861	1	4	0	0	0	6	0	2	0	0	0	0	0	3
SP121847	31	37	77	2	20	30	14	0	11	8	11	3	0	1
DRUP01010001T	56	74	77	22	30	29	45	11	50	20	56	79	0	9
CPCT02010424T	82	153	113	25	19	0	21	9	67	96	30	16	0	20
CPCT02010349T	7	22	21	5	3	5	6	15	15	13	16	13	0	3
CPCT02020325T	61	0	11	62	20	36	12	54	10	7	30	4	4	30
CPCT02030246T	40	17	36	56	29	91	27	3	9	0	14	24	0	14
CPCT02070010T	79	0	27	43	31	29	15	10	19	1	11	16	0	16
CPCT02010370T	7	48	65	17	27	0	22	45	0	11	1	0	3	7
CPCT02010369T	139	177	85	69	62	121	73	88	35	32	68	0	0	17
CPCT02070013T	90	281	98	66	80	94	55	28	43	0	21	29	0	10
CPCT02060018T	58	0	20	41	9	63	8	42	8	3	9	5	0	13
CPCT02060022T	62	20	21	40	25	40	7	32	28	0	17	32	0	0
CPCT02070009T	97	35	81	90	49	31	21	63	13	33	23	23	0	22
CPCT02010398T	31	269	25	119	59	5	29	0	38	23	48	15	0	30
CPCT02010408T	49	9	7	57	10	23	24	73	12	20	19	56	20	5
CPCT02030246TII	54	14	62	21	30	60	22	7	17	34	21	25	5	13
CPCT02010386T	142	53	112	46	81	0	9	19	10	106	6	1	21	9
CPCT02020309T	137	18	42	161	48	26	10	4	8	52	22	24	0	25
CPCT02080045T	70	449	111	24	115	180	114	55	64	0	58	7	0	13
CPCT02020398T	30	28	7	24	30	0	29	49	0	0	13	33	15	8
CPCT02010392T	3	48	0	106	7	25	0	0	16	18	9	21	11	0
CPCT02090003T	109	5	46	70	19	0	24	35	13	0	2	13	0	26
CPCT02060274T	80	10	0	41	78	68	38	0	24	139	2	0	47	13
CPCT02020650T	87	223	49	74	18	183	1	23	12	0	32	0	28	0
CPCT02080181T	49	15	55	47	19	38	7	0	33	40	26	28	13	13
DRUP01340015T	43	0	33	73	16	9	14	0	8	29	11	4	0	420
CPCT02070436T	119	168	80	137	248	99	1670	32	54	52	49	36	25	30
CPCT02050225TII	70	0	6	58	37	48	12	72	19	0	29	30	0	1
DRUP01070031T	169	0	15	45	12	33	5	34	10	14	3	14	1	20
CPCT02070278T	22	2	6	49	11	10	8	0	12	67	4	22	0	11
CPCT02010732T	113	26	40	75	32	0	33	55	12	47	15	34	12	6
CPCT02060181T	35	27	24	39	57	32	0	84	13	0	12	6	0	19
CPCT02080175T	93	45	22	77	30	73	14	33	15	0	9	14	80	10
CPCT02020903T	17	0	17	29	33	0	26	60	21	0	35	33	26	18
CPCT02070441T	99	7	20	25	32	23	11	52	23	19	16	9	0	17
CPCT02080181TII	61	21	61	35	29	51	2	7	25	8	20	40	0	177
CPCT02070290T	68	26	71	66	40	10	14	26	50	80	18	15	11	11
DRUP01090011T	98	1	27	127	1	6	25	0	3	0	10	27	49	31
CPCT02080297T	36	37	87	13	30	42	4	5	12	31	3	5	18	23
CPCT02010680T	29	17	37	69	22	23	1	30	16	0	7	28	10	14
CPCT02090064T	61	0	8	13	32	33	17	14	15	0	7	15	22	23
CPCT02020937T	108	0	24	32	28	8	0	96	10	0	9	13	7	4
CPCT02090065T	88	32	42	31	41	23	16	57	13	24	13	26	0	23
CPCT02060191T	111	270	51	67	100	169	65	34	18	0	17	0	0	6
CPCT02060192T	2	31	12	93	7	14	4	0	0	55	17	16	51	9
CPCT02011090T	22	6	18	17	8	23	2	22	0	11	27	3	0	24
CPCT02070463T	43	54	21	25	16	10	74	0	14	38	16	14	0	14
CPCT02011094T	8	0	13	16	2	8	7	19	6	30	9	37	0	7
CPCT02030458T	15	36	21	62	0	0	9	6	20	72	14	13	4	6
CPCT02060282T	35	0	7	7	10	12	2	30	12	0	8	6	0	17
DRUP01090012T	141	0	8	79	20	35	8	59	5	4	12	5	31	28
CPCT02090042T	54	28	23	42	5	21	10	52	14	0	24	19	8	10
CPCT02340078T	13	3	4	51	3	17	4	12	0	0	2	17	8	19
WIDE01010040T	41	364	28	15	42	124	67	31	50	0	46	32	50	2
CPCT02020683T	77	641	58	171	67	132	95	0	39	0	53	32	0	5
CPCT02020691T	109	98	60	123	96	74	40	78	31	20	17	0	68	10
DRUP01010077T	100	29	43	41	13	0	17	67	7	50	16	21	5	20
DRUP01050021T	496	530	60	208	1152	0	171	63	717	0	107	138	0	188
CPCT02080206T	28	3	16	48	11	20	10	27	3	0	9	8	5	7
CPCT02060292T	114	249	41	21	30	66	54	18	6	0	15	0	19	10
CPCT02060290T	13	9	19	11	12	0	5	39	2	0	9	14	26	7
CPCT02090044T	58	123	121	107	39	82	30	0	647	39	2	0	0	59
WIDE01010138T	69	69	27	56	26	8	61	77	7	37	1	1	0	29
CPCT02130062T	30	44	58	79	40	47	30	0	4	137	0	0	0	18
WIDE01010160T	123	75	29	41	97	25	17	25	5	44	6	10	55	39
CPCT02020706T	5	34	0	99	2	0	20	27	8	8	2	4	0	0
CPCT02070313T	37	15	4	50	38	36	6	67	1	15	20	6	0	7
WIDE01010187T	43	288	100	27	34	147	41	6	35	57	34	17	50	16
WIDE01010169T	285	47	134	27	154	60	38	123	61	0	40	2	18	11
CPCT02100161T	329	486	209	72	148	102	60	38	55	204	66	27	0	30
CPCT02070317T	108	0	37	46	71	27	8	29	16	0	23	23	8	22
WIDE01010239T	149	0	9	45	32	40	19	57	6	0	14	17	0	21
WIDE01010233T	178	0	37	45	148	13	35	67	35	0	11	36	0	31
CPCT02070322T	35	22	38	86	11	35	11	6	8	29	4	25	0	5
WIDE01010262T	22	247	62	33	79	132	90	47	49	0	30	20	0	0
WIDE01010267T	127	9	44	23	93	3	6	87	31	40	29	43	0	12
WIDE01010293T	0	0	0	5	0	0	1	45	4	11	1	5	0	5
WIDE01010167T	23	22	13	23	4	21	1	30	13	0	7	10	31	16
CPCT02060211T	41	30	117	133	110	38	3	52	27	0	21	17	0	10
DRUP01080012T	59	576	106	422	143	157	131	0	65	101	49	6	5	8
WIDE01010356T	39	44	24	37	25	74	129	72	11	0	8	25	1	24
WIDE01010374T	26	183	33	4	27	0	40	0	0	7	9	0	0	20
WIDE01010393T	102	333	296	40	147	148	85	61	56	0	49	28	0	26
CPCT02090036T	254	29	0	51	209	15	15	89	2	0	0	0	0	4
CPCT02340018TII	49	207	136	210	87	43	252	0	21	35	8	21	137	44
CPCT02340088T	36	21	9	48	45	6	28	35	21	0	25	64	41	15
WIDE01010452T	150	18	27	31	16	88	15	15	9	0	5	28	0	9
CPCT02080227T	74	45	9	132	16	36	24	0	4	52	13	4	40	17
CPCT02060230T	249	34	36	65	11	45	0	28	17	0	0	30	0	0
CPCT02020750T	6	14	22	42	2	0	7	9	8	26	11	21	0	11
CPCT02060241T	15	22	1	52	48	0	4	25	8	71	24	2	3	0
CPCT02060245T	42	1	71	98	66	55	15	16	16	0	3	11	0	3
CPCT02070319T	38	35	60	87	24	51	22	27	27	0	19	19	13	14
CPCT02010856T	59	42	31	38	29	11	1	42	13	24	265	0	5	2
CPCT02090052T	12	0	116	46	83	4	0	5	57	137	18	0	0	16
CPCT02090053T	9	14	29	41	47	0	6	42	4	66	16	8	0	5
CPCT02070357T	241	319	632	85	367	45	273	165	56	0	53	0	0	17
CPCT02090057T	0	24	29	30	5	23	8	8	4	0	20	11	37	3
CPCT02270035T	103	6	9	50	28	25	0	77	6	4	7	0	79	7
CPCT02060254T	76	0	101	31	131	10	6	73	19	67	13	10	0	6
CPCT02070365T	14	21	16	26	26	15	6	6	6	87	9	15	0	12
CPCT02060258T	26	0	0	42	6	29	16	5	3	21	2	16	30	18
CPCT02080247T	82	43	40	104	44	25	9	94	10	0	18	79	0	32
CPCT02020794T	133	62	104	82	42	47	43	73	33	8	276	39	0	23
CPCT02020790T	36	15	49	48	15	47	14	20	24	0	10	53	0	3
CPCT02060253T	18	17	30	38	10	9	4	19	15	49	16	11	17	34
CPCT02020775T	38	4	7	37	26	39	0	14	7	52	7	34	24	11
CPCT02030513T	86	24	77	97	13	21	40	14	8	31	35	26	31	22
CPCT02380051T	14	12	8	40	30	0	5	51	7	27	5	7	6	10
CPCT02080248T	47	37	16	80	55	19	9	21	14	16	14	10	0	10
CPCT02070371T	7	107	12	58	62	0	19	33	24	0	4	7	59	3
CPCT02070366T	21	22	25	62	10	0	15	17	18	4	8	10	19	15
CPCT02050392T	29	51	16	91	28	57	4	11	9	16	15	24	5	4
CPCT02130147T	293	523	43	56	83	145	130	0	45	0	34	19	0	32
CPCT02020812T	74	0	9	37	36	4	21	24	10	0	9	0	32	20
CPCT02020820T	58	50	12	89	13	14	59	25	12	8	8	32	0	33
DRUP01090014T	178	5	44	70	141	3	9	0	30	111	9	0	73	22
CPCT02060240T	135	75	33	63	42	56	14	50	21	0	26	23	0	31
DRUP01060024T	341	276	48	48	64	0	100	107	23	11	12	6	31	35
CPCT02020848T	0	28	30	45	1	31	25	18	41	0	28	11	0	17
CPCT02010648T	0	55	32	43	45	16	82	98	16	41	9	7	35	2
CPCT02060130T	47	41	7	54	37	58	28	10	17	31	34	43	0	22
CPCT02010649T	246	12	18	127	25	0	1	17	2	55	33	4	25	15
CPCT02060127T	116	0	48	61	25	20	10	20	12	32	9	22	3	17
CPCT02340106T	51	13	32	87	10	35	32	9	13	34	14	3	37	30
CPCT02150034T	217	102	93	45	105	145	35	33	40	22	13	13	0	19
CPCT02030415T	46	242	310	278	71	148	61	87	267	0	8	0	76	111
CPCT02060235T	41	19	1	14	6	28	2	53	7	0	18	15	33	30
CPCT02010625T	116	21	16	76	3	7	0	0	20	115	8	4	0	4
CPCT02060275T	67	13	25	43	66	0	4	69	9	24	13	0	0	16
CPCT02340026T	16	0	26	70	32	71	9	70	18	0	13	7	0	0
CPCT02090063T	57	72	5	11	19	42	5	18	9	43	6	17	0	2
CPCT02010549T	24	36	69	179	38	23	13	10	13	18	3	0	0	8
CPCT02060066T	25	35	14	24	14	11	14	14	14	17	17	10	12	14
CPCT02020450T	27	10	29	11	0	6	12	14	3	12	10	8	0	0
CPCT02010406TII	5	32	13	26	20	50	12	0	23	0	6	31	11	7
CPCT02050167T	60	22	28	25	36	17	12	0	22	0	26	15	22	15
CPCT02110036T	7	32	35	45	14	8	9	46	14	0	15	12	0	7
CPCT02010599T	38	0	17	32	54	33	20	32	5	17	11	25	0	3
CPCT02010595T	50	5	0	9	39	44	8	19	5	10	13	16	5	1
CPCT02100091T	49	311	155	62	19	503	310	0	131	0	81	0	0	41
CPCT02060104T	0	7	0	15	1	49	7	23	4	0	2	4	0	0
CPCT02010600T	134	11	1	38	20	25	8	63	6	0	19	28	53	29
CPCT02110040T	233	9	286	138	115	41	42	203	51	59	38	0	0	46
CPCT02340018T	52	248	148	144	92	29	340	9	21	0	13	34	40	42
CPCT02050225T	83	7	11	54	39	47	14	47	12	0	30	57	0	1
CPCT02040141T	81	72	14	179	12	0	4	4	10	17	17	5	10	32
CPCT02340020T	34	32	34	81	58	20	18	0	17	0	10	27	0	13
CPCT02080139T	1	31	0	105	3	21	5	0	2	0	5	6	1	9
CPCT02060061T	168	6	57	39	340	27	6	0	3	0	53	54	45	7
CPCT02070051T	53	126	14	67	15	0	0	0	9	19	8	18	0	19
CPCT02010408TII	51	24	9	33	11	20	27	61	5	11	20	49	24	23
CPCT02010429T	47	32	23	37	1	30	14	3	17	21	11	13	0	8
CPCT02020438T	36	55	91	33	39	0	91	0	20	0	48	88	25	23
CPCT02040072T	45	29	104	32	42	53	22	38	22	0	7	15	18	20
CPCT02020428T	183	13	0	9	6	47	4	18	8	0	9	3	0	31
CPCT02010494T	49	15	23	35	26	45	17	11	17	0	91	25	63	9
CPCT02070095T	97	30	111	31	47	0	30	33	17	0	20	0	0	13
DRUP01070006T	8	0	7	33	4	2	5	0	0	21	1	8	0	8
DRUP01070005T	88	26	89	44	47	41	29	68	14	42	25	23	0	27
CPCT02020465T	8	21	46	17	0	1	7	16	1	0	2	32	1	28
CPCT02030325T	112	0	50	27	31	80	3	70	9	0	16	1	22	12
CPCT02090011T	53	0	28	53	85	35	41	0	7	133	9	0	8	28
CPCT02060071T	182	110	32	52	35	0	46	8	5	86	21	40	34	5
DRUP01070010T	98	8	49	51	17	32	30	10	14	45	11	15	0	35
CPCT02070111T	8	11	3	46	12	20	10	0	0	4	18	41	8	3
CPCT02070098T	97	4	53	21	70	62	18	0	18	12	11	9	0	14
CPCT02090012T	51	4	126	15	60	46	16	26	18	0	142	0	25	20
DRUP01090001T	94	22	28	19	37	0	0	61	9	26	11	33	0	5
CPCT02070108T	13	35	59	45	31	0	15	0	32	23	3	27	37	3
CPCT02010548T	44	7	17	23	8	13	7	48	13	0	9	15	17	6
CPCT02090014T	120	0	41	30	46	24	25	6	19	140	17	23	0	15
CPCT02010559T	110	26	0	62	4	13	26	15	10	19	25	14	34	31
CPCT02080102T	77	27	24	63	80	64	36	0	30	171	43	8	31	35
CPCT02030422T	32	20	6	63	10	27	4	6	5	14	8	0	29	11
CPCT02070249T	113	366	79	44	28	221	94	46	55	14	38	0	0	29
DRUP01070029T	124	32	19	129	46	0	13	10	0	34	6	3	0	10
CPCT02070247T	10	38	15	73	0	0	0	36	6	22	15	14	13	21
DRUP01010053T	96	11	0	54	19	66	12	40	20	1	4	8	33	28
DRUP01100003T	68	472	160	536	29	497	437	0	147	0	88	0	0	54
CPCT02070257T	215	6	0	86	115	78	0	68	11	0	17	20	26	22
CPCT02340046T	7	38	35	118	5	27	5	5	10	16	11	0	4	9
DRUP01080008T	96	68	35	291	87	82	19	0	35	84	76	32	64	133
DRUP01340002T	10	22	24	81	29	71	15	31	18	0	7	12	0	16
CPCT02010715T	41	39	27	160	5	2	6	48	4	0	6	7	20	20
WIDE01010465T	72	0	0	27	11	0	5	67	7	0	34	26	10	26
WIDE01010487T	27	29	30	31	20	27	10	60	9	0	20	20	20	31
WIDE01010492T	21	1	70	25	48	11	3	113	25	0	15	11	0	11
WIDE01010497T	16	48	24	24	7	15	26	37	16	6	6	26	0	28
WIDE01010521T	252	180	135	36	158	41	81	23	78	86	59	42	33	5
WIDE01010519T	51	290	28	30	28	152	85	47	20	0	23	18	9	15
WIDE01010527T	0	0	20	18	0	0	10	0	9	0	0	10	4	7
WIDE01010517T	0	17	65	24	20	44	27	7	24	10	4	5	15	41
WIDE01010699T	51	46	17	7	9	8	19	28	2	2	14	0	23	23
WIDE01010713T	243	59	2	48	109	4	34	0	13	231	39	23	35	38
