MutationType	ID83A	ID83B	ID83C	ID83D	ID83E
2:Ins:R:0	2.53E-05	5.71E-05	7.20E-05	3.72E-05	4.99E-04
2:Ins:R:1	1.94E-05	2.74E-05	8.20E-05	6.09E-05	1.47E-04
2:Ins:R:2	1.50E-05	2.04E-05	4.72E-05	9.82E-06	1.21E-04
2:Ins:R:3	1.82E-05	2.09E-05	1.43E-05	2.10E-05	8.11E-05
2:Ins:R:4	3.84E-05	4.52E-05	9.15E-10	1.66E-05	5.23E-05
2:Ins:R:5	8.61E-05	1.06E-04	2.09E-05	4.39E-05	2.65E-04
3:Ins:R:0	1.39E-05	2.58E-05	5.38E-05	7.34E-05	2.33E-04
3:Ins:R:1	1.38E-05	6.29E-06	6.46E-05	3.17E-05	9.77E-05
3:Ins:R:2	7.77E-06	6.44E-06	1.70E-05	7.79E-06	7.41E-06
3:Ins:R:3	7.85E-06	3.55E-06	2.16E-06	2.66E-06	1.59E-05
3:Ins:R:4	1.18E-05	7.93E-06	6.60E-06	1.61E-09	1.02E-05
3:Ins:R:5	3.01E-05	4.08E-05	2.39E-05	3.82E-05	9.67E-05
4:Ins:R:0	1.46E-05	5.00E-05	2.84E-06	1.19E-05	3.85E-04
4:Ins:R:1	2.55E-05	6.69E-06	6.74E-05	7.25E-05	9.07E-05
4:Ins:R:2	7.67E-06	1.32E-05	6.91E-06	2.33E-06	4.30E-05
4:Ins:R:3	8.51E-06	1.24E-05	2.02E-06	7.48E-06	4.61E-05
4:Ins:R:4	1.72E-05	2.04E-05	2.45E-05	2.93E-05	6.19E-05
4:Ins:R:5	3.05E-05	2.38E-05	5.19E-05	4.79E-05	9.51E-05
5:Ins:R:0	6.76E-05	2.33E-04	2.45E-06	2.16E-06	3.84E-03
5:Ins:R:1	4.16E-05	2.10E-05	1.68E-04	1.65E-04	2.72E-04
5:Ins:R:2	9.04E-06	1.04E-05	1.92E-05	9.57E-06	5.51E-05
5:Ins:R:3	1.16E-05	7.20E-06	2.17E-05	3.42E-05	3.64E-05
5:Ins:R:4	1.59E-05	2.47E-06	2.01E-05	1.24E-05	7.33E-06
5:Ins:R:5	9.91E-06	2.43E-06	1.97E-05	1.41E-05	9.68E-06
2:Del:M:1	6.86E-06	5.01E-05	2.01E-04	3.26E-04	3.69E-04
3:Del:M:1	1.10E-06	1.55E-05	1.07E-04	8.24E-05	1.60E-04
3:Del:M:2	6.11E-06	3.18E-05	1.22E-04	2.50E-04	1.44E-04
4:Del:M:1	2.51E-06	2.64E-05	1.20E-04	1.35E-04	2.22E-04
4:Del:M:2	3.02E-06	1.22E-05	1.49E-04	2.56E-04	2.17E-04
4:Del:M:3	3.34E-06	1.36E-05	2.06E-04	3.26E-04	3.10E-04
5:Del:M:1	0.00E+00	3.74E-05	5.94E-04	7.64E-05	9.26E-04
5:Del:M:2	3.17E-06	2.21E-05	3.15E-04	1.03E-04	6.16E-04
5:Del:M:3	3.90E-06	2.29E-05	1.57E-04	1.23E-04	3.94E-04
5:Del:M:4	1.77E-06	3.28E-06	1.04E-04	1.41E-04	1.87E-04
5:Del:M:5	5.13E-06	1.68E-05	9.66E-05	7.59E-05	2.05E-04
