Sample Names	MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G
SP23435	1:Del:C:0	0.0034791408570008855	0.025161012287507858	0.7206473287874384	0.0	0.0	0.0	0.2507125180680528
SP23435	1:Del:C:1	0.0007434305689024999	0.018037403594791786	0.6301587961232201	0.0	0.0	0.0	0.3510603697130855
SP23435	1:Del:C:2	0.0030891462820670846	0.008248741502106843	0.5167706020524325	0.0	0.0	0.0	0.4718915101633935
SP23435	1:Del:C:3	0.021143585546342818	0.02372945506729815	0.6153893382928107	0.0	0.0	0.0	0.33973762109354827
SP23435	1:Del:C:4	0.09975958691925353	0.0034547201396695447	0.42810253580177465	0.0	0.0	0.0	0.46868315713930214
SP23435	1:Del:C:5	0.38430473101238316	0.16687657188286822	0.12097672779873987	0.0	0.0	0.0	0.32784196930600884
SP23435	1:Del:T:0	0.0018425369155037467	0.03148597934477413	0.8785038162589336	0.0	0.0	0.0	0.08816766748078857
SP23435	1:Del:T:1	0.0024019934924566977	0.023789718613775154	0.8811747314609174	0.0	0.0	0.0	0.09263355643285076
SP23435	1:Del:T:2	0.003861059316521865	0.03764731866431251	0.8843276288405859	0.0	0.0	0.0	0.07416399317857973
SP23435	1:Del:T:3	0.021244963028906435	0.04313066812023521	0.8395435029076507	0.0	0.0	0.0	0.0960808659432076
SP23435	1:Del:T:4	0.08276429804141663	0.06928531744040368	0.754486064376953	0.0	0.0	0.0	0.09346432014122683
SP23435	1:Del:T:5	0.675904931167015	0.2147072582813394	0.09626888265575356	0.0	0.0	0.0	0.01311892789589197
SP23435	1:Ins:C:0	0.013422563726809202	0.22808784993511805	0.06005622875832759	0.0	0.0	0.0	0.6984333575797451
SP23435	1:Ins:C:1	0.0007206622373752091	0.08390475809294579	0.6961015255655364	0.0	0.0	0.0	0.2192730541041426
SP23435	1:Ins:C:2	0.002805763490224022	0.08928768136103409	0.6683574248744336	0.0	0.0	0.0	0.23954913027430824
SP23435	1:Ins:C:3	0.01845670595579754	0.29311362625323284	0.38442959508841223	0.0	0.0	0.0	0.30400007270255747
SP23435	1:Ins:C:4	0.0657884409390787	0.5165402180429152	0.1131935036870698	0.0	0.0	0.0	0.30447783733093625
