MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q	ID83R
1:Del:C:0	0.00695460182363604	0.0007750270754331723	0.011872410441283137	0.007927967949435698	0.04191153420033515	0.02211486237578015	0.0011520595155889168	0.010580134612682741	0.030724125181150155	0.021334670699257034	0.016415921904845164	0.23437331494875252	0.017837431936932262	0.00873112906003371	0.11489339859224856	0.12855467170244084	0.030322386207990347	0.013353320095920935
1:Del:C:1	0.002478386911388952	0.0009341572164157697	0.004059351821488235	0.002258680705272127	0.01673795578069985	0.009721957735309842	0.0038269181457899672	0.003900638343038736	0.006839336534030735	0.0021482987390481867	0.01211071805417305	0.07090290541760623	0.007926562591455877	0.027626997167244552	0.19163148373365402	0.01740757075662259	0.016103279562084936	0.007082544557051733
1:Del:C:2	0.0015733431570578646	0.00040145734306861413	0.003582125346072046	0.0015830737876240163	0.004503911386200344	0.004641447515168693	0.00024841673861374146	0.002769175471476046	0.0006068771198624745	0.004284725121688098	0.008787157838669372	0.010860218357247504	0.005245024681410339	0.006897847630898468	0.16818663761019706	0.002018015655921772	0.006927681428205688	0.0024719340016599745
1:Del:C:3	0.0016697589079194585	0.0023333351714973105	0.0017353441628802102	0.008447335810633377	0.004120717870391672	0.003193233902675274	0.006105856164358556	0.0030849165133986388	0.004980928400182165	0.0013029831177118467	0.009037855009082704	0.005707742348313331	0.0023154168014298195	0.003783337449422106	0.05897526230663061	0.0027796537621179594	0.010312757018546108	0.004155154472391587
1:Del:C:4	0.0019388028739922448	0.002781071335775778	0.001431154984747991	0.019318441181094385	0.0037978188759189057	0.001032989077939419	0.001459004382340936	0.004912186285073403	0.010248993815039284	4.7120048839133234e-05	0.003982053041108884	0.004847282719565555	0.0010852273988712113	0.0035660366457886993	0.029481576308608055	0.0062224729772424325	0.0064490987797034905	0.00363094964355696
1:Del:C:5	0.011175761939957738	0.001632003870618064	0.00876471516705351	0.058053403256926685	0.0065723022293241225	0.006688446693588048	0.0039869085686223115	0.018565656241262333	0.0029074428736203116	0.0031029402455533274	0.005481964911741671	0.010290661311446457	0.0011127116584339091	0.007429277560731862	0.017485282272100448	0.0026316625106846915	0.01305345852044411	0.01419971845098189
1:Del:T:0	0.003348418281238992	0.0016432199067276088	0.011216472067753785	0.007427786227362958	0.060762445046943864	0.014372850675717927	0.01948280048556626	0.014094287474872545	0.14652402229607106	0.009580062959576025	0.013303426751808728	0.048947582645341756	0.009013415658555459	0.025412778868339956	0.02953822076320648	0.043490835030243036	0.02858713720459491	0.00913278348336462
1:Del:T:1	0.0057305860970518555	0.0011607784795342013	0.007618206232291413	0.004185054319168558	0.01740799581864849	0.026438241227297113	0.0032068372095818633	0.017964934906631244	0.2704027671739459	0.007042135462543228	0.007122350507415831	0.013303619371727108	0.003661827341420576	0.0117118739997386	0.019353465806489112	0.009695105836581206	0.018152321046218275	0.010200999969310943
1:Del:T:2	0.0035896293020050507	0.0019258745515253394	0.00795884122257121	0.009516741433253628	0.024077076306566594	0.009225216425293184	0.007869925408158451	0.008218599499377888	0.08388597305864096	0.009530368853593246	0.017149396992754192	0.04486043807119131	0.009099281727685593	0.03905689531704411	0.01444453896721825	0.0086586630630336	0.03449568795971572	0.008584263798111351
1:Del:T:3	0.010170164371374994	0.005138052364127361	0.005939343564969022	0.0192962002864806	0.022678646165295503	0.010143181743333117	0.01604387094033882	0.012147745169932023	0.11561957216472366	0.005043466002680361	0.014256599874934182	0.09470060129184275	0.006781856123707257	0.01198149142186594	0.019771501945797354	0.007853273979853838	0.03027243446325883	0.010692108479561284
1:Del:T:4	0.02484894220950082	0.00308182009626762	0.006952572052832693	0.05343546571908519	0.0390304971113801	0.015307335567194968	0.014566709616721909	0.019160319602815435	0.0918080345960334	1.401298464324817e-47	0.013472427902161143	0.04684122230508365	0.00989134851261042	0.006567432776791975	0.005581297284225002	0.015235962000413336	0.047204020529752595	0.0177120965893846
1:Del:T:5	0.6883252887427806	0.0002778598945587873	0.04308942152889445	0.5314048484712839	0.014250318998301875	0.5418187607079744	0.15568468484371	0.3920494005084346	0.029632200693287324	0.012196130899056046	0.013350615203380687	0.01701393958796709	0.010617850596341915	0.005874290636275044	0.0062117258746161065	0.004767786366392551	0.015282063468659679	0.21629599561970078
1:Ins:C:0	0.0052163471538369775	0.0018803974622278474	0.0036059092406367198	0.003157076424686238	0.002800595526219922	0.0075278367570717816	0.48134726643562314	0.006313019883818925	0.00941565369682937	0.0006038149085361511	0.0028465682616120925	0.0016230016496203347	0.0030010089790448546	0.000726612851722166	0.0011958991293795408	0.0010354105585520302	0.007227785300456162	0.002879974792012945
1:Ins:C:1	0.0011148186778154922	0.00041027171202586034	0.0035676432040099826	0.0008136238460247114	0.0053649804932501865	0.003476899488377967	0.018259571930393577	0.0031737263080253795	0.003427963804133469	0.0032358997055052896	0.003945174630280235	0.0027670013945316897	0.0003916468335955869	0.006050780612895323	0.0025960372558620293	0.008017438896931708	0.008964080268051476	0.002881175580987474
