Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L
SP1086	21	60	31	127	42	54	3	42	11	25	31	8
SP1003	80	130	3	116	62	56	0	101	0	43	57	0
SP1677	26	79	2	282	63	27	1	74	10	30	28	10
SP1305	70	32	0	171	740	25	25	91	69	16	562	25
SP963	26	71	0	149	84	72	0	30	5	36	32	25
SP1144	15	33	15	143	21	20	1	9	39	28	50	15
SP1132	33	42	0	499	65	104	2	0	14	34	35	12
SP1712	5	166	3	27	7	39	4	10	2	22	10	13
SP1114	11	107	24	390	19	0	3	23	1	0	0	0
SP1431	39	228	2	0	11	68	0	12	15	21	0	0
SP975	63	98	0	0	708	0	17	41	104	31	297	0
SP1059	65	77	0	402	73	121	0	137	45	39	0	144
SP1419	162	151	6	60	16	53	0	43	50	162	72	4
SP1009	7	123	26	92	40	96	9	54	21	26	0	15
SP1724	12	54	11	97	21	44	0	23	6	3	12	10
SP96136	80	31	23	192	312	59	0	55	50	54	273	23
SP967	55	155	0	32	15	17	0	12	0	7	0	0
SP1781	69	377	0	127	16	89	1	7	8	51	55	16
SP1174	381	390	0	32	29	0	0	29	37	88	14	18
SP953	98	133	45	345	0	14	6	89	0	23	111	28
SP1377	14	183	0	52	23	43	2	13	13	24	8	6
SP1365	44	200	0	127	164	42	2	67	5	45	54	8
SP1491	72	75	0	9	213	0	0	0	45	29	213	0
CPCT02060013T	141	40	25	106	757	83	78	111	64	212	12	41
CPCT02100026T	114	117	0	109	33	10	62	31	45	10	32	10
CPCT02070020T	244	254	27	98	56	176	71	82	97	108	93	58
CPCT02030269T	45	116	5	12	22	39	57	22	19	42	53	0
CPCT02010944TIII	66	100	62	172	23	66	33	54	33	59	23	28
CPCT02020867T	36	64	0	0	132	43	67	51	318	18	0	502
CPCT02070272T	449	519	13	110	642	23	164	82	190	42	407	35
CPCT02020648T	56	71	43	242	45	58	54	33	34	72	113	43
CPCT02020362T	92	470	57	46	57	294	104	43	0	19	0	75
CPCT02440020T	81	753	45	65	67	66	48	43	43	28	65	37
CPCT02210077T	180	317	41	283	8	95	38	57	28	30	34	65
CPCT02070445T	208	218	39	50	0	114	27	23	12	47	63	73
CPCT02020894T	132	148	34	87	28	70	18	33	9	45	63	54
CPCT02020896T	161	48	9	65	21	73	27	28	5	53	6	31
CPCT02140101T	29	458	133	240	74	833	66	94	33	17	0	16
CPCT02210040T	267	414	20	17	0	0	28	204	0	40	40	81
DRUP01010020T	53140	7774	12908	0	0	0	91	250	0	0	0	0
CPCT02020902T	180	74	0	56	327	47	76	29	76	95	322	101
CPCT02070443T	242	188	6	37	0	83	35	24	63	100	27	58
CPCT02080295T	244	730	91	14	15	30	49	324	36	12	57	45
CPCT02020916T	100	18	83	227	43	317	41	43	33	48	0	14
CPCT02020915T	85	201	20	26	9	33	34	9	3	57	32	51
CPCT02160036T	54	148	25	11	13	8	100	15	27	59	91	15
CPCT02120184T	128	104	0	170	291	135	17	96	14	85	40	60
CPCT02050315T	9	103	7	48	4	83	79	27	21	42	13	35
CPCT02120182T	64	153	19	100	30	47	38	28	22	39	53	37
CPCT02020940T	7	61	0	25	65	136	25	67	8	81	16	4
CPCT02010712T	425	954	39	0	0	0	144	78	30	61	90	272
CPCT02070294T	75	60	7	9	0	36	112	16	18	104	115	49
CPCT02070299T	443	277	38	502	51	35	129	79	15	31	47	50
CPCT02050437T	303	672	57	86	16	178	54	59	77	0	25	67
CPCT02050436T	45	0	156	1048	111	95	73	23	37	50	43	81
CPCT02020952T	273	242	34	69	9	144	27	22	32	89	62	87
CPCT02020642TII	356	66	46	141	1069	30	166	136	536	0	453	588
CPCT02020958T	12	18	134	466	13	2	45	35	20	27	41	58
CPCT02020684T	6	5	4	22	77	26	106	8	0	15	30	0
WIDE01010111T	35	254	70	366	50	50	42	72	179	68	133	0
CPCT02020958TII	15	31	150	464	21	0	50	35	17	32	22	55
CPCT02020972T	565	440	61	199	0	264	91	0	95	58	94	96
CPCT02020971T	38	110	15	171	16	48	24	19	20	10	10	2
CPCT02330103T	229	227	14	34	53	160	80	21	29	88	110	25
WIDE01010148T	360	534	23	9	52	59	55	474	42	73	28	36
CPCT02070480T	100	80	0	30	32	35	38	28	61	44	17	48
CPCT02360014T	30	306	0	0	430	0	345	26	1444	5	0	226
CPCT02140107T	94	17	32	81	646	87	61	9	83	0	613	55
CPCT02070485T	390	178	53	162	71	168	52	34	78	124	112	43
WIDE01010202T	249	295	24	104	11	31	49	56	38	94	54	73
CPCT02020583TII	355	752	36	195	20	144	102	53	30	70	107	67
CPCT02020703T	48	88	28	316	104	72	222	19	37	73	73	52
CPCT02020973T	92	232	76	343	28	19	49	65	22	42	9	21
CPCT02020940TII	17	167	0	20	38	162	44	82	17	101	45	0
WIDE01010230T	25	218	26	23	0	68	30	13	12	10	22	24
CPCT02320002T	117	70	24	0	97	92	101	52	46	121	28	36
CPCT02050351T	43	103	0	40	32	100	60	12	15	43	66	0
CPCT02020979T	109	237	10	18	38	29	27	20	49	55	33	15
CPCT02080315T	79	152	48	202	328	74	75	52	61	28	177	119
CPCT02120203T	50	63	30	98	393	72	51	12	62	40	293	132
DRUP01050023T	79	209	12	147	27	43	158	29	17	22	46	4
CPCT02020983T	76	256	0	18	12	57	48	16	14	27	43	17
CPCT02140034T	3	21	17	80	124	71	134	109	5	71	29	8
WIDE01010280T	256	197	29	25	21	46	19	47	30	37	0	33
CPCT02020984T	14	73	32	177	38	98	40	3	25	72	49	37
CPCT02070154TII	137	446	0	114	898	14	1063	56	14	0	1	0
CPCT02020986T	55561	0	10577	0	57	0	0	155	0	0	0	0
CPCT02020988T	231	213	10	33	32	123	45	49	51	108	90	24
CPCT02050445T	61	261	4	115	8	22	22	37	28	14	13	18
CPCT02070331T	237	399	0	10	0	17	37	31	15	64	23	29
CPCT02020989T	88	231	0	62	7	61	50	6	27	23	49	103
CPCT02050356T	78	81	8	10	42	82	155	19	33	16	22	46
WIDE01010412T	205	171	0	56	70	45	40	31	73	89	18	90
CPCT02140110T	50	195	27	107	7	16	18	52	19	2	9	26
CPCT02020717T	101	20	12	0	354	0	127	1482	69	0	28	0
CPCT02130095T	37	91	13	88	14	67	58	37	45	4	29	46
DRUP01030012T	692	770	79	177	44	116	114	94	35	173	100	33
CPCT02070336T	51	0	0	327	3090	86	80	321	349	191	0	0
CPCT02070332T	0	0	0	0	404	0	111	0	21	0	180	0
CPCT02050371T	43	190	7	110	9	116	75	0	40	59	81	59
CPCT02100178T	68	259	41	54	33	83	117	24	93	107	55	80
CPCT02020767T	39	66	34	22	32	43	88	19	10	25	0	30
CPCT02140072T	316	381	61	250	80	174	78	22	28	66	4	68
CPCT02060112T	8	252	11	0	1	17	53	18	22	76	36	12
CPCT02170032T	40	126	14	37	5	39	49	13	5	36	5	15
DRUP01070046T	86	144	11	73	55	136	49	16	16	3	0	24
WIDE01010565T	55	65	15	58	879	186	21	97	131	85	0	36
CPCT02020787T	6	122	22	0	36	0	52	0	30	476	0	6
