Sample Names	MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F
SP24708	1:Del:C:0	0.0002642897351579109	0.021752492888283112	0.0229397514844208	0.0	0.9550434658921382	0.0
SP24708	1:Del:C:1	0.0002510413396572917	0.010440354071545688	0.08263348408279934	0.0	0.9066751205059977	0.0
SP24708	1:Del:C:2	0.001592148998935751	0.02467765261343693	0.0763398377697337	0.0	0.8973903606178935	0.0
SP24708	1:Del:C:3	0.00271276881826962	0.08014836861161163	0.07015347696553409	0.0	0.8469853856045847	0.0
SP24708	1:Del:C:4	0.0011129127975262343	0.20493367036657617	0.12834996804604804	0.0	0.6656034487898495	0.0
SP24708	1:Del:C:5	0.00046715595456076834	0.6286433165772088	0.22979452872191594	0.0	0.14109499874631454	0.0
SP24708	1:Del:T:0	0.0003256261726716781	0.010742718020633259	0.10416043455504045	0.0	0.8847712212516545	0.0
SP24708	1:Del:T:1	0.002213513270767015	0.015125605850148733	0.1070078510799362	0.0	0.875653029799148	0.0
SP24708	1:Del:T:2	0.004812694102900428	0.024756029929402068	0.055442627663967924	0.0	0.9149886483037295	0.0
SP24708	1:Del:T:3	0.008422084401188997	0.03245114181569701	0.02460097974019323	0.0	0.9345257940429207	0.0
SP24708	1:Del:T:4	0.013407228757875663	0.12435213481512457	0.07325358716703062	0.0	0.7889870492599692	0.0
SP24708	1:Del:T:5	0.00929126189728109	0.8532683547364794	0.13360153362850438	0.0	0.003838849737735238	0.0
SP24708	1:Ins:C:0	0.040629837870709076	0.06729976928858512	0.006509065657962595	0.0	0.8855613271827433	0.0
SP24708	1:Ins:C:1	0.01696455601459031	0.009516317148284778	0.02302565583737622	0.0	0.9504934709997487	0.0
SP24708	1:Ins:C:2	0.030941995651594598	0.0019196704474177498	0.04661156314401407	0.0	0.9205267707569735	0.0
SP24708	1:Ins:C:3	0.0610398507832631	0.008934887901746359	0.1429311170889661	0.0	0.7870941442260244	0.0
SP24708	1:Ins:C:4	0.12882119659883054	0.23604057034213644	0.017791284828106296	0.0	0.6173469482309267	0.0
SP24708	1:Ins:C:5	0.3630649623495368	0.5918510218733044	0.01003968279723071	0.0	0.0350443329799281	0.0
SP24708	1:Ins:T:0	0.11611574488596871	0.0867259825579826	0.0038180822002277636	0.0	0.7933401903558209	0.0
SP24708	1:Ins:T:1	0.018982383849587225	0.0	0.07164699390814668	0.0	0.9093706222422662	0.0
