Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F
SP24708	42	86	128	0	169	0
SP24301	111	114	187	54	170	5
SP27201	27	153	125	0	192	0
SP28791	7	33	26	2	98	1
SP23739	23	30	71	29	100	0
SP24702	106	85	113	45	134	0
SP25332	21	23	49	26	31	4
SP28335	5	46	74	37	147	3
SP26709	81	34	40	31	46	0
SP25350	19	70	188	13	150	3
SP25380	34	135	111	31	188	5
SP24565	0	14	99	33	91	0
SP25833	78	45	96	34	158	0
SP25905	0	25	37	37	109	0
SP26439	16	28	17	35	63	2
SP24236	18	161	141	0	283	0
SP23925	0	73	1684	0	0	0
SP24815	38	137	137	52	207	5
SP27957	26	86	86	40	137	0
SP27603	11	59	93	42	174	0
SP27825	35	125	137	51	168	2
SP24135	12	108	200	558	177	9
SP26499	27	47	49	27	99	0
SP25518	25	131	99	35	259	8
SP28659	60	132	222	612	163	2
SP23622	15	70	138	3	155	11
SP27939	29	43	74	29	140	1
SP23754	2	28	22	15	61	1
SP29697	56	66	87	0	104	0
SP27339	32	53	73	24	124	6
SP29559	56	13	8	683	48	6
SP29331	5	112	87	44	203	2
SP26475	70	85	72	30	148	2
SP23775	31	104	157	595	132	1
SP28275	37	22	109	41	79	0
SP28581	34	97	110	41	139	0
SP23639	36	87	137	43	166	4
SP24391	45	69	107	36	167	2
SP28041	52	151	148	0	186	0
SP25494	61	218	258	937	474	8
SP26649	39	59	183	44	107	4
SP78927	41	7	0	0	15	0
SP78913	26	4	0	21	0	0
SP107375	61	17	12	43	61	1
SP107408	170	62	27	24	34	3
SP107439	0	24	0	0	263	0
SP78816	36	0	8	0	0	0
SP78663	150	0	0	61	0	0
SP78709	99	9	0	23	0	0
SP107462	179	12	0	0	32	0
SP78951	55	12	6	1	38	1
SP107435	93	28	31	0	47	0
SP78679	52	70	33	0	64	0
SP107360	152	54	47	45	0	0
SP78819	11	7	7	0	10	0
SP78821	56	12	8	3	59	3
SP107552	51	0	0	0	20	0
SP78865	30	3	3	8	20	1
SP107470	80	44	0	0	20	0
SP78673	0	6	14	0	27	0
SP78824	25	4	0	14	8	0
SP107550	32	13	0	0	17	0
SP78718	203	44	0	0	27	0
SP107451	63	11	0	16	0	0
SP107557	58	9	0	12	0	0
SP107358	22	7	21	13	28	2
SP78731	40	8	0	0	16	0
SP107455	31	7	0	0	20	0
SP107549	38	9	0	9	0	0
SP78814	40	6	5	14	45	3
SP107357	218	98	62	34	61	23
SP78919	68	4	9	19	10	2
SP107453	53	21	0	0	26	0
SP78719	4	5	5	0	0	0
SP78662	9	6	0	0	20	0
SP107457	131	3	12	11	25	3
SP107404	113	73	42	22	25	4
SP78714	40	20	0	0	24	0
SP107454	43	9	0	0	17	0
SP107359	155	75	36	30	58	2
SP78664	87	0	0	0	26	0
SP78931	86	17	0	0	0	0
SP78815	26	6	0	0	16	0
SP107466	78	42	26	12	43	1
SP78901	194	19	9	1	6	2
SP107384	164	63	31	401	68	13
SP107467	7	6	0	0	36	0
SP78680	31	0	0	0	14	0
SP78672	33	4	0	16	0	0
SP107365	54	20	31	8	30	1
SP78660	35	6	0	17	0	0
SP78659	13	18	10	0	12	0
SP107449	34	9	0	0	53	0
SP78813	44	8	12	0	20	0
SP78953	23	5	5	0	0	0
SP78804	69	0	21	0	42	0
SP107460	28	32	9	11	22	4
SP107548	100	0	0	0	33	0
SP78730	107	43	24	0	27	0
SP78727	72	14	0	0	24	0
SP78822	126	34	38	0	88	0
SP78818	71	11	0	0	19	0
SP78923	22	2	8	0	6	0
SP107405	160	54	63	15	63	4
SP107437	75	105	8	19	33	12
SP78675	80	13	0	0	33	0
SP107371	140	79	32	237	10	50
SP107556	130	24	0	0	36	0
SP78807	33	14	16	0	22	0
SP78945	71	0	0	0	19	0
SP107480	35	16	0	0	19	0
SP107448	50	3	9	6	18	3
SP107436	93	9	0	0	36	0
SP79150	2	4	4	1	5	4
SP107546	202	65	0	0	0	0
SP107459	39	23	29	6	13	1
SP78823	16	0	0	0	6	0
SP78666	52	10	0	0	19	0
SP78721	31	11	0	0	0	0
SP78665	154	0	0	29	0	0
SP78935	73	14	5	2	25	5
SP107458	227	18	38	29	23	2
SP79160	86	0	0	0	16	0
SP107479	107	9	0	22	0	0
SP107377	141	34	46	0	37	0
SP78937	131	33	0	0	137	0
SP107444	49	6	0	0	25	0
SP79144	98	11	15	28	40	1
SP107469	19	0	0	0	10	0
SP107373	135	15	42	28	41	27
SP107406	137	37	0	660	0	43
SP107369	174	90	49	28	49	5
SP107403	232	94	68	28	118	4
SP107363	150	66	50	14	36	75
SP78955	64	0	0	0	0	0
SP78711	0	0	0	0	2	0
SP78677	21	13	8	0	10	0
SP78805	106	0	0	35	0	0
SP107461	29	0	11	0	14	0
SP107472	10	10	0	0	18	0
SP107356	66	31	49	0	49	0
SP78825	26	19	0	15	26	0
SP107468	64	9	0	0	22	0
SP78851	373	32	39	33	69	8
SP78726	17	16	0	0	74	0
SP107379	230	127	77	33	70	10
SP107474	63	15	0	0	39	0
SP107438	32	5	2	9	39	1
SP107478	93	0	0	0	43	0
SP78716	163	89	0	0	69	0
SP78676	113	47	0	0	30	0
SP107443	12	0	0	5	0	0
SP107361	178	86	86	16	58	10
SP107464	138	50	43	40	25	1
SP78717	6	8	4	7	0	0
SP78671	53	0	24	0	19	0
SP78817	21	12	8	9	0	0
SP107381	122	66	29	31	28	0
SP107463	153	57	43	16	35	1
SP107477	103	11	0	0	29	0
SP78661	82	32	23	12	22	9
SP78939	41	10	0	0	17	0
SP78674	214	21	0	0	34	0
SP107553	6	2	7	0	6	0
SP107555	84	12	17	0	36	0
SP107446	32	14	0	0	25	0
SP78713	265	70	0	0	43	0
SP78720	41	10	0	0	39	0
SP78947	49	5	11	0	16	0
SP78875	22	3	8	0	14	0
SP107554	205	0	0	0	67	0
SP107407	189	121	72	10	87	7
SP78820	77	6	11	1	27	3
SP78668	5	10	0	7	5	0
SP107547	44	0	0	0	13	0
SP79148	267	68	0	0	0	0
SP107386	242	60	48	8	39	7
SP78921	124	13	19	8	17	2
SP107545	56	6	0	40	0	0
SP107440	55	15	14	0	13	0
SP79066	13	10	0	0	39	0
SP107473	72	7	0	27	0	0
SP107362	103	35	37	29	38	0
SP78722	12	3	0	4	4	3
SP78729	154	0	0	0	0	0
SP107441	111	11	0	0	46	0
SP78873	69	2	1	13	9	4
SP47708	70	16	63	26	61	3
SP47990	18	13	15	58	34	6
SP48414	18	12	25	30	61	4
SP48135	60	66	137	0	99	0
SP47652	23	14	28	14	37	1
SP48888	22	0	33	0	20	0
SP48426	2	0	7	0	14	0
SP48480	79	20	131	0	80	0
SP48263	10	1	21	32	17	1
