NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	189.625	28.704	40.461	18.885	0.138	0.969	1000000.0
2	180.162	28.459	37.967	18.996	8.334	0.968	1000000.0
3	180.93	27.961	39.144	18.58	0.135	0.969	1000000.0
4	180.333	28.076	38.063	18.7	0.134	0.97	1000000.0
5	182.153	28.814	38.237	19.149	0.142	0.967	1000000.0
6	186.879	28.759	38.834	19.109	0.147	0.968	1000000.0
7	177.039	27.746	36.962	18.25	0.133	0.97	1000000.0
8	181.183	28.448	36.209	18.758	0.3	0.969	1000000.0
9	179.196	27.974	38.123	18.572	0.136	0.97	1000000.0
10	179.652	28.464	37.702	18.905	8.33	0.968	1000000.0
11	182.712	28.381	36.927	18.483	8.329	0.969	1000000.0
12	178.534	28.095	36.563	18.622	0.138	0.97	1000000.0
13	177.352	28.104	36.759	18.407	8.31	0.97	1000000.0
14	181.004	28.035	37.841	18.531	0.138	0.97	1000000.0
15	182.516	28.829	38.929	19.121	0.137	0.968	1000000.0
16	182.585	28.631	38.56	18.924	24.722	0.968	1000000.0
17	178.629	27.95	36.858	18.563	16.501	0.97	1000000.0
18	183.262	28.451	40.095	19.431	0.132	0.969	1000000.0
19	180.341	28.356	37.029	18.845	8.329	0.969	1000000.0
20	182.194	28.284	39.146	18.87	16.528	0.97	1000000.0
21	182.306	28.557	38.033	18.893	0.142	0.969	1000000.0
22	178.712	28.198	37.25	18.966	8.31	0.969	1000000.0
23	183.587	28.647	38.22	18.856	0.143	0.968	1000000.0
24	180.319	28.025	38.315	18.641	0.137	0.969	1000000.0
25	183.309	28.664	37.265	18.846	8.329	0.969	1000000.0
26	179.17	28.119	37.289	18.601	0.133	0.97	1000000.0
27	179.749	28.633	35.933	18.698	0.136	0.968	1000000.0
28	180.708	28.653	37.942	18.805	0.134	0.969	1000000.0
29	175.7	27.993	37.145	18.692	8.321	0.969	1000000.0
30	181.987	28.028	38.364	18.578	0.134	0.97	1000000.0
31	181.993	28.916	37.051	19.117	8.335	0.967	1000000.0
32	179.14	28.216	37.29	18.758	0.139	0.968	1000000.0
33	179.705	28.258	38.014	19.048	0.133	0.967	1000000.0
34	178.374	28.087	37.749	18.638	0.295	0.969	1000000.0
35	177.503	28.062	36.81	18.791	0.136	0.97	1000000.0
36	179.181	27.762	37.711	18.092	0.133	0.97	1000000.0
37	180.027	27.842	38.102	18.542	16.52	0.969	1000000.0
38	186.711	28.664	39.237	18.817	0.168	0.969	1000000.0
39	179.374	28.328	37.081	18.709	0.139	0.97	1000000.0
40	187.982	28.541	39.563	19.227	0.143	0.968	1000000.0
41	179.421	28.053	38.438	18.822	8.331	0.969	1000000.0
42	177.77	28.14	35.707	18.443	8.307	0.97	1000000.0
43	184.331	28.647	38.094	19.181	8.338	0.968	1000000.0
44	182.092	28.606	38.633	18.992	8.336	0.968	1000000.0
45	177.918	27.64	37.798	18.423	8.332	0.969	1000000.0
