MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I
1:Del:C:0	3.18E-04	9.96E-04	1.24E-05	8.79E-05	6.50E-04	2.19E-03	3.88E-04	3.10E-04	1.19E-03
1:Del:C:1	1.56E-04	4.53E-04	6.80E-06	7.17E-05	3.86E-04	1.08E-03	2.19E-04	1.85E-04	6.98E-04
1:Del:C:2	6.41E-05	1.96E-04	6.21E-06	1.37E-04	2.29E-04	5.05E-04	1.66E-04	1.56E-04	3.71E-04
1:Del:C:3	5.50E-05	4.09E-04	1.38E-05	1.45E-04	1.18E-04	5.31E-04	1.23E-04	1.10E-04	2.43E-04
1:Del:C:4	0.00E+00	1.21E-03	3.35E-05	1.28E-04	1.67E-04	1.60E-03	1.32E-04	1.23E-04	1.52E-04
1:Del:C:5	3.45E-04	2.46E-03	6.15E-05	2.33E-04	3.65E-04	3.26E-03	1.99E-04	2.98E-05	1.84E-04
1:Del:T:0	1.06E-04	9.94E-04	9.68E-06	6.34E-05	5.20E-04	2.21E-03	3.65E-04	3.41E-04	1.18E-03
1:Del:T:1	6.46E-05	1.25E-03	8.99E-06	1.28E-04	5.86E-04	2.62E-03	4.35E-04	3.64E-04	1.54E-03
1:Del:T:2	1.29E-04	6.20E-04	1.10E-05	2.34E-04	3.49E-04	1.35E-03	2.43E-04	2.76E-04	7.35E-04
1:Del:T:3	3.00E-04	9.47E-04	3.27E-05	2.15E-04	5.07E-04	1.96E-03	3.49E-04	3.11E-04	1.44E-03
1:Del:T:4	6.04E-04	2.13E-03	7.18E-05	4.53E-04	1.12E-05	2.25E-03	3.01E-04	3.49E-04	1.38E-03
1:Del:T:5	5.02E-03	1.11E-02	4.65E-03	6.62E-03	2.32E-03	9.73E-03	6.61E-03	1.46E-03	5.59E-03
1:Ins:C:0	3.22E-05	5.92E-05	6.30E-05	0.00E+00	9.97E-05	2.12E-05	3.18E-03	2.31E-04	7.01E-09
1:Ins:C:1	2.53E-05	9.13E-05	1.32E-05	5.75E-05	1.60E-04	2.66E-04	1.92E-04	6.74E-05	2.57E-04
1:Ins:C:2	4.16E-05	1.76E-05	8.93E-06	6.38E-05	4.82E-05	1.51E-04	8.00E-05	3.86E-05	1.74E-04
1:Ins:C:3	2.10E-05	4.79E-05	1.44E-05	7.09E-05	1.06E-04	1.40E-04	6.94E-05	7.46E-06	1.39E-04
1:Ins:C:4	2.94E-05	2.10E-04	5.73E-04	1.01E-05	4.84E-05	3.07E-04	7.21E-05	3.31E-05	1.48E-04
1:Ins:C:5	1.81E-04	6.30E-04	5.60E-04	3.03E-04	3.52E-04	8.77E-04	2.13E-04	1.12E-04	2.02E-04
1:Ins:T:0	3.43E-05	1.00E-04	1.68E-05	1.41E-04	2.71E-04	3.21E-04	2.74E-04	9.51E-05	2.85E-04
1:Ins:T:1	2.94E-04	2.85E-04	1.53E-05	1.38E-04	2.85E-04	7.17E-04	2.19E-04	1.10E-04	9.26E-04
1:Ins:T:2	1.78E-04	1.83E-04	2.08E-05	1.31E-04	2.24E-04	3.81E-04	1.40E-04	8.01E-05	4.80E-04
1:Ins:T:3	1.41E-04	1.18E-04	1.66E-05	1.21E-04	1.77E-04	2.69E-04	1.35E-04	7.04E-05	3.95E-04
1:Ins:T:4	0.00E+00	2.52E-04	2.81E-04	2.24E-04	6.92E-05	4.39E-04	1.55E-04	1.01E-04	3.89E-04
1:Ins:T:5	1.42E-03	3.08E-03	2.17E-03	5.54E-03	4.76E-03	8.41E-03	2.61E-03	1.14E-03	7.12E-03
2:Del:R:0	3.10E-04	2.26E-04	1.17E-05	1.46E-04	2.93E-04	5.77E-04	1.56E-04	1.10E-04	7.09E-04
2:Del:R:1	5.00E-04	4.94E-04	5.35E-06	2.25E-04	3.14E-04	7.15E-04	2.05E-04	1.45E-04	1.01E-03
2:Del:R:2	2.04E-04	1.93E-04	6.74E-06	9.22E-05	1.46E-04	2.50E-04	7.75E-05	8.69E-05	4.10E-04
2:Del:R:3	1.15E-04	9.04E-04	2.49E-05	0.00E+00	1.11E-04	1.29E-03	3.08E-05	4.77E-05	1.07E-04
2:Del:R:4	6.62E-05	3.34E-04	1.21E-05	1.84E-05	9.20E-05	5.25E-04	1.02E-05	3.07E-05	8.66E-05
2:Del:R:5	1.78E-04	4.02E-04	2.89E-05	2.19E-05	1.15E-04	5.75E-04	8.98E-05	4.34E-05	2.49E-04
3:Del:R:0	5.30E-05	9.04E-05	3.89E-06	7.03E-05	1.16E-04	2.06E-04	8.56E-05	7.68E-05	2.55E-04
3:Del:R:1	5.51E-04	4.37E-04	0.00E+00	2.37E-04	3.11E-04	6.55E-04	1.88E-04	1.32E-04	1.10E-03
3:Del:R:2	1.03E-04	1.48E-04	3.05E-06	9.64E-05	1.17E-04	2.31E-04	9.04E-05	5.74E-05	3.38E-04
3:Del:R:3	6.09E-05	3.35E-05	1.58E-06	4.99E-05	7.91E-05	8.18E-05	2.16E-05	2.33E-05	1.85E-04
